Orthogroup	ML_TRX
OG0000235	ML07335a.p1
OG0000235	ML327430a.p1
OG0000237	ML07553a.p1
OG0000237	ML07555a.p1
OG0000237	ML189329a.p1
OG0000238	ML03134a.p1
OG0000238	ML07445a.p1
OG0000238	ML095325a.p1
OG0000238	ML368913a.p1
OG0000240	ML03096a.p1
OG0000241	ML017945a.p1
OG0000241	ML02994a.p1
OG0000241	ML07766a.p1
OG0000244	ML01536a.p1
OG0000244	ML03242a.p1
OG0000244	ML08207a.p1
OG0000244	ML148937a.p1
OG0000245	ML009616a.p1
OG0000245	ML22167a.p1
OG0000250	ML083025a.p1
OG0000251	ML06333a.p1
OG0000251	ML095310a.p1
OG0000252	ML054413a.p1
OG0000261	ML006113a.p1
OG0000261	ML00632a.p1
OG0000261	ML01162a.p1
OG0000261	ML01671a.p1
OG0000261	ML019213a.p1
OG0000261	ML02091a.p1
OG0000261	ML02999a.p1
OG0000261	ML034667a.p1
OG0000261	ML05593a.p1
OG0000261	ML058511a.p1
OG0000261	ML070224a.p1
OG0000261	ML074915a.p1
OG0000261	ML076027a.p1
OG0000261	ML08488a.p1
OG0000261	ML14255a.p1
OG0000261	ML172110a.p1
OG0000261	ML20264a.p1
OG0000261	ML20836a.p1
OG0000261	ML218924a.p1
OG0000261	ML270526a.p1
OG0000261	ML270527a.p1
OG0000261	ML271527a.p1
OG0000261	ML31033a.p1
OG0000261	ML45391a.p1
OG0000262	ML004419a.p1
OG0000262	ML01281a.p1
OG0000262	ML01283a.p1
OG0000262	ML070813a.p1
OG0000262	ML21525a.p1
OG0000263	ML00501a.p1
OG0000263	ML00502a.p1
OG0000264	ML00711a.p1
OG0000264	ML020711a.p1
OG0000264	ML038811a.p1
OG0000264	ML04355a.p1
OG0000264	ML14144a.p1
OG0000264	ML166415a.p1
OG0000264	ML177215a.p1
OG0000264	ML233119a.p1
OG0000264	ML27896a.p1
OG0000265	ML039723a.p1
OG0000265	ML078938a.p1
OG0000265	ML086628a.p1
OG0000265	ML086629a.p1
OG0000265	ML218945a.p1
OG0000268	ML050828a.p1
OG0000268	ML088817a.p1
OG0000268	ML102222a.p1
OG0000269	ML00524a.p1
OG0000269	ML07426a.p1
OG0000269	ML289711a.p1
OG0000269	ML319813a.p1
OG0000270	ML04061a.p1
OG0000270	ML070272a.p1
OG0000270	ML08521a.p1
OG0000270	ML116917a.p1
OG0000270	ML30452a.p1
OG0000271	ML01498a.p1
OG0000271	ML358827a.p1
OG0000272	ML00473a.p1
OG0000272	ML029511a.p2
OG0000272	ML219312a.p1
OG0000275	ML030219a.p1
OG0000275	ML05674a.p1
OG0000275	ML15658a.p1
OG0000277	ML05443a.p1
OG0000277	ML05795a.p1
OG0000277	ML21311a.p1
OG0000277	ML306126a.p1
OG0000278	ML022412a.p1
OG0000278	ML02826a.p1
OG0000278	ML058010a.p1
OG0000278	ML070242a.p1
OG0000278	ML122315a.p1
OG0000278	ML305527a.p2
OG0000279	ML005112a.p1
OG0000279	ML005113a.p1
OG0000279	ML19402a.p1
OG0000279	ML19403a.p1
OG0000279	ML351727a.p1
OG0000280	ML03814a.p1
OG0000280	ML17894a.p1
OG0000280	ML17897a.p1
OG0000281	ML003240a.p1
OG0000281	ML04281a.p1
OG0000281	ML451312a.p1
OG0000282	ML007318a.p1
OG0000282	ML069124a.p1
OG0000282	ML069125a.p1
OG0000282	ML358835a.p1
OG0000282	ML39324a.p1
OG0000283	ML12073a.p1
OG0000283	ML12074a.p1
OG0000284	ML068116a.p1
OG0000284	ML07537a.p1
OG0000286	ML029510a.p1
OG0000286	ML07142a.p1
OG0000287	ML047311a.p1
OG0000287	ML08547a.p1
OG0000287	ML148923a.p1
OG0000289	ML00401a.p1
OG0000289	ML07011a.p1
OG0000289	ML07014a.p1
OG0000289	ML368916a.p1
OG0000292	ML032329a.p1
OG0000292	ML050810a.p1
OG0000292	ML073218a.p1
OG0000292	ML266615a.p1
OG0000293	ML00905a.p1
OG0000293	ML03184a.p1
OG0000295	ML14241a.p1
OG0000295	ML21601a.p1
OG0000295	ML261714a.p1
OG0000296	ML08102a.p1
OG0000296	ML104634a.p1
OG0000296	ML17595a.p1
OG0000296	ML17596a.p1
OG0000296	ML17599a.p1
OG0000297	ML015738a.p1
OG0000297	ML276913a.p1
OG0000298	ML014425a.p1
OG0000298	ML053626a.p1
OG0000298	ML065728a.p1
OG0000298	ML15195a.p1
OG0000298	ML20601a.p1
OG0000302	ML034627a.p1
OG0000302	ML26171a.p1
OG0000303	ML001510a.p1
OG0000303	ML03195a.p1
OG0000303	ML06412a.p1
OG0000303	ML36101a.p1
OG0000305	ML185510a.p1
OG0000305	ML185511a.p1
OG0000305	ML458312a.p1
OG0000307	ML190414a.p1
OG0000307	ML273213a.p1
OG0000307	ML305510a.p1
OG0000307	ML30556a.p1
OG0000308	ML068112a.p1
OG0000308	ML145833a.p1
OG0000311	ML002624a.p1
OG0000311	ML002626a.p1
OG0000311	ML076023a.p1
OG0000313	ML02333a.p1
OG0000313	ML305523a.p1
OG0000315	ML04527a.p1
OG0000315	ML064953a.p1
OG0000315	ML116911a.p1
OG0000315	ML20563a.p1
OG0000315	ML460829a.p1
OG0000316	ML06097a.p1
OG0000316	ML270520a.p1
OG0000317	ML006111a.p1
OG0000317	ML01244a.p1
OG0000318	ML00988a.p1
OG0000318	ML010311a.p1
OG0000319	ML003242a.p1
OG0000319	ML049024a.p1
OG0000319	ML17401a.p1
OG0000319	ML21007a.p1
OG0000319	ML305520a.p1
OG0000319	ML368815a.p1
OG0000324	ML092615a.p1
OG0000324	ML092616a.p1
OG0000324	ML233111a.p1
OG0000324	ML26922a.p1
OG0000325	ML10021a.p1
OG0000325	ML18208a.p1
OG0000326	ML07311a.p1
OG0000326	ML31702a.p1
OG0000327	ML000717a.p1
OG0000327	ML073037a.p1
OG0000328	ML020045a.p1
OG0000328	ML07214a.p1
OG0000328	ML141755a.p1
OG0000328	ML218013a.p1
OG0000328	ML24281a.p1
OG0000328	ML35937a.p1
OG0000329	ML02442a.p1
OG0000329	ML078942a.p1
OG0000332	ML02417a.p1
OG0000332	ML11651a.p1
OG0000332	ML11652a.p1
OG0000339	ML21658a.p1
OG0000339	ML278910a.p1
OG0000341	ML03243a.p1
OG0000341	ML046337a.p1
OG0000342	ML072819a.p1
OG0000342	ML07523a.p1
OG0000342	ML07526a.p1
OG0000342	ML08528a.p1
OG0000342	ML463537a.p1
OG0000343	ML136015a.p1
OG0000343	ML15191a.p1
OG0000343	ML22677a.p1
OG0000344	ML05442a.p1
OG0000344	ML22521a.p1
OG0000344	ML28021a.p1
OG0000345	ML327410a.p1
OG0000348	ML145819a.p1
OG0000349	ML002242a.p1
OG0000350	ML100011a.p1
OG0000350	ML19677a.p1
OG0000351	ML019137a.p1
OG0000351	ML07444a.p1
OG0000351	ML084417a.p1
OG0000351	ML08945a.p1
OG0000352	ML02495a.p1
OG0000352	ML02954a.p1
OG0000352	ML12347a.p1
OG0000352	ML14989a.p1
OG0000352	ML398327a.p1
OG0000353	ML094314a.p1
OG0000353	ML15181a.p1
OG0000353	ML154161a.p1
OG0000353	ML18201a.p1
OG0000353	ML189345a.p1
OG0000353	ML24031a.p1
OG0000358	ML034327a.p1
OG0000358	ML034329a.p1
OG0000358	ML034330a.p1
OG0000358	ML32956a.p1
OG0000358	ML32957a.p1
OG0000359	ML00295a.p1
OG0000359	ML05486a.p1
OG0000359	ML064952a.p1
OG0000359	ML148943a.p1
OG0000359	ML29461a.p1
OG0000360	ML02456a.p1
OG0000360	ML141741a.p1
OG0000360	ML329511a.p1
OG0000360	ML342227a.p1
OG0000362	ML073259a.p1
OG0000362	ML076313a.p1
OG0000362	ML09202a.p1
OG0000362	ML258224a.p1
OG0000365	ML074235a.p1
OG0000365	ML07823a.p1
OG0000365	ML145823a.p1
OG0000365	ML20759a.p1
OG0000366	ML017425a.p1
OG0000366	ML137110a.p1
OG0000366	ML223019a.p1
OG0000368	ML03583a.p1
OG0000368	ML33984a.p1
OG0000369	ML005334a.p1
OG0000369	ML025013a.p1
OG0000369	ML04477a.p1
OG0000369	ML098613a.p1
OG0000369	ML098614a.p1
OG0000372	ML04062a.p1
OG0000373	ML05237a.p1
OG0000373	ML145814a.p1
OG0000374	ML01177a.p1
OG0000374	ML02255a.p1
OG0000374	ML05611a.p1
OG0000374	ML067024a.p1
OG0000374	ML10792a.p1
OG0000374	ML141749a.p1
OG0000374	ML174744a.p1
OG0000375	ML00086a.p1
OG0000375	ML045251a.p1
OG0000375	ML29498a.p1
OG0000375	ML29499a.p1
OG0000377	ML01983a.p1
OG0000377	ML064912a.p2
OG0000377	ML143039a.p1
OG0000378	ML00965a.p1
OG0000378	ML13029a.p1
OG0000385	ML006912a.p1
OG0000385	ML012020a.p1
OG0000385	ML012021a.p1
OG0000385	ML03253a.p1
OG0000387	ML234524a.p1
OG0000387	ML234525a.p1
OG0000388	ML05253a.p1
OG0000389	ML12885a.p1
OG0000389	ML368918a.p1
OG0000392	ML005010a.p1
OG0000392	ML08889a.p1
OG0000392	ML43118a.p1
OG0000393	ML034633a.p1
OG0000393	ML104639a.p1
OG0000393	ML104641a.p1
OG0000393	ML128218a.p1
OG0000393	ML189344a.p1
OG0000394	ML10396a.p1
OG0000394	ML13722a.p1
OG0000394	ML19134a.p1
OG0000394	ML30698a.p1
OG0000396	ML21434a.p1
OG0000396	ML258249a.p1
OG0000398	ML002139a.p1
OG0000398	ML002639a.p1
OG0000398	ML002640a.p1
OG0000398	ML01163a.p1
OG0000398	ML011729a.p2
OG0000398	ML114619a.p1
OG0000398	ML205635a.p1
OG0000398	ML205636a.p2
OG0000398	ML26702a.p1
OG0000398	ML32228a.p1
OG0000398	ML32342a.p1
OG0000401	ML085739a.p1
OG0000401	ML108018a.p1
OG0000401	ML108019a.p1
OG0000401	ML17451a.p1
OG0000403	ML115611a.p1
OG0000406	ML002128a.p1
OG0000406	ML01912a.p1
OG0000407	ML010117a.p1
OG0000407	ML021121a.p1
OG0000407	ML02305a.p1
OG0000407	ML029519a.p1
OG0000407	ML03054a.p1
OG0000407	ML174011a.p1
OG0000407	ML17408a.p1
OG0000407	ML17409a.p1
OG0000407	ML306123a.p1
OG0000408	ML02163a.p1
OG0000408	ML091717a.p1
OG0000409	ML122311a.p1
OG0000409	ML274446a.p1
OG0000410	ML04332a.p1
OG0000411	ML02303a.p1
OG0000411	ML029520a.p1
OG0000411	ML148919a.p1
OG0000412	ML07699a.p1
OG0000412	ML35706a.p1
OG0000413	ML104333a.p1
OG0000414	ML02207a.p1
OG0000417	ML077640a.p1
OG0000417	ML279810a.p1
OG0000418	ML02453a.p1
OG0000418	ML032919a.p1
OG0000418	ML07638a.p1
OG0000419	ML00731a.p1
OG0000419	ML01096a.p1
OG0000419	ML03465a.p1
OG0000421	ML008711a.p1
OG0000421	ML04347a.p1
OG0000421	ML056957a.p1
OG0000421	ML104635a.p1
OG0000422	ML09309a.p1
OG0000423	ML03631a.p1
OG0000423	ML03633a.p2
OG0000423	ML03634a.p1
OG0000423	ML07323a.p1
OG0000425	ML14123a.p1
OG0000425	ML17473a.p1
OG0000427	ML00453a.p1
OG0000427	ML00633a.p1
OG0000427	ML267512a.p1
OG0000427	ML311632a.p1
OG0000428	ML015714a.p1
OG0000428	ML056953a.p1
OG0000428	ML26851a.p1
OG0000428	ML41301a.p1
OG0000429	ML088211a.p1
OG0000429	ML11344a.p1
OG0000429	ML141758a.p1
OG0000430	ML084439a.p1
OG0000430	ML14434a.p1
OG0000430	ML358820a.p1
OG0000430	ML434313a.p1
OG0000431	ML09023a.p1
OG0000431	ML1541122a.p1
OG0000433	ML034657a.p1
OG0000433	ML07482a.p1
OG0000433	ML115610a.p1
OG0000433	ML15362a.p1
OG0000433	ML172113a.p1
OG0000433	ML17923a.p1
OG0000433	ML181714a.p1
OG0000433	ML216336a.p1
OG0000433	ML27697a.p1
OG0000433	ML28202a.p1
OG0000433	ML28203a.p1
OG0000434	ML02801a.p1
OG0000434	ML154187a.p1
OG0000435	ML02483a.p1
OG0000435	ML35605a.p1
OG0000436	ML00627a.p1
OG0000442	ML13059a.p1
OG0000442	ML13939a.p1
OG0000444	ML077615a.p1
OG0000444	ML23311a.p1
OG0000445	ML017952a.p1
OG0000445	ML22078a.p1
OG0000449	ML210018a.p1
OG0000449	ML39332a.p1
OG0000450	ML017432a.p1
OG0000451	ML09172a.p1
OG0000451	ML463520a.p1
OG0000452	ML12957a.p1
OG0000452	ML19327a.p1
OG0000453	ML009128a.p1
OG0000453	ML11543a.p1
OG0000454	ML02661a.p1
OG0000454	ML02662a.p1
OG0000454	ML02664a.p1
OG0000455	ML02201a.p1
OG0000455	ML02203a.p1
OG0000455	ML214323a.p1
OG0000456	ML03539a.p1
OG0000456	ML082722a.p1
OG0000456	ML090225a.p1
OG0000456	ML218910a.p1
OG0000456	ML218911a.p1
OG0000456	ML21899a.p1
OG0000460	ML126210a.p1
OG0000460	ML126212a.p1
OG0000460	ML126214a.p1
OG0000460	ML12627a.p1
OG0000461	ML015610a.p1
OG0000463	ML16886a.p1
OG0000463	ML26176a.p1
OG0000464	ML351721a.p1
OG0000465	ML016361a.p1
OG0000465	ML016363a.p1
OG0000465	ML04763a.p1
OG0000466	ML000115a.p1
OG0000466	ML012413a.p1
OG0000466	ML141130a.p1
OG0000466	ML141132a.p1
OG0000471	ML093051a.p1
OG0000471	ML13375a.p1
OG0000471	ML214319a.p1
OG0000471	ML40161a.p1
OG0000472	ML02195a.p1
OG0000472	ML167023a.p1
OG0000472	ML279622a.p1
OG0000472	ML40983a.p1
OG0000472	ML44971a.p1
OG0000473	ML02331a.p1
OG0000474	ML03346a.p1
OG0000474	ML15974a.p1
OG0000475	ML016337a.p1
OG0000475	ML04462a.p1
OG0000476	ML030415a.p1
OG0000476	ML050712a.p1
OG0000477	ML004410a.p1
OG0000477	ML004412a.p1
OG0000478	ML00634a.p1
OG0000478	ML020712a.p1
OG0000478	ML08579a.p2
OG0000478	ML09144a.p1
OG0000478	ML094321a.p1
OG0000478	ML175610a.p1
OG0000478	ML17569a.p1
OG0000478	ML188911a.p1
OG0000478	ML34876a.p1
OG0000480	ML18231a.p1
OG0000480	ML18233a.p1
OG0000480	ML18235a.p1
OG0000480	ML26661a.p1
OG0000484	ML274431a.p1
OG0000485	ML005326a.p1
OG0000485	ML276921a.p1
OG0000489	ML05265a.p1
OG0000489	ML070810a.p1
OG0000489	ML07248a.p1
OG0000489	ML20685a.p1
OG0000490	ML00199a.p1
OG0000490	ML04612a.p1
OG0000490	ML06538a.p1
OG0000490	ML07341a.p1
OG0000490	ML094344a.p1
OG0000490	ML10296a.p1
OG0000490	ML154516a.p1
OG0000490	ML348711a.p1
OG0000491	ML25827a.p1
OG0000491	ML27059a.p1
OG0000494	ML02035a.p1
OG0000494	ML351717a.p1
OG0000495	ML00292a.p1
OG0000495	ML015723a.p1
OG0000496	ML042719a.p1
OG0000496	ML108015a.p1
OG0000497	ML003261a.p1
OG0000497	ML014312a.p1
OG0000497	ML03541a.p1
OG0000497	ML076916a.p1
OG0000497	ML124222a.p1
OG0000497	ML124223a.p1
OG0000498	ML080914a.p1
OG0000499	ML032414a.p1
OG0000499	ML20028a.p1
OG0000500	ML034656a.p1
OG0000501	ML05304a.p1
OG0000509	ML006917a.p1
OG0000509	ML01168a.p1
OG0000511	ML00573a.p1
OG0000511	ML05596a.p1
OG0000512	ML03052a.p1
OG0000512	ML06492a.p1
OG0000512	ML06496a.p1
OG0000513	ML02878a.p1
OG0000513	ML05484a.p1
OG0000513	ML223011a.p1
OG0000514	ML003253a.p1
OG0000514	ML189327a.p1
OG0000514	ML189328a.p1
OG0000518	ML078939a.p1
OG0000519	ML073035a.p1
OG0000519	ML085720a.p1
OG0000519	ML104321a.p1
OG0000522	ML09013a.p1
OG0000522	ML174726a.p1
OG0000526	ML004921a.p1
OG0000526	ML10429a.p1
OG0000528	ML02549a.p1
OG0000528	ML11272a.p1
OG0000528	ML212018a.p1
OG0000529	ML084433a.p1
OG0000529	ML084434a.p1
OG0000529	ML22674a.p1
OG0000532	ML074811a.p1
OG0000532	ML09173a.p1
OG0000533	ML051325a.p1
OG0000533	ML10423a.p1
OG0000535	ML00991a.p1
OG0000535	ML01419a.p1
OG0000535	ML141810a.p1
OG0000535	ML14187a.p1
OG0000535	ML24005a.p1
OG0000535	ML28011a.p1
OG0000535	ML35931a.p1
OG0000535	ML49651a.p1
OG0000543	ML018119a.p1
OG0000545	ML463510a.p1
OG0000547	ML037013a.p1
OG0000547	ML037014a.p1
OG0000549	ML05004a.p1
OG0000549	ML08103a.p1
OG0000549	ML27952a.p1
OG0000549	ML329918a.p1
OG0000551	ML02234a.p1
OG0000551	ML093041a.p1
OG0000551	ML10611a.p1
OG0000552	ML013516a.p1
OG0000552	ML09539a.p1
OG0000553	ML05076a.p1
OG0000553	ML065719a.p1
OG0000553	ML133711a.p1
OG0000553	ML25884a.p1
OG0000554	ML003214a.p1
OG0000554	ML00527a.p1
OG0000555	ML14426a.p1
OG0000555	ML342221a.p1
OG0000556	ML09845a.p1
OG0000562	ML234563a.p1
OG0000563	ML089214a.p1
OG0000563	ML25883a.p1
OG0000564	ML104632a.p1
OG0000564	ML139115a.p1
OG0000564	ML139117a.p1
OG0000564	ML145410a.p1
OG0000567	ML19103a.p1
OG0000568	ML08024a.p1
OG0000568	ML096811a.p1
OG0000569	ML046314a.p1
OG0000569	ML14115a.p1
OG0000570	ML00486a.p1
OG0000570	ML01121a.p1
OG0000571	ML01203a.p1
OG0000571	ML084210a.p1
OG0000573	ML010613a.p1
OG0000573	ML03978a.p1
OG0000573	ML149217a.p1
OG0000578	ML029522a.p1
OG0000578	ML09986a.p1
OG0000580	ML11692a.p1
OG0000581	ML012017a.p1
OG0000583	ML22671a.p1
OG0000583	ML28601a.p1
OG0000584	ML005711a.p1
OG0000584	ML012036a.p1
OG0000584	ML311617a.p1
OG0000585	ML02544a.p2
OG0000585	ML12863a.p1
OG0000586	ML006316a.p1
OG0000586	ML038825a.p1
OG0000586	ML08375a.p1
OG0000587	ML11054a.p1
OG0000589	ML090111a.p1
OG0000589	ML09302a.p1
OG0000590	ML02003a.p1
OG0000591	ML05062a.p1
OG0000591	ML053624a.p1
OG0000591	ML056513a.p1
OG0000592	ML046432a.p1
OG0000593	ML017427a.p1
OG0000593	ML02918a.p1
OG0000595	ML004435a.p1
OG0000595	ML015625a.p1
OG0000595	ML02961a.p1
OG0000596	ML078943a.p1
OG0000596	ML28256a.p1
OG0000597	ML084414a.p1
OG0000597	ML091225a.p1
OG0000599	ML190612a.p1
OG0000600	ML274432a.p1
OG0000600	ML274433a.p1
OG0000602	ML00556a.p1
OG0000604	ML032521a.p1
OG0000604	ML033220a.p1
OG0000604	ML09251a.p1
OG0000606	ML10614a.p1
OG0000606	ML14521a.p1
OG0000607	ML01234a.p1
OG0000607	ML29494a.p1
OG0000607	ML37594a.p1
OG0000608	ML28976a.p1
OG0000609	ML020021a.p1
OG0000610	ML00616a.p1
OG0000610	ML03044a.p1
OG0000610	ML19984a.p1
OG0000611	ML003024a.p1
OG0000611	ML012027a.p1
OG0000611	ML068117a.p1
OG0000611	ML148925a.p1
OG0000612	ML04827a.p1
OG0000612	ML04828a.p1
OG0000612	ML07425a.p1
OG0000612	ML310319a.p1
OG0000613	ML05474a.p1
OG0000613	ML062211a.p1
OG0000613	ML104318a.p1
OG0000620	ML07556a.p1
OG0000622	ML08887a.p1
OG0000622	ML102213a.p1
OG0000625	ML01628a.p1
OG0000626	ML04363a.p1
OG0000626	ML200217a.p1
OG0000627	ML000719a.p1
OG0000627	ML05506a.p1
OG0000628	ML02505a.p1
OG0000628	ML071119a.p1
OG0000629	ML11564a.p1
OG0000629	ML128616a.p1
OG0000631	ML000119a.p1
OG0000633	ML006920a.p1
OG0000634	ML089718a.p1
OG0000634	ML19702a.p1
OG0000634	ML218926a.p1
OG0000634	ML39541a.p1
OG0000636	ML005024a.p1
OG0000636	ML144212a.p1
OG0000637	ML03033a.p1
OG0000637	ML21436a.p1
OG0000638	ML14553a.p1
OG0000638	ML167029a.p1
OG0000639	ML04335a.p1
OG0000639	ML04336a.p1
OG0000640	ML31014a.p1
OG0000640	ML41273a.p1
OG0000640	ML41275a.p1
OG0000641	ML496510a.p1
OG0000643	ML03061a.p1
OG0000643	ML070238a.p1
OG0000646	ML030526a.p1
OG0000647	ML000126a.p1
OG0000647	ML14475a.p1
OG0000649	ML05765a.p1
OG0000649	ML06271a.p1
OG0000649	ML08863a.p1
OG0000651	ML05174a.p1
OG0000651	ML05291a.p1
OG0000652	ML283510a.p1
OG0000654	ML062235a.p1
OG0000654	ML274439a.p1
OG0000656	ML267912a.p1
OG0000657	ML083713a.p1
OG0000657	ML083715a.p1
OG0000657	ML10963a.p1
OG0000658	ML167034a.p1
OG0000658	ML388124a.p1
OG0000659	ML012010a.p1
OG0000660	ML005221a.p1
OG0000661	ML04011a.p1
OG0000661	ML082318a.p1
OG0000662	ML053620a.p1
OG0000662	ML053621a.p1
OG0000662	ML053623a.p1
OG0000669	ML20162a.p1
OG0000670	ML015632a.p1
OG0000670	ML065748a.p1
OG0000673	ML20757a.p1
OG0000674	ML064511a.p1
OG0000675	ML019811a.p1
OG0000675	ML13165a.p1
OG0000676	ML04146a.p1
OG0000677	ML08862a.p1
OG0000677	ML28354a.p1
OG0000677	ML28355a.p1
OG0000677	ML42811a.p1
OG0000680	ML11559a.p1
OG0000681	ML05086a.p1
OG0000682	ML040516a.p1
OG0000682	ML05516a.p1
OG0000683	ML056511a.p1
OG0000683	ML17034a.p1
OG0000684	ML154512a.p1
OG0000684	ML305533a.p1
OG0000685	ML03875a.p1
OG0000685	ML065319a.p1
OG0000687	ML03223a.p1
OG0000687	ML181911a.p1
OG0000687	ML43561a.p1
OG0000688	ML00132a.p1
OG0000688	ML02493a.p1
OG0000688	ML02741a.p1
OG0000688	ML13103a.p1
OG0000688	ML250610a.p1
OG0000695	ML01351a.p1
OG0000695	ML09253a.p1
OG0000697	ML208314a.p1
OG0000697	ML25072a.p1
OG0000698	ML078912a.p1
OG0000699	ML084431a.p1
OG0000699	ML23711a.p1
OG0000700	ML06228a.p1
OG0000700	ML07981a.p1
OG0000700	ML14306a.p1
OG0000701	ML073719a.p1
OG0000701	ML25062a.p1
OG0000703	ML18559a.p1
OG0000703	ML24811a.p1
OG0000706	ML056923a.p1
OG0000707	ML07727a.p1
OG0000709	ML07763a.p1
OG0000709	ML12369a.p1
OG0000709	ML22262a.p1
OG0000709	ML22263a.p1
OG0000709	ML22264a.p1
OG0000710	ML059211a.p1
OG0000710	ML059212a.p1
OG0000714	ML00989a.p1
OG0000714	ML02665a.p1
OG0000716	ML14892a.p1
OG0000716	ML167014a.p1
OG0000718	ML006123a.p1
OG0000718	ML210010a.p1
OG0000718	ML21006a.p1
OG0000719	ML01191a.p2
OG0000719	ML073011a.p1
OG0000719	ML200266a.p1
OG0000719	ML22083a.p1
OG0000719	ML274421a.p1
OG0000720	ML002114a.p1
OG0000720	ML00995a.p1
OG0000720	ML04714a.p1
OG0000721	ML05732a.p1
OG0000721	ML101018a.p2
OG0000722	ML015722a.p1
OG0000722	ML02038a.p1
OG0000723	ML45534a.p1
OG0000724	ML20768a.p1
OG0000725	ML12825a.p1
OG0000725	ML182010a.p1
OG0000726	ML36131a.p1
OG0000732	ML015724a.p1
OG0000734	ML001517a.p1
OG0000734	ML00172a.p1
OG0000735	ML009119a.p1
OG0000735	ML074232a.p1
OG0000735	ML074233a.p1
OG0000735	ML14972a.p1
OG0000737	ML139718a.p1
OG0000737	ML320912a.p1
OG0000738	ML086434a.p1
OG0000738	ML086435a.p1
OG0000738	ML123616a.p1
OG0000738	ML327429a.p1
OG0000739	ML01562a.p1
OG0000739	ML03833a.p1
OG0000739	ML11631a.p1
OG0000739	ML45561a.p1
OG0000740	ML007330a.p1
OG0000741	ML05202a.p1
OG0000741	ML087112a.p1
OG0000741	ML14308a.p1
OG0000742	ML03331a.p1
OG0000742	ML046414a.p1
OG0000742	ML08321a.p1
OG0000742	ML102227a.p1
OG0000742	ML12813a.p1
OG0000743	ML044129a.p1
OG0000745	ML09435a.p1
OG0000745	ML22082a.p1
OG0000746	ML006926a.p1
OG0000746	ML174750a.p1
OG0000747	ML003226a.p1
OG0000747	ML003227a.p1
OG0000747	ML02977a.p1
OG0000748	ML20301a.p1
OG0000748	ML28142a.p1
OG0000748	ML28143a.p1
OG0000751	ML083022a.p1
OG0000751	ML12231a.p1
OG0000756	ML011735a.p1
OG0000756	ML03815a.p1
OG0000756	ML03818a.p1
OG0000758	ML05264a.p1
OG0000759	ML38525a.p1
OG0000761	ML03258a.p1
OG0000761	ML091010a.p1
OG0000761	ML091011a.p1
OG0000762	ML01493a.p1
OG0000762	ML047948a.p1
OG0000762	ML305512a.p1
OG0000765	ML145839a.p1
OG0000766	ML216347a.p1
OG0000768	ML05323a.p1
OG0000769	ML035017a.p1
OG0000769	ML45525a.p1
OG0000770	ML07391a.p1
OG0000773	ML006119a.p1
OG0000773	ML006122a.p1
OG0000774	ML02959a.p1
OG0000776	ML26173a.p1
OG0000777	ML174755a.p1
OG0000778	ML05851a.p1
OG0000779	ML004934a.p1
OG0000779	ML02076a.p1
OG0000783	ML01487a.p1
OG0000783	ML044121a.p1
OG0000787	ML003248a.p1
OG0000787	ML071155a.p1
OG0000787	ML39325a.p1
OG0000788	ML018028a.p1
OG0000788	ML11491a.p1
OG0000790	ML223013a.p1
OG0000792	ML15416a.p1
OG0000794	ML070263a.p1
OG0000794	ML07262a.p1
OG0000795	ML069127a.p1
OG0000796	ML007321a.p1
OG0000796	ML007322a.p1
OG0000796	ML069117a.p1
OG0000797	ML106627a.p1
OG0000797	ML270519a.p1
OG0000798	ML02143a.p1
OG0000798	ML05472a.p1
OG0000799	ML019221a.p1
OG0000799	ML217213a.p1
OG0000800	ML03394a.p1
OG0000800	ML03977a.p1
OG0000800	ML13041a.p1
OG0000808	ML04074a.p1
OG0000809	ML032512a.p1
OG0000809	ML37635a.p1
OG0000810	ML111722a.p1
OG0000810	ML111723a.p1
OG0000810	ML111724a.p1
OG0000810	ML111725a.p1
OG0000810	ML135620a.p1
OG0000810	ML220720a.p1
OG0000811	ML01447a.p1
OG0000811	ML06332a.p1
OG0000812	ML39836a.p1
OG0000813	ML051213a.p1
OG0000814	ML18352a.p1
OG0000815	ML040712a.p1
OG0000816	ML046434a.p1
OG0000816	ML076312a.p1
OG0000817	ML051913a.p1
OG0000818	ML052315a.p1
OG0000818	ML063330a.p1
OG0000819	ML06519a.p1
OG0000819	ML11322a.p1
OG0000819	ML13723a.p1
OG0000820	ML01813a.p1
OG0000820	ML37301a.p1
OG0000821	ML143040a.p1
OG0000821	ML15418a.p1
OG0000821	ML38851a.p1
OG0000822	ML00733a.p1
OG0000823	ML06164a.p1
OG0000823	ML071120a.p1
OG0000824	ML09179a.p1
OG0000826	ML091711a.p1
OG0000826	ML18951a.p1
OG0000831	ML09354a.p1
OG0000831	ML21724a.p1
OG0000833	ML04822a.p1
OG0000836	ML064910a.p1
OG0000837	ML062231a.p1
OG0000837	ML166410a.p1
OG0000838	ML093512a.p1
OG0000838	ML12632a.p1
OG0000839	ML001124a.p1
OG0000839	ML001125a.p1
OG0000840	ML03532a.p1
OG0000840	ML327442a.p1
OG0000841	ML035810a.p1
OG0000844	ML00951a.p1
OG0000846	ML08055a.p1
OG0000846	ML16566a.p1
OG0000848	ML00811a.p1
OG0000848	ML01247a.p1
OG0000849	ML1541106a.p1
OG0000849	ML29682a.p1
OG0000850	ML19693a.p1
OG0000851	ML070261a.p1
OG0000851	ML070262a.p1
OG0000852	ML08301a.p1
OG0000852	ML214324a.p1
