Orthogroup	CE_TRX
OG0000135	F44F4.11.p1
OG0000135	T28D6.2.p1
OG0000135	ZK899.4.p1
OG0000137	D2045.6.p1
OG0000137	F45E12.3.p1
OG0000137	K08E7.7.p1
OG0000137	Y108G3AL.1.p1
OG0000137	ZK520.4a.p1
OG0000137	ZK520.4b.p1
OG0000137	ZK520.4c.p1
OG0000137	ZK520.4d.p1
OG0000138	C48A7.1a.p1
OG0000138	C48A7.1b.p1
OG0000138	C54D2.5a.p1
OG0000138	C54D2.5c.p1
OG0000138	C54D2.5d.p1
OG0000138	C54D2.5e.p1
OG0000138	C54D2.5f.p1
OG0000138	T02C5.5a.p1
OG0000138	T02C5.5b.p1
OG0000138	T02C5.5c.p1
OG0000138	T02C5.5d.p1
OG0000138	T02C5.5e.p1
OG0000140	F53H8.3.p1
OG0000140	H17B01.1a.p1
OG0000140	H17B01.1b.p1
OG0000140	R09B5.11.p1
OG0000141	T24C12.2.p1
OG0000141	ZK899.8a.p1
OG0000141	ZK899.8b.p1
OG0000141	ZK899.8c.p1
OG0000141	ZK899.8d.p1
OG0000141	ZK899.8e.p1
OG0000141	ZK899.8f.p1
OG0000141	ZK899.8g.p1
OG0000141	ZK899.8h.p1
OG0000141	ZK899.8i.p1
OG0000141	ZK899.8j.p1
OG0000142	C10H11.9.p1
OG0000142	K08B12.5.p1
OG0000142	R11G1.4a.p1
OG0000142	R11G1.4b.p1
OG0000142	T20F10.1.p1
OG0000143	B0035.9.p1
OG0000143	C50F4.7.p1
OG0000143	F07B7.9.p1
OG0000143	F17E9.12.p1
OG0000143	F22B3.1.p1
OG0000143	F45F2.3.p1
OG0000143	F54E12.3.p1
OG0000143	F55G1.11.p1
OG0000143	K03A1.6.p1
OG0000143	K06C4.10.p1
OG0000143	K06C4.2.p1
OG0000143	T10C6.14.p1
OG0000143	T23D8.5.p1
OG0000143	ZK131.1.p1
OG0000143	ZK131.4.p1
OG0000143	ZK131.8.p1
OG0000144	F45H11.1a.p1
OG0000144	F45H11.1b.p1
OG0000144	F53F8.1.p1
OG0000144	F54H5.4a.p1
OG0000144	F54H5.4b.p1
OG0000144	F56F11.3.p1
OG0000144	T22C8.5.p1
OG0000144	Y40B1A.4.p1
OG0000145	C52E12.2a.p1
OG0000145	C52E12.2b.p1
OG0000145	F56E3.3a.p1
OG0000145	F56E3.3b.p1
OG0000145	F56E3.3c.p1
OG0000145	R144.1.p1
OG0000146	F39B2.3.p1
OG0000146	F56H1.6.p1
OG0000148	C51E3.7a.p1
OG0000148	C51E3.7b.p1
OG0000148	C51E3.7c.p1
OG0000148	F11A6.1a.p1
OG0000148	F11A6.1b.p1
OG0000148	F32A7.6.p1
OG0000148	K04F10.4a.p1
OG0000148	K04F10.4b.p1
OG0000148	K04F10.4c.p1
OG0000148	K04F10.4d.p1
OG0000148	K04F10.4e.p1
OG0000148	K04F10.4f.p1
OG0000149	Y51F10.4a.p1
OG0000149	Y51F10.4b.p1
OG0000151	C01G5.5.p1
OG0000151	C07D8.6.p1
OG0000151	C35D10.6.p1
OG0000151	C56G3.2.p1
OG0000151	F53F1.2.p1
OG0000151	F53F1.3.p1
OG0000151	K07C5.2.p1
OG0000151	T08H10.1.p1
OG0000151	Y39G8B.1a.p1
OG0000151	Y39G8B.1b.p1
OG0000151	Y39G8B.2.p1
OG0000151	ZC443.1.p1
OG0000151	ZK1290.5.p1
OG0000152	F31D4.3.p1
OG0000152	F36H1.1a.p1
OG0000152	Y18D10A.19.p1
OG0000152	Y18D10A.25.p1
OG0000153	C18G1.2a.p1
OG0000153	C18G1.2b.p1
OG0000153	C33D3.1.p1
OG0000153	F52C12.5.p1
OG0000153	F55A8.1.p1
OG0000153	F58E10.2.p1
OG0000153	F58E10.5.p1
OG0000153	K02B9.4a.p1
OG0000153	K02B9.4b.p1
OG0000153	K02B9.4c.p1
OG0000153	K02B9.4d.p1
OG0000153	W09C2.1a.p1
OG0000153	W09C2.1b.p1
OG0000155	C46F4.2.p1
OG0000155	F37C12.7.p1
OG0000155	R07C3.4.p1
OG0000155	R09E10.3.p1
OG0000155	R09E10.4a.p1
OG0000155	T08B1.6.p1
OG0000155	Y65B4BL.5.p1
OG0000155	Y76A2B.3.p1
OG0000156	F59E12.13.p1
OG0000156	K08F8.3.p1
OG0000156	K12H6.3.p1
OG0000156	T05A7.10.p1
OG0000156	T05A7.5.p1
OG0000157	F56A8.1a.p1
OG0000157	F56A8.1b.p1
OG0000157	Y57G11C.37a.p1
OG0000157	Y57G11C.37b.p1
OG0000165	C54D1.5.p1
OG0000165	F41C6.1.p1
OG0000165	K08C7.3a.p1
OG0000165	K08C7.3b.p1
OG0000165	K08C7.3c.p1
OG0000165	K08C7.3d.p1
OG0000165	T22A3.8.p1
OG0000165	VC5.2.p1
OG0000165	W03F8.5.p1
OG0000166	D1022.8.p1
OG0000166	F54D8.4.p1
OG0000166	K05G3.3.p1
OG0000166	R01E6.3a.p1
OG0000166	R01E6.3b.p1
OG0000166	R173.1.p1
OG0000166	T28F2.3.p1
OG0000170	B0563.7.p1
OG0000170	C13C12.1.p1
OG0000170	C18E9.1.p1
OG0000170	F12A10.5.p1
OG0000170	M02B7.6.p1
OG0000170	T21H3.3.p1
OG0000170	Y73B3A.12.p1
OG0000170	ZK673.7.p1
OG0000171	W06H8.1a.p1
OG0000171	W06H8.1b.p1
OG0000171	W06H8.1c.p1
OG0000171	W06H8.1d.p1
OG0000171	W06H8.1e.p1
OG0000171	W06H8.1f.p1
OG0000171	Y116A8C.36a.p1
OG0000171	Y116A8C.36b.p1
OG0000171	Y116A8C.36c.p1
OG0000171	Y39B6A.38.p1
OG0000171	ZK1248.3a.p1
OG0000171	ZK1248.3b.p1
OG0000172	F31E3.2a.p1
OG0000172	F31E3.2b.p1
OG0000172	F31E3.2c.p1
OG0000172	F47F2.1a.p1
OG0000172	F47F2.1b.p1
OG0000172	F47F2.1c.p1
OG0000172	ZK909.2a.p1
OG0000172	ZK909.2b.p1
OG0000172	ZK909.2c.p1
OG0000172	ZK909.2d.p1
OG0000172	ZK909.2e.p1
OG0000172	ZK909.2f.p1
OG0000172	ZK909.2g.p1
OG0000172	ZK909.2h.p1
OG0000172	ZK909.2i.p1
OG0000172	ZK909.2j.p1
OG0000172	ZK909.2k.p1
OG0000172	ZK909.2l.p1
OG0000172	ZK909.2m.p1
OG0000173	C10A4.1.p1
OG0000173	C53D6.6.p1
OG0000173	K09A11.1.p1
OG0000174	E01B7.1.p1
OG0000174	F07A11.4.p1
OG0000174	H34C03.2.p1
OG0000174	ZK328.1a.p1
OG0000174	ZK328.1b.p1
OG0000175	C03C10.1.p1
OG0000175	F46F2.2a.p1
OG0000175	F46F2.2b.p1
OG0000175	F46F2.2c.p1
OG0000175	F46F2.2d.p1
OG0000175	Y106G6E.6.p1
OG0000177	C06A1.1.p1
OG0000177	C11H1.4a.p1
OG0000177	C11H1.4b.p1
OG0000177	C41C4.8.p1
OG0000177	F39G3.7.p1
OG0000177	K04G2.3.p1
OG0000177	Y48C3A.7.p1
OG0000178	F32D8.1.p1
OG0000178	K07A9.2.p1
OG0000178	R06A10.4.p1
OG0000179	F31E3.5.p1
OG0000179	K07A12.4a.p1
OG0000179	K07A12.4b.p1
OG0000179	R03G5.1a.p1
OG0000179	R03G5.1c.p1
OG0000179	R03G5.1d.p1
OG0000182	B0348.4a.p1
OG0000182	B0348.4b.p1
OG0000182	B0348.4c.p1
OG0000182	K10F12.3a.p1
OG0000182	K10F12.3b.p1
OG0000182	R05G6.8.p1
OG0000182	Y75B12B.6.p1
OG0000183	C02B8.1.p1
OG0000183	C37A2.4a.p1
OG0000183	C37A2.4b.p1
OG0000183	H31G24.4.p1
OG0000183	T06E6.2a.p1
OG0000183	T06E6.2b.p1
OG0000183	Y43E12A.1.p1
OG0000183	ZC168.4.p1
OG0000183	ZK507.6.p1
OG0000184	F14D12.5.p1
OG0000184	F41D9.5.p1
OG0000184	K12G11.1.p1
OG0000184	K12G11.2.p1
OG0000184	W01B11.2.p1
OG0000184	W04G3.6a.p1
OG0000184	W04G3.6b.p1
OG0000184	W04G3.6c.p1
OG0000184	W04G3.6d.p1
OG0000184	ZK287.2a.p1
OG0000184	ZK287.2b.p1
OG0000185	F53E4.1a.p1
OG0000185	F53E4.1b.p1
OG0000185	Y67H2A.2a.p1
OG0000186	H06H21.10a.p1
OG0000186	H06H21.10b.p1
OG0000186	T24H7.5a.p1
OG0000186	T24H7.5b.p1
OG0000186	T24H7.5c.p1
OG0000186	W09D10.2.p1
OG0000186	Y49E10.11a.p1
OG0000186	Y49E10.11b.p1
OG0000186	Y49E10.11c.p1
OG0000187	C04F1.3.p1
OG0000187	C40H5.5a.p1
OG0000187	C40H5.5b.p1
OG0000187	F01D4.6a.p1
OG0000187	F01D4.6b.p1
OG0000187	F01D4.6c.p1
OG0000187	F46C8.5.p1
OG0000187	K03E6.1a.p1
OG0000187	K03E6.1b.p1
OG0000187	ZC247.3.p1
OG0000187	ZC64.4.p1
OG0000188	F25D1.1a.p1
OG0000188	F25D1.1b.p1
OG0000188	F25D1.1c.p1
OG0000188	F42G9.1a.p1
OG0000188	F42G9.1b.p1
OG0000188	T19C3.8.p1
OG0000188	T23F11.1.p1
OG0000193	C02F12.4.p1
OG0000193	T19E10.1a.p1
OG0000193	T19E10.1b.p1
OG0000198	F25H5.4a.p1
OG0000198	F25H5.4b.p1
OG0000198	K10C3.5a.p1
OG0000198	K10C3.5b.p1
OG0000198	ZK328.2.p1
OG0000199	B0432.4.p1
OG0000199	K07B1.3.p1
OG0000199	K11G12.5.p1
OG0000204	C18B2.6.p1
OG0000204	C24G7.1.p1
OG0000204	C24G7.2.p1
OG0000204	C24G7.4.p1
OG0000204	C47C12.6.p1
OG0000204	E02H4.1.p1
OG0000204	F02D10.5.p1
OG0000204	F16F9.5.p1
OG0000204	F23B2.3.p1
OG0000204	F25D1.4.p1
OG0000204	F28A12.1.p1
OG0000204	F55G1.12.p1
OG0000204	R13A1.4.p1
OG0000204	T01C8.7.p1
OG0000204	T28B8.5.p1
OG0000204	T28D9.7.p1
OG0000204	T28F2.7.p1
OG0000204	T28F4.2.p1
OG0000204	Y69H2.11.p1
OG0000204	Y69H2.12.p1
OG0000204	Y69H2.2.p1
OG0000204	ZK770.1.p1
OG0000206	B0454.6.p1
OG0000206	C50D2.2.p1
OG0000206	F23F1.6.p1
OG0000206	Y53F4B.12.p1
OG0000207	C24H11.3.p1
OG0000207	F19B10.9.p1
OG0000207	F21H11.3.p1
OG0000207	F40H6.4.p1
OG0000207	H14A12.4.p1
OG0000207	T07C4.2.p1
OG0000207	T07C4.6.p1
OG0000207	T26C11.1.p1
OG0000207	T27A1.6.p1
OG0000207	Y46E12A.4.p1
OG0000207	Y47D3A.12.p1
OG0000207	ZK177.10.p1
OG0000207	ZK328.8.p1
OG0000207	ZK829.5.p1
OG0000214	C05A9.1a.p1
OG0000214	C05A9.1b.p1
OG0000214	C34G6.4.p1
OG0000214	C47A10.1.p1
OG0000214	C54D1.1.p1
OG0000214	DH11.3.p1
OG0000214	F22E10.1.p1
OG0000214	F22E10.2.p1
OG0000214	F22E10.3.p1
OG0000214	F42E11.1a.p1
OG0000214	F42E11.1b.p1
OG0000214	K08E7.9.p1
OG0000214	T21E8.1a.p1
OG0000214	T21E8.1b.p1
OG0000214	T21E8.1c.p1
OG0000214	T21E8.2.p1
OG0000214	T21E8.3.p1
OG0000214	ZK455.7.p1
OG0000215	D2096.3.p1
OG0000215	F40F9.6a.p1
OG0000215	F40F9.6b.p1
OG0000215	F52D1.1.p1
OG0000215	R05F9.12.p1
OG0000216	F52B5.1a.p1
OG0000216	F52B5.1b.p1
OG0000216	F52B5.1c.p1
OG0000216	F52D10.1.p1
OG0000216	F57F10.1a.p1
OG0000216	F57F10.1b.p1
OG0000216	F57F10.1c.p1
OG0000216	R03E9.3a.p1
OG0000216	R03E9.3b.p1
OG0000216	R03E9.3c.p1
OG0000216	R03E9.3d.p1
OG0000217	C33H5.12a.p1
OG0000217	C33H5.12b.p1
OG0000217	C33H5.12c.p1
OG0000217	Y57G11A.5.p1
OG0000220	C23H5.7.p1
OG0000220	F14H8.6a.p1
OG0000220	F14H8.6b.p1
OG0000220	F14H8.6c.p1
OG0000220	F36F2.5.p1
OG0000220	F38E11.12.p1
OG0000220	Y76B12C.1.p1
OG0000220	ZC84.2.p1
OG0000221	C16H3.1.p1
OG0000221	C44C1.3.p1
OG0000221	F10G8.5.p1
OG0000221	K03E6.3.p1
OG0000223	F01G10.7.p1
OG0000223	F46B6.8.p1
OG0000223	F54F3.3.p1
OG0000223	K04A8.5.p1
OG0000223	R11G11.14.p1
OG0000223	Y50E8A.7.p1
OG0000223	Y57E12B.3.p1
OG0000223	ZK6.7a.p1
OG0000223	ZK6.7b.p1
OG0000226	B0336.11a.p1
OG0000226	B0336.11b.p1
OG0000226	F28H7.8.p1
OG0000226	H06O01.3.p1
OG0000226	T13H5.2a.p1
OG0000226	T13H5.2b.p1
OG0000226	T23G5.2a.p1
OG0000226	T23G5.2b.p1
OG0000226	T27A10.7.p1
OG0000227	K06A4.3.p1
OG0000228	C44B7.2a.p1
OG0000228	C44B7.2b.p1
OG0000228	D2089.4a.p1
OG0000228	D2089.4b.p1
OG0000230	F53A2.8a.p1
OG0000230	F53A2.8b.p1
OG0000230	F53A2.8c.p1
OG0000230	T24A11.1a.p1
OG0000230	T24A11.1b.p1
OG0000230	Y110A7A.5.p1
OG0000230	Y39H10A.3a.p1
OG0000230	Y39H10A.3b.p1
OG0000231	C54G4.1a.p1
OG0000231	C54G4.1b.p1
OG0000231	R04A9.7.p1
OG0000231	T01H8.1a.p1
OG0000231	T01H8.1b.p1
OG0000231	T01H8.1c.p1
OG0000231	T01H8.1d.p1
OG0000231	T01H8.1e.p1
OG0000231	W10G6.2a.p1
OG0000231	W10G6.2b.p1
OG0000231	Y47D3A.16.p1
OG0000232	F33H2.7.p1
OG0000232	R06F6.4.p1
OG0000232	T22A3.4a.p1
OG0000232	T22A3.4b.p1
OG0000232	ZC8.3.p1
OG0000233	F55B12.3a.p1
OG0000233	F55B12.3b.p1
OG0000233	K10B2.1.p1
OG0000235	C26D10.1.p1
OG0000235	F07C3.4.p1
OG0000235	K11D2.1.p1
OG0000237	F14H8.1a.p1
OG0000237	F14H8.1b.p1
OG0000237	F14H8.1c.p1
OG0000237	Y47D3A.17a.p1
OG0000237	Y47D3A.17b.p1
OG0000237	Y47D3A.17c.p1
OG0000237	Y47D3A.17d.p1
OG0000237	Y47D3A.17e.p1
OG0000238	C04F6.3.p1
OG0000238	C25A8.4.p1
OG0000238	F07G11.9.p1
OG0000238	T01C4.1.p1
OG0000238	T01C4.8.p1
OG0000238	T13H5.3.p1
OG0000238	Y22D7AL.14.p1
OG0000241	F35C8.3.p1
OG0000241	F42G10.2.p1
OG0000241	K08A8.1a.p1
OG0000241	K08A8.1b.p1
OG0000241	R03G5.2.p1
OG0000241	VZC374L.1.p1
OG0000241	Y54E10BL.6.p1
OG0000241	ZC449.3a.p1
OG0000241	ZC449.3b.p1
OG0000244	C28A5.3.p1
OG0000244	C37H5.1.p1
OG0000244	T07C4.9a.p1
OG0000244	T07C4.9b.p1
OG0000244	ZC155.1.p1
OG0000245	C05C10.2a.p1
OG0000245	C05C10.2b.p1
OG0000245	C41D11.7.p1
OG0000245	C44H9.2.p1
OG0000245	C44H9.4.p1
OG0000245	Y48G8AL.6.p1
OG0000250	M01F1.5.p1
OG0000250	Y51A2D.4.p1
OG0000250	Y51A2D.5.p1
OG0000251	C24G6.6.p1
OG0000251	F25C8.2a.p1
OG0000251	F25C8.2b.p1
OG0000251	F55C5.6.p1
OG0000251	R13G10.2.p1
OG0000251	T08D10.2.p1
OG0000251	Y40B1B.6.p1
OG0000252	C42C1.13a.p1
OG0000252	C42C1.13b.p1
OG0000252	R08D7.4a.p1
OG0000258	CC8.2a.p1
OG0000258	CC8.2b.p1
OG0000258	H18N23.2a.p1
OG0000258	H18N23.2b.p1
OG0000258	H18N23.2c.p1
OG0000261	ZK637.1.p1
OG0000262	F42A9.2.p1
OG0000262	F54F2.2a.p1
OG0000262	F54F2.2c.p1
OG0000262	Y53G8AR.2a.p1
OG0000262	Y53G8AR.2b.p1
OG0000262	Y59A8A.2.p1
OG0000263	D1069.2.p1
OG0000263	F28H1.2.p1
OG0000263	F43G9.9.p1
OG0000263	F49D11.8.p1
OG0000264	B0024.9a.p1
OG0000264	B0024.9b.p1
OG0000264	B0228.5a.p1
OG0000264	B0228.5b.p1
OG0000264	Y44E3A.3.p1
OG0000264	Y55F3AR.2.p1
OG0000265	F13E6.5.p1
OG0000265	F53C3.13a.p1
OG0000265	F53C3.13b.p1
OG0000265	F53C3.13c.p1
OG0000265	T28D9.3a.p1
OG0000265	T28D9.3b.p1
OG0000265	T28D9.3c.p1
OG0000265	T28D9.3d.p1
OG0000265	T28D9.3e.p1
OG0000268	C24A11.8a.p1
OG0000268	C24A11.8b.p1
OG0000268	C24A11.8c.p1
OG0000268	H05G16.1.p1
OG0000268	T04C9.6a.p1
OG0000268	T04C9.6b.p1
OG0000268	ZK270.2b.p1
OG0000269	B0001.4.p1
OG0000269	C47B2.2.p1
OG0000269	F19B6.1a.p1
OG0000269	F19B6.1b.p1
OG0000269	F19B6.1c.p1
OG0000269	F19B6.1d.p1
OG0000270	F19H6.1.p1
OG0000270	Y39G10AR.3.p1
OG0000270	ZC581.1.p1
OG0000271	F42G9.5a.p1
OG0000271	F42G9.5b.p1
OG0000271	F54D8.3a.p1
OG0000271	F54D8.3b.p1
OG0000271	K04F1.15.p1
OG0000271	Y69F12A.2a.p1
OG0000271	Y69F12A.2b.p1
OG0000272	C09E10.2a.p1
OG0000272	C09E10.2b.p1
OG0000272	C09E10.2c.p1
OG0000272	C09E10.2d.p1
OG0000272	C09E10.2e.p1
OG0000272	F46H6.2a.p1
OG0000272	F46H6.2b.p1
OG0000272	F46H6.2c.p1
OG0000272	F54G8.2.p1
OG0000272	K06A1.6.p1
OG0000274	F12F6.3.p1
OG0000274	K01G5.6.p1
OG0000275	C42D4.8.p1
OG0000275	F36A4.7.p1
OG0000275	Y48E1A.1a.p1
OG0000275	Y48E1A.1b.p1
OG0000277	F57B10.5.p1
OG0000277	K08E4.6.p1
OG0000277	W02D7.7.p1
OG0000278	C06G4.2a.p1
OG0000278	C06G4.2b.p1
OG0000278	C06G4.2c.p1
OG0000278	C06G4.2d.p1
OG0000278	F49E12.2.p1
OG0000278	LLC1.1.p1
OG0000278	Y39A3CL.5a.p1
OG0000278	Y39A3CL.5b.p1
OG0000278	Y47H10A.1.p1
OG0000278	Y77E11A.10.p1
OG0000278	Y77E11A.11.p1
OG0000279	C06G8.2.p1
OG0000279	F56F4.5.p1
OG0000279	K04E7.2.p1
OG0000280	AH10.1.p1
OG0000280	C01G6.7.p1
OG0000280	C25G6.3.p1
OG0000280	C52B9.9.p1
OG0000280	F11A3.1.p1
OG0000280	F25C8.4.p1
OG0000280	F28F8.2.p1
OG0000280	F46E10.1a.p1
OG0000280	F46E10.1b.p1
OG0000280	F46E10.1c.p1
OG0000280	F47G6.2.p1
OG0000280	T20F7.7.p1
OG0000280	ZK1127.2.p1
OG0000281	F49E11.1a.p1
OG0000281	F49E11.1b.p1
OG0000281	F49E11.1c.p1
OG0000281	F49E11.1d.p1
OG0000281	F49E11.1e.p1
OG0000281	T04C10.1.p1
OG0000282	B0041.7.p1
OG0000282	C27B7.4.p1
OG0000282	W06D4.6.p1
OG0000282	Y116A8C.13a.p1
OG0000282	Y116A8C.13b.p1
OG0000283	C08H9.1.p1
OG0000283	F13D12.6.p1
OG0000283	F32A5.3.p1
OG0000283	F41C3.5.p1
OG0000283	K10B2.2a.p1
OG0000283	K10B2.2b.p1
OG0000283	K10C2.1.p1
OG0000283	Y16B4A.2.p1
OG0000283	Y32F6A.5a.p1
OG0000283	Y32F6A.5b.p1
OG0000283	Y40D12A.2.p1
OG0000284	C53D5.5.p1
OG0000284	H14N18.4a.p1
OG0000284	H14N18.4b.p1
OG0000284	T03D8.6a.p1
OG0000284	T03D8.6b.p1
OG0000284	Y7A9A.1.p1
OG0000286	F17E5.2.p1
OG0000286	F43G9.3.p1
OG0000286	F55A11.4a.p1
OG0000287	F47D12.4a.p1
OG0000287	F47D12.4b.p1
OG0000287	F47D12.4c.p1
OG0000289	F33D4.2a.p1
OG0000289	F33D4.2d.p1
OG0000289	F33D4.2e.p1
OG0000289	F33D4.2f.p1
OG0000289	F33D4.2g.p1
OG0000289	F33D4.2h.p1
OG0000292	C01H6.4.p1
OG0000292	C46H11.2.p1
OG0000292	F31B9.4.p1
OG0000292	F53F4.5a.p1
OG0000292	H24K24.5.p1
OG0000292	K08C7.2.p1
OG0000292	K08C7.5.p1
OG0000292	Y39A1A.19.p1
OG0000293	F41G3.12.p1
OG0000295	C07A9.11.p1
OG0000295	C07A9.4.p1
OG0000295	C13D9.7.p1
OG0000295	C13D9.8.p1
OG0000295	F35C12.2a.p1
OG0000295	F35C12.2b.p1
OG0000295	Y32F6B.2.p1
OG0000295	Y97E10B.7a.p1
OG0000295	Y97E10B.7b.p1
OG0000296	F52D10.3a.p1
OG0000296	F52D10.3b.p1
OG0000296	M117.2.p1
OG0000297	F33E2.2a.p1
OG0000297	F33E2.2b.p1
OG0000297	F33E2.2c.p1
OG0000297	F33E2.2d.p1
OG0000297	F33E2.2e.p1
OG0000297	F52F12.3.p1
OG0000297	Y105C5A.24.p1
OG0000298	C11D2.2.p1
OG0000298	C15C8.3a.p1
OG0000298	C15C8.3b.p1
OG0000298	F21F8.2.p1
OG0000298	F21F8.3.p1
OG0000298	F21F8.4.p1
OG0000298	F21F8.7.p1
OG0000298	F28A12.4.p1
OG0000298	F59D6.2.p1
OG0000298	F59D6.3.p1
OG0000298	H22K11.1.p1
OG0000298	K10C2.3.p1
OG0000298	R12H7.2.p1
OG0000298	T18H9.2a.p1
OG0000298	T18H9.2b.p1
OG0000298	Y39B6A.20.p1
OG0000298	Y39B6A.22.p1
OG0000298	Y39B6A.23.p1
OG0000298	Y39B6A.24.p1
OG0000298	ZK384.3.p1
OG0000298	ZK384.6.p1
OG0000302	C54G10.4a.p1
OG0000302	C54G10.4b.p1
OG0000302	F49E8.5.p1
OG0000302	R07B7.10.p1
OG0000303	C25A1.11a.p1
OG0000303	C25A1.11b.p1
OG0000303	T01D3.2.p1
OG0000305	B0261.2a.p1
OG0000305	B0261.2b.p1
OG0000305	C48B6.6a.p1
OG0000305	C48B6.6b.p1
OG0000306	B0222.9.p1
OG0000306	F15E6.6.p1
OG0000306	F55B11.1.p1
OG0000307	C30H6.6.p1
OG0000307	F43E2.4.p1
OG0000307	F57A10.3.p1
OG0000307	W04C9.1.p1
OG0000307	Y48G8AL.11.p1
OG0000307	Y50E8A.16.p1
OG0000307	Y57G11C.1.p1
OG0000307	ZK484.2a.p1
OG0000307	ZK484.2b.p1
OG0000308	2L52.1.p1
OG0000308	C47C12.3a.p1
OG0000308	C47C12.3b.p1
OG0000308	M163.2.p1
OG0000308	Y47D3A.6a.p1
OG0000308	Y47D3A.6b.p1
OG0000311	C32F10.1a.p1
OG0000311	C32F10.1b.p1
OG0000311	ZK1086.1a.p1
OG0000311	ZK1086.1b.p1
OG0000313	C28C12.10.p1
OG0000313	ZK632.12.p1
OG0000315	C24B5.3.p1
OG0000315	C32E8.8.p1
OG0000315	C45B2.7.p1
OG0000315	C54A12.1.p1
OG0000315	F02E8.6.p1
OG0000315	F09G8.4.p1
OG0000315	F31F6.5.p1
OG0000315	F54G8.5.p1
OG0000315	F55F8.1.p1
OG0000315	F56C11.2.p1
OG0000315	K07C10.1.p1
OG0000315	T07H8.6.p1
OG0000315	T21H3.2.p1
OG0000315	Y38F1A.3.p1
OG0000315	Y39A1B.2a.p1
OG0000315	Y39A1B.2b.p1
OG0000315	Y39A1B.2c.p1
OG0000315	Y53F4B.28.p1
OG0000316	C48B4.1.p1
OG0000316	F08A8.1a.p1
OG0000316	F08A8.1b.p1
OG0000316	F08A8.1c.p1
OG0000316	F08A8.2.p1
OG0000316	F08A8.3.p1
OG0000316	F08A8.4.p1
OG0000316	F58F9.7.p1
OG0000316	F59F4.1.p1
OG0000317	F10D7.2.p1
OG0000317	T25D3.4.p1
OG0000318	E03A3.2.p1
OG0000318	F18C5.2.p1
OG0000318	K02F3.12a.p1
OG0000318	K02F3.12b.p1
OG0000318	T04A11.6.p1
OG0000319	C34C12.3.p1
OG0000319	F38H4.9.p1
OG0000319	Y49E10.3a.p1
OG0000319	Y75B8A.30.p1
OG0000324	C35C5.11.p1
OG0000324	C35C5.2.p1
OG0000324	R57.1a.p1
OG0000324	R57.1b.p1
OG0000324	R57.1c.p1
OG0000325	F54D5.8.p1
OG0000325	W03A5.7.p1
OG0000326	K01C8.7a.p1
OG0000326	K01C8.7b.p1
OG0000326	T09F3.2.p1
OG0000327	F13C5.2.p1
OG0000327	F57C7.1a.p1
OG0000327	F57C7.1b.p1
OG0000327	Y119C1B.8a.p1
OG0000327	Y119C1B.8b.p1
OG0000328	B0272.1.p1
OG0000328	C36E8.5.p1
OG0000328	C54C6.2.p1
OG0000328	K01G5.7.p1
OG0000328	ZK154.3.p1
OG0000329	C10E2.3a.p1
OG0000329	C10E2.3b.p1
OG0000329	F41H10.6a.p1
OG0000329	F41H10.6b.p1
OG0000329	F41H10.6c.p1
OG0000329	F43G6.11a.p1
OG0000329	F43G6.11b.p1
OG0000329	Y51H1A.5.p1
OG0000332	F53A10.2a.p1
OG0000332	F53A10.2b.p1
OG0000332	F53A10.2c.p1
OG0000332	T27F2.2a.p1
OG0000332	T27F2.2b.p1
OG0000332	T27F2.2c.p1
OG0000332	T27F2.2d.p1
OG0000332	T27F2.2e.p1
OG0000339	Y38A10A.5.p1
OG0000339	ZK632.6.p1
OG0000340	D2089.5.p1
OG0000340	M05D6.7.p1
OG0000341	C32E12.2.p1
OG0000341	R08D7.6a.p1
OG0000341	R08D7.6b.p1
OG0000342	T12A7.1.p1
OG0000342	T28F3.1a.p1
OG0000342	T28F3.1b.p1
OG0000343	C04A2.1.p1
OG0000343	Y45F10A.6a.p1
OG0000343	Y45F10A.6b.p1
OG0000343	Y45F10A.6c.p1
OG0000344	C07A12.4a.p1
OG0000344	C07A12.4b.p1
OG0000344	C07A12.4c.p1
OG0000344	C14B1.1.p1
OG0000344	C14B9.2.p1
OG0000344	H06O01.1.p1
OG0000345	K02B2.1.p1
OG0000345	Y110A7A.6a.p1
OG0000345	Y110A7A.6b.p1
OG0000348	F59A2.1a.p1
OG0000348	F59A2.1b.p1
OG0000349	B0414.3.p1
OG0000349	C18G1.5.p1
OG0000349	C30G7.1.p1
OG0000349	F22F1.1.p1
OG0000349	F59A7.4.p1
OG0000349	M163.3.p1
OG0000349	Y73B6BL.9a.p1
OG0000349	Y73B6BL.9b.p1
OG0000350	F53F4.3.p1
OG0000351	K01G5.2a.p1
OG0000351	K01G5.2b.p1
OG0000351	K01G5.2c.p1
OG0000351	K08H2.6.p1
OG0000351	T09A5.8.p1
OG0000351	T12E12.2.p1
OG0000351	W05F2.8.p1
OG0000351	ZK1236.2.p1
OG0000352	B0272.4.p1
OG0000352	C18D11.2.p1
OG0000352	F47B10.7.p1
OG0000352	F56C9.5.p1
OG0000352	R06F6.9.p1
OG0000352	T12D8.3.p1
OG0000352	Y17G7B.1.p1
OG0000353	F53G12.3.p1
OG0000353	F56C11.1.p1
OG0000358	T24B8.7a.p1
OG0000358	T24B8.7b.p1
OG0000359	C16C2.3a.p1
OG0000359	C16C2.3b.p1
OG0000359	C50C3.7.p1
OG0000360	R17.2.p1
OG0000360	W02G9.5.p1
OG0000360	ZC518.3a.p1
