Orthogroup	Ihof_TRX
OG0000496	Ihof_8240
OG0000497	Ihof_3030
OG0000498	Ihof_10635
OG0000498	Ihof_2194
OG0000498	Ihof_2568
OG0000498	Ihof_7953
OG0000499	Ihof_2932
OG0000500	Ihof_5595
OG0000502	Ihof_4757
OG0000502	Ihof_5163
OG0000503	Ihof_1009
OG0000503	Ihof_10502
OG0000503	Ihof_2022
OG0000503	Ihof_4802
OG0000503	Ihof_9217
OG0000509	Ihof_897
OG0000509	Ihof_9596
OG0000511	Ihof_6157
OG0000511	Ihof_833
OG0000512	Ihof_21
OG0000512	Ihof_4506
OG0000512	Ihof_4955
OG0000512	Ihof_741
OG0000512	Ihof_8952
OG0000513	Ihof_1059
OG0000513	Ihof_3487
OG0000513	Ihof_4596
OG0000514	Ihof_2445
OG0000514	Ihof_3714
OG0000514	Ihof_8735
OG0000514	Ihof_9352
OG0000518	Ihof_356
OG0000518	Ihof_530
OG0000518	Ihof_7261
OG0000518	Ihof_8591
OG0000519	Ihof_785
OG0000522	Ihof_1774
OG0000528	Ihof_3762
OG0000528	Ihof_9298
OG0000529	Ihof_10205
OG0000529	Ihof_2225
OG0000529	Ihof_4234
OG0000529	Ihof_4235
OG0000532	Ihof_3429
OG0000532	Ihof_8934
OG0000533	Ihof_7840
OG0000533	Ihof_8106
OG0000543	Ihof_1269
OG0000543	Ihof_2899
OG0000543	Ihof_3581
OG0000543	Ihof_3739
OG0000545	Ihof_1168
OG0000547	Ihof_4327
OG0000547	Ihof_6351
OG0000549	Ihof_5248
OG0000549	Ihof_9983
OG0000550	Ihof_3669
OG0000550	Ihof_6898
OG0000550	Ihof_9572
OG0000551	Ihof_2389
OG0000551	Ihof_834
OG0000552	Ihof_5631
OG0000553	Ihof_1888
OG0000553	Ihof_5125
OG0000553	Ihof_9908
OG0000554	Ihof_1707
OG0000554	Ihof_8183
OG0000555	Ihof_1715
OG0000555	Ihof_1720
OG0000555	Ihof_4996
OG0000556	Ihof_10402
OG0000556	Ihof_158
OG0000557	Ihof_5938
OG0000557	Ihof_6225
OG0000562	Ihof_5862
OG0000562	Ihof_5883
OG0000562	Ihof_7470
OG0000562	Ihof_8430
OG0000563	Ihof_4095
OG0000567	Ihof_9940
OG0000568	Ihof_9525
OG0000569	Ihof_2994
OG0000569	Ihof_9132
OG0000570	Ihof_10511
OG0000570	Ihof_5522
OG0000570	Ihof_6659
OG0000571	Ihof_5451
OG0000571	Ihof_8046
OG0000573	Ihof_5517
OG0000573	Ihof_5741
OG0000575	Ihof_5526
OG0000578	Ihof_1198
OG0000578	Ihof_5468
OG0000578	Ihof_6752
OG0000578	Ihof_6873
OG0000580	Ihof_7419
OG0000580	Ihof_7863
OG0000581	Ihof_3896
OG0000581	Ihof_3987
OG0000581	Ihof_9423
OG0000583	Ihof_128
OG0000583	Ihof_2914
OG0000583	Ihof_311
OG0000583	Ihof_5254
OG0000583	Ihof_65
OG0000583	Ihof_8774
OG0000584	Ihof_2969
OG0000584	Ihof_7012
OG0000585	Ihof_4303
OG0000585	Ihof_6186
OG0000585	Ihof_7633
OG0000585	Ihof_9565
OG0000586	Ihof_9149
OG0000587	Ihof_5719
OG0000587	Ihof_8302
OG0000589	Ihof_3045
OG0000589	Ihof_9485
OG0000590	Ihof_9891
OG0000592	Ihof_190
OG0000592	Ihof_684
OG0000593	Ihof_2252
OG0000593	Ihof_9067
OG0000595	Ihof_4420
OG0000595	Ihof_5127
OG0000595	Ihof_5700
OG0000596	Ihof_6519
OG0000596	Ihof_7053
OG0000599	Ihof_10634
OG0000599	Ihof_6993
OG0000599	Ihof_8007
OG0000600	Ihof_764
OG0000600	Ihof_8633
OG0000602	Ihof_1985
OG0000602	Ihof_2639
OG0000602	Ihof_5261
OG0000602	Ihof_6968
OG0000604	Ihof_10479
OG0000604	Ihof_4356
OG0000607	Ihof_1002
OG0000607	Ihof_3517
OG0000607	Ihof_9609
OG0000608	Ihof_9202
OG0000609	Ihof_1300
OG0000609	Ihof_9008
OG0000610	Ihof_5119
OG0000612	Ihof_1272
OG0000612	Ihof_8175
OG0000613	Ihof_2486
OG0000613	Ihof_4945
OG0000613	Ihof_7257
OG0000620	Ihof_1709
OG0000620	Ihof_7764
OG0000622	Ihof_10465
OG0000622	Ihof_4397
OG0000624	Ihof_6868
OG0000624	Ihof_9917
OG0000625	Ihof_2666
OG0000625	Ihof_268
OG0000625	Ihof_5420
OG0000625	Ihof_5592
OG0000625	Ihof_6364
OG0000626	Ihof_1864
OG0000626	Ihof_6829
OG0000626	Ihof_8711
OG0000627	Ihof_4881
OG0000628	Ihof_8225
OG0000629	Ihof_2861
OG0000629	Ihof_6862
OG0000631	Ihof_659
OG0000631	Ihof_7179
OG0000631	Ihof_9209
OG0000633	Ihof_8727
OG0000634	Ihof_6949
OG0000636	Ihof_1420
OG0000636	Ihof_6423
OG0000636	Ihof_6487
OG0000636	Ihof_8037
OG0000636	Ihof_9351
OG0000637	Ihof_10430
OG0000637	Ihof_6801
OG0000638	Ihof_2368
OG0000638	Ihof_6367
OG0000639	Ihof_1313
OG0000639	Ihof_1314
OG0000641	Ihof_1749
OG0000641	Ihof_8116
OG0000642	Ihof_3866
OG0000642	Ihof_3867
OG0000642	Ihof_4070
OG0000642	Ihof_4330
OG0000643	Ihof_1111
OG0000643	Ihof_331
OG0000646	Ihof_1925
OG0000646	Ihof_2912
OG0000646	Ihof_7400
OG0000647	Ihof_6514
OG0000647	Ihof_8204
OG0000649	Ihof_1997
OG0000649	Ihof_3673
OG0000649	Ihof_8075
OG0000651	Ihof_1528
OG0000651	Ihof_1677
OG0000651	Ihof_901
OG0000652	Ihof_3525
OG0000653	Ihof_5159
OG0000653	Ihof_5160
OG0000653	Ihof_5231
OG0000653	Ihof_6270
OG0000654	Ihof_1949
OG0000654	Ihof_6545
OG0000654	Ihof_9788
OG0000656	Ihof_451
OG0000656	Ihof_5417
OG0000657	Ihof_2431
OG0000657	Ihof_6810
OG0000657	Ihof_8641
OG0000657	Ihof_9038
OG0000657	Ihof_9640
OG0000658	Ihof_41
OG0000658	Ihof_6540
OG0000659	Ihof_3887
OG0000660	Ihof_6955
OG0000660	Ihof_7522
OG0000660	Ihof_8157
OG0000661	Ihof_10041
OG0000661	Ihof_10510
OG0000661	Ihof_4383
OG0000662	Ihof_1264
OG0000662	Ihof_1712
OG0000662	Ihof_3300
OG0000662	Ihof_5662
OG0000662	Ihof_6269
OG0000662	Ihof_660
OG0000662	Ihof_9215
OG0000669	Ihof_1845
OG0000669	Ihof_220
OG0000669	Ihof_7778
OG0000670	Ihof_5564
OG0000670	Ihof_7447
OG0000672	Ihof_9736
OG0000673	Ihof_10232
OG0000673	Ihof_6837
OG0000674	Ihof_5820
OG0000675	Ihof_6726
OG0000675	Ihof_8970
OG0000676	Ihof_8463
OG0000677	Ihof_1088
OG0000677	Ihof_7980
OG0000678	Ihof_10136
OG0000678	Ihof_3101
OG0000678	Ihof_6475
OG0000680	Ihof_9113
OG0000681	Ihof_10379
OG0000681	Ihof_2157
OG0000682	Ihof_2662
OG0000682	Ihof_2820
OG0000683	Ihof_4031
OG0000683	Ihof_4549
OG0000683	Ihof_9955
OG0000684	Ihof_3794
OG0000684	Ihof_6769
OG0000685	Ihof_9600
OG0000686	Ihof_1008
OG0000686	Ihof_3306
OG0000695	Ihof_6035
OG0000695	Ihof_8402
OG0000697	Ihof_4378
OG0000697	Ihof_4498
OG0000698	Ihof_5028
OG0000698	Ihof_5869
OG0000698	Ihof_8655
OG0000700	Ihof_2349
OG0000701	Ihof_10118
OG0000702	Ihof_6436
OG0000702	Ihof_9458
OG0000703	Ihof_1599
OG0000706	Ihof_2536
OG0000706	Ihof_9057
OG0000707	Ihof_3873
OG0000707	Ihof_4302
OG0000707	Ihof_5676
OG0000708	Ihof_7621
OG0000709	Ihof_8577
OG0000709	Ihof_8578
OG0000710	Ihof_1603
OG0000714	Ihof_1449
OG0000714	Ihof_2035
OG0000714	Ihof_3612
OG0000714	Ihof_5295
OG0000716	Ihof_2373
OG0000716	Ihof_9540
OG0000718	Ihof_10687
OG0000718	Ihof_5659
OG0000718	Ihof_8549
OG0000719	Ihof_1560
OG0000719	Ihof_4016
OG0000720	Ihof_2275
OG0000720	Ihof_2819
OG0000721	Ihof_7790
OG0000721	Ihof_9015
OG0000722	Ihof_7786
OG0000724	Ihof_7303
OG0000724	Ihof_9050
OG0000725	Ihof_181
OG0000725	Ihof_667
OG0000726	Ihof_5299
OG0000727	Ihof_3183
OG0000727	Ihof_4460
OG0000727	Ihof_9512
OG0000732	Ihof_7120
OG0000732	Ihof_8315
OG0000732	Ihof_8919
OG0000734	Ihof_2221
OG0000734	Ihof_7907
OG0000734	Ihof_8728
OG0000735	Ihof_5087
OG0000737	Ihof_1895
OG0000737	Ihof_8379
OG0000738	Ihof_10514
OG0000741	Ihof_2232
OG0000741	Ihof_4081
OG0000741	Ihof_4509
OG0000741	Ihof_83
OG0000742	Ihof_2956
OG0000742	Ihof_8837
OG0000743	Ihof_1438
OG0000744	Ihof_3025
OG0000744	Ihof_3026
OG0000744	Ihof_336
OG0000744	Ihof_4904
OG0000744	Ihof_8776
OG0000744	Ihof_9696
OG0000745	Ihof_1976
OG0000745	Ihof_3185
OG0000745	Ihof_4265
OG0000746	Ihof_10036
OG0000747	Ihof_4011
OG0000748	Ihof_10508
OG0000748	Ihof_10549
OG0000748	Ihof_4825
OG0000748	Ihof_6384
OG0000756	Ihof_6255
OG0000758	Ihof_1896
OG0000758	Ihof_8129
OG0000759	Ihof_3280
OG0000759	Ihof_3535
OG0000759	Ihof_4571
OG0000759	Ihof_4674
OG0000759	Ihof_5549
OG0000759	Ihof_5778
OG0000759	Ihof_6
OG0000759	Ihof_7508
OG0000759	Ihof_77
OG0000761	Ihof_1214
OG0000761	Ihof_4075
OG0000761	Ihof_6041
OG0000761	Ihof_777
OG0000766	Ihof_1392
OG0000766	Ihof_2553
OG0000766	Ihof_2733
OG0000766	Ihof_3944
OG0000766	Ihof_5270
OG0000768	Ihof_8373
OG0000769	Ihof_1016
OG0000769	Ihof_9330
OG0000770	Ihof_5989
OG0000770	Ihof_8912
OG0000773	Ihof_9211
OG0000774	Ihof_3537
OG0000776	Ihof_4038
OG0000776	Ihof_5296
OG0000776	Ihof_5453
OG0000777	Ihof_10352
OG0000778	Ihof_2512
OG0000778	Ihof_2571
OG0000778	Ihof_9626
OG0000779	Ihof_5464
OG0000779	Ihof_700
OG0000787	Ihof_2833
OG0000788	Ihof_10091
OG0000788	Ihof_4656
OG0000790	Ihof_6538
OG0000790	Ihof_6967
OG0000792	Ihof_10535
OG0000792	Ihof_8898
OG0000793	Ihof_9070
OG0000794	Ihof_5821
OG0000794	Ihof_8825
OG0000795	Ihof_6920
OG0000795	Ihof_9829
OG0000796	Ihof_7618
OG0000797	Ihof_205
OG0000797	Ihof_3578
OG0000798	Ihof_2686
OG0000798	Ihof_6504
OG0000799	Ihof_1503
OG0000799	Ihof_3815
OG0000799	Ihof_5268
OG0000799	Ihof_8530
OG0000800	Ihof_3594
OG0000808	Ihof_1371
OG0000808	Ihof_1754
OG0000808	Ihof_2661
OG0000808	Ihof_5491
OG0000808	Ihof_5944
OG0000809	Ihof_5473
OG0000809	Ihof_6192
OG0000809	Ihof_7954
OG0000810	Ihof_8897
OG0000810	Ihof_9303
OG0000811	Ihof_4469
OG0000811	Ihof_6697
OG0000811	Ihof_7366
OG0000812	Ihof_1502
OG0000812	Ihof_3977
OG0000812	Ihof_5823
OG0000812	Ihof_7577
OG0000813	Ihof_8196
OG0000814	Ihof_10386
OG0000814	Ihof_4920
OG0000815	Ihof_272
OG0000815	Ihof_9061
OG0000816	Ihof_3704
OG0000816	Ihof_4727
OG0000817	Ihof_2636
OG0000817	Ihof_6995
OG0000818	Ihof_1230
OG0000818	Ihof_1866
OG0000818	Ihof_2652
OG0000818	Ihof_4879
OG0000818	Ihof_9401
OG0000819	Ihof_2811
OG0000819	Ihof_2812
OG0000820	Ihof_1409
OG0000820	Ihof_5686
OG0000820	Ihof_5849
OG0000820	Ihof_7987
OG0000820	Ihof_9468
OG0000821	Ihof_3161
OG0000821	Ihof_6981
OG0000821	Ihof_7981
OG0000821	Ihof_98
OG0000822	Ihof_236
OG0000822	Ihof_9931
OG0000823	Ihof_7431
OG0000823	Ihof_8572
OG0000824	Ihof_3699
OG0000824	Ihof_9345
OG0000826	Ihof_1210
OG0000826	Ihof_1907
OG0000826	Ihof_6413
OG0000826	Ihof_799
OG0000831	Ihof_5866
OG0000831	Ihof_6770
OG0000833	Ihof_907
OG0000833	Ihof_9391
OG0000836	Ihof_10037
OG0000836	Ihof_3510
OG0000836	Ihof_9480
OG0000837	Ihof_3685
OG0000838	Ihof_3951
OG0000838	Ihof_5207
OG0000838	Ihof_5281
OG0000839	Ihof_408
OG0000839	Ihof_5960
OG0000839	Ihof_6332
OG0000840	Ihof_10427
OG0000841	Ihof_4731
OG0000844	Ihof_2939
OG0000844	Ihof_5828
OG0000846	Ihof_3513
OG0000846	Ihof_458
OG0000848	Ihof_10234
OG0000848	Ihof_7332
OG0000849	Ihof_6911
OG0000849	Ihof_8696
OG0000849	Ihof_9502
OG0000850	Ihof_1427
OG0000850	Ihof_9199
OG0000851	Ihof_5718
OG0000852	Ihof_7191
OG0000853	Ihof_10366
OG0000853	Ihof_635
OG0000853	Ihof_896
OG0000855	Ihof_5084
OG0000855	Ihof_6944
OG0000857	Ihof_2289
OG0000857	Ihof_9091
OG0000859	Ihof_8474
OG0000860	Ihof_5589
OG0000860	Ihof_5590
OG0000860	Ihof_5799
OG0000861	Ihof_8047
OG0000862	Ihof_8227
OG0000862	Ihof_922
OG0000862	Ihof_9300
OG0000864	Ihof_6918
OG0000864	Ihof_9981
OG0000865	Ihof_3290
OG0000865	Ihof_446
OG0000865	Ihof_8574
OG0000865	Ihof_8796
OG0000865	Ihof_912
OG0000866	Ihof_6079
OG0000866	Ihof_9181
OG0000867	Ihof_8265
OG0000867	Ihof_9175
OG0000868	Ihof_4858
OG0000868	Ihof_4859
OG0000868	Ihof_5771
OG0000868	Ihof_889
OG0000868	Ihof_9058
OG0000868	Ihof_9239
OG0000868	Ihof_9245
OG0000869	Ihof_5857
OG0000869	Ihof_6116
OG0000876	Ihof_10702
OG0000876	Ihof_5385
OG0000880	Ihof_2644
OG0000881	Ihof_10159
OG0000881	Ihof_4732
OG0000881	Ihof_737
OG0000881	Ihof_7996
OG0000882	Ihof_2546
OG0000882	Ihof_4052
OG0000884	Ihof_5151
OG0000884	Ihof_5395
OG0000884	Ihof_7449
OG0000884	Ihof_7612
OG0000884	Ihof_8954
OG0000885	Ihof_5527
OG0000886	Ihof_9075
OG0000886	Ihof_9076
OG0000886	Ihof_9894
OG0000887	Ihof_1834
OG0000887	Ihof_3684
OG0000888	Ihof_3405
OG0000888	Ihof_4481
OG0000890	Ihof_5588
OG0000890	Ihof_7861
OG0000891	Ihof_2750
OG0000891	Ihof_93
OG0000893	Ihof_6637
OG0000893	Ihof_8211
OG0000894	Ihof_1109
OG0000894	Ihof_5661
OG0000894	Ihof_8784
OG0000894	Ihof_9143
OG0000895	Ihof_5057
OG0000896	Ihof_10450
OG0000896	Ihof_10469
OG0000896	Ihof_532
OG0000898	Ihof_8243
OG0000899	Ihof_8518
OG0000902	Ihof_7397
OG0000902	Ihof_9690
OG0000902	Ihof_976
OG0000917	Ihof_3118
OG0000917	Ihof_3443
OG0000919	Ihof_1822
OG0000919	Ihof_6733
OG0000919	Ihof_9523
OG0000919	Ihof_9570
OG0000920	Ihof_2283
OG0000920	Ihof_2432
OG0000920	Ihof_9573
OG0000921	Ihof_1079
OG0000921	Ihof_677
OG0000922	Ihof_7829
OG0000923	Ihof_2296
OG0000923	Ihof_5170
OG0000925	Ihof_5660
OG0000927	Ihof_328
OG0000927	Ihof_5833
OG0000927	Ihof_6150
OG0000928	Ihof_4817
OG0000928	Ihof_5152
OG0000929	Ihof_1646
OG0000929	Ihof_3642
OG0000930	Ihof_8060
OG0000931	Ihof_4804
OG0000931	Ihof_632
OG0000932	Ihof_7415
OG0000932	Ihof_9329
OG0000933	Ihof_10001
OG0000933	Ihof_1171
OG0000933	Ihof_7061
OG0000934	Ihof_9376
OG0000934	Ihof_9775
OG0000935	Ihof_1803
OG0000935	Ihof_3774
OG0000937	Ihof_5885
OG0000937	Ihof_7617
OG0000940	Ihof_5494
OG0000940	Ihof_561
OG0000942	Ihof_3205
OG0000943	Ihof_2625
OG0000944	Ihof_3964
OG0000945	Ihof_1255
OG0000945	Ihof_8284
OG0000946	Ihof_867
OG0000946	Ihof_9868
OG0000947	Ihof_5034
OG0000947	Ihof_761
OG0000948	Ihof_3489
OG0000948	Ihof_9999
OG0000949	Ihof_699
OG0000949	Ihof_9578
OG0000950	Ihof_1527
OG0000950	Ihof_2910
OG0000950	Ihof_5161
OG0000950	Ihof_5324
OG0000951	Ihof_1442
OG0000951	Ihof_1557
OG0000951	Ihof_3803
OG0000951	Ihof_3884
OG0000951	Ihof_3925
OG0000951	Ihof_6483
OG0000951	Ihof_7805
OG0000951	Ihof_9025
OG0000952	Ihof_4663
OG0000952	Ihof_7894
OG0000963	Ihof_359
OG0000964	Ihof_1102
OG0000965	Ihof_5076
OG0000966	Ihof_4087
OG0000968	Ihof_3450
OG0000968	Ihof_3909
OG0000968	Ihof_5064
OG0000970	Ihof_4159
OG0000973	Ihof_1536
OG0000973	Ihof_4120
OG0000974	Ihof_5369
OG0000975	Ihof_7319
OG0000977	Ihof_7800
OG0000977	Ihof_7929
OG0000978	Ihof_5948
OG0000978	Ihof_5953
OG0000981	Ihof_10591
OG0000981	Ihof_6767
OG0000982	Ihof_518
OG0000982	Ihof_7922
OG0000982	Ihof_8356
OG0000983	Ihof_9825
OG0000984	Ihof_5939
OG0000984	Ihof_7694
OG0000985	Ihof_2768
OG0000985	Ihof_7944
OG0000986	Ihof_2521
OG0000986	Ihof_8922
OG0000987	Ihof_3727
OG0000987	Ihof_5709
OG0000988	Ihof_5647
OG0000988	Ihof_9928
OG0000991	Ihof_10143
OG0000991	Ihof_6163
OG0000991	Ihof_6284
OG0000991	Ihof_6963
OG0000991	Ihof_7895
OG0000991	Ihof_9990
OG0000992	Ihof_8090
OG0000993	Ihof_1064
OG0000994	Ihof_557
OG0000994	Ihof_6279
OG0000995	Ihof_3859
OG0000995	Ihof_4899
OG0000995	Ihof_9488
OG0000996	Ihof_2506
OG0000996	Ihof_3259
OG0000996	Ihof_4019
OG0000996	Ihof_9717
OG0000997	Ihof_9016
OG0000998	Ihof_4119
OG0000999	Ihof_7711
OG0001012	Ihof_1428
OG0001018	Ihof_6093
OG0001020	Ihof_3031
OG0001020	Ihof_341
OG0001020	Ihof_5656
OG0001021	Ihof_9574
OG0001022	Ihof_2319
OG0001022	Ihof_2610
OG0001022	Ihof_2997
OG0001023	Ihof_1804
OG0001023	Ihof_344
OG0001023	Ihof_5623
OG0001024	Ihof_2030
OG0001025	Ihof_7019
OG0001025	Ihof_8849
OG0001026	Ihof_10129
OG0001028	Ihof_374
OG0001029	Ihof_6040
OG0001030	Ihof_7714
OG0001032	Ihof_1033
OG0001034	Ihof_401
OG0001034	Ihof_633
OG0001035	Ihof_4982
OG0001035	Ihof_5577
OG0001036	Ihof_9562
OG0001037	Ihof_2235
OG0001038	Ihof_8521
OG0001039	Ihof_2001
OG0001040	Ihof_4753
OG0001040	Ihof_7529
OG0001040	Ihof_9410
OG0001041	Ihof_4905
OG0001041	Ihof_5788
OG0001041	Ihof_8593
OG0001044	Ihof_1940
OG0001047	Ihof_10700
OG0001047	Ihof_4691
OG0001048	Ihof_6005
OG0001048	Ihof_7302
OG0001049	Ihof_10613
OG0001049	Ihof_7873
OG0001054	Ihof_10
OG0001054	Ihof_9089
OG0001055	Ihof_5996
OG0001055	Ihof_9427
OG0001056	Ihof_4934
OG0001058	Ihof_7555
OG0001061	Ihof_2934
OG0001061	Ihof_3061
OG0001062	Ihof_261
OG0001062	Ihof_3441
OG0001062	Ihof_8011
OG0001064	Ihof_3765
OG0001064	Ihof_9978
OG0001068	Ihof_7544
OG0001068	Ihof_9219
OG0001069	Ihof_2709
OG0001069	Ihof_4078
OG0001070	Ihof_5955
OG0001072	Ihof_8950
OG0001073	Ihof_12
OG0001074	Ihof_2150
OG0001074	Ihof_6222
OG0001074	Ihof_9074
OG0001075	Ihof_9356
OG0001075	Ihof_9465
OG0001076	Ihof_5923
OG0001076	Ihof_64
OG0001076	Ihof_747
OG0001076	Ihof_7906
OG0001077	Ihof_2497
OG0001077	Ihof_3656
OG0001077	Ihof_6485
OG0001078	Ihof_1058
OG0001078	Ihof_2429
OG0001078	Ihof_4745
OG0001078	Ihof_6148
OG0001078	Ihof_7662
OG0001079	Ihof_7253
OG0001080	Ihof_1117
OG0001080	Ihof_3177
OG0001080	Ihof_3551
OG0001080	Ihof_5678
OG0001080	Ihof_6962
OG0001081	Ihof_4918
OG0001081	Ihof_5840
OG0001081	Ihof_8264
OG0001082	Ihof_9687
OG0001084	Ihof_1403
OG0001084	Ihof_1821
OG0001084	Ihof_253
OG0001084	Ihof_3625
OG0001084	Ihof_5485
OG0001094	Ihof_3344
OG0001094	Ihof_375
OG0001094	Ihof_6796
OG0001096	Ihof_7395
OG0001097	Ihof_192
OG0001097	Ihof_7035
OG0001097	Ihof_9768
OG0001098	Ihof_2293
OG0001098	Ihof_7887
OG0001099	Ihof_788
OG0001100	Ihof_7004
OG0001101	Ihof_4067
OG0001102	Ihof_3244
OG0001103	Ihof_10187
OG0001103	Ihof_4381
OG0001103	Ihof_4780
OG0001105	Ihof_2773
OG0001105	Ihof_3019
OG0001106	Ihof_4957
OG0001106	Ihof_8012
OG0001108	Ihof_8672
OG0001112	Ihof_10415
OG0001113	Ihof_10372
OG0001114	Ihof_3370
OG0001114	Ihof_6972
OG0001115	Ihof_10512
OG0001115	Ihof_6449
OG0001116	Ihof_10621
OG0001116	Ihof_4361
OG0001116	Ihof_4730
OG0001116	Ihof_6556
OG0001116	Ihof_9106
OG0001117	Ihof_2824
OG0001117	Ihof_5808
OG0001118	Ihof_2788
OG0001118	Ihof_4683
OG0001119	Ihof_1328
OG0001119	Ihof_249
OG0001119	Ihof_8223
OG0001120	Ihof_10354
OG0001120	Ihof_2175
OG0001120	Ihof_2510
OG0001122	Ihof_1445
OG0001122	Ihof_6219
OG0001122	Ihof_8599
OG0001123	Ihof_5399
OG0001125	Ihof_7078
OG0001135	Ihof_9798
OG0001137	Ihof_52
OG0001137	Ihof_8613
OG0001139	Ihof_2388
OG0001139	Ihof_6230
OG0001140	Ihof_1082
OG0001140	Ihof_1124
OG0001140	Ihof_6089
OG0001141	Ihof_2630
OG0001141	Ihof_6947
OG0001141	Ihof_7072
OG0001144	Ihof_786
OG0001144	Ihof_9936
OG0001147	Ihof_942
OG0001150	Ihof_3832
OG0001151	Ihof_2313
OG0001151	Ihof_7033
OG0001152	Ihof_7338
OG0001153	Ihof_5717
OG0001154	Ihof_10539
OG0001156	Ihof_3683
OG0001156	Ihof_9587
OG0001157	Ihof_1087
OG0001157	Ihof_1968
OG0001157	Ihof_7604
OG0001158	Ihof_1367
OG0001159	Ihof_240
OG0001159	Ihof_5398
OG0001160	Ihof_10179
OG0001160	Ihof_2189
OG0001160	Ihof_2190
OG0001161	Ihof_5606
OG0001162	Ihof_7163
OG0001163	Ihof_2782
OG0001163	Ihof_9569
OG0001164	Ihof_9006
OG0001164	Ihof_9932
OG0001165	Ihof_9507
OG0001166	Ihof_100
OG0001166	Ihof_5813
OG0001166	Ihof_7646
OG0001168	Ihof_4657
OG0001168	Ihof_8617
OG0001168	Ihof_971
OG0001168	Ihof_9753
OG0001181	Ihof_2115
OG0001182	Ihof_2325
OG0001182	Ihof_3748
OG0001182	Ihof_8893
OG0001184	Ihof_2958
OG0001184	Ihof_7027
OG0001185	Ihof_3335
OG0001185	Ihof_335
OG0001185	Ihof_3725
OG0001185	Ihof_44
OG0001185	Ihof_658
OG0001185	Ihof_7215
OG0001187	Ihof_2155
OG0001187	Ihof_6358
OG0001187	Ihof_860
OG0001188	Ihof_7627
OG0001190	Ihof_9864
OG0001192	Ihof_10009
OG0001192	Ihof_9208
OG0001194	Ihof_7473
OG0001194	Ihof_8275
OG0001195	Ihof_9210
OG0001196	Ihof_4737
OG0001197	Ihof_8172
OG0001200	Ihof_6612
OG0001201	Ihof_5892
OG0001202	Ihof_6885
OG0001202	Ihof_8448
OG0001202	Ihof_9237
OG0001202	Ihof_9945
OG0001203	Ihof_1366
OG0001204	Ihof_4580
OG0001204	Ihof_6838
OG0001205	Ihof_6286
OG0001206	Ihof_5555
OG0001207	Ihof_2760
OG0001208	Ihof_3348
OG0001208	Ihof_5634
OG0001209	Ihof_2802
OG0001209	Ihof_3511
OG0001209	Ihof_5860
OG0001209	Ihof_6783
OG0001209	Ihof_7850
OG0001210	Ihof_4829
OG0001210	Ihof_6448
OG0001210	Ihof_8191
OG0001212	Ihof_2613
OG0001212	Ihof_6484
OG0001213	Ihof_7223
OG0001214	Ihof_8337
OG0001214	Ihof_8997
OG0001214	Ihof_969
OG0001216	Ihof_3758
OG0001218	Ihof_7516
OG0001219	Ihof_6670
OG0001219	Ihof_9268
OG0001220	Ihof_10610
OG0001221	Ihof_1905
OG0001221	Ihof_2538
OG0001221	Ihof_8108
OG0001222	Ihof_2146
OG0001222	Ihof_7464
OG0001222	Ihof_7889
OG0001223	Ihof_6044
OG0001223	Ihof_8280
OG0001224	Ihof_9431
OG0001225	Ihof_3317
OG0001225	Ihof_4245
OG0001225	Ihof_4518
OG0001226	Ihof_1665
OG0001238	Ihof_10316
OG0001243	Ihof_2401
OG0001243	Ihof_9436
OG0001245	Ihof_9467
OG0001247	Ihof_8977
OG0001249	Ihof_10182
OG0001249	Ihof_3387
OG0001249	Ihof_9338
OG0001250	Ihof_242
OG0001250	Ihof_390
OG0001251	Ihof_2505
OG0001252	Ihof_2411
OG0001253	Ihof_2583
OG0001253	Ihof_92
OG0001254	Ihof_4701
OG0001254	Ihof_5100
OG0001254	Ihof_8653
OG0001255	Ihof_10693
OG0001256	Ihof_6646
OG0001259	Ihof_10395
OG0001259	Ihof_4210
OG0001260	Ihof_6497
OG0001260	Ihof_8859
OG0001262	Ihof_6244
OG0001262	Ihof_7477
OG0001263	Ihof_4792
OG0001264	Ihof_6879
OG0001264	Ihof_8451
OG0001265	Ihof_2687
OG0001266	Ihof_7250
OG0001267	Ihof_9972
OG0001269	Ihof_5110
OG0001269	Ihof_8246
OG0001269	Ihof_8362
OG0001270	Ihof_1838
OG0001270	Ihof_2019
OG0001270	Ihof_3208
OG0001270	Ihof_567
OG0001270	Ihof_8582
OG0001271	Ihof_4314
OG0001271	Ihof_7904
OG0001272	Ihof_444
OG0001272	Ihof_6867
OG0001272	Ihof_6917
OG0001273	Ihof_8548
OG0001274	Ihof_1695
OG0001274	Ihof_9331
OG0001275	Ihof_1717
OG0001277	Ihof_4734
OG0001278	Ihof_208
OG0001278	Ihof_3458
OG0001278	Ihof_510
OG0001278	Ihof_6759
OG0001278	Ihof_8492
OG0001280	Ihof_6716
OG0001282	Ihof_5544
OG0001284	Ihof_5503
OG0001284	Ihof_5835
OG0001284	Ihof_7792
OG0001284	Ihof_921
OG0001284	Ihof_9899
OG0001285	Ihof_3613
OG0001286	Ihof_1263
OG0001286	Ihof_5168
OG0001287	Ihof_5214
OG0001287	Ihof_6065
OG0001302	Ihof_9242
OG0001308	Ihof_9621
OG0001309	Ihof_133
OG0001309	Ihof_2781
OG0001309	Ihof_6481
OG0001310	Ihof_223
OG0001310	Ihof_2309
OG0001310	Ihof_3647
OG0001310	Ihof_4774
OG0001311	Ihof_7287
