Orthogroup	SU_TRX
OG0000353	WHL22.198221.0.p1
OG0000353	WHL22.198230.0.p1
OG0000353	WHL22.198266.0.p1
OG0000353	WHL22.394247.0.p1
OG0000353	WHL22.619971.0.p1
OG0000353	WHL22.667802.0.p1
OG0000353	WHL22.667802.1.p1
OG0000353	WHL22.77323.3.p1
OG0000353	WHL22.77339.0.p1
OG0000358	WHL22.140784.0.p1
OG0000358	WHL22.140784.1.p1
OG0000358	WHL22.140784.4.p1
OG0000358	WHL22.140784.6.p1
OG0000358	WHL22.289771.0.p1
OG0000358	WHL22.289771.1.p1
OG0000358	WHL22.289771.2.p1
OG0000358	WHL22.289777.0.p1
OG0000358	WHL22.289777.1.p1
OG0000358	WHL22.365024.0.p1
OG0000358	WHL22.367368.0.p1
OG0000358	WHL22.367368.1.p1
OG0000358	WHL22.367622.0.p1
OG0000358	WHL22.367622.1.p1
OG0000358	WHL22.719694.0.p1
OG0000358	WHL22.719694.1.p1
OG0000359	WHL22.110620.0.p1
OG0000359	WHL22.206461.0.p1
OG0000359	WHL22.206467.1.p1
OG0000359	WHL22.206474.0.p1
OG0000359	WHL22.298014.0.p1
OG0000360	WHL22.23602.0.p1
OG0000360	WHL22.23605.0.p1
OG0000360	WHL22.326572.0.p1
OG0000360	WHL22.326578.0.p1
OG0000360	WHL22.34331.0.p1
OG0000360	WHL22.34331.1.p1
OG0000360	WHL22.408527.0.p1
OG0000360	WHL22.470629.0.p1
OG0000360	WHL22.470629.1.p1
OG0000360	WHL22.629745.0.p1
OG0000360	WHL22.629783.0.p1
OG0000361	WHL22.38348.1.p1
OG0000361	WHL22.38348.1.p2
OG0000361	WHL22.38348.2.p1
OG0000361	WHL22.38348.3.p1
OG0000362	WHL22.434698.0.p2
OG0000362	WHL22.434699.1.p1
OG0000362	WHL22.612486.1.p1
OG0000362	WHL22.620052.4.p2
OG0000365	WHL22.306938.0.p1
OG0000365	WHL22.405004.0.p1
OG0000365	WHL22.471512.0.p1
OG0000365	WHL22.471515.0.p1
OG0000365	WHL22.520531.0.p1
OG0000365	WHL22.542798.0.p1
OG0000366	WHL22.200876.0.p1
OG0000366	WHL22.206501.0.p1
OG0000366	WHL22.490191.0.p1
OG0000366	WHL22.547969.1.p1
OG0000366	WHL22.72467.0.p1
OG0000368	WHL22.119996.0.p1
OG0000368	WHL22.119996.1.p1
OG0000368	WHL22.119996.2.p1
OG0000368	WHL22.119996.3.p1
OG0000368	WHL22.458879.0.p1
OG0000369	WHL22.102123.0.p1
OG0000369	WHL22.121357.1.p1
OG0000369	WHL22.121375.1.p1
OG0000369	WHL22.155865.0.p1
OG0000369	WHL22.332375.0.p1
OG0000369	WHL22.332375.4.p1
OG0000369	WHL22.637327.0.p1
OG0000372	WHL22.268897.0.p1
OG0000372	WHL22.415068.1.p1
OG0000372	WHL22.464693.0.p2
OG0000372	WHL22.464693.1.p2
OG0000372	WHL22.554619.0.p1
OG0000373	WHL22.11256.0.p1
OG0000373	WHL22.451456.0.p1
OG0000373	WHL22.465860.0.p1
OG0000373	WHL22.474196.0.p1
OG0000373	WHL22.505650.0.p1
OG0000373	WHL22.505650.1.p1
OG0000373	WHL22.674356.0.p1
OG0000373	WHL22.739888.0.p1
OG0000373	WHL22.78839.0.p1
OG0000374	WHL22.335383.0.p1
OG0000374	WHL22.502540.0.p1
OG0000374	WHL22.502540.1.p1
OG0000374	WHL22.502540.1.p3
OG0000374	WHL22.579573.0.p1
OG0000374	WHL22.579573.1.p1
OG0000374	WHL22.717233.1.p1
OG0000375	WHL22.410144.0.p1
OG0000375	WHL22.410144.1.p1
OG0000375	WHL22.438496.0.p1
OG0000375	WHL22.470532.0.p1
OG0000375	WHL22.509895.0.p1
OG0000375	WHL22.509895.1.p1
OG0000377	WHL22.213419.0.p1
OG0000377	WHL22.240277.0.p1
OG0000377	WHL22.280684.0.p1
OG0000377	WHL22.532414.0.p1
OG0000377	WHL22.577433.0.p1
OG0000377	WHL22.610498.0.p1
OG0000377	WHL22.62149.0.p1
OG0000377	WHL22.62149.1.p1
OG0000377	WHL22.621602.0.p1
OG0000377	WHL22.643450.0.p1
OG0000377	WHL22.643453.0.p1
OG0000377	WHL22.723809.0.p1
OG0000378	WHL22.176403.0.p1
OG0000378	WHL22.176403.1.p1
OG0000378	WHL22.291802.0.p1
OG0000382	WHL22.16147.0.p1
OG0000382	WHL22.16153.0.p1
OG0000382	WHL22.16156.0.p1
OG0000382	WHL22.16156.1.p1
OG0000382	WHL22.256071.0.p1
OG0000382	WHL22.256071.2.p1
OG0000382	WHL22.291381.0.p1
OG0000382	WHL22.339034.0.p1
OG0000382	WHL22.98025.0.p1
OG0000385	WHL22.244650.0.p1
OG0000385	WHL22.244653.0.p1
OG0000385	WHL22.337306.1.p1
OG0000385	WHL22.768124.0.p1
OG0000387	WHL22.176642.0.p1
OG0000387	WHL22.176642.1.p1
OG0000387	WHL22.176642.2.p1
OG0000387	WHL22.176642.3.p1
OG0000387	WHL22.36962.0.p1
OG0000387	WHL22.456256.0.p1
OG0000387	WHL22.456259.0.p1
OG0000387	WHL22.461203.0.p1
OG0000387	WHL22.521829.0.p1
OG0000387	WHL22.621269.0.p1
OG0000387	WHL22.674966.0.p1
OG0000387	WHL22.95021.0.p1
OG0000388	WHL22.116465.0.p1
OG0000388	WHL22.172784.0.p1
OG0000388	WHL22.35907.1.p1
OG0000388	WHL22.35907.2.p1
OG0000388	WHL22.416230.0.p1
OG0000389	WHL22.271615.1.p1
OG0000389	WHL22.271618.0.p1
OG0000389	WHL22.280609.0.p1
OG0000389	WHL22.280609.1.p1
OG0000389	WHL22.304443.0.p1
OG0000389	WHL22.372786.0.p1
OG0000389	WHL22.462322.0.p1
OG0000389	WHL22.50901.1.p1
OG0000389	WHL22.680318.0.p1
OG0000389	WHL22.84838.0.p1
OG0000390	WHL22.117703.1.p1
OG0000390	WHL22.248872.1.p1
OG0000392	WHL22.143878.0.p1
OG0000392	WHL22.160158.0.p1
OG0000392	WHL22.248613.0.p1
OG0000392	WHL22.655171.0.p1
OG0000393	WHL22.257188.1.p1
OG0000393	WHL22.257188.3.p1
OG0000393	WHL22.630710.0.p1
OG0000393	WHL22.761806.0.p1
OG0000394	WHL22.591474.0.p1
OG0000394	WHL22.677419.0.p1
OG0000394	WHL22.715925.0.p1
OG0000396	WHL22.12203.0.p1
OG0000396	WHL22.192278.4.p1
OG0000396	WHL22.265654.0.p1
OG0000396	WHL22.512265.1.p1
OG0000396	WHL22.602034.0.p1
OG0000396	WHL22.641775.0.p1
OG0000396	WHL22.641775.1.p1
OG0000396	WHL22.660214.0.p1
OG0000396	WHL22.660214.1.p1
OG0000398	WHL22.305854.0.p1
OG0000398	WHL22.374781.1.p1
OG0000398	WHL22.374783.0.p1
OG0000398	WHL22.374783.1.p1
OG0000398	WHL22.42735.0.p1
OG0000398	WHL22.42735.0.p2
OG0000398	WHL22.42735.1.p1
OG0000398	WHL22.42813.1.p1
OG0000398	WHL22.448571.0.p1
OG0000398	WHL22.448571.1.p1
OG0000398	WHL22.448571.2.p1
OG0000398	WHL22.448577.0.p1
OG0000398	WHL22.524047.0.p1
OG0000398	WHL22.602636.0.p1
OG0000398	WHL22.602639.0.p1
OG0000398	WHL22.622119.0.p1
OG0000398	WHL22.622122.0.p1
OG0000398	WHL22.662890.0.p1
OG0000398	WHL22.662890.1.p1
OG0000398	WHL22.754708.0.p1
OG0000398	WHL22.754720.0.p1
OG0000398	WHL22.757481.0.p1
OG0000398	WHL22.757490.0.p1
OG0000398	WHL22.90297.0.p1
OG0000401	WHL22.297351.0.p1
OG0000401	WHL22.297351.1.p1
OG0000401	WHL22.297351.1.p2
OG0000401	WHL22.297351.2.p1
OG0000401	WHL22.297351.3.p1
OG0000401	WHL22.592734.1.p1
OG0000401	WHL22.592734.2.p1
OG0000401	WHL22.592734.3.p1
OG0000401	WHL22.592734.4.p1
OG0000403	WHL22.293135.0.p1
OG0000403	WHL22.334649.0.p1
OG0000405	WHL22.470024.0.p1
OG0000405	WHL22.478987.0.p1
OG0000405	WHL22.479002.0.p1
OG0000405	WHL22.613644.0.p1
OG0000406	WHL22.140641.0.p1
OG0000406	WHL22.591860.0.p1
OG0000406	WHL22.682702.0.p1
OG0000406	WHL22.763812.1.p1
OG0000407	WHL22.100480.0.p1
OG0000407	WHL22.100480.1.p1
OG0000407	WHL22.667933.0.p1
OG0000407	WHL22.667933.1.p1
OG0000407	WHL22.667936.0.p1
OG0000407	WHL22.667991.0.p1
OG0000407	WHL22.667991.1.p1
OG0000408	WHL22.101287.0.p1
OG0000408	WHL22.347637.1.p1
OG0000408	WHL22.347637.2.p1
OG0000408	WHL22.421367.0.p1
OG0000408	WHL22.421427.0.p1
OG0000408	WHL22.469690.0.p1
OG0000408	WHL22.469803.0.p1
OG0000409	WHL22.158659.0.p1
OG0000409	WHL22.158659.1.p1
OG0000409	WHL22.575481.0.p1
OG0000409	WHL22.575481.1.p1
OG0000409	WHL22.618836.0.p1
OG0000409	WHL22.626065.0.p1
OG0000409	WHL22.626069.0.p1
OG0000410	WHL22.180554.0.p1
OG0000410	WHL22.336400.0.p1
OG0000410	WHL22.340682.1.p1
OG0000410	WHL22.523787.0.p1
OG0000410	WHL22.686714.0.p1
OG0000410	WHL22.686714.1.p1
OG0000411	WHL22.159708.0.p1
OG0000411	WHL22.180831.0.p1
OG0000411	WHL22.436683.0.p1
OG0000412	WHL22.476634.0.p1
OG0000412	WHL22.57691.0.p1
OG0000412	WHL22.57691.1.p1
OG0000412	WHL22.599291.0.p1
OG0000413	WHL22.203656.0.p1
OG0000413	WHL22.45755.0.p1
OG0000413	WHL22.45755.1.p1
OG0000413	WHL22.487460.0.p1
OG0000413	WHL22.716369.0.p1
OG0000414	WHL22.306170.0.p1
OG0000414	WHL22.306170.1.p1
OG0000414	WHL22.306170.2.p1
OG0000414	WHL22.354731.0.p1
OG0000414	WHL22.423754.0.p1
OG0000414	WHL22.85019.2.p1
OG0000414	WHL22.85019.5.p1
OG0000417	WHL22.41285.0.p1
OG0000417	WHL22.41285.2.p1
OG0000417	WHL22.41285.4.p1
OG0000417	WHL22.553708.0.p1
OG0000417	WHL22.553711.0.p1
OG0000418	WHL22.250421.0.p1
OG0000418	WHL22.250421.1.p1
OG0000418	WHL22.250421.2.p1
OG0000418	WHL22.620810.0.p1
OG0000419	WHL22.223531.0.p1
OG0000419	WHL22.224142.0.p1
OG0000419	WHL22.36453.0.p1
OG0000419	WHL22.36456.0.p1
OG0000419	WHL22.36490.0.p1
OG0000419	WHL22.36490.1.p1
OG0000419	WHL22.36490.2.p1
OG0000419	WHL22.466855.0.p1
OG0000419	WHL22.466855.1.p1
OG0000419	WHL22.466892.0.p1
OG0000419	WHL22.466892.1.p1
OG0000419	WHL22.469965.0.p1
OG0000419	WHL22.504660.0.p1
OG0000419	WHL22.530330.0.p1
OG0000421	WHL22.139911.0.p1
OG0000421	WHL22.139911.1.p1
OG0000421	WHL22.139911.2.p1
OG0000421	WHL22.164035.1.p1
OG0000421	WHL22.342382.0.p1
OG0000421	WHL22.342382.1.p1
OG0000421	WHL22.702344.0.p1
OG0000421	WHL22.702344.1.p1
OG0000422	WHL22.324255.0.p1
OG0000422	WHL22.324255.1.p1
OG0000422	WHL22.506447.0.p1
OG0000422	WHL22.506447.1.p1
OG0000422	WHL22.506447.2.p1
OG0000422	WHL22.506447.4.p1
OG0000423	WHL22.104495.0.p1
OG0000423	WHL22.365416.0.p1
OG0000423	WHL22.368556.0.p1
OG0000423	WHL22.621920.3.p1
OG0000424	WHL22.15041.1.p1
OG0000424	WHL22.256289.0.p1
OG0000424	WHL22.256289.2.p1
OG0000424	WHL22.45187.0.p1
OG0000424	WHL22.45187.1.p1
OG0000424	WHL22.570034.0.p1
OG0000424	WHL22.634590.0.p1
OG0000424	WHL22.634590.1.p1
OG0000424	WHL22.634590.2.p1
OG0000424	WHL22.634590.3.p1
OG0000424	WHL22.634590.4.p1
OG0000424	WHL22.634590.6.p1
OG0000424	WHL22.634590.7.p1
OG0000424	WHL22.647863.0.p1
OG0000424	WHL22.647863.1.p1
OG0000424	WHL22.674303.0.p1
OG0000424	WHL22.718938.0.p1
OG0000424	WHL22.718938.1.p1
OG0000424	WHL22.718941.0.p1
OG0000425	WHL22.450313.0.p1
OG0000425	WHL22.49657.0.p1
OG0000425	WHL22.49657.1.p1
OG0000427	WHL22.158627.0.p1
OG0000427	WHL22.189797.0.p1
OG0000427	WHL22.376761.0.p1
OG0000427	WHL22.456713.5.p1
OG0000427	WHL22.456756.0.p1
OG0000427	WHL22.591862.1.p1
OG0000427	WHL22.665129.1.p1
OG0000428	WHL22.619386.0.p2
OG0000428	WHL22.619386.0.p4
OG0000428	WHL22.653011.0.p1
OG0000428	WHL22.653011.1.p1
OG0000428	WHL22.653011.2.p1
OG0000428	WHL22.653011.3.p1
OG0000429	WHL22.325886.0.p1
OG0000430	WHL22.463206.0.p2
OG0000430	WHL22.479073.0.p1
OG0000430	WHL22.515058.0.p1
OG0000430	WHL22.641835.0.p1
OG0000430	WHL22.754000.1.p1
OG0000430	WHL22.754000.2.p1
OG0000430	WHL22.754000.3.p1
OG0000430	WHL22.754000.7.p1
OG0000431	WHL22.369419.0.p1
OG0000431	WHL22.512416.0.p1
OG0000431	WHL22.659706.1.p1
OG0000431	WHL22.659706.2.p1
OG0000431	WHL22.71664.0.p1
OG0000431	WHL22.71664.1.p1
OG0000431	WHL22.71664.3.p1
OG0000431	WHL22.71664.4.p1
OG0000431	WHL22.71664.5.p1
OG0000431	WHL22.71664.6.p1
OG0000433	WHL22.377327.0.p1
OG0000433	WHL22.377339.1.p1
OG0000433	WHL22.60984.0.p1
OG0000433	WHL22.60984.1.p1
OG0000433	WHL22.83014.0.p1
OG0000434	WHL22.19679.1.p1
OG0000434	WHL22.367650.0.p1
OG0000434	WHL22.445568.0.p1
OG0000434	WHL22.48072.0.p1
OG0000434	WHL22.741295.0.p1
OG0000434	WHL22.76476.0.p1
OG0000435	WHL22.16616.0.p1
OG0000435	WHL22.16616.1.p1
OG0000435	WHL22.16616.2.p1
OG0000435	WHL22.614730.0.p2
OG0000436	WHL22.199654.0.p1
OG0000436	WHL22.199654.5.p1
OG0000436	WHL22.300647.0.p1
OG0000436	WHL22.369750.0.p1
OG0000436	WHL22.593678.0.p1
OG0000436	WHL22.76994.1.p1
OG0000436	WHL22.76994.2.p1
OG0000442	WHL22.440773.0.p1
OG0000442	WHL22.440773.1.p1
OG0000442	WHL22.637546.0.p1
OG0000442	WHL22.637546.1.p1
OG0000444	WHL22.208401.0.p1
OG0000444	WHL22.208401.1.p1
OG0000444	WHL22.326088.0.p1
OG0000445	WHL22.2236.1.p1
OG0000445	WHL22.614286.0.p1
OG0000445	WHL22.655290.0.p1
OG0000449	WHL22.147912.0.p1
OG0000449	WHL22.248621.0.p1
OG0000449	WHL22.262929.0.p1
OG0000449	WHL22.487686.0.p1
OG0000449	WHL22.487686.2.p1
OG0000449	WHL22.747780.2.p1
OG0000450	WHL22.486138.1.p1
OG0000450	WHL22.486138.2.p1
OG0000450	WHL22.486240.0.p1
OG0000450	WHL22.486240.1.p1
OG0000450	WHL22.486240.2.p1
OG0000450	WHL22.486240.3.p1
OG0000450	WHL22.579660.0.p1
OG0000450	WHL22.579690.0.p1
OG0000450	WHL22.579690.1.p1
OG0000450	WHL22.639346.0.p1
OG0000451	WHL22.243404.0.p1
OG0000451	WHL22.440748.0.p1
OG0000451	WHL22.466787.0.p1
OG0000451	WHL22.708697.0.p1
OG0000452	WHL22.111854.0.p1
OG0000452	WHL22.229923.1.p1
OG0000452	WHL22.639714.0.p1
OG0000452	WHL22.639714.1.p1
OG0000453	WHL22.371498.0.p1
OG0000453	WHL22.371501.0.p1
OG0000453	WHL22.371501.2.p1
OG0000453	WHL22.466711.0.p1
OG0000453	WHL22.466714.0.p1
OG0000453	WHL22.49227.0.p1
OG0000453	WHL22.705404.0.p1
OG0000453	WHL22.705404.1.p1
OG0000454	WHL22.191655.0.p1
OG0000454	WHL22.191655.0.p2
OG0000454	WHL22.191655.1.p1
OG0000454	WHL22.191655.2.p1
OG0000454	WHL22.191655.2.p2
OG0000454	WHL22.285652.0.p1
OG0000454	WHL22.285655.0.p1
OG0000454	WHL22.285658.0.p1
OG0000455	WHL22.263699.0.p1
OG0000455	WHL22.263699.1.p1
OG0000455	WHL22.263709.0.p1
OG0000455	WHL22.363067.0.p1
OG0000455	WHL22.363067.1.p1
OG0000455	WHL22.413735.0.p1
OG0000455	WHL22.69709.0.p1
OG0000455	WHL22.69712.0.p1
OG0000455	WHL22.759052.0.p1
OG0000455	WHL22.759052.1.p1
OG0000455	WHL22.759052.3.p1
OG0000456	WHL22.382909.0.p1
OG0000456	WHL22.529347.0.p1
OG0000460	WHL22.214281.0.p1
OG0000460	WHL22.214284.0.p1
OG0000460	WHL22.299969.1.p1
OG0000460	WHL22.299969.2.p1
OG0000460	WHL22.299973.0.p1
OG0000460	WHL22.299973.0.p2
OG0000460	WHL22.299985.0.p1
OG0000460	WHL22.300000.0.p1
OG0000461	WHL22.428397.1.p1
OG0000461	WHL22.428413.0.p1
OG0000463	WHL22.255792.0.p1
OG0000463	WHL22.277884.0.p1
OG0000463	WHL22.364379.0.p1
OG0000463	WHL22.405876.0.p1
OG0000463	WHL22.405876.2.p1
OG0000463	WHL22.503819.0.p1
OG0000463	WHL22.575397.0.p1
OG0000464	WHL22.481642.0.p1
OG0000464	WHL22.482053.0.p1
OG0000464	WHL22.482053.1.p1
OG0000464	WHL22.482053.2.p1
OG0000464	WHL22.482053.3.p1
OG0000464	WHL22.659059.0.p1
OG0000464	WHL22.678132.0.p1
OG0000464	WHL22.678132.1.p1
OG0000464	WHL22.678132.2.p1
OG0000464	WHL22.678132.3.p1
OG0000464	WHL22.678220.1.p1
OG0000464	WHL22.725188.0.p1
OG0000464	WHL22.726171.0.p1
OG0000464	WHL22.765200.0.p1
OG0000464	WHL22.77937.0.p1
OG0000465	WHL22.221600.4.p1
OG0000465	WHL22.221600.7.p1
OG0000465	WHL22.553368.0.p1
OG0000465	WHL22.79153.0.p1
OG0000465	WHL22.79153.1.p1
OG0000466	WHL22.119462.0.p1
OG0000466	WHL22.119462.1.p1
OG0000466	WHL22.119462.2.p1
OG0000466	WHL22.433106.0.p1
OG0000466	WHL22.433106.1.p1
OG0000466	WHL22.433106.10.p1
OG0000466	WHL22.433106.11.p1
OG0000466	WHL22.433106.2.p1
OG0000466	WHL22.433106.3.p1
OG0000466	WHL22.433106.4.p1
OG0000466	WHL22.433106.5.p1
OG0000466	WHL22.433106.6.p1
OG0000466	WHL22.433106.7.p1
OG0000466	WHL22.433106.8.p1
OG0000466	WHL22.433106.9.p1
OG0000471	WHL22.465392.0.p1
OG0000471	WHL22.519619.0.p1
OG0000471	WHL22.584634.0.p1
OG0000471	WHL22.724143.0.p1
OG0000471	WHL22.724143.1.p1
OG0000472	WHL22.278446.0.p1
OG0000472	WHL22.75457.1.p1
OG0000472	WHL22.95950.0.p1
OG0000473	WHL22.63742.0.p1
OG0000473	WHL22.762535.0.p1
OG0000473	WHL22.762937.0.p1
OG0000473	WHL22.762937.1.p1
OG0000473	WHL22.762937.2.p1
OG0000474	WHL22.40378.0.p1
OG0000474	WHL22.40378.1.p1
OG0000474	WHL22.40378.2.p1
OG0000474	WHL22.541187.0.p1
OG0000474	WHL22.711990.0.p1
OG0000475	WHL22.145763.0.p1
OG0000475	WHL22.145766.0.p1
OG0000475	WHL22.145784.0.p1
OG0000475	WHL22.145784.1.p1
OG0000475	WHL22.145784.2.p1
OG0000475	WHL22.145784.3.p1
OG0000475	WHL22.145784.4.p1
OG0000475	WHL22.145794.0.p1
OG0000475	WHL22.358228.0.p1
OG0000475	WHL22.358228.1.p1
OG0000475	WHL22.358228.2.p1
OG0000475	WHL22.719479.0.p1
OG0000475	WHL22.88025.0.p1
OG0000476	WHL22.230182.0.p1
OG0000476	WHL22.230182.1.p1
OG0000476	WHL22.230182.2.p1
OG0000476	WHL22.360467.1.p1
OG0000476	WHL22.664721.0.p1
OG0000476	WHL22.665454.0.p1
OG0000477	WHL22.13221.0.p1
OG0000477	WHL22.22253.1.p1
OG0000477	WHL22.22253.2.p1
OG0000477	WHL22.306166.0.p1
OG0000477	WHL22.317555.0.p1
OG0000477	WHL22.317555.1.p1
OG0000477	WHL22.541744.0.p1
OG0000477	WHL22.598913.0.p1
OG0000477	WHL22.598913.1.p1
OG0000477	WHL22.615076.0.p1
OG0000478	WHL22.100974.0.p1
OG0000478	WHL22.35525.0.p1
OG0000478	WHL22.532857.0.p1
OG0000478	WHL22.532887.0.p1
OG0000478	WHL22.742059.0.p1
OG0000478	WHL22.742059.1.p1
OG0000478	WHL22.742059.2.p1
OG0000478	WHL22.75451.0.p1
OG0000480	WHL22.385626.0.p1
OG0000480	WHL22.385653.0.p1
OG0000480	WHL22.385653.1.p1
OG0000480	WHL22.614476.0.p1
OG0000480	WHL22.614476.1.p1
OG0000480	WHL22.614479.0.p1
OG0000480	WHL22.614479.1.p1
OG0000480	WHL22.614479.1.p4
OG0000480	WHL22.614479.2.p1
OG0000480	WHL22.614479.2.p4
OG0000480	WHL22.614479.3.p1
OG0000480	WHL22.614482.0.p1
OG0000480	WHL22.614482.1.p1
OG0000480	WHL22.64186.0.p1
OG0000480	WHL22.64355.0.p1
OG0000480	WHL22.64355.1.p1
OG0000484	WHL22.581111.0.p1
OG0000485	WHL22.200752.0.p1
OG0000485	WHL22.683996.0.p1
OG0000489	WHL22.419504.0.p1
OG0000489	WHL22.419504.1.p1
OG0000489	WHL22.698342.0.p1
OG0000490	WHL22.658881.1.p1
OG0000490	WHL22.690746.0.p1
OG0000490	WHL22.691075.0.p1
OG0000490	WHL22.754301.0.p1
OG0000490	WHL22.754301.1.p1
OG0000490	WHL22.759592.0.p1
OG0000490	WHL22.84695.0.p1
OG0000490	WHL22.84695.1.p1
OG0000491	WHL22.332096.0.p1
OG0000491	WHL22.332096.1.p1
OG0000491	WHL22.332096.2.p1
OG0000491	WHL22.332105.0.p1
OG0000491	WHL22.34264.0.p1
OG0000494	WHL22.170174.3.p1
OG0000494	WHL22.170198.0.p1
OG0000494	WHL22.555241.2.p1
OG0000494	WHL22.555241.3.p1
OG0000494	WHL22.698957.0.p1
OG0000495	WHL22.137954.0.p2
OG0000495	WHL22.137954.1.p2
OG0000495	WHL22.137954.2.p2
OG0000495	WHL22.286125.0.p1
OG0000495	WHL22.325883.0.p1
OG0000495	WHL22.325883.1.p1
OG0000495	WHL22.325883.2.p1
OG0000495	WHL22.325883.3.p1
OG0000495	WHL22.325897.0.p1
OG0000495	WHL22.601890.0.p1
OG0000495	WHL22.668684.1.p1
OG0000495	WHL22.756295.0.p1
OG0000495	WHL22.756295.1.p1
OG0000496	WHL22.224582.0.p2
OG0000496	WHL22.431191.0.p1
OG0000496	WHL22.53986.0.p1
OG0000496	WHL22.53986.1.p1
OG0000497	WHL22.141621.0.p1
OG0000497	WHL22.141621.4.p1
OG0000497	WHL22.141621.8.p1
OG0000497	WHL22.141671.0.p1
OG0000497	WHL22.141671.1.p1
OG0000497	WHL22.141671.2.p1
OG0000497	WHL22.141671.3.p1
OG0000497	WHL22.339658.0.p1
OG0000497	WHL22.339658.1.p1
OG0000498	WHL22.351944.0.p1
OG0000498	WHL22.621526.0.p1
OG0000498	WHL22.621526.1.p1
OG0000498	WHL22.734317.0.p1
OG0000499	WHL22.39739.2.p1
OG0000499	WHL22.398606.0.p1
OG0000499	WHL22.635310.0.p1
OG0000500	WHL22.1281.0.p1
OG0000500	WHL22.302071.0.p1
OG0000500	WHL22.324194.0.p1
OG0000500	WHL22.529540.1.p1
OG0000501	WHL22.156161.0.p1
OG0000501	WHL22.613873.1.p1
OG0000501	WHL22.732419.0.p1
OG0000501	WHL22.732419.1.p1
OG0000501	WHL22.91720.0.p1
OG0000501	WHL22.91720.2.p1
OG0000501	WHL22.91720.3.p1
OG0000501	WHL22.96269.0.p1
OG0000501	WHL22.96269.1.p1
OG0000501	WHL22.96269.1.p2
OG0000501	WHL22.96269.2.p1
OG0000501	WHL22.96269.3.p1
OG0000501	WHL22.96269.3.p2
OG0000502	WHL22.372842.0.p1
OG0000502	WHL22.461182.0.p1
OG0000502	WHL22.461258.0.p1
OG0000502	WHL22.461258.1.p1
OG0000502	WHL22.502528.0.p1
OG0000503	WHL22.318349.0.p1
OG0000503	WHL22.454981.0.p1
OG0000503	WHL22.520959.1.p1
OG0000503	WHL22.585939.2.p1
OG0000503	WHL22.585939.3.p1
OG0000509	WHL22.196109.1.p1
OG0000509	WHL22.196109.3.p1
OG0000509	WHL22.379090.0.p1
OG0000511	WHL22.362941.0.p1
OG0000511	WHL22.362941.1.p1
OG0000511	WHL22.362941.2.p1
OG0000511	WHL22.364513.0.p1
OG0000511	WHL22.364513.1.p1
OG0000511	WHL22.364513.2.p1
OG0000511	WHL22.364513.3.p1
OG0000512	WHL22.348740.0.p1
OG0000512	WHL22.348746.0.p1
OG0000512	WHL22.54636.1.p1
OG0000512	WHL22.54795.0.p1
OG0000512	WHL22.54795.1.p1
OG0000512	WHL22.54795.2.p1
OG0000512	WHL22.54795.3.p1
OG0000513	WHL22.250559.2.p1
OG0000513	WHL22.304263.0.p1
OG0000513	WHL22.322226.0.p1
OG0000513	WHL22.422191.0.p1
OG0000514	WHL22.127430.0.p1
OG0000514	WHL22.194928.0.p1
OG0000514	WHL22.194928.1.p1
OG0000514	WHL22.194934.0.p1
OG0000514	WHL22.194934.2.p1
OG0000514	WHL22.457846.0.p1
OG0000518	WHL22.12209.0.p1
OG0000518	WHL22.12209.1.p1
OG0000518	WHL22.678800.0.p1
OG0000519	WHL22.169457.0.p1
OG0000519	WHL22.393052.0.p1
OG0000519	WHL22.393052.2.p1
OG0000519	WHL22.585049.0.p1
OG0000519	WHL22.585049.2.p1
OG0000519	WHL22.585052.0.p1
OG0000522	WHL22.223393.0.p1
OG0000522	WHL22.223393.1.p1
OG0000522	WHL22.376431.0.p1
OG0000522	WHL22.452196.0.p1
OG0000522	WHL22.452196.1.p1
OG0000526	WHL22.319255.0.p1
OG0000526	WHL22.320268.0.p1
OG0000526	WHL22.377271.5.p1
OG0000526	WHL22.596462.0.p1
OG0000526	WHL22.596480.0.p1
OG0000526	WHL22.596503.0.p1
OG0000526	WHL22.95048.1.p1
OG0000526	WHL22.95048.2.p1
OG0000528	WHL22.503626.0.p1
OG0000528	WHL22.619346.1.p1
OG0000528	WHL22.619346.2.p1
OG0000528	WHL22.619352.0.p1
OG0000528	WHL22.619352.1.p1
OG0000528	WHL22.619352.2.p1
OG0000529	WHL22.192605.0.p1
OG0000529	WHL22.192605.1.p1
OG0000529	WHL22.21920.0.p1
OG0000529	WHL22.21920.1.p1
OG0000529	WHL22.700660.0.p1
OG0000532	WHL22.17850.0.p1
OG0000532	WHL22.481068.0.p1
OG0000532	WHL22.564801.0.p1
OG0000533	WHL22.551965.0.p1
OG0000533	WHL22.731989.0.p1
OG0000533	WHL22.86772.0.p1
OG0000535	WHL22.172659.0.p1
OG0000535	WHL22.172659.0.p2
OG0000535	WHL22.180443.0.p1
OG0000535	WHL22.317811.0.p1
OG0000535	WHL22.350142.0.p1
OG0000535	WHL22.350145.2.p13
OG0000535	WHL22.350145.2.p7
OG0000535	WHL22.350153.1.p1
OG0000535	WHL22.350153.2.p1
OG0000535	WHL22.350153.2.p2
OG0000535	WHL22.350153.3.p1
OG0000535	WHL22.354032.0.p1
OG0000535	WHL22.354032.1.p1
OG0000535	WHL22.354032.2.p1
OG0000535	WHL22.354032.3.p1
OG0000535	WHL22.354032.4.p1
OG0000535	WHL22.512169.0.p1
OG0000535	WHL22.568755.0.p1
