Orthogroup	Clim_TRX
OG0000718	Clim_g2890
OG0000718	Clim_g6388
OG0000720	Clim_g831
OG0000721	Clim_g2131
OG0000721	Clim_g3170
OG0000722	Clim_g948
OG0000723	Clim_g4521
OG0000723	Clim_g6814
OG0000724	Clim_g1562
OG0000724	Clim_g785
OG0000726	Clim_g5236
OG0000727	Clim_g3969
OG0000727	Clim_g6595
OG0000732	Clim_g2756
OG0000734	Clim_g1463
OG0000734	Clim_g2264
OG0000737	Clim_g3089
OG0000738	Clim_g3607
OG0000738	Clim_g93
OG0000741	Clim_g777
OG0000742	Clim_g572
OG0000743	Clim_g2637
OG0000744	Clim_g2364
OG0000744	Clim_g2679
OG0000744	Clim_g6212
OG0000745	Clim_g1352
OG0000745	Clim_g6326
OG0000746	Clim_g3634
OG0000746	Clim_g3832
OG0000747	Clim_g1899
OG0000747	Clim_g6536
OG0000748	Clim_g5769
OG0000756	Clim_g1662
OG0000756	Clim_g3755
OG0000756	Clim_g692
OG0000758	Clim_g6338
OG0000759	Clim_g1080
OG0000761	Clim_g55
OG0000761	Clim_g6722
OG0000765	Clim_g3151
OG0000766	Clim_g191
OG0000768	Clim_g2514
OG0000768	Clim_g4803
OG0000769	Clim_g1045
OG0000769	Clim_g1474
OG0000770	Clim_g6658
OG0000773	Clim_g2981
OG0000773	Clim_g703
OG0000774	Clim_g7027
OG0000776	Clim_g2947
OG0000777	Clim_g714
OG0000778	Clim_g2170
OG0000778	Clim_g5967
OG0000779	Clim_g1133
OG0000779	Clim_g5310
OG0000787	Clim_g1326
OG0000788	Clim_g5687
OG0000790	Clim_g5105
OG0000790	Clim_g6749
OG0000790	Clim_g6792
OG0000792	Clim_g735
OG0000793	Clim_g1029
OG0000794	Clim_g2619
OG0000794	Clim_g5505
OG0000795	Clim_g63
OG0000796	Clim_g557
OG0000796	Clim_g6608
OG0000797	Clim_g2326
OG0000797	Clim_g4173
OG0000798	Clim_g1356
OG0000798	Clim_g5759
OG0000799	Clim_g1212
OG0000800	Clim_g3988
OG0000808	Clim_g3132
OG0000809	Clim_g2389
OG0000811	Clim_g4679
OG0000811	Clim_g4747
OG0000811	Clim_g6049
OG0000812	Clim_g145
OG0000812	Clim_g15
OG0000812	Clim_g2085
OG0000812	Clim_g2542
OG0000812	Clim_g3925
OG0000812	Clim_g427
OG0000813	Clim_g3469
OG0000814	Clim_g4676
OG0000814	Clim_g773
OG0000814	Clim_g849
OG0000815	Clim_g1311
OG0000816	Clim_g3065
OG0000817	Clim_g5840
OG0000818	Clim_g6992
OG0000819	Clim_g4904
OG0000820	Clim_g2237
OG0000821	Clim_g59
OG0000823	Clim_g2510
OG0000823	Clim_g2925
OG0000824	Clim_g6544
OG0000831	Clim_g418
OG0000831	Clim_g5195
OG0000833	Clim_g5935
OG0000836	Clim_g1611
OG0000837	Clim_g2706
OG0000837	Clim_g6856
OG0000838	Clim_g5469
OG0000839	Clim_g2446
OG0000839	Clim_g5556
OG0000840	Clim_g3339
OG0000841	Clim_g5155
OG0000841	Clim_g6482
OG0000843	Clim_g176
OG0000843	Clim_g6153
OG0000844	Clim_g6866
OG0000846	Clim_g1198
OG0000846	Clim_g2107
OG0000848	Clim_g499
OG0000849	Clim_g2636
OG0000849	Clim_g3752
OG0000850	Clim_g3659
OG0000850	Clim_g5937
OG0000851	Clim_g905
OG0000852	Clim_g6262
OG0000852	Clim_g686
OG0000853	Clim_g4431
OG0000853	Clim_g649
OG0000853	Clim_g6830
OG0000855	Clim_g397
OG0000855	Clim_g6920
OG0000857	Clim_g6943
OG0000859	Clim_g2633
OG0000859	Clim_g2665
OG0000860	Clim_g5721
OG0000860	Clim_g763
OG0000861	Clim_g1011
OG0000862	Clim_g2909
OG0000864	Clim_g6202
OG0000864	Clim_g6994
OG0000865	Clim_g542
OG0000865	Clim_g6229
OG0000866	Clim_g1171
OG0000866	Clim_g4144
OG0000866	Clim_g4443
OG0000868	Clim_g1426
OG0000868	Clim_g1804
OG0000868	Clim_g6317
OG0000868	Clim_g688
OG0000869	Clim_g4584
OG0000876	Clim_g670
OG0000880	Clim_g381
OG0000881	Clim_g4554
OG0000882	Clim_g2854
OG0000884	Clim_g126
OG0000884	Clim_g3804
OG0000884	Clim_g5744
OG0000885	Clim_g1505
OG0000885	Clim_g2802
OG0000885	Clim_g6378
OG0000886	Clim_g1270
OG0000887	Clim_g5852
OG0000887	Clim_g6462
OG0000887	Clim_g956
OG0000889	Clim_g1041
OG0000889	Clim_g1454
OG0000889	Clim_g4108
OG0000889	Clim_g5985
OG0000890	Clim_g3835
OG0000891	Clim_g2880
OG0000892	Clim_g3023
OG0000893	Clim_g2817
OG0000893	Clim_g6194
OG0000894	Clim_g6746
OG0000895	Clim_g3421
OG0000896	Clim_g5580
OG0000896	Clim_g979
OG0000898	Clim_g2980
OG0000899	Clim_g6223
OG0000902	Clim_g3594
OG0000903	Clim_g3585
OG0000903	Clim_g4291
OG0000914	Clim_g4412
OG0000916	Clim_g605
OG0000917	Clim_g5699
OG0000917	Clim_g6086
OG0000917	Clim_g6269
OG0000919	Clim_g897
OG0000920	Clim_g275
OG0000920	Clim_g565
OG0000921	Clim_g1131
OG0000921	Clim_g3364
OG0000922	Clim_g4177
OG0000923	Clim_g244
OG0000924	Clim_g1876
OG0000925	Clim_g3167
OG0000928	Clim_g4876
OG0000929	Clim_g2147
OG0000929	Clim_g6090
OG0000930	Clim_g1005
OG0000930	Clim_g73
OG0000931	Clim_g1681
OG0000931	Clim_g2600
OG0000932	Clim_g4055
OG0000932	Clim_g4083
OG0000932	Clim_g6828
OG0000933	Clim_g2911
OG0000934	Clim_g4264
OG0000934	Clim_g681
OG0000935	Clim_g6766
OG0000937	Clim_g2709
OG0000939	Clim_g4242
OG0000940	Clim_g6937
OG0000941	Clim_g5096
OG0000943	Clim_g3738
OG0000943	Clim_g6864
OG0000944	Clim_g6485
OG0000945	Clim_g5050
OG0000946	Clim_g3643
OG0000946	Clim_g6172
OG0000947	Clim_g1860
OG0000948	Clim_g3248
OG0000948	Clim_g5867
OG0000949	Clim_g1216
OG0000949	Clim_g6817
OG0000950	Clim_g1429
OG0000951	Clim_g3328
OG0000952	Clim_g4775
OG0000963	Clim_g4817
OG0000964	Clim_g251
OG0000965	Clim_g1813
OG0000965	Clim_g3725
OG0000966	Clim_g4764
OG0000966	Clim_g5225
OG0000966	Clim_g6082
OG0000966	Clim_g6855
OG0000968	Clim_g5514
OG0000970	Clim_g5314
OG0000973	Clim_g384
OG0000974	Clim_g2913
OG0000975	Clim_g2351
OG0000977	Clim_g1561
OG0000977	Clim_g306
OG0000978	Clim_g3826
OG0000981	Clim_g634
OG0000982	Clim_g4098
OG0000983	Clim_g3557
OG0000983	Clim_g5589
OG0000985	Clim_g5024
OG0000985	Clim_g6869
OG0000986	Clim_g5980
OG0000986	Clim_g994
OG0000987	Clim_g4049
OG0000988	Clim_g182
OG0000988	Clim_g3058
OG0000991	Clim_g4610
OG0000992	Clim_g2626
OG0000993	Clim_g6030
OG0000994	Clim_g1982
OG0000994	Clim_g4993
OG0000995	Clim_g1271
OG0000996	Clim_g2417
OG0000998	Clim_g6771
OG0000999	Clim_g1012
OG0000999	Clim_g2808
OG0001004	Clim_g4228
OG0001004	Clim_g5944
OG0001004	Clim_g6098
OG0001004	Clim_g6099
OG0001004	Clim_g6100
OG0001004	Clim_g6823
OG0001004	Clim_g6824
OG0001012	Clim_g6816
OG0001018	Clim_g4585
OG0001018	Clim_g6604
OG0001019	Clim_g4911
OG0001020	Clim_g3973
OG0001021	Clim_g2815
OG0001022	Clim_g1376
OG0001023	Clim_g6157
OG0001024	Clim_g5660
OG0001025	Clim_g1589
OG0001026	Clim_g2963
OG0001028	Clim_g2194
OG0001029	Clim_g1901
OG0001029	Clim_g4898
OG0001029	Clim_g5706
OG0001030	Clim_g3044
OG0001032	Clim_g5905
OG0001034	Clim_g3246
OG0001035	Clim_g3304
OG0001035	Clim_g4053
OG0001036	Clim_g1213
OG0001036	Clim_g3519
OG0001036	Clim_g4218
OG0001037	Clim_g3708
OG0001037	Clim_g4763
OG0001038	Clim_g318
OG0001038	Clim_g3743
OG0001039	Clim_g2712
OG0001040	Clim_g945
OG0001041	Clim_g4344
OG0001041	Clim_g627
OG0001042	Clim_g522
OG0001044	Clim_g157
OG0001047	Clim_g3854
OG0001047	Clim_g6246
OG0001054	Clim_g2938
OG0001055	Clim_g3266
OG0001056	Clim_g2922
OG0001058	Clim_g6949
OG0001058	Clim_g898
OG0001061	Clim_g2172
OG0001062	Clim_g5921
OG0001063	Clim_g3302
OG0001064	Clim_g271
OG0001065	Clim_g3768
OG0001065	Clim_g4008
OG0001065	Clim_g976
OG0001068	Clim_g1319
OG0001069	Clim_g1993
OG0001069	Clim_g2491
OG0001070	Clim_g1784
OG0001072	Clim_g481
OG0001073	Clim_g5983
OG0001074	Clim_g6109
OG0001075	Clim_g5214
OG0001076	Clim_g5809
OG0001077	Clim_g2097
OG0001078	Clim_g4684
OG0001079	Clim_g3312
OG0001079	Clim_g555
OG0001080	Clim_g2625
OG0001081	Clim_g807
OG0001082	Clim_g723
OG0001084	Clim_g2856
OG0001084	Clim_g4698
OG0001094	Clim_g3971
OG0001096	Clim_g266
OG0001097	Clim_g1992
OG0001098	Clim_g5676
OG0001099	Clim_g5662
OG0001100	Clim_g669
OG0001101	Clim_g4458
OG0001102	Clim_g3456
OG0001103	Clim_g6919
OG0001105	Clim_g6450
OG0001105	Clim_g6478
OG0001107	Clim_g2779
OG0001108	Clim_g34
OG0001111	Clim_g250
OG0001112	Clim_g4700
OG0001113	Clim_g4238
OG0001114	Clim_g4158
OG0001115	Clim_g4019
OG0001115	Clim_g5153
OG0001116	Clim_g3631
OG0001117	Clim_g2309
OG0001118	Clim_g4582
OG0001119	Clim_g4362
OG0001120	Clim_g1083
OG0001121	Clim_g5540
OG0001122	Clim_g1780
OG0001123	Clim_g3615
OG0001124	Clim_g4785
OG0001135	Clim_g3162
OG0001137	Clim_g6921
OG0001137	Clim_g933
OG0001138	Clim_g4165
OG0001139	Clim_g4085
OG0001140	Clim_g1677
OG0001141	Clim_g4171
OG0001141	Clim_g453
OG0001144	Clim_g3372
OG0001144	Clim_g539
OG0001147	Clim_g1605
OG0001150	Clim_g1841
OG0001151	Clim_g6520
OG0001152	Clim_g5218
OG0001152	Clim_g6893
OG0001152	Clim_g923
OG0001153	Clim_g5764
OG0001154	Clim_g2136
OG0001156	Clim_g198
OG0001157	Clim_g2803
OG0001157	Clim_g5250
OG0001158	Clim_g5404
OG0001159	Clim_g2481
OG0001159	Clim_g2657
OG0001159	Clim_g4842
OG0001160	Clim_g840
OG0001162	Clim_g2945
OG0001163	Clim_g1090
OG0001164	Clim_g2896
OG0001164	Clim_g3920
OG0001165	Clim_g3402
OG0001166	Clim_g476
OG0001166	Clim_g746
OG0001168	Clim_g1971
OG0001168	Clim_g2134
OG0001168	Clim_g5380
OG0001170	Clim_g4575
OG0001170	Clim_g5785
OG0001170	Clim_g5787
OG0001170	Clim_g6700
OG0001170	Clim_g6982
OG0001170	Clim_g6983
OG0001181	Clim_g654
OG0001182	Clim_g768
OG0001184	Clim_g3400
OG0001185	Clim_g3798
OG0001187	Clim_g5756
OG0001188	Clim_g5955
OG0001189	Clim_g5653
OG0001190	Clim_g2252
OG0001190	Clim_g6245
OG0001192	Clim_g297
OG0001193	Clim_g3077
OG0001193	Clim_g5772
OG0001194	Clim_g1906
OG0001194	Clim_g6665
OG0001195	Clim_g2021
OG0001195	Clim_g4837
OG0001196	Clim_g3663
OG0001197	Clim_g5084
OG0001197	Clim_g6661
OG0001200	Clim_g1744
OG0001201	Clim_g1758
OG0001201	Clim_g3510
OG0001203	Clim_g4774
OG0001204	Clim_g3072
OG0001205	Clim_g6960
OG0001206	Clim_g3003
OG0001207	Clim_g4082
OG0001208	Clim_g2392
OG0001208	Clim_g3350
OG0001209	Clim_g5345
OG0001210	Clim_g4568
OG0001211	Clim_g6180
OG0001212	Clim_g4361
OG0001212	Clim_g5289
OG0001213	Clim_g1059
OG0001214	Clim_g3628
OG0001216	Clim_g5830
OG0001218	Clim_g2645
OG0001220	Clim_g5159
OG0001221	Clim_g143
OG0001222	Clim_g6052
OG0001223	Clim_g2369
OG0001224	Clim_g6253
OG0001225	Clim_g3505
OG0001226	Clim_g20
OG0001227	Clim_g5327
OG0001227	Clim_g6701
OG0001238	Clim_g1741
OG0001243	Clim_g1634
OG0001247	Clim_g5287
OG0001248	Clim_g3148
OG0001248	Clim_g3149
OG0001248	Clim_g4969
OG0001249	Clim_g1598
OG0001250	Clim_g2873
OG0001251	Clim_g5387
OG0001252	Clim_g2444
OG0001253	Clim_g3265
OG0001254	Clim_g4136
OG0001255	Clim_g4194
OG0001256	Clim_g5406
OG0001259	Clim_g1766
OG0001262	Clim_g5527
OG0001263	Clim_g3359
OG0001264	Clim_g4946
OG0001265	Clim_g5750
OG0001266	Clim_g1824
OG0001267	Clim_g3101
OG0001267	Clim_g3511
OG0001267	Clim_g6979
OG0001269	Clim_g3275
OG0001271	Clim_g6379
OG0001272	Clim_g6145
OG0001274	Clim_g2132
OG0001275	Clim_g3980
OG0001276	Clim_g5585
OG0001276	Clim_g6394
OG0001277	Clim_g1480
OG0001278	Clim_g6656
OG0001281	Clim_g2197
OG0001282	Clim_g5762
OG0001283	Clim_g2450
OG0001283	Clim_g2451
OG0001284	Clim_g3944
OG0001286	Clim_g1384
OG0001287	Clim_g1910
OG0001302	Clim_g6934
OG0001304	Clim_g816
OG0001306	Clim_g5215
OG0001308	Clim_g915
OG0001309	Clim_g2556
OG0001309	Clim_g4783
OG0001310	Clim_g5626
OG0001311	Clim_g2288
OG0001311	Clim_g4887
OG0001311	Clim_g5275
OG0001312	Clim_g4855
OG0001313	Clim_g6484
OG0001314	Clim_g4558
OG0001315	Clim_g4731
OG0001316	Clim_g5433
OG0001317	Clim_g6178
OG0001318	Clim_g1209
OG0001319	Clim_g3140
OG0001320	Clim_g162
OG0001321	Clim_g5845
OG0001322	Clim_g4794
OG0001324	Clim_g3022
OG0001326	Clim_g1903
OG0001327	Clim_g6365
OG0001328	Clim_g672
OG0001329	Clim_g2020
OG0001329	Clim_g4541
OG0001330	Clim_g270
OG0001331	Clim_g1932
OG0001331	Clim_g6519
OG0001332	Clim_g2638
OG0001333	Clim_g445
OG0001335	Clim_g788
OG0001336	Clim_g1883
OG0001337	Clim_g5369
OG0001339	Clim_g4101
OG0001340	Clim_g3197
OG0001341	Clim_g1211
OG0001342	Clim_g4739
OG0001360	Clim_g6558
OG0001363	Clim_g2660
OG0001363	Clim_g6413
OG0001365	Clim_g3906
OG0001366	Clim_g4567
OG0001367	Clim_g369
OG0001368	Clim_g35
OG0001369	Clim_g2714
OG0001369	Clim_g850
OG0001370	Clim_g1305
OG0001371	Clim_g4153
OG0001373	Clim_g2271
OG0001375	Clim_g4501
OG0001376	Clim_g3911
OG0001377	Clim_g3428
OG0001378	Clim_g2534
OG0001379	Clim_g2697
OG0001379	Clim_g6027
OG0001380	Clim_g154
OG0001381	Clim_g4020
OG0001382	Clim_g1732
OG0001382	Clim_g2095
OG0001382	Clim_g4520
OG0001382	Clim_g5197
OG0001382	Clim_g6140
OG0001383	Clim_g4332
OG0001384	Clim_g5390
OG0001386	Clim_g2684
OG0001389	Clim_g4360
OG0001390	Clim_g231
OG0001391	Clim_g2334
OG0001391	Clim_g2957
OG0001392	Clim_g2778
OG0001392	Clim_g4647
OG0001393	Clim_g993
OG0001394	Clim_g1150
OG0001394	Clim_g201
OG0001395	Clim_g5013
OG0001395	Clim_g6289
OG0001395	Clim_g834
OG0001396	Clim_g3937
OG0001400	Clim_g6958
OG0001402	Clim_g1963
OG0001403	Clim_g4457
OG0001404	Clim_g6287
OG0001406	Clim_g4454
OG0001407	Clim_g3245
OG0001408	Clim_g5506
OG0001409	Clim_g2787
OG0001409	Clim_g5695
OG0001410	Clim_g4991
OG0001411	Clim_g3592
OG0001413	Clim_g5773
OG0001414	Clim_g6181
OG0001415	Clim_g4384
OG0001415	Clim_g887
OG0001417	Clim_g578
OG0001418	Clim_g3244
OG0001419	Clim_g2117
OG0001421	Clim_g4112
OG0001421	Clim_g5613
OG0001421	Clim_g575
OG0001422	Clim_g4902
OG0001434	Clim_g147
OG0001434	Clim_g274
OG0001438	Clim_g4990
OG0001442	Clim_g5098
OG0001443	Clim_g1345
OG0001446	Clim_g2226
OG0001447	Clim_g6760
OG0001448	Clim_g4818
OG0001448	Clim_g968
OG0001449	Clim_g2920
OG0001450	Clim_g3368
OG0001452	Clim_g1537
OG0001454	Clim_g2331
OG0001455	Clim_g4327
OG0001456	Clim_g5888
OG0001457	Clim_g3787
OG0001457	Clim_g6033
OG0001458	Clim_g642
OG0001460	Clim_g2641
OG0001460	Clim_g5026
OG0001461	Clim_g4369
OG0001462	Clim_g2310
OG0001463	Clim_g2098
OG0001464	Clim_g3869
OG0001467	Clim_g3019
OG0001471	Clim_g1422
OG0001472	Clim_g4725
OG0001472	Clim_g6002
OG0001473	Clim_g1724
OG0001475	Clim_g5045
OG0001476	Clim_g6648
OG0001477	Clim_g3273
OG0001479	Clim_g2553
OG0001479	Clim_g5951
OG0001480	Clim_g1450
OG0001481	Clim_g5209
OG0001482	Clim_g3437
OG0001483	Clim_g2632
OG0001486	Clim_g1187
OG0001487	Clim_g6712
OG0001488	Clim_g354
OG0001490	Clim_g149
OG0001491	Clim_g3108
OG0001491	Clim_g5044
OG0001503	Clim_g3412
OG0001504	Clim_g4788
OG0001507	Clim_g2725
OG0001510	Clim_g6434
OG0001511	Clim_g3051
OG0001511	Clim_g583
OG0001513	Clim_g4426
OG0001514	Clim_g3567
OG0001515	Clim_g1465
OG0001516	Clim_g2426
OG0001516	Clim_g947
OG0001517	Clim_g6432
OG0001518	Clim_g2140
OG0001518	Clim_g3960
OG0001518	Clim_g6554
OG0001520	Clim_g3537
OG0001521	Clim_g4352
OG0001521	Clim_g6751
OG0001522	Clim_g1788
OG0001523	Clim_g6674
OG0001524	Clim_g4265
OG0001525	Clim_g339
OG0001527	Clim_g3326
OG0001529	Clim_g1000
OG0001531	Clim_g3361
OG0001532	Clim_g2965
OG0001535	Clim_g5476
OG0001537	Clim_g5910
OG0001540	Clim_g2177
OG0001540	Clim_g247
OG0001542	Clim_g3150
OG0001543	Clim_g975
OG0001544	Clim_g6259
OG0001546	Clim_g722
OG0001547	Clim_g4888
OG0001548	Clim_g25
OG0001548	Clim_g2667
OG0001548	Clim_g4246
OG0001549	Clim_g5432
OG0001551	Clim_g6329
OG0001552	Clim_g1701
OG0001553	Clim_g3685
OG0001554	Clim_g2986
OG0001555	Clim_g326
OG0001556	Clim_g1344
OG0001556	Clim_g4734
OG0001556	Clim_g4825
OG0001556	Clim_g5598
OG0001556	Clim_g6531
OG0001559	Clim_g2669
OG0001561	Clim_g2929
OG0001564	Clim_g1339
OG0001565	Clim_g1185
OG0001566	Clim_g3390
OG0001567	Clim_g792
OG0001569	Clim_g3610
OG0001570	Clim_g1135
OG0001572	Clim_g3159
OG0001573	Clim_g5758
OG0001574	Clim_g1632
OG0001574	Clim_g2781
OG0001576	Clim_g5076
OG0001578	Clim_g1247
OG0001581	Clim_g2570
OG0001605	Clim_g3891
OG0001607	Clim_g6078
OG0001608	Clim_g3993
OG0001610	Clim_g4852
OG0001611	Clim_g3306
OG0001613	Clim_g5146
OG0001614	Clim_g1015
OG0001614	Clim_g1267
OG0001615	Clim_g187
OG0001616	Clim_g2634
OG0001617	Clim_g5614
OG0001618	Clim_g3644
OG0001619	Clim_g156
OG0001620	Clim_g1886
OG0001621	Clim_g549
OG0001622	Clim_g1085
OG0001623	Clim_g4084
OG0001624	Clim_g2672
OG0001625	Clim_g3106
OG0001628	Clim_g4603
OG0001629	Clim_g2681
OG0001629	Clim_g4762
OG0001630	Clim_g6616
OG0001632	Clim_g3090
OG0001633	Clim_g696
OG0001635	Clim_g800
OG0001636	Clim_g1304
OG0001637	Clim_g1673
OG0001638	Clim_g4840
OG0001638	Clim_g6422
OG0001639	Clim_g3168
OG0001639	Clim_g730
OG0001640	Clim_g5181
OG0001641	Clim_g3490
OG0001642	Clim_g3539
OG0001644	Clim_g6723
OG0001645	Clim_g5191
OG0001646	Clim_g1166
OG0001647	Clim_g1694
OG0001649	Clim_g1269
OG0001652	Clim_g5767
OG0001653	Clim_g6189
OG0001655	Clim_g1099
OG0001657	Clim_g458
OG0001658	Clim_g2382
OG0001659	Clim_g2401
OG0001660	Clim_g6497
OG0001662	Clim_g4626
OG0001663	Clim_g3896
OG0001664	Clim_g1995
OG0001665	Clim_g5661
OG0001666	Clim_g5305
OG0001666	Clim_g957
OG0001667	Clim_g3836
OG0001678	Clim_g1052
OG0001679	Clim_g5383
OG0001679	Clim_g5384
OG0001680	Clim_g5804
OG0001681	Clim_g3816
OG0001681	Clim_g4274
OG0001681	Clim_g5168
OG0001684	Clim_g4948
OG0001691	Clim_g810
OG0001695	Clim_g3001
OG0001696	Clim_g3262
OG0001696	Clim_g4877
OG0001697	Clim_g6888
OG0001698	Clim_g5063
OG0001699	Clim_g1515
OG0001699	Clim_g1516
OG0001700	Clim_g1775
OG0001701	Clim_g3479
OG0001701	Clim_g6927
OG0001702	Clim_g5276
OG0001703	Clim_g2551
OG0001703	Clim_g4756
OG0001704	Clim_g6224
OG0001705	Clim_g3655
OG0001706	Clim_g6916
OG0001707	Clim_g3169
OG0001708	Clim_g1842
OG0001709	Clim_g3411
OG0001711	Clim_g2402
OG0001712	Clim_g2512
OG0001713	Clim_g1760
OG0001715	Clim_g3976
OG0001716	Clim_g5340
OG0001717	Clim_g616
OG0001718	Clim_g3473
OG0001719	Clim_g1389
OG0001719	Clim_g1390
OG0001719	Clim_g1391
OG0001720	Clim_g268
OG0001721	Clim_g3674
OG0001722	Clim_g6059
OG0001723	Clim_g6263
OG0001724	Clim_g1056
OG0001725	Clim_g4846
OG0001727	Clim_g4675
OG0001728	Clim_g801
OG0001730	Clim_g2016
OG0001731	Clim_g1983
OG0001732	Clim_g1116
OG0001734	Clim_g2012
OG0001735	Clim_g2182
OG0001737	Clim_g3059
OG0001738	Clim_g3855
OG0001739	Clim_g5234
OG0001740	Clim_g2617
OG0001741	Clim_g3448
OG0001742	Clim_g2081
OG0001744	Clim_g1601
OG0001745	Clim_g2127
OG0001746	Clim_g4493
OG0001747	Clim_g4456
OG0001748	Clim_g2616
OG0001749	Clim_g6305
OG0001750	Clim_g2749
OG0001752	Clim_g4178
OG0001753	Clim_g207
OG0001754	Clim_g6857
OG0001756	Clim_g3808
OG0001780	Clim_g5779
OG0001781	Clim_g3857
OG0001786	Clim_g2742
OG0001787	Clim_g515
OG0001788	Clim_g1832
OG0001789	Clim_g4538
OG0001790	Clim_g558
OG0001791	Clim_g860
OG0001795	Clim_g3524
OG0001796	Clim_g2520
OG0001798	Clim_g1790
OG0001798	Clim_g5089
OG0001799	Clim_g3264
OG0001799	Clim_g6488
OG0001800	Clim_g5923
OG0001801	Clim_g3996
OG0001802	Clim_g6518
OG0001803	Clim_g6242
OG0001804	Clim_g4149
OG0001805	Clim_g3676
OG0001806	Clim_g4957
OG0001807	Clim_g986
OG0001808	Clim_g5222
OG0001809	Clim_g1564
OG0001810	Clim_g4075
OG0001811	Clim_g6660
OG0001813	Clim_g359
OG0001814	Clim_g1163
OG0001815	Clim_g3414
OG0001817	Clim_g1848
OG0001818	Clim_g3732
OG0001819	Clim_g4707
OG0001820	Clim_g6411
OG0001821	Clim_g5293
OG0001822	Clim_g1830
OG0001822	Clim_g2391
OG0001824	Clim_g5352
OG0001825	Clim_g1043
OG0001826	Clim_g3432
OG0001827	Clim_g4180
OG0001828	Clim_g3181
OG0001829	Clim_g6108
OG0001830	Clim_g5243
OG0001831	Clim_g6537
OG0001832	Clim_g96
OG0001833	Clim_g3195
OG0001835	Clim_g1528
OG0001835	Clim_g313
OG0001836	Clim_g2648
OG0001837	Clim_g4851
OG0001838	Clim_g5922
OG0001839	Clim_g2487
OG0001842	Clim_g6214
OG0001844	Clim_g1396
OG0001845	Clim_g5798
OG0001846	Clim_g1061
OG0001846	Clim_g4289
OG0001847	Clim_g3698
OG0001848	Clim_g6006
OG0001849	Clim_g493
OG0001850	Clim_g2762
OG0001852	Clim_g2784
OG0001853	Clim_g4882
OG0001854	Clim_g4131
OG0001855	Clim_g5016
OG0001855	Clim_g635
OG0001856	Clim_g1610
OG0001857	Clim_g3173
OG0001858	Clim_g710
OG0001859	Clim_g410
OG0001860	Clim_g1301
OG0001861	Clim_g5969
OG0001862	Clim_g3951
OG0001863	Clim_g5974
OG0001864	Clim_g2526
OG0001865	Clim_g5074
OG0001866	Clim_g5977
OG0001867	Clim_g1859
OG0001868	Clim_g3006
OG0001869	Clim_g559
OG0001873	Clim_g5066
OG0001874	Clim_g1535
OG0001891	Clim_g2234
OG0001892	Clim_g1678
OG0001895	Clim_g2931
OG0001900	Clim_g4301
OG0001901	Clim_g2807
OG0001902	Clim_g2173
OG0001906	Clim_g1142
OG0001906	Clim_g2797
OG0001908	Clim_g6061
OG0001909	Clim_g4833
OG0001913	Clim_g1817
OG0001914	Clim_g2643
OG0001915	Clim_g1172
OG0001915	Clim_g2435
OG0001915	Clim_g3959
OG0001916	Clim_g1616
OG0001916	Clim_g713
OG0001917	Clim_g3165
OG0001918	Clim_g3342
OG0001918	Clim_g5825
OG0001920	Clim_g5897
OG0001921	Clim_g2379
OG0001921	Clim_g3041
OG0001921	Clim_g446
OG0001921	Clim_g5693
OG0001922	Clim_g4686
OG0001923	Clim_g5933
OG0001924	Clim_g2266
OG0001925	Clim_g3280
OG0001926	Clim_g4908
OG0001927	Clim_g6998
OG0001928	Clim_g2311
OG0001929	Clim_g813
OG0001931	Clim_g2535
OG0001931	Clim_g2813
OG0001932	Clim_g6725
OG0001933	Clim_g1617
OG0001934	Clim_g4659
OG0001935	Clim_g1488
OG0001936	Clim_g1740
OG0001937	Clim_g728
OG0001938	Clim_g2772
OG0001938	Clim_g4423
OG0001938	Clim_g5485
OG0001939	Clim_g1669
OG0001940	Clim_g2248
OG0001941	Clim_g6066
OG0001942	Clim_g3186
OG0001943	Clim_g6005
OG0001945	Clim_g3542
OG0001946	Clim_g1785
OG0001947	Clim_g5376
OG0001948	Clim_g2441
OG0001949	Clim_g757
OG0001950	Clim_g2942
OG0001951	Clim_g2374
OG0001952	Clim_g3370
OG0001953	Clim_g2254
OG0001954	Clim_g1502
OG0001955	Clim_g3779
OG0001956	Clim_g2477
OG0001959	Clim_g1424
OG0001960	Clim_g5623
OG0001961	Clim_g6562
OG0001962	Clim_g3668
OG0001963	Clim_g5654
OG0001964	Clim_g4077
OG0001966	Clim_g3502
OG0001967	Clim_g2407
OG0001968	Clim_g1675
OG0001970	Clim_g5631
OG0001971	Clim_g3746
OG0001972	Clim_g3851
OG0001973	Clim_g600
OG0001974	Clim_g1154
OG0001976	Clim_g4269
OG0001977	Clim_g3724
OG0001978	Clim_g1260
OG0001980	Clim_g4677
OG0001982	Clim_g2685
OG0001983	Clim_g79
OG0001985	Clim_g2847
OG0001986	Clim_g1473
OG0001987	Clim_g5579
OG0001988	Clim_g3429
OG0001989	Clim_g1815
OG0001990	Clim_g4309
OG0001991	Clim_g494
OG0001992	Clim_g2195
OG0001993	Clim_g4201
OG0001994	Clim_g3878
OG0001995	Clim_g6400
OG0001996	Clim_g5970
OG0001997	Clim_g505
OG0001998	Clim_g3317
OG0001999	Clim_g2285
OG0002000	Clim_g5875
OG0002002	Clim_g3491
OG0002004	Clim_g214
OG0002008	Clim_g5972
OG0002010	Clim_g2795
OG0002018	Clim_g1019
OG0002023	Clim_g472
OG0002025	Clim_g2476
OG0002027	Clim_g1989
