Orthogroup	Sdes_TRX
OG0001054	Sdes_comp21621_c0_seq1m20215
OG0001054	Sdes_comp21622_c0_seq1m20216
OG0001054	Sdes_comp8818_c0_seq1m205
OG0001055	Sdes_comp20126_c0_seq1m13180
OG0001056	Sdes_comp19489_c1_seq1m10984
OG0001056	Sdes_comp19489_c3_seq1m10989
OG0001056	Sdes_comp19516_c0_seq1m11081
OG0001056	Sdes_comp19516_c1_seq1m11082
OG0001056	Sdes_comp19516_c1_seq2m11084
OG0001058	Sdes_comp19456_c0_seq2m10872
OG0001058	Sdes_comp19456_c0_seq4m10875
OG0001058	Sdes_comp20966_c0_seq1m18895
OG0001058	Sdes_comp20966_c0_seq3m18897
OG0001058	Sdes_comp20966_c0_seq4m18899
OG0001058	Sdes_comp20966_c0_seq5m18900
OG0001061	Sdes_comp20780_c0_seq1m16852
OG0001061	Sdes_comp20780_c0_seq2m16854
OG0001061	Sdes_comp20780_c0_seq3m16857
OG0001061	Sdes_comp20780_c0_seq4m16861
OG0001062	Sdes_comp17717_c0_seq1m6989
OG0001062	Sdes_comp9523_c0_seq1m992
OG0001063	Sdes_comp20324_c0_seq2m13999
OG0001064	Sdes_comp18412_c0_seq1m8258
OG0001064	Sdes_comp18412_c0_seq2m8259
OG0001064	Sdes_comp18412_c0_seq5m8260
OG0001065	Sdes_comp16630_c0_seq1m5931
OG0001068	Sdes_comp15889_c0_seq1m5004
OG0001068	Sdes_comp17986_c0_seq1m7249
OG0001068	Sdes_comp22548_c0_seq1m20983
OG0001069	Sdes_comp10022_c0_seq1m1609
OG0001069	Sdes_comp19213_c0_seq1m10092
OG0001069	Sdes_comp19213_c0_seq3m10101
OG0001070	Sdes_comp16055_c0_seq1m5261
OG0001071	Sdes_comp19658_c0_seq1m11482
OG0001071	Sdes_comp19658_c0_seq2m11484
OG0001071	Sdes_comp19658_c0_seq3m11486
OG0001071	Sdes_comp19658_c0_seq4m11488
OG0001073	Sdes_comp19748_c0_seq1m11761
OG0001073	Sdes_comp19748_c0_seq3m11768
OG0001073	Sdes_comp19748_c0_seq4m11772
OG0001073	Sdes_comp19748_c0_seq5m11774
OG0001074	Sdes_comp14939_c0_seq1m3645
OG0001075	Sdes_comp19877_c0_seq1m12177
OG0001076	Sdes_comp16728_c0_seq1m6009
OG0001076	Sdes_comp8891_c0_seq1m285
OG0001076	Sdes_comp8892_c0_seq1m288
OG0001077	Sdes_comp10157_c0_seq1m1772
OG0001077	Sdes_comp22454_c0_seq1m20910
OG0001077	Sdes_comp24979_c0_seq1m22623
OG0001078	Sdes_comp15041_c0_seq1m3816
OG0001078	Sdes_comp15965_c0_seq1m5120
OG0001078	Sdes_comp25200_c0_seq1m22700
OG0001079	Sdes_comp14071_c0_seq1m3378
OG0001079	Sdes_comp15337_c0_seq1m4202
OG0001080	Sdes_comp17458_c0_seq1m6690
OG0001080	Sdes_comp21625_c0_seq1m20217
OG0001080	Sdes_comp9788_c0_seq1m1315
OG0001081	Sdes_comp18169_c0_seq1m7681
OG0001082	Sdes_comp19198_c0_seq1m10050
OG0001082	Sdes_comp24442_c0_seq1m22361
OG0001084	Sdes_comp20437_c1_seq1m14594
OG0001094	Sdes_comp18044_c0_seq1m7386
OG0001094	Sdes_comp18044_c0_seq2m7388
OG0001094	Sdes_comp18044_c0_seq3m7390
OG0001094	Sdes_comp18044_c0_seq3m7391
OG0001094	Sdes_comp18044_c0_seq4m7393
OG0001094	Sdes_comp18044_c0_seq6m7396
OG0001094	Sdes_comp18044_c0_seq7m7398
OG0001094	Sdes_comp18044_c0_seq8m7400
OG0001096	Sdes_comp21959_c0_seq1m20499
OG0001097	Sdes_comp20307_c0_seq1m13930
OG0001098	Sdes_comp19527_c0_seq1m11108
OG0001099	Sdes_comp16631_c0_seq1m5932
OG0001099	Sdes_comp16631_c0_seq2m5934
OG0001099	Sdes_comp16631_c0_seq3m5935
OG0001099	Sdes_comp24292_c0_seq1m22282
OG0001099	Sdes_comp26498_c0_seq1m22941
OG0001100	Sdes_comp15225_c0_seq1m4054
OG0001100	Sdes_comp17303_c0_seq1m6508
OG0001100	Sdes_comp23805_c0_seq1m21956
OG0001100	Sdes_comp23806_c0_seq1m21957
OG0001101	Sdes_comp18752_c0_seq1m9132
OG0001101	Sdes_comp19824_c0_seq1m11998
OG0001102	Sdes_comp10558_c0_seq1m2251
OG0001102	Sdes_comp8351_c0_seq1m32
OG0001103	Sdes_comp15080_c0_seq1m3873
OG0001103	Sdes_comp15080_c0_seq2m3876
OG0001105	Sdes_comp10950_c0_seq1m2594
OG0001105	Sdes_comp18620_c0_seq2m8799
OG0001106	Sdes_comp20843_c0_seq1m17548
OG0001106	Sdes_comp20843_c0_seq3m17552
OG0001107	Sdes_comp20037_c1_seq1m12842
OG0001107	Sdes_comp20621_c0_seq10m15715
OG0001107	Sdes_comp20621_c0_seq11m15717
OG0001107	Sdes_comp20621_c0_seq12m15719
OG0001107	Sdes_comp20621_c0_seq13m15721
OG0001107	Sdes_comp20621_c0_seq14m15724
OG0001107	Sdes_comp20621_c0_seq15m15727
OG0001107	Sdes_comp20621_c0_seq16m15729
OG0001107	Sdes_comp20621_c0_seq17m15730
OG0001107	Sdes_comp20621_c0_seq19m15732
OG0001107	Sdes_comp20621_c0_seq1m15696
OG0001107	Sdes_comp20621_c0_seq20m15734
OG0001107	Sdes_comp20621_c0_seq22m15737
OG0001107	Sdes_comp20621_c0_seq23m15739
OG0001107	Sdes_comp20621_c0_seq24m15742
OG0001107	Sdes_comp20621_c0_seq25m15745
OG0001107	Sdes_comp20621_c0_seq26m15748
OG0001107	Sdes_comp20621_c0_seq29m15751
OG0001107	Sdes_comp20621_c0_seq2m15698
OG0001107	Sdes_comp20621_c0_seq3m15700
OG0001107	Sdes_comp20621_c0_seq4m15702
OG0001107	Sdes_comp20621_c0_seq5m15705
OG0001107	Sdes_comp20621_c0_seq6m15707
OG0001107	Sdes_comp20621_c0_seq7m15710
OG0001107	Sdes_comp20621_c0_seq8m15712
OG0001107	Sdes_comp20621_c0_seq9m15713
OG0001108	Sdes_comp9647_c0_seq1m1141
OG0001109	Sdes_comp26153_c0_seq1m22913
OG0001111	Sdes_comp20886_c0_seq1m17944
OG0001111	Sdes_comp20886_c0_seq3m17954
OG0001111	Sdes_comp20886_c0_seq4m17961
OG0001111	Sdes_comp20886_c0_seq5m17969
OG0001112	Sdes_comp21964_c0_seq1m20505
OG0001113	Sdes_comp20238_c0_seq1m13635
OG0001113	Sdes_comp20238_c0_seq2m13641
OG0001114	Sdes_comp12167_c0_seq1m2934
OG0001114	Sdes_comp19055_c0_seq1m9648
OG0001115	Sdes_comp20015_c0_seq1m12704
OG0001115	Sdes_comp20015_c0_seq5m12709
OG0001115	Sdes_comp23571_c0_seq1m21776
OG0001116	Sdes_comp14959_c0_seq1m3686
OG0001116	Sdes_comp14959_c0_seq2m3688
OG0001116	Sdes_comp14959_c0_seq3m3690
OG0001117	Sdes_comp17485_c0_seq1m6722
OG0001117	Sdes_comp18099_c0_seq1m7534
OG0001117	Sdes_comp25435_c0_seq1m22779
OG0001118	Sdes_comp22369_c0_seq1m20843
OG0001119	Sdes_comp18075_c0_seq1m7485
OG0001119	Sdes_comp18075_c0_seq1m7486
OG0001119	Sdes_comp18075_c0_seq2m7487
OG0001120	Sdes_comp14388_c0_seq1m3468
OG0001120	Sdes_comp24915_c0_seq1m22595
OG0001121	Sdes_comp9248_c0_seq1m727
OG0001122	Sdes_comp17413_c0_seq1m6624
OG0001122	Sdes_comp17416_c0_seq1m6629
OG0001122	Sdes_comp9930_c0_seq1m1475
OG0001123	Sdes_comp20386_c0_seq1m14297
OG0001123	Sdes_comp20386_c0_seq2m14299
OG0001124	Sdes_comp18389_c0_seq1m8215
OG0001124	Sdes_comp20321_c0_seq1m13977
OG0001124	Sdes_comp20321_c0_seq1m13978
OG0001124	Sdes_comp20321_c0_seq2m13979
OG0001124	Sdes_comp20321_c0_seq3m13980
OG0001124	Sdes_comp20321_c0_seq4m13981
OG0001124	Sdes_comp20321_c0_seq4m13982
OG0001124	Sdes_comp20321_c0_seq5m13983
OG0001124	Sdes_comp20321_c0_seq5m13984
OG0001124	Sdes_comp20321_c0_seq6m13985
OG0001124	Sdes_comp20321_c0_seq7m13986
OG0001124	Sdes_comp20321_c0_seq8m13987
OG0001124	Sdes_comp20321_c0_seq8m13988
OG0001124	Sdes_comp8678_c0_seq1m136
OG0001125	Sdes_comp20671_c0_seq10m16062
OG0001125	Sdes_comp20671_c0_seq11m16064
OG0001125	Sdes_comp20671_c0_seq12m16066
OG0001125	Sdes_comp20671_c0_seq13m16068
OG0001125	Sdes_comp20671_c0_seq14m16070
OG0001125	Sdes_comp20671_c0_seq14m16071
OG0001125	Sdes_comp20671_c0_seq15m16073
OG0001125	Sdes_comp20671_c0_seq16m16075
OG0001125	Sdes_comp20671_c0_seq1m16037
OG0001125	Sdes_comp20671_c0_seq1m16038
OG0001125	Sdes_comp20671_c0_seq2m16040
OG0001125	Sdes_comp20671_c0_seq3m16042
OG0001125	Sdes_comp20671_c0_seq3m16043
OG0001125	Sdes_comp20671_c0_seq4m16045
OG0001125	Sdes_comp20671_c0_seq4m16046
OG0001125	Sdes_comp20671_c0_seq5m16048
OG0001125	Sdes_comp20671_c0_seq5m16049
OG0001125	Sdes_comp20671_c0_seq6m16051
OG0001125	Sdes_comp20671_c0_seq6m16053
OG0001125	Sdes_comp20671_c0_seq7m16054
OG0001125	Sdes_comp20671_c0_seq7m16056
OG0001125	Sdes_comp20671_c0_seq8m16057
OG0001125	Sdes_comp20671_c0_seq8m16058
OG0001125	Sdes_comp20671_c0_seq9m16060
OG0001135	Sdes_comp12760_c0_seq1m3010
OG0001135	Sdes_comp12760_c0_seq2m3011
OG0001135	Sdes_comp19819_c0_seq1m11970
OG0001135	Sdes_comp19819_c0_seq3m11971
OG0001135	Sdes_comp19819_c0_seq4m11972
OG0001135	Sdes_comp19819_c0_seq5m11973
OG0001137	Sdes_comp10382_c0_seq2m2038
OG0001137	Sdes_comp17344_c0_seq2m6553
OG0001137	Sdes_comp9640_c0_seq1m1127
OG0001137	Sdes_comp9640_c0_seq2m1131
OG0001137	Sdes_comp9640_c0_seq2m1132
OG0001138	Sdes_comp18686_c1_seq1m8960
OG0001138	Sdes_comp18686_c1_seq2m8961
OG0001138	Sdes_comp8336_c0_seq1m25
OG0001139	Sdes_comp18136_c0_seq1m7606
OG0001139	Sdes_comp18492_c1_seq1m8496
OG0001139	Sdes_comp18492_c2_seq1m8497
OG0001139	Sdes_comp21309_c0_seq1m19950
OG0001139	Sdes_comp21310_c0_seq1m19951
OG0001139	Sdes_comp21366_c0_seq1m20010
OG0001139	Sdes_comp22607_c0_seq1m21032
OG0001139	Sdes_comp25888_c0_seq1m22867
OG0001139	Sdes_comp9911_c0_seq1m1451
OG0001140	Sdes_comp15185_c0_seq1m4003
OG0001140	Sdes_comp18488_c0_seq1m8487
OG0001140	Sdes_comp18488_c0_seq3m8488
OG0001141	Sdes_comp15702_c0_seq2m4736
OG0001141	Sdes_comp18199_c0_seq1m7743
OG0001141	Sdes_comp9557_c0_seq1m1031
OG0001142	Sdes_comp22195_c0_seq1m20700
OG0001142	Sdes_comp22196_c0_seq1m20701
OG0001144	Sdes_comp15507_c0_seq1m4442
OG0001144	Sdes_comp16694_c0_seq1m5979
OG0001144	Sdes_comp16694_c0_seq3m5980
OG0001147	Sdes_comp18152_c0_seq1m7637
OG0001147	Sdes_comp22342_c0_seq1m20824
OG0001148	Sdes_comp20687_c0_seq1m16221
OG0001149	Sdes_comp20789_c1_seq1m16957
OG0001149	Sdes_comp20789_c1_seq3m16961
OG0001149	Sdes_comp20789_c1_seq4m16963
OG0001149	Sdes_comp20789_c1_seq5m16967
OG0001149	Sdes_comp20789_c1_seq7m16971
OG0001149	Sdes_comp20789_c1_seq9m16978
OG0001150	Sdes_comp8807_c0_seq1m191
OG0001151	Sdes_comp18745_c0_seq1m9110
OG0001152	Sdes_comp14983_c0_seq1m3717
OG0001152	Sdes_comp16584_c0_seq1m5898
OG0001152	Sdes_comp16584_c0_seq2m5900
OG0001153	Sdes_comp10821_c0_seq1m2480
OG0001153	Sdes_comp10957_c0_seq1m2602
OG0001153	Sdes_comp13223_c0_seq1m3107
OG0001153	Sdes_comp19803_c0_seq1m11918
OG0001153	Sdes_comp19803_c0_seq2m11922
OG0001154	Sdes_comp18388_c0_seq1m8211
OG0001154	Sdes_comp18388_c0_seq1m8213
OG0001156	Sdes_comp20339_c0_seq1m14073
OG0001157	Sdes_comp11038_c0_seq1m2671
OG0001157	Sdes_comp15827_c0_seq1m4904
OG0001158	Sdes_comp17613_c0_seq1m6873
OG0001158	Sdes_comp23254_c0_seq1m21537
OG0001159	Sdes_comp18803_c0_seq2m9220
OG0001159	Sdes_comp23540_c0_seq1m21754
OG0001160	Sdes_comp18077_c0_seq1m7491
OG0001160	Sdes_comp23674_c0_seq1m21853
OG0001161	Sdes_comp20350_c0_seq2m14122
OG0001161	Sdes_comp20350_c0_seq3m14123
OG0001162	Sdes_comp16090_c0_seq1m5300
OG0001162	Sdes_comp24423_c0_seq1m22345
OG0001163	Sdes_comp10762_c0_seq1m2435
OG0001163	Sdes_comp15293_c0_seq1m4145
OG0001164	Sdes_comp21361_c0_seq1m20000
OG0001165	Sdes_comp10869_c0_seq1m2531
OG0001165	Sdes_comp17520_c0_seq1m6754
OG0001165	Sdes_comp17521_c0_seq1m6756
OG0001166	Sdes_comp10650_c0_seq1m2347
OG0001166	Sdes_comp23878_c0_seq1m22008
OG0001166	Sdes_comp23879_c0_seq1m22009
OG0001168	Sdes_comp20871_c0_seq3m17789
OG0001168	Sdes_comp20871_c0_seq5m17795
OG0001168	Sdes_comp20871_c0_seq7m17801
OG0001168	Sdes_comp20871_c0_seq8m17804
OG0001168	Sdes_comp23844_c0_seq1m21983
OG0001170	Sdes_comp20966_c0_seq4m18898
OG0001181	Sdes_comp20898_c0_seq1m18050
OG0001181	Sdes_comp20898_c1_seq1m18056
OG0001181	Sdes_comp24165_c0_seq1m22191
OG0001182	Sdes_comp11014_c0_seq1m2645
OG0001182	Sdes_comp24976_c0_seq1m22621
OG0001184	Sdes_comp11314_c0_seq1m2740
OG0001184	Sdes_comp18899_c0_seq1m9341
OG0001184	Sdes_comp24692_c0_seq1m22484
OG0001185	Sdes_comp18365_c0_seq1m8146
OG0001185	Sdes_comp24142_c0_seq1m22175
OG0001185	Sdes_comp25669_c0_seq1m22833
OG0001187	Sdes_comp20400_c0_seq2m14376
OG0001187	Sdes_comp20400_c0_seq3m14378
OG0001187	Sdes_comp20400_c0_seq4m14380
OG0001187	Sdes_comp20400_c0_seq5m14381
OG0001187	Sdes_comp20400_c0_seq6m14382
OG0001187	Sdes_comp20400_c0_seq7m14384
OG0001188	Sdes_comp18797_c0_seq2m9208
OG0001188	Sdes_comp22326_c0_seq1m20806
OG0001189	Sdes_comp19829_c0_seq1m12022
OG0001189	Sdes_comp19829_c0_seq2m12025
OG0001189	Sdes_comp19829_c0_seq3m12027
OG0001190	Sdes_comp9112_c0_seq1m573
OG0001192	Sdes_comp19742_c0_seq1m11744
OG0001192	Sdes_comp20832_c0_seq1m17431
OG0001192	Sdes_comp20832_c0_seq2m17435
OG0001193	Sdes_comp18072_c0_seq1m7476
OG0001193	Sdes_comp18072_c0_seq2m7477
OG0001193	Sdes_comp18072_c0_seq4m7478
OG0001193	Sdes_comp18074_c0_seq2m7482
OG0001193	Sdes_comp18074_c0_seq3m7483
OG0001194	Sdes_comp13230_c0_seq1m3110
OG0001194	Sdes_comp9794_c0_seq1m1328
OG0001195	Sdes_comp9022_c0_seq1m443
OG0001196	Sdes_comp20121_c0_seq1m13163
OG0001196	Sdes_comp20121_c0_seq3m13165
OG0001196	Sdes_comp23720_c0_seq1m21894
OG0001197	Sdes_comp10468_c0_seq2m2171
OG0001200	Sdes_comp12900_c0_seq1m3026
OG0001202	Sdes_comp18368_c0_seq1m8150
OG0001202	Sdes_comp9273_c0_seq2m757
OG0001203	Sdes_comp20902_c0_seq1m18069
OG0001203	Sdes_comp20902_c0_seq1m18070
OG0001203	Sdes_comp20902_c0_seq2m18072
OG0001203	Sdes_comp20902_c0_seq2m18073
OG0001203	Sdes_comp20902_c0_seq3m18075
OG0001203	Sdes_comp20902_c0_seq3m18076
OG0001203	Sdes_comp20902_c0_seq4m18077
OG0001203	Sdes_comp20902_c0_seq5m18079
OG0001203	Sdes_comp20902_c0_seq6m18081
OG0001203	Sdes_comp20902_c0_seq6m18083
OG0001203	Sdes_comp9178_c0_seq1m647
OG0001204	Sdes_comp14593_c0_seq1m3538
OG0001204	Sdes_comp18584_c0_seq1m8711
OG0001205	Sdes_comp16729_c0_seq1m6010
OG0001205	Sdes_comp16729_c0_seq2m6011
OG0001206	Sdes_comp19718_c0_seq1m11668
OG0001206	Sdes_comp19718_c0_seq2m11669
OG0001206	Sdes_comp9323_c0_seq1m809
OG0001207	Sdes_comp23034_c0_seq1m21369
OG0001207	Sdes_comp9604_c0_seq1m1087
OG0001207	Sdes_comp9604_c0_seq2m1090
OG0001208	Sdes_comp8779_c0_seq1m152
OG0001209	Sdes_comp18316_c0_seq1m8034
OG0001209	Sdes_comp9977_c0_seq1m1546
OG0001210	Sdes_comp9992_c0_seq1m1563
OG0001211	Sdes_comp20314_c1_seq1m13960
OG0001211	Sdes_comp20314_c1_seq4m13961
OG0001212	Sdes_comp20012_c0_seq1m12696
OG0001212	Sdes_comp20012_c0_seq2m12697
OG0001213	Sdes_comp18176_c0_seq1m7695
OG0001214	Sdes_comp11069_c0_seq1m2694
OG0001214	Sdes_comp9840_c0_seq1m1384
OG0001216	Sdes_comp8858_c0_seq1m247
OG0001218	Sdes_comp15573_c0_seq1m4555
OG0001218	Sdes_comp23848_c0_seq1m21988
OG0001219	Sdes_comp17785_c0_seq1m7048
OG0001219	Sdes_comp24024_c0_seq1m22102
OG0001220	Sdes_comp23423_c0_seq1m21674
OG0001220	Sdes_comp9570_c0_seq1m1049
OG0001221	Sdes_comp13338_c0_seq1m3147
OG0001221	Sdes_comp18856_c0_seq1m9283
OG0001222	Sdes_comp15273_c0_seq1m4118
OG0001222	Sdes_comp16968_c0_seq1m6174
OG0001222	Sdes_comp18459_c0_seq1m8426
OG0001222	Sdes_comp18459_c1_seq1m8427
OG0001222	Sdes_comp19074_c0_seq1m9691
OG0001222	Sdes_comp24506_c0_seq1m22401
OG0001223	Sdes_comp12199_c0_seq1m2951
OG0001223	Sdes_comp18221_c0_seq1m7801
OG0001223	Sdes_comp18221_c0_seq2m7802
OG0001224	Sdes_comp16975_c3_seq2m6186
OG0001224	Sdes_comp25141_c0_seq1m22677
OG0001225	Sdes_comp10082_c0_seq1m1678
OG0001225	Sdes_comp19173_c0_seq2m9965
OG0001225	Sdes_comp20262_c0_seq1m13744
OG0001225	Sdes_comp22190_c0_seq1m20697
OG0001226	Sdes_comp15585_c0_seq1m4570
OG0001226	Sdes_comp19022_c0_seq1m9575
OG0001226	Sdes_comp19022_c0_seq1m9576
OG0001226	Sdes_comp19435_c0_seq1m10820
OG0001227	Sdes_comp12189_c0_seq1m2945
OG0001230	Sdes_comp9298_c0_seq1m785
OG0001238	Sdes_comp15276_c0_seq1m4119
OG0001238	Sdes_comp18451_c0_seq1m8411
OG0001242	Sdes_comp10160_c0_seq1m1776
OG0001242	Sdes_comp16365_c0_seq1m5716
OG0001242	Sdes_comp22310_c0_seq1m20786
OG0001243	Sdes_comp14581_c0_seq1m3531
OG0001243	Sdes_comp17928_c0_seq1m7183
OG0001243	Sdes_comp20672_c0_seq1m16077
OG0001243	Sdes_comp20672_c0_seq2m16079
OG0001244	Sdes_comp20272_c0_seq1m13815
OG0001244	Sdes_comp20747_c0_seq1m16647
OG0001245	Sdes_comp18166_c0_seq1m7673
OG0001245	Sdes_comp9981_c0_seq1m1550
OG0001247	Sdes_comp23072_c0_seq1m21406
OG0001247	Sdes_comp24057_c0_seq1m22123
OG0001248	Sdes_comp8788_c0_seq1m167
OG0001250	Sdes_comp19943_c1_seq1m12433
OG0001250	Sdes_comp19943_c1_seq2m12435
OG0001251	Sdes_comp20836_c0_seq10m17484
OG0001251	Sdes_comp20836_c0_seq12m17491
OG0001251	Sdes_comp20836_c0_seq13m17493
OG0001251	Sdes_comp20836_c0_seq13m17494
OG0001251	Sdes_comp20836_c0_seq14m17495
OG0001251	Sdes_comp20836_c0_seq14m17497
OG0001251	Sdes_comp20836_c0_seq15m17498
OG0001251	Sdes_comp20836_c0_seq15m17500
OG0001251	Sdes_comp20836_c0_seq1m17466
OG0001251	Sdes_comp20836_c0_seq2m17470
OG0001251	Sdes_comp20836_c0_seq3m17471
OG0001251	Sdes_comp20836_c0_seq3m17472
OG0001251	Sdes_comp20836_c0_seq4m17475
OG0001251	Sdes_comp20836_c0_seq6m17476
OG0001251	Sdes_comp20836_c0_seq7m17477
OG0001251	Sdes_comp20836_c0_seq7m17478
OG0001251	Sdes_comp20836_c0_seq9m17481
OG0001252	Sdes_comp14972_c0_seq1m3709
OG0001252	Sdes_comp19856_c0_seq1m12101
OG0001252	Sdes_comp9032_c0_seq1m457
OG0001253	Sdes_comp17514_c0_seq3m6749
OG0001253	Sdes_comp17514_c0_seq4m6750
OG0001253	Sdes_comp19226_c0_seq1m10127
OG0001253	Sdes_comp19226_c0_seq2m10128
OG0001254	Sdes_comp25955_c0_seq1m22885
OG0001255	Sdes_comp23425_c0_seq1m21680
OG0001256	Sdes_comp20984_c0_seq1m19429
OG0001256	Sdes_comp20984_c0_seq2m19439
OG0001256	Sdes_comp20984_c0_seq4m19449
OG0001256	Sdes_comp20984_c0_seq5m19456
OG0001256	Sdes_comp20984_c0_seq6m19466
OG0001256	Sdes_comp20984_c0_seq7m19473
OG0001256	Sdes_comp20984_c0_seq8m19482
OG0001256	Sdes_comp20984_c0_seq9m19492
OG0001259	Sdes_comp22020_c0_seq1m20558
OG0001260	Sdes_comp20949_c0_seq1m18572
OG0001262	Sdes_comp20196_c0_seq1m13487
OG0001263	Sdes_comp18004_c0_seq1m7278
OG0001264	Sdes_comp15393_c0_seq1m4273
OG0001264	Sdes_comp19968_c0_seq1m12523
OG0001264	Sdes_comp19968_c0_seq2m12524
OG0001264	Sdes_comp19968_c0_seq3m12525
OG0001264	Sdes_comp19968_c0_seq4m12526
OG0001264	Sdes_comp19968_c0_seq5m12527
OG0001266	Sdes_comp13220_c0_seq1m3104
OG0001266	Sdes_comp20019_c0_seq1m12729
OG0001266	Sdes_comp20019_c0_seq2m12730
OG0001269	Sdes_comp13357_c0_seq1m3157
OG0001271	Sdes_comp19630_c0_seq2m11409
OG0001271	Sdes_comp24109_c0_seq1m22153
OG0001272	Sdes_comp18201_c0_seq1m7747
OG0001272	Sdes_comp18201_c0_seq2m7749
OG0001272	Sdes_comp18206_c0_seq1m7758
OG0001272	Sdes_comp18206_c0_seq3m7759
OG0001272	Sdes_comp18206_c0_seq4m7760
OG0001272	Sdes_comp18206_c0_seq5m7761
OG0001272	Sdes_comp18206_c0_seq6m7762
OG0001272	Sdes_comp18206_c0_seq8m7763
OG0001272	Sdes_comp18348_c0_seq1m8102
OG0001272	Sdes_comp18348_c0_seq2m8104
OG0001272	Sdes_comp18348_c0_seq3m8106
OG0001272	Sdes_comp18348_c0_seq4m8108
OG0001273	Sdes_comp19986_c0_seq1m12586
OG0001273	Sdes_comp19986_c0_seq2m12587
OG0001273	Sdes_comp19986_c0_seq3m12588
OG0001273	Sdes_comp19986_c0_seq3m12589
OG0001274	Sdes_comp21883_c0_seq1m20426
OG0001274	Sdes_comp27017_c0_seq1m22975
OG0001275	Sdes_comp17797_c0_seq1m7059
OG0001275	Sdes_comp24115_c0_seq1m22157
OG0001276	Sdes_comp17201_c0_seq1m6376
OG0001277	Sdes_comp23308_c0_seq1m21584
OG0001277	Sdes_comp25678_c0_seq1m22838
OG0001278	Sdes_comp20357_c3_seq1m14141
OG0001278	Sdes_comp20357_c3_seq2m14144
OG0001280	Sdes_comp23627_c0_seq1m21817
OG0001281	Sdes_comp20047_c0_seq1m12903
OG0001281	Sdes_comp20047_c0_seq2m12904
OG0001282	Sdes_comp9727_c0_seq1m1229
OG0001283	Sdes_comp20550_c0_seq10m15305
OG0001283	Sdes_comp20550_c0_seq10m15306
OG0001283	Sdes_comp20550_c0_seq2m15280
OG0001283	Sdes_comp20550_c0_seq2m15281
OG0001283	Sdes_comp20550_c0_seq3m15283
OG0001283	Sdes_comp20550_c0_seq3m15284
OG0001283	Sdes_comp20550_c0_seq4m15287
OG0001283	Sdes_comp20550_c0_seq4m15288
OG0001283	Sdes_comp20550_c0_seq5m15290
OG0001283	Sdes_comp20550_c0_seq5m15291
OG0001283	Sdes_comp20550_c0_seq6m15294
OG0001283	Sdes_comp20550_c0_seq6m15295
OG0001283	Sdes_comp20550_c0_seq7m15297
OG0001283	Sdes_comp20550_c0_seq7m15298
OG0001283	Sdes_comp20550_c0_seq9m15301
OG0001283	Sdes_comp20550_c0_seq9m15302
OG0001284	Sdes_comp17640_c0_seq1m6907
OG0001284	Sdes_comp17640_c1_seq1m6908
OG0001284	Sdes_comp20861_c0_seq1m17707
OG0001284	Sdes_comp20861_c0_seq2m17708
OG0001284	Sdes_comp21342_c0_seq1m19982
OG0001285	Sdes_comp18647_c0_seq1m8850
OG0001286	Sdes_comp18346_c0_seq1m8092
OG0001286	Sdes_comp18346_c0_seq2m8094
OG0001286	Sdes_comp18346_c0_seq3m8096
OG0001286	Sdes_comp18346_c0_seq4m8098
OG0001286	Sdes_comp18347_c0_seq1m8100
OG0001286	Sdes_comp18347_c0_seq2m8101
OG0001287	Sdes_comp14331_c0_seq1m3460
OG0001289	Sdes_comp13999_c0_seq1m3357
OG0001289	Sdes_comp17399_c0_seq1m6610
OG0001302	Sdes_comp16229_c0_seq1m5522
OG0001302	Sdes_comp16229_c0_seq2m5524
OG0001304	Sdes_comp20674_c0_seq1m16086
OG0001304	Sdes_comp20674_c0_seq2m16088
OG0001304	Sdes_comp20674_c0_seq2m16089
OG0001304	Sdes_comp20674_c0_seq3m16091
OG0001304	Sdes_comp20674_c0_seq3m16092
OG0001304	Sdes_comp20674_c0_seq4m16094
OG0001306	Sdes_comp22506_c0_seq1m20955
OG0001306	Sdes_comp8407_c0_seq1m59
OG0001308	Sdes_comp18493_c0_seq1m8498
OG0001308	Sdes_comp18493_c0_seq2m8499
OG0001308	Sdes_comp18493_c0_seq2m8500
OG0001308	Sdes_comp18493_c0_seq3m8502
OG0001308	Sdes_comp18493_c0_seq4m8503
OG0001309	Sdes_comp23172_c0_seq1m21473
OG0001310	Sdes_comp21323_c0_seq1m19963
OG0001310	Sdes_comp21324_c0_seq1m19964
OG0001311	Sdes_comp19108_c0_seq1m9799
OG0001311	Sdes_comp20602_c0_seq1m15613
OG0001311	Sdes_comp20602_c0_seq2m15615
OG0001311	Sdes_comp20602_c0_seq3m15617
OG0001311	Sdes_comp22699_c0_seq1m21114
OG0001312	Sdes_comp17488_c1_seq1m6726
OG0001312	Sdes_comp21127_c0_seq1m19801
OG0001312	Sdes_comp24611_c0_seq1m22449
OG0001312	Sdes_comp25351_c0_seq1m22750
OG0001312	Sdes_comp26453_c0_seq1m22938
OG0001313	Sdes_comp23768_c0_seq1m21934
OG0001314	Sdes_comp19237_c0_seq1m10161
OG0001314	Sdes_comp19237_c0_seq2m10163
OG0001315	Sdes_comp19452_c0_seq1m10862
OG0001315	Sdes_comp19452_c0_seq2m10863
OG0001315	Sdes_comp19452_c0_seq3m10864
OG0001315	Sdes_comp19452_c0_seq4m10865
OG0001316	Sdes_comp20459_c0_seq1m14679
OG0001316	Sdes_comp20459_c0_seq2m14680
