Orthogroup	Cfra_TRX
OG0000499	Cfra_2506T1
OG0000499	Cfra_6237T1
OG0000502	Cfra_0993T1
OG0000502	Cfra_3086T1
OG0000502	Cfra_5327T1
OG0000503	Cfra_2683T1
OG0000503	Cfra_2684T1
OG0000503	Cfra_3993T1
OG0000503	Cfra_5113T1
OG0000503	Cfra_5585T1
OG0000503	Cfra_5994T1
OG0000509	Cfra_0523T1
OG0000509	Cfra_4567T1
OG0000509	Cfra_5429T1
OG0000509	Cfra_7728T1
OG0000511	Cfra_6032T1
OG0000511	Cfra_7464T1
OG0000512	Cfra_6850T1
OG0000512	Cfra_8370T1
OG0000513	Cfra_1603T1
OG0000513	Cfra_4694T1
OG0000513	Cfra_7124T1
OG0000514	Cfra_2522T1
OG0000514	Cfra_6038T1
OG0000518	Cfra_3163T1
OG0000518	Cfra_4294T1
OG0000518	Cfra_8176T1
OG0000519	Cfra_5586T1
OG0000519	Cfra_7668T1
OG0000522	Cfra_0090T1
OG0000522	Cfra_4323T1
OG0000522	Cfra_4425T1
OG0000522	Cfra_7794T1
OG0000522	Cfra_8034T1
OG0000528	Cfra_1060T1
OG0000528	Cfra_6496T1
OG0000528	Cfra_7844T1
OG0000529	Cfra_6104T1
OG0000529	Cfra_6699T1
OG0000529	Cfra_6700T1
OG0000529	Cfra_6701T1
OG0000529	Cfra_8324T1
OG0000532	Cfra_0714T1
OG0000532	Cfra_3431T1
OG0000532	Cfra_3870T1
OG0000532	Cfra_5962T1
OG0000533	Cfra_0085T1
OG0000533	Cfra_2486T1
OG0000533	Cfra_5110T1
OG0000543	Cfra_8166T1
OG0000545	Cfra_0152T1
OG0000546	Cfra_5193T1
OG0000547	Cfra_7399T1
OG0000549	Cfra_6125T1
OG0000549	Cfra_7144T1
OG0000549	Cfra_8182T1
OG0000550	Cfra_1553T1
OG0000550	Cfra_4078T1
OG0000550	Cfra_7435T1
OG0000550	Cfra_7654T1
OG0000551	Cfra_0594T1
OG0000551	Cfra_1036T1
OG0000552	Cfra_0669T1
OG0000552	Cfra_2818T1
OG0000553	Cfra_4371T1
OG0000554	Cfra_2342T1
OG0000554	Cfra_6046T1
OG0000554	Cfra_6284T1
OG0000554	Cfra_8140T1
OG0000555	Cfra_1379T1
OG0000555	Cfra_2021T1
OG0000555	Cfra_2703T1
OG0000556	Cfra_8348T1
OG0000557	Cfra_2772T1
OG0000557	Cfra_3818T1
OG0000557	Cfra_3819T1
OG0000557	Cfra_3827T1
OG0000557	Cfra_3828T1
OG0000562	Cfra_7751T1
OG0000563	Cfra_1942T1
OG0000563	Cfra_2551T1
OG0000563	Cfra_8190T1
OG0000567	Cfra_2207T1
OG0000567	Cfra_2452T1
OG0000567	Cfra_7210T1
OG0000567	Cfra_8305T1
OG0000568	Cfra_1677T1
OG0000568	Cfra_2780T1
OG0000569	Cfra_2036T1
OG0000569	Cfra_7837T1
OG0000570	Cfra_2323T1
OG0000570	Cfra_5704T1
OG0000570	Cfra_8402T1
OG0000571	Cfra_1719T1
OG0000571	Cfra_2249T1
OG0000573	Cfra_0133T1
OG0000573	Cfra_2031T1
OG0000575	Cfra_0868T1
OG0000578	Cfra_6798T1
OG0000578	Cfra_7277T1
OG0000578	Cfra_8463T1
OG0000580	Cfra_5784T1
OG0000580	Cfra_6375T1
OG0000581	Cfra_1729T1
OG0000581	Cfra_3851T1
OG0000581	Cfra_8529T1
OG0000583	Cfra_1449T1
OG0000583	Cfra_4807T1
OG0000584	Cfra_0313T1
OG0000585	Cfra_0064T1
OG0000585	Cfra_0255T1
OG0000585	Cfra_3182T1
OG0000585	Cfra_6619T1
OG0000585	Cfra_6851T1
OG0000585	Cfra_7101T1
OG0000586	Cfra_3085T1
OG0000587	Cfra_6167T1
OG0000587	Cfra_7702T1
OG0000587	Cfra_8573T1
OG0000589	Cfra_1795T1
OG0000589	Cfra_3780T1
OG0000590	Cfra_2140T1
OG0000590	Cfra_3371T1
OG0000592	Cfra_0172T1
OG0000592	Cfra_2238T1
OG0000592	Cfra_7562T1
OG0000593	Cfra_1027T1
OG0000595	Cfra_0361T1
OG0000595	Cfra_5698T1
OG0000595	Cfra_5748T1
OG0000596	Cfra_1074T1
OG0000596	Cfra_2793T1
OG0000599	Cfra_5373T1
OG0000599	Cfra_5722T1
OG0000599	Cfra_5830T1
OG0000600	Cfra_1770T1
OG0000600	Cfra_4311T1
OG0000602	Cfra_4021T1
OG0000602	Cfra_6256T1
OG0000602	Cfra_7801T1
OG0000602	Cfra_7965T1
OG0000604	Cfra_2226T1
OG0000604	Cfra_2479T1
OG0000604	Cfra_5671T1
OG0000606	Cfra_4717T1
OG0000607	Cfra_1409T1
OG0000607	Cfra_2168T1
OG0000607	Cfra_5402T1
OG0000608	Cfra_3337T1
OG0000609	Cfra_5896T1
OG0000609	Cfra_7839T1
OG0000610	Cfra_2428T1
OG0000612	Cfra_5361T1
OG0000613	Cfra_1527T1
OG0000613	Cfra_1915T1
OG0000613	Cfra_2959T1
OG0000620	Cfra_5572T1
OG0000620	Cfra_7196T1
OG0000620	Cfra_8146T1
OG0000622	Cfra_0131T1
OG0000622	Cfra_2871T1
OG0000622	Cfra_3381T1
OG0000624	Cfra_4871T1
OG0000625	Cfra_0231T1
OG0000625	Cfra_1485T1
OG0000625	Cfra_5617T1
OG0000627	Cfra_7928T1
OG0000628	Cfra_3530T1
OG0000629	Cfra_2731T1
OG0000631	Cfra_6156T1
OG0000633	Cfra_1621T1
OG0000633	Cfra_8267T1
OG0000634	Cfra_0545T1
OG0000636	Cfra_2117T1
OG0000636	Cfra_2119T1
OG0000636	Cfra_3020T1
OG0000637	Cfra_7043T1
OG0000637	Cfra_7271T1
OG0000638	Cfra_3790T1
OG0000639	Cfra_0953T1
OG0000639	Cfra_2969T1
OG0000641	Cfra_1219T1
OG0000642	Cfra_4867T1
OG0000643	Cfra_1746T1
OG0000643	Cfra_1908T1
OG0000643	Cfra_2729T1
OG0000643	Cfra_6696T1
OG0000643	Cfra_6790T1
OG0000646	Cfra_1781T1
OG0000646	Cfra_3579T1
OG0000647	Cfra_0235T1
OG0000647	Cfra_0611T1
OG0000649	Cfra_6612T1
OG0000651	Cfra_3534T1
OG0000651	Cfra_4903T1
OG0000651	Cfra_5899T1
OG0000652	Cfra_2764T1
OG0000652	Cfra_3964T1
OG0000653	Cfra_3731T1
OG0000653	Cfra_6066T1
OG0000654	Cfra_3465T1
OG0000656	Cfra_1970T1
OG0000656	Cfra_8113T1
OG0000657	Cfra_4831T1
OG0000657	Cfra_8209T1
OG0000658	Cfra_2783T1
OG0000658	Cfra_5470T1
OG0000658	Cfra_6573T1
OG0000658	Cfra_7759T1
OG0000658	Cfra_8631T1
OG0000659	Cfra_2980T1
OG0000659	Cfra_4927T1
OG0000660	Cfra_3146T1
OG0000660	Cfra_5880T1
OG0000661	Cfra_3462T1
OG0000661	Cfra_8116T1
OG0000662	Cfra_0481T1
OG0000669	Cfra_1469T1
OG0000669	Cfra_3737T1
OG0000669	Cfra_8461T1
OG0000670	Cfra_4955T1
OG0000670	Cfra_6774T1
OG0000671	Cfra_5766T1
OG0000672	Cfra_6065T1
OG0000673	Cfra_6652T1
OG0000674	Cfra_0311T1
OG0000674	Cfra_5448T1
OG0000675	Cfra_1461T1
OG0000675	Cfra_1666T1
OG0000676	Cfra_5916T1
OG0000677	Cfra_4099T1
OG0000678	Cfra_3063T1
OG0000680	Cfra_6151T1
OG0000681	Cfra_1783T1
OG0000681	Cfra_5555T1
OG0000682	Cfra_5267T1
OG0000683	Cfra_2060T1
OG0000683	Cfra_2782T1
OG0000684	Cfra_2807T1
OG0000684	Cfra_8477T1
OG0000685	Cfra_3451T1
OG0000685	Cfra_3909T1
OG0000686	Cfra_2273T1
OG0000686	Cfra_2278T1
OG0000687	Cfra_2455T1
OG0000687	Cfra_2840T1
OG0000687	Cfra_3660T1
OG0000695	Cfra_3095T1
OG0000695	Cfra_3548T1
OG0000697	Cfra_5743T1
OG0000697	Cfra_7872T1
OG0000698	Cfra_1010T1
OG0000700	Cfra_4071T1
OG0000701	Cfra_2532T1
OG0000702	Cfra_0229T1
OG0000702	Cfra_6195T1
OG0000703	Cfra_3170T1
OG0000706	Cfra_2290T1
OG0000707	Cfra_7635T1
OG0000708	Cfra_2349T1
OG0000708	Cfra_4436T1
OG0000708	Cfra_5101T1
OG0000708	Cfra_5995T1
OG0000708	Cfra_8023T1
OG0000709	Cfra_5833T1
OG0000710	Cfra_0586T1
OG0000714	Cfra_2148T1
OG0000714	Cfra_6128T1
OG0000716	Cfra_8170T1
OG0000718	Cfra_1011T1
OG0000718	Cfra_1941T1
OG0000719	Cfra_4264T1
OG0000720	Cfra_7721T1
OG0000721	Cfra_3953T1
OG0000721	Cfra_5311T1
OG0000721	Cfra_6338T1
OG0000721	Cfra_8355T1
OG0000722	Cfra_7386T1
OG0000723	Cfra_5440T1
OG0000724	Cfra_0932T1
OG0000724	Cfra_4712T1
OG0000725	Cfra_6791T1
OG0000725	Cfra_7298T1
OG0000726	Cfra_2034T1
OG0000727	Cfra_2738T1
OG0000727	Cfra_3176T1
OG0000727	Cfra_4113T1
OG0000732	Cfra_0072T1
OG0000732	Cfra_3152T1
OG0000732	Cfra_3875T1
OG0000734	Cfra_1981T1
OG0000734	Cfra_5787T1
OG0000737	Cfra_1246T1
OG0000737	Cfra_4476T1
OG0000738	Cfra_5046T1
OG0000741	Cfra_3501T1
OG0000741	Cfra_5179T1
OG0000742	Cfra_1839T1
OG0000742	Cfra_3308T1
OG0000742	Cfra_5848T1
OG0000743	Cfra_1023T1
OG0000744	Cfra_1641T1
OG0000744	Cfra_4287T1
OG0000745	Cfra_3995T1
OG0000745	Cfra_6329T1
OG0000745	Cfra_6905T1
OG0000746	Cfra_3166T1
OG0000746	Cfra_3167T1
OG0000746	Cfra_3839T1
OG0000747	Cfra_1986T1
OG0000748	Cfra_2053T1
OG0000748	Cfra_7092T1
OG0000756	Cfra_0441T1
OG0000756	Cfra_4627T1
OG0000758	Cfra_2529T1
OG0000758	Cfra_3648T1
OG0000759	Cfra_8258T1
OG0000761	Cfra_2934T1
OG0000761	Cfra_2946T1
OG0000765	Cfra_2634T1
OG0000766	Cfra_2927T1
OG0000766	Cfra_2960T1
OG0000766	Cfra_8362T1
OG0000768	Cfra_7785T1
OG0000768	Cfra_8079T1
OG0000769	Cfra_2645T1
OG0000769	Cfra_7577T1
OG0000770	Cfra_0146T1
OG0000770	Cfra_1663T1
OG0000773	Cfra_3132T1
OG0000774	Cfra_3835T1
OG0000774	Cfra_5196T1
OG0000774	Cfra_7521T1
OG0000776	Cfra_3563T1
OG0000777	Cfra_4711T1
OG0000778	Cfra_0750T1
OG0000778	Cfra_2860T1
OG0000778	Cfra_6300T1
OG0000779	Cfra_1691T1
OG0000779	Cfra_7718T1
OG0000787	Cfra_6843T1
OG0000788	Cfra_4841T1
OG0000790	Cfra_0724T1
OG0000790	Cfra_1533T1
OG0000790	Cfra_6525T1
OG0000792	Cfra_6993T1
OG0000793	Cfra_5326T1
OG0000794	Cfra_2468T1
OG0000794	Cfra_4803T1
OG0000795	Cfra_1528T1
OG0000795	Cfra_4389T1
OG0000795	Cfra_8069T1
OG0000796	Cfra_6454T1
OG0000796	Cfra_8542T1
OG0000797	Cfra_2002T1
OG0000797	Cfra_3754T1
OG0000798	Cfra_0197T1
OG0000798	Cfra_5112T1
OG0000799	Cfra_0375T1
OG0000799	Cfra_3397T1
OG0000799	Cfra_7350T1
OG0000800	Cfra_2055T1
OG0000808	Cfra_1067T1
OG0000809	Cfra_2402T1
OG0000811	Cfra_1040T1
OG0000811	Cfra_2864T1
OG0000811	Cfra_6812T1
OG0000812	Cfra_2026T1
OG0000813	Cfra_6361T1
OG0000814	Cfra_0237T1
OG0000814	Cfra_4390T1
OG0000814	Cfra_4682T1
OG0000814	Cfra_8068T1
OG0000815	Cfra_1841T1
OG0000815	Cfra_5173T1
OG0000816	Cfra_1448T1
OG0000817	Cfra_0902T1
OG0000817	Cfra_7122T1
OG0000818	Cfra_2986T1
OG0000818	Cfra_5642T1
OG0000818	Cfra_7282T1
OG0000818	Cfra_7990T1
OG0000818	Cfra_8394T1
OG0000819	Cfra_4026T1
OG0000820	Cfra_0119T1
OG0000820	Cfra_1697T1
OG0000820	Cfra_6560T1
OG0000821	Cfra_1351T1
OG0000821	Cfra_2203T1
OG0000821	Cfra_6168T1
OG0000821	Cfra_7498T1
OG0000822	Cfra_7048T1
OG0000823	Cfra_0306T1
OG0000823	Cfra_5314T1
OG0000824	Cfra_4365T1
OG0000824	Cfra_6257T1
OG0000826	Cfra_5412T1
OG0000826	Cfra_5720T1
OG0000826	Cfra_6883T1
OG0000831	Cfra_0647T1
OG0000831	Cfra_4914T1
OG0000831	Cfra_6718T1
OG0000836	Cfra_5399T1
OG0000837	Cfra_3535T1
OG0000838	Cfra_0299T1
OG0000838	Cfra_5603T1
OG0000839	Cfra_0051T1
OG0000839	Cfra_3653T1
OG0000840	Cfra_4755T1
OG0000841	Cfra_8264T1
OG0000844	Cfra_1344T1
OG0000844	Cfra_2478T1
OG0000844	Cfra_4532T1
OG0000846	Cfra_1738T1
OG0000846	Cfra_3766T1
OG0000848	Cfra_3057T1
OG0000848	Cfra_7724T1
OG0000849	Cfra_0716T1
OG0000849	Cfra_1423T1
OG0000849	Cfra_3492T1
OG0000850	Cfra_1625T1
OG0000850	Cfra_8486T1
OG0000851	Cfra_3876T1
OG0000852	Cfra_6930T1
OG0000852	Cfra_7661T1
OG0000852	Cfra_8562T1
OG0000853	Cfra_0955T1
OG0000853	Cfra_5532T1
OG0000853	Cfra_6235T1
OG0000855	Cfra_0187T1
OG0000855	Cfra_5565T1
OG0000857	Cfra_2142T1
OG0000859	Cfra_0707T1
OG0000859	Cfra_6888T1
OG0000860	Cfra_1931T1
OG0000860	Cfra_7212T1
OG0000860	Cfra_7527T1
OG0000862	Cfra_3326T1
OG0000864	Cfra_1243T1
OG0000865	Cfra_0626T1
OG0000865	Cfra_1656T1
OG0000865	Cfra_1705T1
OG0000865	Cfra_3278T1
OG0000865	Cfra_4518T1
OG0000866	Cfra_2186T1
OG0000866	Cfra_3486T1
OG0000866	Cfra_7239T1
OG0000866	Cfra_7746T1
OG0000867	Cfra_2254T1
OG0000868	Cfra_1041T1
OG0000868	Cfra_1590T1
OG0000868	Cfra_7876T1
OG0000869	Cfra_3374T1
OG0000869	Cfra_3375T1
OG0000869	Cfra_4119T1
OG0000869	Cfra_5340T1
OG0000876	Cfra_5910T1
OG0000881	Cfra_0499T1
OG0000882	Cfra_8414T1
OG0000883	Cfra_2257T1
OG0000884	Cfra_1708T1
OG0000884	Cfra_5938T1
OG0000884	Cfra_7364T1
OG0000885	Cfra_6913T1
OG0000886	Cfra_1259T1
OG0000886	Cfra_5486T1
OG0000887	Cfra_1176T1
OG0000887	Cfra_2353T1
OG0000887	Cfra_8298T1
OG0000888	Cfra_4917T1
OG0000888	Cfra_5369T1
OG0000890	Cfra_4259T1
OG0000890	Cfra_5985T1
OG0000891	Cfra_0058T1
OG0000891	Cfra_5593T1
OG0000893	Cfra_4325T1
OG0000893	Cfra_5026T1
OG0000894	Cfra_0979T1
OG0000895	Cfra_1266T1
OG0000895	Cfra_6745T1
OG0000896	Cfra_2007T1
OG0000896	Cfra_4274T1
OG0000899	Cfra_2504T1
OG0000899	Cfra_2963T1
OG0000901	Cfra_4629T1
OG0000902	Cfra_1940T1
OG0000902	Cfra_6443T1
OG0000903	Cfra_4644T1
OG0000914	Cfra_3587T1
OG0000914	Cfra_6035T1
OG0000917	Cfra_1824T1
OG0000917	Cfra_7680T1
OG0000918	Cfra_4310T1
OG0000918	Cfra_8184T1
OG0000919	Cfra_1496T1
OG0000919	Cfra_2627T1
OG0000920	Cfra_4724T1
OG0000920	Cfra_7766T1
OG0000921	Cfra_3021T1
OG0000921	Cfra_7897T1
OG0000923	Cfra_6097T1
OG0000923	Cfra_8207T1
OG0000924	Cfra_5825T1
OG0000925	Cfra_8487T1
OG0000926	Cfra_6637T1
OG0000928	Cfra_2005T1
OG0000930	Cfra_2076T1
OG0000931	Cfra_1483T1
OG0000931	Cfra_3311T1
OG0000931	Cfra_4498T1
OG0000932	Cfra_3646T1
OG0000932	Cfra_6802T1
OG0000933	Cfra_0207T1
OG0000933	Cfra_7962T1
OG0000934	Cfra_4582T1
OG0000935	Cfra_5424T1
OG0000935	Cfra_8322T1
OG0000937	Cfra_2420T1
OG0000937	Cfra_5035T1
OG0000940	Cfra_2341T1
OG0000940	Cfra_4297T1
OG0000942	Cfra_1377T1
OG0000943	Cfra_1855T1
OG0000943	Cfra_8567T1
OG0000944	Cfra_4277T1
OG0000945	Cfra_0938T1
OG0000946	Cfra_4533T1
OG0000946	Cfra_8127T1
OG0000947	Cfra_0577T1
OG0000948	Cfra_1357T1
OG0000948	Cfra_8195T1
OG0000949	Cfra_6073T1
OG0000950	Cfra_2373T1
OG0000951	Cfra_8139T1
OG0000952	Cfra_0245T1
OG0000952	Cfra_4152T1
OG0000954	Cfra_3730T1
OG0000963	Cfra_0593T1
OG0000964	Cfra_5808T1
OG0000965	Cfra_2311T1
OG0000966	Cfra_3357T1
OG0000966	Cfra_6050T1
OG0000968	Cfra_5325T1
OG0000970	Cfra_6836T1
OG0000973	Cfra_1005T1
OG0000974	Cfra_5858T1
OG0000977	Cfra_3117T1
OG0000978	Cfra_0549T1
OG0000979	Cfra_5591T1
OG0000981	Cfra_6997T1
OG0000982	Cfra_4404T1
OG0000982	Cfra_4838T1
OG0000982	Cfra_8055T1
OG0000983	Cfra_4216T1
OG0000983	Cfra_4400T1
OG0000983	Cfra_8059T1
OG0000984	Cfra_3347T1
OG0000984	Cfra_5734T1
OG0000985	Cfra_1943T1
OG0000985	Cfra_3642T1
OG0000986	Cfra_1280T1
OG0000986	Cfra_1301T1
OG0000987	Cfra_1095T1
OG0000988	Cfra_1730T1
OG0000991	Cfra_4728T1
OG0000991	Cfra_7919T1
OG0000992	Cfra_7001T1
OG0000993	Cfra_1764T1
OG0000993	Cfra_4577T1
OG0000993	Cfra_8515T1
OG0000994	Cfra_0644T1
OG0000995	Cfra_8492T1
OG0000996	Cfra_0444T1
OG0000997	Cfra_1909T1
OG0000997	Cfra_1949T1
OG0000998	Cfra_5909T1
OG0000999	Cfra_5378T1
OG0001004	Cfra_5608T1
OG0001004	Cfra_8598T1
OG0001012	Cfra_1889T1
OG0001012	Cfra_5322T1
OG0001018	Cfra_4968T1
OG0001019	Cfra_4691T1
OG0001020	Cfra_4524T1
OG0001020	Cfra_5428T1
OG0001021	Cfra_3199T1
OG0001022	Cfra_6322T1
OG0001023	Cfra_0086T1
OG0001024	Cfra_0003T1
OG0001025	Cfra_0470T1
OG0001025	Cfra_3147T1
OG0001026	Cfra_1143T1
OG0001028	Cfra_0753T1
OG0001029	Cfra_5464T1
OG0001029	Cfra_5466T1
OG0001030	Cfra_3359T1
OG0001032	Cfra_6708T1
OG0001034	Cfra_2001T1
OG0001035	Cfra_4419T1
OG0001035	Cfra_8040T1
OG0001036	Cfra_3346T1
OG0001037	Cfra_2936T1
OG0001037	Cfra_4151T1
OG0001038	Cfra_3506T1
OG0001038	Cfra_7086T1
OG0001039	Cfra_7358T1
OG0001040	Cfra_1963T1
OG0001041	Cfra_2333T1
OG0001041	Cfra_2930T1
OG0001041	Cfra_7440T1
OG0001042	Cfra_0624T1
OG0001044	Cfra_6517T1
OG0001047	Cfra_4112T1
OG0001048	Cfra_1710T1
OG0001048	Cfra_2216T1
OG0001048	Cfra_3630T1
OG0001049	Cfra_3926T1
OG0001049	Cfra_7821T1
OG0001055	Cfra_3532T1
OG0001055	Cfra_5092T1
OG0001055	Cfra_7903T1
OG0001056	Cfra_2701T1
OG0001058	Cfra_2326T1
OG0001058	Cfra_2411T1
OG0001061	Cfra_7538T1
OG0001062	Cfra_5860T1
OG0001063	Cfra_3081T1
OG0001064	Cfra_0319T1
OG0001064	Cfra_0498T1
OG0001065	Cfra_0136T1
OG0001065	Cfra_0832T1
OG0001065	Cfra_2752T1
OG0001065	Cfra_4590T1
OG0001068	Cfra_3844T1
OG0001068	Cfra_7722T1
OG0001069	Cfra_4029T1
OG0001070	Cfra_3264T1
OG0001072	Cfra_4556T1
OG0001073	Cfra_0371T1
OG0001073	Cfra_0715T1
OG0001074	Cfra_4602T1
OG0001074	Cfra_7468T1
OG0001075	Cfra_6891T1
OG0001075	Cfra_6892T1
OG0001076	Cfra_4497T1
OG0001077	Cfra_1103T1
OG0001077	Cfra_5244T1
OG0001078	Cfra_7867T1
OG0001079	Cfra_4244T1
OG0001079	Cfra_4273T1
OG0001080	Cfra_7688T1
OG0001081	Cfra_2388T1
OG0001081	Cfra_7887T1
OG0001082	Cfra_3275T1
OG0001084	Cfra_7853T1
OG0001094	Cfra_6815T1
OG0001096	Cfra_3544T1
OG0001097	Cfra_3068T1
OG0001097	Cfra_5552T1
OG0001098	Cfra_6990T1
OG0001099	Cfra_0662T1
OG0001100	Cfra_6099T1
OG0001101	Cfra_0796T1
OG0001103	Cfra_4697T1
OG0001103	Cfra_7232T1
OG0001105	Cfra_0731T1
OG0001105	Cfra_7779T1
OG0001106	Cfra_6115T1
OG0001106	Cfra_7470T1
OG0001107	Cfra_4455T1
OG0001107	Cfra_8004T1
OG0001108	Cfra_8257T1
OG0001111	Cfra_3706T1
OG0001112	Cfra_8471T1
OG0001113	Cfra_5970T1
OG0001113	Cfra_6635T1
OG0001114	Cfra_6488T1
OG0001115	Cfra_1659T1
OG0001116	Cfra_1107T1
OG0001116	Cfra_4641T1
OG0001116	Cfra_7935T1
OG0001117	Cfra_4795T1
OG0001118	Cfra_2784T1
OG0001118	Cfra_6858T1
OG0001119	Cfra_0189T1
OG0001119	Cfra_0909T1
OG0001119	Cfra_5531T1
OG0001120	Cfra_4953T1
OG0001122	Cfra_1500T1
OG0001123	Cfra_1552T1
OG0001124	Cfra_5661T1
OG0001129	Cfra_2245T1
OG0001135	Cfra_2291T1
OG0001137	Cfra_4781T1
OG0001137	Cfra_6477T1
OG0001139	Cfra_0652T1
OG0001140	Cfra_1138T1
OG0001141	Cfra_0933T1
OG0001141	Cfra_7083T1
OG0001144	Cfra_0775T1
OG0001144	Cfra_7732T1
OG0001147	Cfra_3666T1
OG0001147	Cfra_4121T1
OG0001148	Cfra_1389T1
OG0001149	Cfra_2777T1
OG0001150	Cfra_2434T1
OG0001151	Cfra_7815T1
OG0001152	Cfra_3201T1
OG0001153	Cfra_1248T1
OG0001154	Cfra_0602T1
OG0001154	Cfra_8104T1
OG0001156	Cfra_8304T1
OG0001157	Cfra_3091T1
OG0001157	Cfra_6801T1
OG0001158	Cfra_3949T1
OG0001159	Cfra_8134T1
OG0001160	Cfra_4111T1
OG0001161	Cfra_3461T1
OG0001162	Cfra_6278T1
OG0001164	Cfra_3251T1
OG0001165	Cfra_5454T1
OG0001166	Cfra_0440T1
OG0001166	Cfra_2075T1
OG0001168	Cfra_2124T1
OG0001168	Cfra_7080T1
OG0001168	Cfra_8094T1
OG0001168	Cfra_8629T1
OG0001170	Cfra_5714T1
OG0001181	Cfra_2533T1
OG0001182	Cfra_3625T1
OG0001185	Cfra_2687T1
OG0001187	Cfra_1583T1
OG0001188	Cfra_4874T1
OG0001190	Cfra_0649T1
OG0001190	Cfra_1861T1
OG0001192	Cfra_0396T1
OG0001193	Cfra_2721T1
OG0001193	Cfra_5238T1
OG0001193	Cfra_8439T1
OG0001194	Cfra_3310T1
OG0001194	Cfra_6042T1
OG0001195	Cfra_2410T1
OG0001196	Cfra_2309T1
OG0001197	Cfra_0044T1
OG0001200	Cfra_1442T1
OG0001201	Cfra_3829T1
OG0001201	Cfra_6302T1
OG0001201	Cfra_7119T1
OG0001202	Cfra_0293T1
OG0001202	Cfra_5054T1
OG0001203	Cfra_8590T1
OG0001204	Cfra_2392T1
OG0001205	Cfra_7181T1
OG0001206	Cfra_0908T1
OG0001207	Cfra_5421T1
OG0001208	Cfra_0089T1
OG0001208	Cfra_7256T1
OG0001209	Cfra_0954T1
OG0001209	Cfra_7219T1
OG0001210	Cfra_0961T1
OG0001210	Cfra_3912T1
OG0001211	Cfra_4699T1
OG0001211	Cfra_6041T1
OG0001212	Cfra_3370T1
OG0001212	Cfra_4607T1
OG0001213	Cfra_2104T1
OG0001213	Cfra_6303T1
OG0001213	Cfra_6541T1
OG0001214	Cfra_6108T1
OG0001216	Cfra_7917T1
OG0001218	Cfra_7032T1
OG0001219	Cfra_5702T1
OG0001219	Cfra_7925T1
OG0001220	Cfra_2418T1
OG0001221	Cfra_1149T1
OG0001221	Cfra_8210T1
OG0001222	Cfra_0134T1
OG0001223	Cfra_1021T1
OG0001223	Cfra_1241T1
OG0001223	Cfra_1626T1
OG0001223	Cfra_6313T1
OG0001223	Cfra_7475T1
OG0001225	Cfra_3209T1
OG0001226	Cfra_0786T1
OG0001227	Cfra_2559T1
OG0001238	Cfra_1411T1
OG0001242	Cfra_7542T1
OG0001243	Cfra_2085T1
OG0001243	Cfra_2475T1
OG0001245	Cfra_4337T1
OG0001247	Cfra_6352T1
OG0001248	Cfra_2974T1
OG0001249	Cfra_2431T1
OG0001250	Cfra_3185T1
OG0001250	Cfra_5680T1
OG0001251	Cfra_3613T1
OG0001252	Cfra_6427T1
OG0001253	Cfra_0892T1
OG0001254	Cfra_0559T1
OG0001254	Cfra_2128T1
OG0001255	Cfra_4933T1
OG0001256	Cfra_3089T1
OG0001259	Cfra_6005T1
OG0001260	Cfra_5630T1
OG0001260	Cfra_7054T1
OG0001262	Cfra_4779T1
OG0001263	Cfra_2846T1
OG0001264	Cfra_6022T1
OG0001265	Cfra_5335T1
OG0001266	Cfra_1126T1
OG0001266	Cfra_1979T1
OG0001267	Cfra_1215T1
OG0001267	Cfra_5756T1
OG0001269	Cfra_0248T1
OG0001269	Cfra_4185T1
OG0001271	Cfra_7416T1
OG0001272	Cfra_7941T1
OG0001273	Cfra_3753T1
OG0001274	Cfra_2582T1
OG0001275	Cfra_5420T1
OG0001276	Cfra_1084T1
OG0001277	Cfra_0598T1
OG0001278	Cfra_0948T1
OG0001281	Cfra_6795T1
OG0001282	Cfra_2679T1
OG0001284	Cfra_1352T1
OG0001285	Cfra_8099T1
OG0001286	Cfra_2998T1
OG0001287	Cfra_7939T1
OG0001289	Cfra_8080T1
OG0001302	Cfra_7733T1
OG0001304	Cfra_6464T1
OG0001306	Cfra_6575T1
OG0001308	Cfra_1689T1
OG0001308	Cfra_2218T1
OG0001309	Cfra_1657T1
OG0001309	Cfra_2660T1
OG0001310	Cfra_4788T1
OG0001310	Cfra_6613T1
OG0001311	Cfra_1993T1
OG0001311	Cfra_6753T1
OG0001312	Cfra_7529T1
OG0001313	Cfra_6392T1
OG0001313	Cfra_7133T1
OG0001314	Cfra_0665T1
OG0001315	Cfra_2697T1
OG0001316	Cfra_4469T1
OG0001317	Cfra_0419T1
OG0001317	Cfra_6823T1
OG0001317	Cfra_7552T1
OG0001319	Cfra_6011T1
OG0001320	Cfra_0166T1
OG0001320	Cfra_1987T1
OG0001321	Cfra_2523T1
OG0001324	Cfra_5758T1
OG0001325	Cfra_5793T1
OG0001326	Cfra_3024T1
OG0001326	Cfra_4250T1
OG0001327	Cfra_0600T1
OG0001327	Cfra_0601T1
OG0001328	Cfra_1221T1
OG0001329	Cfra_2270T1
OG0001330	Cfra_0575T1
OG0001330	Cfra_5798T1
OG0001331	Cfra_1026T1
OG0001331	Cfra_3008T1
OG0001331	Cfra_3595T1
OG0001333	Cfra_3004T1
OG0001335	Cfra_7295T1
OG0001336	Cfra_8155T1
OG0001337	Cfra_0849T1
OG0001337	Cfra_2704T1
OG0001339	Cfra_7679T1
OG0001340	Cfra_7818T1
