Orthogroup	PT_TRX
OG0000263	PT_v1_tr_07385.p1
OG0000264	PT_v1_tr_01300.p2
OG0000264	PT_v1_tr_04097.p1
OG0000264	PT_v1_tr_06986.p1
OG0000264	PT_v1_tr_10716.p1
OG0000264	PT_v1_tr_10718.p2
OG0000268	PT_v1_tr_00279.p1
OG0000268	PT_v1_tr_05410.p1
OG0000268	PT_v1_tr_05488.p1
OG0000268	PT_v1_tr_07308.p1
OG0000268	PT_v1_tr_07309.p1
OG0000268	PT_v1_tr_09088.p1
OG0000269	PT_v1_tr_01662.p1
OG0000269	PT_v1_tr_01662.p2
OG0000269	PT_v1_tr_05968.p1
OG0000269	PT_v1_tr_08186.p2
OG0000269	PT_v1_tr_10156.p1
OG0000270	PT_v1_tr_05258.p1
OG0000270	PT_v1_tr_08163.p1
OG0000271	PT_v1_tr_02432.p1
OG0000271	PT_v1_tr_02604.p1
OG0000271	PT_v1_tr_04174.p1
OG0000271	PT_v1_tr_04920.p1
OG0000271	PT_v1_tr_05467.p1
OG0000271	PT_v1_tr_05545.p1
OG0000271	PT_v1_tr_07709.p1
OG0000271	PT_v1_tr_07826.p1
OG0000271	PT_v1_tr_08341.p1
OG0000272	PT_v1_tr_06120.p1
OG0000274	PT_v1_tr_08090.p1
OG0000275	PT_v1_tr_01710.p1
OG0000275	PT_v1_tr_01711.p1
OG0000275	PT_v1_tr_01712.p1
OG0000275	PT_v1_tr_01713.p1
OG0000275	PT_v1_tr_01714.p1
OG0000275	PT_v1_tr_01715.p1
OG0000275	PT_v1_tr_01716.p1
OG0000275	PT_v1_tr_01717.p1
OG0000275	PT_v1_tr_02979.p1
OG0000275	PT_v1_tr_02980.p1
OG0000275	PT_v1_tr_03644.p1
OG0000275	PT_v1_tr_09325.p1
OG0000277	PT_v1_tr_06319.p1
OG0000277	PT_v1_tr_06399.p1
OG0000277	PT_v1_tr_06520.p1
OG0000278	PT_v1_tr_00514.p1
OG0000278	PT_v1_tr_02858.p1
OG0000278	PT_v1_tr_04646.p1
OG0000278	PT_v1_tr_08754.p1
OG0000280	PT_v1_tr_00248.p1
OG0000280	PT_v1_tr_01286.p1
OG0000280	PT_v1_tr_04113.p1
OG0000280	PT_v1_tr_04114.p1
OG0000280	PT_v1_tr_10889.p1
OG0000281	PT_v1_tr_00738.p1
OG0000281	PT_v1_tr_06925.p1
OG0000282	PT_v1_tr_00018.p1
OG0000282	PT_v1_tr_00870.p1
OG0000282	PT_v1_tr_01336.p1
OG0000282	PT_v1_tr_01893.p1
OG0000282	PT_v1_tr_02830.p1
OG0000282	PT_v1_tr_07797.p1
OG0000282	PT_v1_tr_09775.p1
OG0000282	PT_v1_tr_09854.p1
OG0000282	PT_v1_tr_10299.p1
OG0000282	PT_v1_tr_10300.p1
OG0000282	PT_v1_tr_10301.p1
OG0000283	PT_v1_tr_04467.p1
OG0000283	PT_v1_tr_05117.p1
OG0000283	PT_v1_tr_06774.p1
OG0000283	PT_v1_tr_07034.p1
OG0000283	PT_v1_tr_07261.p1
OG0000283	PT_v1_tr_08335.p1
OG0000284	PT_v1_tr_08730.p1
OG0000286	PT_v1_tr_08045.p1
OG0000286	PT_v1_tr_08046.p1
OG0000287	PT_v1_tr_01413.p1
OG0000287	PT_v1_tr_03373.p1
OG0000287	PT_v1_tr_04952.p1
OG0000287	PT_v1_tr_05854.p1
OG0000287	PT_v1_tr_05855.p1
OG0000289	PT_v1_tr_00522.p1
OG0000289	PT_v1_tr_09620.p1
OG0000289	PT_v1_tr_10258.p1
OG0000289	PT_v1_tr_10819.p1
OG0000292	PT_v1_tr_01947.p1
OG0000292	PT_v1_tr_07933.p1
OG0000293	PT_v1_tr_06295.p1
OG0000293	PT_v1_tr_06296.p1
OG0000295	PT_v1_tr_08128.p1
OG0000296	PT_v1_tr_00284.p1
OG0000296	PT_v1_tr_00797.p1
OG0000296	PT_v1_tr_07059.p1
OG0000296	PT_v1_tr_07260.p1
OG0000296	PT_v1_tr_10170.p2
OG0000297	PT_v1_tr_07949.p1
OG0000298	PT_v1_tr_01320.p1
OG0000302	PT_v1_tr_01498.p1
OG0000302	PT_v1_tr_04485.p1
OG0000303	PT_v1_tr_01784.p1
OG0000303	PT_v1_tr_10786.p1
OG0000306	PT_v1_tr_01391.p1
OG0000306	PT_v1_tr_01392.p1
OG0000306	PT_v1_tr_03846.p1
OG0000306	PT_v1_tr_04872.p1
OG0000307	PT_v1_tr_02828.p1
OG0000307	PT_v1_tr_06023.p1
OG0000307	PT_v1_tr_10663.p1
OG0000307	PT_v1_tr_10820.p1
OG0000308	PT_v1_tr_09246.p2
OG0000313	PT_v1_tr_05265.p1
OG0000313	PT_v1_tr_06186.p1
OG0000313	PT_v1_tr_10711.p1
OG0000315	PT_v1_tr_07131.p1
OG0000316	PT_v1_tr_07175.p1
OG0000316	PT_v1_tr_07175.p2
OG0000318	PT_v1_tr_00581.p1
OG0000319	PT_v1_tr_02048.p1
OG0000319	PT_v1_tr_04461.p1
OG0000319	PT_v1_tr_04840.p1
OG0000319	PT_v1_tr_04841.p1
OG0000324	PT_v1_tr_09312.p1
OG0000325	PT_v1_tr_00865.p1
OG0000325	PT_v1_tr_09653.p1
OG0000327	PT_v1_tr_08860.p1
OG0000328	PT_v1_tr_03668.p1
OG0000328	PT_v1_tr_03669.p1
OG0000328	PT_v1_tr_09685.p1
OG0000329	PT_v1_tr_06254.p1
OG0000329	PT_v1_tr_06254.p2
OG0000329	PT_v1_tr_06641.p1
OG0000332	PT_v1_tr_07457.p1
OG0000332	PT_v1_tr_07459.p1
OG0000339	PT_v1_tr_02594.p1
OG0000339	PT_v1_tr_03338.p1
OG0000339	PT_v1_tr_03912.p1
OG0000339	PT_v1_tr_04271.p1
OG0000339	PT_v1_tr_09406.p1
OG0000339	PT_v1_tr_09408.p1
OG0000341	PT_v1_tr_00643.p1
OG0000341	PT_v1_tr_02071.p1
OG0000342	PT_v1_tr_03455.p1
OG0000342	PT_v1_tr_08978.p1
OG0000344	PT_v1_tr_00740.p1
OG0000344	PT_v1_tr_02195.p1
OG0000344	PT_v1_tr_06014.p1
OG0000344	PT_v1_tr_06130.p1
OG0000344	PT_v1_tr_07087.p1
OG0000344	PT_v1_tr_08669.p2
OG0000344	PT_v1_tr_08739.p1
OG0000345	PT_v1_tr_08096.p1
OG0000348	PT_v1_tr_10153.p1
OG0000348	PT_v1_tr_10178.p1
OG0000348	PT_v1_tr_10180.p1
OG0000349	PT_v1_tr_00538.p1
OG0000349	PT_v1_tr_01802.p1
OG0000349	PT_v1_tr_03240.p1
OG0000349	PT_v1_tr_08815.p2
OG0000349	PT_v1_tr_10788.p1
OG0000350	PT_v1_tr_00925.p1
OG0000350	PT_v1_tr_04050.p1
OG0000350	PT_v1_tr_04051.p1
OG0000350	PT_v1_tr_07395.p1
OG0000351	PT_v1_tr_02186.p1
OG0000351	PT_v1_tr_06775.p1
OG0000351	PT_v1_tr_08469.p1
OG0000351	PT_v1_tr_09350.p1
OG0000352	PT_v1_tr_01674.p2
OG0000352	PT_v1_tr_05069.p1
OG0000352	PT_v1_tr_08661.p2
OG0000352	PT_v1_tr_10757.p1
OG0000353	PT_v1_tr_01087.p1
OG0000353	PT_v1_tr_01088.p1
OG0000353	PT_v1_tr_01851.p1
OG0000353	PT_v1_tr_10676.p1
OG0000359	PT_v1_tr_08377.p1
OG0000360	PT_v1_tr_04982.p1
OG0000361	PT_v1_tr_09758.p1
OG0000362	PT_v1_tr_01631.p1
OG0000362	PT_v1_tr_04391.p1
OG0000362	PT_v1_tr_05096.p1
OG0000362	PT_v1_tr_09793.p1
OG0000362	PT_v1_tr_09794.p1
OG0000362	PT_v1_tr_10817.p1
OG0000365	PT_v1_tr_01140.p1
OG0000365	PT_v1_tr_06688.p1
OG0000366	PT_v1_tr_01817.p1
OG0000366	PT_v1_tr_03915.p1
OG0000366	PT_v1_tr_08308.p1
OG0000366	PT_v1_tr_09176.p1
OG0000366	PT_v1_tr_09564.p1
OG0000368	PT_v1_tr_01071.p1
OG0000368	PT_v1_tr_01420.p1
OG0000368	PT_v1_tr_03479.p1
OG0000369	PT_v1_tr_07169.p1
OG0000369	PT_v1_tr_09785.p1
OG0000369	PT_v1_tr_09786.p1
OG0000372	PT_v1_tr_09862.p1
OG0000373	PT_v1_tr_04213.p1
OG0000374	PT_v1_tr_04211.p1
OG0000377	PT_v1_tr_00114.p1
OG0000377	PT_v1_tr_00711.p1
OG0000377	PT_v1_tr_00712.p1
OG0000377	PT_v1_tr_07093.p1
OG0000377	PT_v1_tr_10117.p1
OG0000388	PT_v1_tr_02255.p1
OG0000388	PT_v1_tr_02256.p1
OG0000388	PT_v1_tr_02910.p1
OG0000388	PT_v1_tr_07542.p1
OG0000389	PT_v1_tr_10277.p1
OG0000390	PT_v1_tr_00568.p1
OG0000390	PT_v1_tr_06107.p1
OG0000390	PT_v1_tr_07219.p1
OG0000392	PT_v1_tr_02168.p1
OG0000392	PT_v1_tr_06016.p1
OG0000394	PT_v1_tr_08337.p1
OG0000396	PT_v1_tr_04455.p1
OG0000396	PT_v1_tr_09035.p1
OG0000396	PT_v1_tr_10559.p1
OG0000398	PT_v1_tr_03319.p1
OG0000398	PT_v1_tr_07248.p1
OG0000398	PT_v1_tr_07737.p1
OG0000403	PT_v1_tr_01505.p1
OG0000405	PT_v1_tr_00791.p1
OG0000405	PT_v1_tr_00792.p1
OG0000405	PT_v1_tr_00955.p1
OG0000405	PT_v1_tr_01074.p1
OG0000405	PT_v1_tr_09485.p1
OG0000405	PT_v1_tr_10884.p1
OG0000406	PT_v1_tr_02106.p1
OG0000406	PT_v1_tr_02426.p1
OG0000406	PT_v1_tr_03909.p1
OG0000406	PT_v1_tr_08487.p1
OG0000407	PT_v1_tr_08786.p1
OG0000408	PT_v1_tr_04853.p1
OG0000408	PT_v1_tr_05234.p1
OG0000408	PT_v1_tr_07735.p1
OG0000409	PT_v1_tr_05870.p1
OG0000409	PT_v1_tr_09219.p1
OG0000410	PT_v1_tr_06621.p1
OG0000410	PT_v1_tr_06930.p1
OG0000411	PT_v1_tr_02619.p1
OG0000411	PT_v1_tr_05575.p1
OG0000411	PT_v1_tr_10390.p1
OG0000412	PT_v1_tr_00209.p1
OG0000412	PT_v1_tr_00210.p1
OG0000412	PT_v1_tr_03166.p1
OG0000412	PT_v1_tr_03273.p1
OG0000412	PT_v1_tr_03274.p1
OG0000412	PT_v1_tr_04512.p1
OG0000414	PT_v1_tr_04129.p1
OG0000414	PT_v1_tr_06580.p1
OG0000414	PT_v1_tr_06581.p1
OG0000414	PT_v1_tr_09474.p1
OG0000417	PT_v1_tr_00482.p1
OG0000417	PT_v1_tr_05247.p1
OG0000421	PT_v1_tr_03761.p1
OG0000421	PT_v1_tr_08563.p1
OG0000421	PT_v1_tr_08564.p1
OG0000422	PT_v1_tr_01474.p1
OG0000423	PT_v1_tr_08351.p2
OG0000424	PT_v1_tr_06270.p1
OG0000424	PT_v1_tr_09266.p1
OG0000424	PT_v1_tr_09267.p1
OG0000424	PT_v1_tr_09827.p1
OG0000425	PT_v1_tr_01849.p1
OG0000427	PT_v1_tr_00490.p1
OG0000427	PT_v1_tr_04826.p1
OG0000428	PT_v1_tr_04913.p1
OG0000428	PT_v1_tr_05947.p1
OG0000428	PT_v1_tr_08415.p1
OG0000428	PT_v1_tr_09763.p1
OG0000429	PT_v1_tr_04016.p1
OG0000430	PT_v1_tr_00600.p1
OG0000430	PT_v1_tr_01688.p1
OG0000430	PT_v1_tr_03604.p1
OG0000430	PT_v1_tr_03819.p1
OG0000430	PT_v1_tr_05243.p1
OG0000430	PT_v1_tr_08731.p1
OG0000433	PT_v1_tr_02961.p1
OG0000433	PT_v1_tr_02962.p1
OG0000433	PT_v1_tr_03079.p1
OG0000433	PT_v1_tr_03080.p1
OG0000433	PT_v1_tr_05022.p1
OG0000433	PT_v1_tr_05818.p1
OG0000433	PT_v1_tr_07686.p1
OG0000433	PT_v1_tr_08473.p1
OG0000433	PT_v1_tr_09916.p1
OG0000433	PT_v1_tr_10151.p1
OG0000435	PT_v1_tr_00485.p1
OG0000435	PT_v1_tr_01659.p1
OG0000435	PT_v1_tr_02978.p1
OG0000436	PT_v1_tr_05452.p1
OG0000442	PT_v1_tr_00926.p1
OG0000442	PT_v1_tr_10106.p1
OG0000442	PT_v1_tr_10188.p1
OG0000442	PT_v1_tr_10189.p1
OG0000444	PT_v1_tr_06458.p1
OG0000444	PT_v1_tr_07858.p1
OG0000444	PT_v1_tr_10409.p1
OG0000445	PT_v1_tr_01284.p1
OG0000445	PT_v1_tr_01508.p1
OG0000445	PT_v1_tr_03030.p1
OG0000445	PT_v1_tr_06020.p1
OG0000445	PT_v1_tr_09757.p1
OG0000449	PT_v1_tr_00153.p1
OG0000449	PT_v1_tr_00182.p1
OG0000449	PT_v1_tr_02683.p1
OG0000449	PT_v1_tr_02683.p2
OG0000450	PT_v1_tr_01601.p1
OG0000451	PT_v1_tr_05850.p1
OG0000453	PT_v1_tr_05806.p1
OG0000453	PT_v1_tr_06488.p1
OG0000455	PT_v1_tr_07114.p1
OG0000456	PT_v1_tr_00131.p1
OG0000460	PT_v1_tr_01633.p1
OG0000460	PT_v1_tr_04980.p1
OG0000461	PT_v1_tr_05023.p1
OG0000463	PT_v1_tr_01648.p1
OG0000463	PT_v1_tr_03088.p1
OG0000463	PT_v1_tr_04421.p1
OG0000464	PT_v1_tr_00742.p1
OG0000464	PT_v1_tr_02242.p1
OG0000464	PT_v1_tr_03610.p1
OG0000464	PT_v1_tr_10288.p1
OG0000466	PT_v1_tr_01412.p1
OG0000466	PT_v1_tr_01412.p2
OG0000466	PT_v1_tr_02736.p1
OG0000466	PT_v1_tr_02907.p1
OG0000466	PT_v1_tr_10021.p1
OG0000466	PT_v1_tr_10022.p1
OG0000471	PT_v1_tr_02353.p1
OG0000471	PT_v1_tr_08641.p1
OG0000471	PT_v1_tr_09056.p1
OG0000472	PT_v1_tr_00184.p1
OG0000472	PT_v1_tr_01907.p1
OG0000473	PT_v1_tr_02200.p1
OG0000474	PT_v1_tr_02883.p1
OG0000474	PT_v1_tr_04416.p1
OG0000474	PT_v1_tr_04417.p1
OG0000475	PT_v1_tr_00093.p1
OG0000475	PT_v1_tr_05363.p1
OG0000475	PT_v1_tr_07531.p1
OG0000476	PT_v1_tr_00017.p1
OG0000476	PT_v1_tr_01952.p1
OG0000477	PT_v1_tr_06118.p1
OG0000478	PT_v1_tr_08951.p1
OG0000478	PT_v1_tr_09211.p1
OG0000480	PT_v1_tr_04751.p1
OG0000484	PT_v1_tr_00201.p1
OG0000484	PT_v1_tr_00201.p2
OG0000484	PT_v1_tr_01170.p1
OG0000484	PT_v1_tr_01170.p2
OG0000485	PT_v1_tr_00715.p1
OG0000485	PT_v1_tr_02647.p1
OG0000485	PT_v1_tr_02648.p1
OG0000489	PT_v1_tr_00888.p1
OG0000489	PT_v1_tr_02213.p1
OG0000491	PT_v1_tr_01552.p1
OG0000494	PT_v1_tr_01356.p1
OG0000495	PT_v1_tr_00763.p1
OG0000495	PT_v1_tr_01983.p1
OG0000495	PT_v1_tr_06679.p1
OG0000495	PT_v1_tr_07284.p1
OG0000496	PT_v1_tr_10071.p1
OG0000497	PT_v1_tr_00213.p1
OG0000497	PT_v1_tr_06676.p2
OG0000497	PT_v1_tr_09549.p2
OG0000498	PT_v1_tr_01143.p1
OG0000498	PT_v1_tr_10904.p1
OG0000500	PT_v1_tr_07524.p1
OG0000501	PT_v1_tr_06230.p1
OG0000501	PT_v1_tr_09853.p1
OG0000501	PT_v1_tr_10327.p1
OG0000502	PT_v1_tr_03725.p1
OG0000502	PT_v1_tr_10157.p1
OG0000503	PT_v1_tr_05194.p1
OG0000503	PT_v1_tr_05783.p1
OG0000503	PT_v1_tr_05783.p2
OG0000503	PT_v1_tr_10361.p1
OG0000511	PT_v1_tr_03153.p1
OG0000511	PT_v1_tr_06038.p1
OG0000511	PT_v1_tr_09580.p1
OG0000512	PT_v1_tr_06013.p1
OG0000518	PT_v1_tr_06457.p1
OG0000519	PT_v1_tr_00892.p1
OG0000522	PT_v1_tr_00555.p1
OG0000522	PT_v1_tr_00555.p2
OG0000526	PT_v1_tr_01237.p1
OG0000528	PT_v1_tr_07424.p1
OG0000529	PT_v1_tr_01113.p1
OG0000529	PT_v1_tr_07803.p1
OG0000529	PT_v1_tr_07805.p1
OG0000532	PT_v1_tr_03638.p1
OG0000532	PT_v1_tr_08199.p1
OG0000532	PT_v1_tr_10133.p1
OG0000533	PT_v1_tr_00002.p1
OG0000533	PT_v1_tr_03601.p1
OG0000533	PT_v1_tr_04622.p1
OG0000535	PT_v1_tr_04680.p1
OG0000543	PT_v1_tr_08797.p1
OG0000543	PT_v1_tr_08798.p1
OG0000545	PT_v1_tr_01776.p1
OG0000546	PT_v1_tr_06481.p1
OG0000547	PT_v1_tr_10241.p1
OG0000547	PT_v1_tr_10241.p2
OG0000549	PT_v1_tr_03148.p1
OG0000550	PT_v1_tr_01121.p1
OG0000551	PT_v1_tr_00719.p1
OG0000551	PT_v1_tr_06572.p1
OG0000552	PT_v1_tr_01975.p1
OG0000552	PT_v1_tr_05722.p1
OG0000552	PT_v1_tr_07413.p2
OG0000552	PT_v1_tr_08556.p1
OG0000552	PT_v1_tr_09742.p1
OG0000552	PT_v1_tr_09743.p1
OG0000553	PT_v1_tr_02741.p1
OG0000553	PT_v1_tr_07874.p1
OG0000554	PT_v1_tr_03415.p1
OG0000554	PT_v1_tr_06434.p1
OG0000554	PT_v1_tr_09539.p1
OG0000555	PT_v1_tr_04748.p1
OG0000555	PT_v1_tr_06383.p1
OG0000556	PT_v1_tr_01671.p1
OG0000556	PT_v1_tr_01759.p1
OG0000556	PT_v1_tr_02114.p1
OG0000556	PT_v1_tr_02115.p1
OG0000556	PT_v1_tr_02475.p1
OG0000556	PT_v1_tr_03616.p1
OG0000563	PT_v1_tr_01655.p1
OG0000563	PT_v1_tr_03392.p1
OG0000563	PT_v1_tr_04244.p1
OG0000563	PT_v1_tr_04665.p1
OG0000564	PT_v1_tr_05118.p1
OG0000567	PT_v1_tr_07929.p1
OG0000570	PT_v1_tr_01826.p1
OG0000570	PT_v1_tr_07579.p1
OG0000570	PT_v1_tr_10176.p1
OG0000571	PT_v1_tr_00857.p1
OG0000571	PT_v1_tr_04806.p1
OG0000571	PT_v1_tr_09097.p1
OG0000573	PT_v1_tr_06059.p1
OG0000573	PT_v1_tr_10200.p1
OG0000575	PT_v1_tr_00208.p1
OG0000575	PT_v1_tr_01783.p1
OG0000578	PT_v1_tr_03854.p1
OG0000578	PT_v1_tr_03866.p1
OG0000578	PT_v1_tr_09436.p1
OG0000580	PT_v1_tr_01566.p1
OG0000580	PT_v1_tr_01806.p1
OG0000580	PT_v1_tr_01950.p1
OG0000580	PT_v1_tr_04283.p1
OG0000580	PT_v1_tr_06682.p1
OG0000580	PT_v1_tr_08126.p1
OG0000581	PT_v1_tr_01199.p1
OG0000581	PT_v1_tr_10584.p1
OG0000581	PT_v1_tr_10585.p1
OG0000584	PT_v1_tr_03703.p1
OG0000584	PT_v1_tr_08557.p1
OG0000584	PT_v1_tr_09189.p1
OG0000584	PT_v1_tr_10405.p1
OG0000586	PT_v1_tr_05263.p1
OG0000586	PT_v1_tr_10590.p1
OG0000587	PT_v1_tr_02064.p1
OG0000587	PT_v1_tr_10641.p1
OG0000589	PT_v1_tr_09441.p1
OG0000589	PT_v1_tr_10582.p1
OG0000590	PT_v1_tr_00301.p1
OG0000592	PT_v1_tr_00762.p1
OG0000592	PT_v1_tr_09361.p1
OG0000593	PT_v1_tr_07593.p1
OG0000595	PT_v1_tr_02334.p1
OG0000595	PT_v1_tr_02335.p1
OG0000595	PT_v1_tr_05674.p1
OG0000596	PT_v1_tr_09941.p2
OG0000597	PT_v1_tr_01798.p1
OG0000597	PT_v1_tr_03150.p1
OG0000597	PT_v1_tr_03620.p1
OG0000597	PT_v1_tr_04287.p1
OG0000597	PT_v1_tr_04658.p1
OG0000597	PT_v1_tr_08382.p1
OG0000599	PT_v1_tr_01098.p1
OG0000599	PT_v1_tr_02476.p1
OG0000599	PT_v1_tr_02477.p1
OG0000599	PT_v1_tr_02478.p1
OG0000600	PT_v1_tr_00337.p1
OG0000600	PT_v1_tr_00339.p1
OG0000600	PT_v1_tr_05856.p1
OG0000602	PT_v1_tr_05636.p1
OG0000602	PT_v1_tr_05639.p1
OG0000604	PT_v1_tr_08439.p1
OG0000608	PT_v1_tr_00682.p1
OG0000608	PT_v1_tr_01673.p1
OG0000608	PT_v1_tr_07327.p1
OG0000608	PT_v1_tr_07374.p1
OG0000608	PT_v1_tr_09243.p1
OG0000609	PT_v1_tr_08940.p1
OG0000609	PT_v1_tr_08941.p1
OG0000610	PT_v1_tr_03381.p1
OG0000611	PT_v1_tr_02855.p1
OG0000611	PT_v1_tr_05812.p1
OG0000613	PT_v1_tr_00232.p1
OG0000613	PT_v1_tr_01872.p1
OG0000613	PT_v1_tr_02842.p1
OG0000613	PT_v1_tr_06073.p1
OG0000613	PT_v1_tr_10202.p1
OG0000620	PT_v1_tr_01602.p1
OG0000620	PT_v1_tr_06392.p1
OG0000622	PT_v1_tr_03024.p1
OG0000625	PT_v1_tr_05149.p1
OG0000625	PT_v1_tr_10212.p1
OG0000627	PT_v1_tr_02016.p1
OG0000627	PT_v1_tr_09601.p1
OG0000628	PT_v1_tr_01003.p1
OG0000628	PT_v1_tr_04172.p1
OG0000629	PT_v1_tr_02575.p1
OG0000629	PT_v1_tr_06147.p1
OG0000631	PT_v1_tr_04930.p1
OG0000633	PT_v1_tr_04065.p1
OG0000633	PT_v1_tr_06040.p1
OG0000633	PT_v1_tr_06041.p1
OG0000633	PT_v1_tr_06042.p1
OG0000634	PT_v1_tr_02440.p1
OG0000634	PT_v1_tr_06234.p1
OG0000634	PT_v1_tr_06235.p1
OG0000634	PT_v1_tr_08872.p1
OG0000636	PT_v1_tr_04511.p1
OG0000637	PT_v1_tr_01833.p1
OG0000637	PT_v1_tr_06762.p1
OG0000638	PT_v1_tr_02379.p1
OG0000639	PT_v1_tr_07528.p1
OG0000640	PT_v1_tr_02173.p1
OG0000640	PT_v1_tr_04134.p1
OG0000640	PT_v1_tr_05437.p1
OG0000641	PT_v1_tr_09956.p1
OG0000642	PT_v1_tr_00962.p1
OG0000643	PT_v1_tr_08342.p1
OG0000646	PT_v1_tr_05254.p1
OG0000647	PT_v1_tr_01063.p1
OG0000649	PT_v1_tr_08002.p1
OG0000649	PT_v1_tr_08005.p1
OG0000651	PT_v1_tr_06707.p1
OG0000651	PT_v1_tr_10287.p1
OG0000652	PT_v1_tr_09665.p1
OG0000652	PT_v1_tr_09666.p1
OG0000653	PT_v1_tr_05846.p1
OG0000654	PT_v1_tr_02695.p1
OG0000654	PT_v1_tr_07595.p1
OG0000654	PT_v1_tr_08295.p1
OG0000654	PT_v1_tr_08789.p1
OG0000657	PT_v1_tr_02529.p1
OG0000657	PT_v1_tr_09225.p1
OG0000658	PT_v1_tr_01053.p1
OG0000658	PT_v1_tr_08685.p1
OG0000659	PT_v1_tr_07500.p1
OG0000660	PT_v1_tr_00656.p1
OG0000660	PT_v1_tr_06262.p1
OG0000660	PT_v1_tr_07637.p1
OG0000661	PT_v1_tr_04530.p1
OG0000661	PT_v1_tr_05231.p1
OG0000661	PT_v1_tr_06843.p1
OG0000661	PT_v1_tr_08958.p1
OG0000670	PT_v1_tr_05869.p1
OG0000671	PT_v1_tr_05748.p1
OG0000671	PT_v1_tr_05809.p1
OG0000671	PT_v1_tr_08155.p1
OG0000671	PT_v1_tr_10056.p1
OG0000674	PT_v1_tr_03349.p1
OG0000674	PT_v1_tr_05330.p1
OG0000674	PT_v1_tr_09362.p1
OG0000674	PT_v1_tr_09569.p1
OG0000675	PT_v1_tr_10233.p1
OG0000676	PT_v1_tr_08759.p1
OG0000676	PT_v1_tr_08853.p1
OG0000676	PT_v1_tr_09331.p1
OG0000678	PT_v1_tr_02391.p1
OG0000678	PT_v1_tr_02392.p1
OG0000678	PT_v1_tr_04298.p1
OG0000678	PT_v1_tr_05456.p1
OG0000680	PT_v1_tr_02684.p1
OG0000680	PT_v1_tr_05792.p1
OG0000680	PT_v1_tr_10064.p1
OG0000681	PT_v1_tr_00043.p1
OG0000681	PT_v1_tr_10084.p1
OG0000681	PT_v1_tr_10085.p1
OG0000683	PT_v1_tr_01650.p1
OG0000683	PT_v1_tr_03634.p1
OG0000683	PT_v1_tr_07708.p1
OG0000683	PT_v1_tr_10411.p1
OG0000684	PT_v1_tr_00526.p1
OG0000684	PT_v1_tr_06534.p1
OG0000684	PT_v1_tr_06535.p1
OG0000684	PT_v1_tr_10130.p1
OG0000685	PT_v1_tr_01315.p1
OG0000685	PT_v1_tr_01463.p1
OG0000685	PT_v1_tr_02739.p1
OG0000685	PT_v1_tr_03070.p1
OG0000685	PT_v1_tr_06174.p1
OG0000685	PT_v1_tr_07115.p1
OG0000687	PT_v1_tr_04460.p1
OG0000688	PT_v1_tr_00488.p1
OG0000688	PT_v1_tr_00854.p1
OG0000688	PT_v1_tr_01299.p1
OG0000688	PT_v1_tr_03198.p1
OG0000688	PT_v1_tr_05056.p1
OG0000688	PT_v1_tr_08570.p1
OG0000688	PT_v1_tr_09220.p1
OG0000697	PT_v1_tr_02640.p1
OG0000697	PT_v1_tr_07381.p1
OG0000697	PT_v1_tr_08561.p1
OG0000698	PT_v1_tr_10691.p1
OG0000699	PT_v1_tr_01005.p1
OG0000699	PT_v1_tr_08420.p1
OG0000699	PT_v1_tr_10470.p1
OG0000700	PT_v1_tr_00309.p1
OG0000700	PT_v1_tr_10787.p1
OG0000701	PT_v1_tr_03642.p1
OG0000701	PT_v1_tr_05374.p1
OG0000701	PT_v1_tr_09746.p1
OG0000703	PT_v1_tr_10397.p1
OG0000706	PT_v1_tr_03092.p1
OG0000706	PT_v1_tr_06205.p1
OG0000706	PT_v1_tr_07886.p1
OG0000707	PT_v1_tr_05197.p1
OG0000709	PT_v1_tr_07679.p1
OG0000710	PT_v1_tr_06625.p1
OG0000718	PT_v1_tr_06384.p1
OG0000718	PT_v1_tr_06385.p1
OG0000718	PT_v1_tr_06539.p1
OG0000720	PT_v1_tr_07697.p1
OG0000721	PT_v1_tr_01680.p1
OG0000722	PT_v1_tr_00894.p1
OG0000722	PT_v1_tr_03133.p1
OG0000722	PT_v1_tr_03134.p1
OG0000722	PT_v1_tr_04805.p1
OG0000722	PT_v1_tr_10811.p1
OG0000723	PT_v1_tr_00534.p1
OG0000723	PT_v1_tr_00616.p1
OG0000723	PT_v1_tr_06751.p1
OG0000723	PT_v1_tr_07904.p1
OG0000723	PT_v1_tr_08839.p1
OG0000726	PT_v1_tr_08176.p1
OG0000732	PT_v1_tr_01611.p1
OG0000732	PT_v1_tr_08475.p1
OG0000732	PT_v1_tr_10443.p1
OG0000734	PT_v1_tr_00484.p1
OG0000735	PT_v1_tr_03785.p1
OG0000737	PT_v1_tr_06131.p1
OG0000737	PT_v1_tr_07328.p1
OG0000738	PT_v1_tr_02628.p1
OG0000738	PT_v1_tr_02629.p1
OG0000739	PT_v1_tr_00476.p1
OG0000739	PT_v1_tr_01896.p1
OG0000739	PT_v1_tr_05061.p1
OG0000739	PT_v1_tr_05675.p1
OG0000739	PT_v1_tr_06244.p1
OG0000739	PT_v1_tr_10821.p1
OG0000740	PT_v1_tr_01852.p1
OG0000740	PT_v1_tr_07986.p1
OG0000742	PT_v1_tr_07763.p1
OG0000744	PT_v1_tr_07364.p1
OG0000745	PT_v1_tr_02133.p1
OG0000745	PT_v1_tr_03400.p1
OG0000745	PT_v1_tr_04388.p1
OG0000748	PT_v1_tr_03099.p1
OG0000748	PT_v1_tr_04385.p1
