Orthogroup	FW_TRX
OG0000445	FW_v1_tr_00054.p1
OG0000445	FW_v1_tr_02215.p1
OG0000445	FW_v1_tr_08124.p1
OG0000449	FW_v1_tr_01578.p1
OG0000449	FW_v1_tr_01656.p1
OG0000449	FW_v1_tr_04497.p1
OG0000449	FW_v1_tr_07320.p1
OG0000449	FW_v1_tr_12604.p1
OG0000450	FW_v1_tr_01383.p1
OG0000450	FW_v1_tr_12566.p1
OG0000451	FW_v1_tr_00764.p1
OG0000451	FW_v1_tr_02527.p1
OG0000451	FW_v1_tr_06774.p1
OG0000452	FW_v1_tr_02668.p1
OG0000452	FW_v1_tr_05393.p1
OG0000453	FW_v1_tr_03613.p1
OG0000453	FW_v1_tr_10257.p1
OG0000454	FW_v1_tr_01208.p1
OG0000454	FW_v1_tr_03047.p1
OG0000454	FW_v1_tr_08057.p1
OG0000454	FW_v1_tr_11990.p1
OG0000454	FW_v1_tr_11991.p1
OG0000455	FW_v1_tr_00812.p1
OG0000455	FW_v1_tr_07920.p1
OG0000455	FW_v1_tr_13293.p1
OG0000456	FW_v1_tr_03525.p1
OG0000456	FW_v1_tr_03814.p1
OG0000460	FW_v1_tr_10814.p1
OG0000460	FW_v1_tr_10819.p1
OG0000460	FW_v1_tr_10820.p1
OG0000461	FW_v1_tr_03553.p1
OG0000461	FW_v1_tr_06160.p1
OG0000461	FW_v1_tr_06745.p1
OG0000461	FW_v1_tr_07194.p1
OG0000461	FW_v1_tr_08647.p1
OG0000461	FW_v1_tr_10085.p1
OG0000463	FW_v1_tr_02682.p1
OG0000463	FW_v1_tr_03176.p1
OG0000463	FW_v1_tr_09090.p1
OG0000464	FW_v1_tr_00926.p1
OG0000464	FW_v1_tr_03648.p1
OG0000464	FW_v1_tr_08569.p1
OG0000464	FW_v1_tr_11256.p1
OG0000465	FW_v1_tr_03627.p1
OG0000465	FW_v1_tr_12679.p1
OG0000465	FW_v1_tr_12682.p1
OG0000465	FW_v1_tr_13579.p1
OG0000466	FW_v1_tr_02870.p1
OG0000466	FW_v1_tr_02871.p1
OG0000466	FW_v1_tr_02873.p1
OG0000466	FW_v1_tr_02874.p1
OG0000466	FW_v1_tr_04787.p1
OG0000466	FW_v1_tr_08162.p1
OG0000466	FW_v1_tr_14025.p1
OG0000471	FW_v1_tr_04357.p1
OG0000471	FW_v1_tr_05274.p1
OG0000471	FW_v1_tr_06991.p1
OG0000471	FW_v1_tr_07425.p1
OG0000471	FW_v1_tr_13598.p1
OG0000472	FW_v1_tr_04385.p1
OG0000472	FW_v1_tr_05537.p1
OG0000472	FW_v1_tr_10911.p1
OG0000472	FW_v1_tr_14134.p1
OG0000473	FW_v1_tr_01503.p1
OG0000473	FW_v1_tr_05178.p1
OG0000474	FW_v1_tr_01573.p1
OG0000474	FW_v1_tr_01575.p1
OG0000474	FW_v1_tr_01998.p1
OG0000474	FW_v1_tr_03201.p1
OG0000474	FW_v1_tr_13243.p1
OG0000474	FW_v1_tr_14001.p1
OG0000474	FW_v1_tr_14854.p1
OG0000474	FW_v1_tr_14856.p1
OG0000475	FW_v1_tr_01060.p1
OG0000475	FW_v1_tr_01067.p1
OG0000475	FW_v1_tr_03250.p1
OG0000475	FW_v1_tr_05726.p1
OG0000475	FW_v1_tr_07789.p1
OG0000475	FW_v1_tr_10375.p1
OG0000475	FW_v1_tr_13399.p1
OG0000475	FW_v1_tr_14589.p1
OG0000475	FW_v1_tr_14691.p1
OG0000476	FW_v1_tr_02110.p1
OG0000476	FW_v1_tr_02111.p1
OG0000476	FW_v1_tr_02820.p1
OG0000476	FW_v1_tr_09666.p1
OG0000476	FW_v1_tr_11293.p1
OG0000477	FW_v1_tr_09420.p1
OG0000478	FW_v1_tr_01333.p1
OG0000478	FW_v1_tr_02768.p1
OG0000480	FW_v1_tr_07739.p1
OG0000484	FW_v1_tr_01011.p1
OG0000484	FW_v1_tr_01694.p1
OG0000484	FW_v1_tr_03948.p1
OG0000484	FW_v1_tr_03951.p1
OG0000484	FW_v1_tr_04113.p1
OG0000484	FW_v1_tr_04114.p1
OG0000484	FW_v1_tr_05376.p1
OG0000484	FW_v1_tr_06191.p1
OG0000484	FW_v1_tr_08893.p1
OG0000484	FW_v1_tr_08896.p1
OG0000484	FW_v1_tr_10951.p1
OG0000484	FW_v1_tr_10952.p1
OG0000484	FW_v1_tr_14414.p1
OG0000485	FW_v1_tr_01392.p1
OG0000485	FW_v1_tr_01724.p1
OG0000485	FW_v1_tr_02197.p1
OG0000485	FW_v1_tr_13898.p1
OG0000485	FW_v1_tr_14402.p1
OG0000489	FW_v1_tr_00539.p1
OG0000489	FW_v1_tr_07454.p1
OG0000489	FW_v1_tr_07454.p2
OG0000489	FW_v1_tr_10851.p1
OG0000490	FW_v1_tr_02411.p1
OG0000490	FW_v1_tr_08021.p1
OG0000490	FW_v1_tr_08021.p2
OG0000490	FW_v1_tr_10151.p1
OG0000490	FW_v1_tr_13040.p1
OG0000491	FW_v1_tr_12228.p1
OG0000491	FW_v1_tr_14678.p1
OG0000494	FW_v1_tr_02715.p1
OG0000494	FW_v1_tr_07263.p1
OG0000494	FW_v1_tr_10005.p1
OG0000495	FW_v1_tr_01336.p1
OG0000495	FW_v1_tr_02689.p1
OG0000495	FW_v1_tr_05792.p1
OG0000495	FW_v1_tr_06029.p1
OG0000495	FW_v1_tr_12382.p1
OG0000495	FW_v1_tr_12793.p1
OG0000496	FW_v1_tr_00977.p1
OG0000496	FW_v1_tr_03909.p1
OG0000496	FW_v1_tr_03911.p1
OG0000496	FW_v1_tr_10566.p1
OG0000496	FW_v1_tr_10723.p1
OG0000496	FW_v1_tr_11680.p1
OG0000496	FW_v1_tr_12959.p1
OG0000496	FW_v1_tr_12961.p1
OG0000497	FW_v1_tr_01748.p1
OG0000497	FW_v1_tr_03082.p1
OG0000497	FW_v1_tr_04257.p1
OG0000497	FW_v1_tr_04472.p1
OG0000497	FW_v1_tr_11036.p1
OG0000497	FW_v1_tr_13720.p1
OG0000498	FW_v1_tr_02142.p1
OG0000498	FW_v1_tr_05410.p1
OG0000498	FW_v1_tr_13186.p1
OG0000499	FW_v1_tr_04186.p1
OG0000499	FW_v1_tr_06437.p1
OG0000499	FW_v1_tr_06438.p1
OG0000499	FW_v1_tr_14575.p1
OG0000500	FW_v1_tr_00552.p1
OG0000500	FW_v1_tr_05797.p1
OG0000500	FW_v1_tr_07823.p1
OG0000500	FW_v1_tr_09557.p1
OG0000500	FW_v1_tr_13905.p1
OG0000502	FW_v1_tr_01295.p1
OG0000502	FW_v1_tr_03498.p1
OG0000502	FW_v1_tr_03998.p1
OG0000502	FW_v1_tr_06908.p1
OG0000502	FW_v1_tr_07746.p1
OG0000502	FW_v1_tr_11971.p1
OG0000502	FW_v1_tr_13981.p1
OG0000503	FW_v1_tr_09048.p1
OG0000509	FW_v1_tr_01156.p1
OG0000509	FW_v1_tr_08002.p1
OG0000509	FW_v1_tr_12642.p1
OG0000511	FW_v1_tr_00205.p1
OG0000511	FW_v1_tr_00206.p1
OG0000511	FW_v1_tr_03468.p1
OG0000511	FW_v1_tr_03877.p1
OG0000511	FW_v1_tr_06374.p1
OG0000511	FW_v1_tr_06834.p1
OG0000511	FW_v1_tr_07109.p1
OG0000511	FW_v1_tr_10811.p1
OG0000511	FW_v1_tr_11312.p1
OG0000511	FW_v1_tr_13122.p1
OG0000511	FW_v1_tr_13582.p1
OG0000511	FW_v1_tr_14078.p1
OG0000512	FW_v1_tr_04915.p1
OG0000512	FW_v1_tr_04915.p2
OG0000512	FW_v1_tr_05218.p1
OG0000512	FW_v1_tr_05219.p1
OG0000512	FW_v1_tr_05219.p2
OG0000512	FW_v1_tr_05221.p1
OG0000512	FW_v1_tr_15028.p1
OG0000513	FW_v1_tr_05419.p1
OG0000513	FW_v1_tr_10989.p1
OG0000513	FW_v1_tr_10990.p1
OG0000514	FW_v1_tr_00029.p1
OG0000514	FW_v1_tr_12280.p1
OG0000518	FW_v1_tr_03455.p1
OG0000518	FW_v1_tr_05129.p1
OG0000519	FW_v1_tr_12122.p1
OG0000519	FW_v1_tr_14290.p1
OG0000522	FW_v1_tr_02477.p1
OG0000522	FW_v1_tr_04509.p1
OG0000522	FW_v1_tr_06523.p1
OG0000522	FW_v1_tr_14237.p1
OG0000522	FW_v1_tr_14237.p2
OG0000526	FW_v1_tr_00456.p1
OG0000526	FW_v1_tr_03255.p1
OG0000526	FW_v1_tr_07338.p1
OG0000526	FW_v1_tr_07507.p1
OG0000526	FW_v1_tr_12265.p1
OG0000526	FW_v1_tr_14029.p1
OG0000528	FW_v1_tr_05658.p1
OG0000528	FW_v1_tr_10979.p1
OG0000529	FW_v1_tr_04389.p1
OG0000529	FW_v1_tr_04938.p1
OG0000532	FW_v1_tr_02643.p1
OG0000532	FW_v1_tr_06599.p1
OG0000532	FW_v1_tr_09332.p2
OG0000532	FW_v1_tr_09416.p1
OG0000532	FW_v1_tr_11244.p1
OG0000532	FW_v1_tr_14499.p1
OG0000533	FW_v1_tr_01615.p1
OG0000533	FW_v1_tr_03559.p1
OG0000533	FW_v1_tr_11461.p1
OG0000538	FW_v1_tr_13762.p1
OG0000543	FW_v1_tr_01473.p1
OG0000543	FW_v1_tr_04140.p1
OG0000543	FW_v1_tr_04141.p1
OG0000543	FW_v1_tr_10642.p1
OG0000543	FW_v1_tr_13400.p1
OG0000545	FW_v1_tr_04310.p1
OG0000545	FW_v1_tr_10200.p1
OG0000545	FW_v1_tr_10950.p1
OG0000545	FW_v1_tr_13811.p1
OG0000547	FW_v1_tr_01026.p1
OG0000547	FW_v1_tr_11418.p1
OG0000549	FW_v1_tr_03084.p1
OG0000549	FW_v1_tr_10584.p1
OG0000549	FW_v1_tr_10585.p1
OG0000549	FW_v1_tr_10830.p1
OG0000549	FW_v1_tr_11869.p1
OG0000551	FW_v1_tr_03713.p1
OG0000551	FW_v1_tr_09045.p1
OG0000551	FW_v1_tr_09432.p1
OG0000551	FW_v1_tr_09597.p1
OG0000551	FW_v1_tr_10522.p1
OG0000551	FW_v1_tr_11803.p1
OG0000551	FW_v1_tr_12750.p1
OG0000552	FW_v1_tr_03218.p1
OG0000552	FW_v1_tr_10017.p1
OG0000553	FW_v1_tr_03549.p1
OG0000553	FW_v1_tr_03697.p1
OG0000553	FW_v1_tr_09029.p1
OG0000553	FW_v1_tr_09029.p3
OG0000553	FW_v1_tr_09030.p1
OG0000553	FW_v1_tr_09030.p3
OG0000554	FW_v1_tr_01041.p1
OG0000554	FW_v1_tr_03296.p1
OG0000555	FW_v1_tr_05038.p1
OG0000555	FW_v1_tr_09341.p1
OG0000556	FW_v1_tr_01452.p2
OG0000556	FW_v1_tr_01454.p2
OG0000556	FW_v1_tr_01456.p2
OG0000556	FW_v1_tr_04035.p1
OG0000556	FW_v1_tr_05098.p1
OG0000556	FW_v1_tr_08290.p1
OG0000556	FW_v1_tr_10654.p1
OG0000556	FW_v1_tr_15119.p2
OG0000562	FW_v1_tr_10918.p1
OG0000563	FW_v1_tr_00778.p1
OG0000563	FW_v1_tr_12654.p1
OG0000564	FW_v1_tr_14650.p1
OG0000567	FW_v1_tr_02567.p1
OG0000567	FW_v1_tr_11203.p1
OG0000568	FW_v1_tr_11224.p1
OG0000568	FW_v1_tr_12745.p1
OG0000568	FW_v1_tr_14058.p1
OG0000568	FW_v1_tr_14840.p1
OG0000569	FW_v1_tr_12156.p1
OG0000570	FW_v1_tr_00334.p1
OG0000570	FW_v1_tr_02899.p1
OG0000570	FW_v1_tr_03858.p1
OG0000571	FW_v1_tr_06983.p1
OG0000571	FW_v1_tr_13197.p1
OG0000573	FW_v1_tr_00836.p1
OG0000573	FW_v1_tr_01342.p1
OG0000573	FW_v1_tr_09697.p1
OG0000573	FW_v1_tr_10680.p1
OG0000573	FW_v1_tr_11744.p1
OG0000575	FW_v1_tr_00637.p1
OG0000575	FW_v1_tr_07453.p1
OG0000578	FW_v1_tr_00817.p1
OG0000578	FW_v1_tr_04875.p1
OG0000580	FW_v1_tr_00744.p1
OG0000581	FW_v1_tr_03696.p1
OG0000581	FW_v1_tr_05065.p1
OG0000581	FW_v1_tr_05739.p1
OG0000583	FW_v1_tr_00815.p1
OG0000583	FW_v1_tr_06298.p1
OG0000583	FW_v1_tr_10145.p1
OG0000584	FW_v1_tr_01312.p1
OG0000584	FW_v1_tr_02026.p1
OG0000584	FW_v1_tr_04208.p1
OG0000584	FW_v1_tr_04351.p1
OG0000584	FW_v1_tr_05361.p1
OG0000584	FW_v1_tr_05734.p1
OG0000584	FW_v1_tr_10150.p1
OG0000584	FW_v1_tr_12402.p1
OG0000584	FW_v1_tr_13727.p1
OG0000584	FW_v1_tr_14302.p1
OG0000584	FW_v1_tr_14303.p1
OG0000585	FW_v1_tr_12060.p1
OG0000586	FW_v1_tr_04534.p1
OG0000586	FW_v1_tr_12136.p1
OG0000587	FW_v1_tr_02910.p1
OG0000587	FW_v1_tr_04963.p1
OG0000587	FW_v1_tr_07626.p1
OG0000587	FW_v1_tr_12557.p1
OG0000587	FW_v1_tr_15007.p1
OG0000589	FW_v1_tr_05780.p1
OG0000589	FW_v1_tr_07121.p1
OG0000589	FW_v1_tr_11070.p1
OG0000590	FW_v1_tr_07247.p1
OG0000590	FW_v1_tr_09051.p1
OG0000590	FW_v1_tr_14253.p1
OG0000591	FW_v1_tr_00038.p1
OG0000591	FW_v1_tr_09184.p1
OG0000591	FW_v1_tr_09365.p1
OG0000591	FW_v1_tr_10059.p1
OG0000592	FW_v1_tr_00771.p1
OG0000592	FW_v1_tr_01624.p1
OG0000592	FW_v1_tr_03610.p1
OG0000592	FW_v1_tr_09809.p1
OG0000592	FW_v1_tr_13756.p1
OG0000592	FW_v1_tr_13771.p1
OG0000592	FW_v1_tr_13849.p1
OG0000593	FW_v1_tr_02160.p1
OG0000593	FW_v1_tr_03236.p1
OG0000593	FW_v1_tr_10385.p1
OG0000593	FW_v1_tr_13826.p1
OG0000595	FW_v1_tr_07220.p1
OG0000595	FW_v1_tr_10850.p1
OG0000595	FW_v1_tr_11788.p1
OG0000595	FW_v1_tr_13890.p1
OG0000596	FW_v1_tr_07380.p2
OG0000596	FW_v1_tr_08692.p1
OG0000596	FW_v1_tr_14195.p1
OG0000597	FW_v1_tr_02097.p1
OG0000597	FW_v1_tr_02233.p1
OG0000597	FW_v1_tr_04455.p1
OG0000597	FW_v1_tr_04492.p1
OG0000597	FW_v1_tr_06914.p1
OG0000597	FW_v1_tr_08247.p1
OG0000597	FW_v1_tr_11758.p1
OG0000597	FW_v1_tr_12235.p1
OG0000599	FW_v1_tr_01048.p1
OG0000599	FW_v1_tr_02231.p1
OG0000599	FW_v1_tr_04326.p1
OG0000599	FW_v1_tr_04907.p1
OG0000599	FW_v1_tr_05412.p1
OG0000599	FW_v1_tr_07944.p1
OG0000599	FW_v1_tr_09470.p1
OG0000599	FW_v1_tr_09471.p1
OG0000599	FW_v1_tr_09472.p1
OG0000599	FW_v1_tr_09474.p1
OG0000599	FW_v1_tr_10758.p1
OG0000599	FW_v1_tr_10792.p1
OG0000599	FW_v1_tr_11968.p1
OG0000599	FW_v1_tr_12786.p1
OG0000600	FW_v1_tr_14271.p1
OG0000604	FW_v1_tr_08990.p1
OG0000604	FW_v1_tr_09996.p1
OG0000604	FW_v1_tr_11919.p1
OG0000604	FW_v1_tr_13271.p1
OG0000606	FW_v1_tr_03367.p1
OG0000606	FW_v1_tr_08380.p1
OG0000606	FW_v1_tr_11414.p1
OG0000608	FW_v1_tr_01759.p1
OG0000608	FW_v1_tr_02150.p1
OG0000608	FW_v1_tr_02429.p1
OG0000608	FW_v1_tr_13184.p2
OG0000609	FW_v1_tr_01123.p1
OG0000609	FW_v1_tr_03628.p1
OG0000609	FW_v1_tr_12979.p1
OG0000609	FW_v1_tr_13824.p1
OG0000609	FW_v1_tr_14021.p1
OG0000610	FW_v1_tr_08416.p1
OG0000611	FW_v1_tr_02419.p1
OG0000611	FW_v1_tr_04863.p1
OG0000611	FW_v1_tr_07822.p1
OG0000612	FW_v1_tr_05977.p1
OG0000612	FW_v1_tr_08722.p1
OG0000613	FW_v1_tr_07540.p1
OG0000613	FW_v1_tr_07902.p1
OG0000620	FW_v1_tr_11005.p1
OG0000620	FW_v1_tr_14665.p1
OG0000622	FW_v1_tr_03287.p1
OG0000622	FW_v1_tr_12043.p1
OG0000624	FW_v1_tr_07531.p1
OG0000624	FW_v1_tr_09723.p1
OG0000624	FW_v1_tr_11934.p1
OG0000624	FW_v1_tr_12319.p1
OG0000624	FW_v1_tr_12320.p1
OG0000625	FW_v1_tr_01717.p1
OG0000625	FW_v1_tr_04246.p1
OG0000625	FW_v1_tr_04283.p1
OG0000625	FW_v1_tr_05046.p1
OG0000625	FW_v1_tr_06356.p1
OG0000625	FW_v1_tr_08203.p1
OG0000626	FW_v1_tr_07433.p1
OG0000626	FW_v1_tr_07433.p2
OG0000627	FW_v1_tr_05524.p1
OG0000627	FW_v1_tr_06561.p1
OG0000627	FW_v1_tr_08092.p1
OG0000628	FW_v1_tr_05767.p1
OG0000629	FW_v1_tr_06079.p1
OG0000629	FW_v1_tr_06081.p1
OG0000629	FW_v1_tr_12193.p1
OG0000629	FW_v1_tr_14826.p1
OG0000631	FW_v1_tr_03652.p1
OG0000633	FW_v1_tr_11127.p1
OG0000633	FW_v1_tr_14460.p1
OG0000633	FW_v1_tr_14767.p1
OG0000636	FW_v1_tr_04517.p1
OG0000636	FW_v1_tr_09384.p1
OG0000636	FW_v1_tr_13569.p1
OG0000637	FW_v1_tr_15058.p1
OG0000638	FW_v1_tr_03546.p1
OG0000638	FW_v1_tr_03547.p1
OG0000638	FW_v1_tr_08906.p1
OG0000639	FW_v1_tr_00234.p1
OG0000640	FW_v1_tr_00501.p1
OG0000640	FW_v1_tr_09498.p1
OG0000640	FW_v1_tr_10077.p1
OG0000640	FW_v1_tr_13173.p1
OG0000641	FW_v1_tr_06302.p1
OG0000641	FW_v1_tr_11060.p1
OG0000641	FW_v1_tr_11063.p1
OG0000641	FW_v1_tr_12983.p1
OG0000642	FW_v1_tr_10393.p1
OG0000643	FW_v1_tr_03514.p1
OG0000643	FW_v1_tr_14696.p1
OG0000646	FW_v1_tr_05367.p1
OG0000646	FW_v1_tr_11516.p1
OG0000647	FW_v1_tr_14864.p1
OG0000649	FW_v1_tr_00524.p1
OG0000649	FW_v1_tr_10469.p1
OG0000651	FW_v1_tr_00990.p1
OG0000651	FW_v1_tr_13039.p1
OG0000651	FW_v1_tr_14778.p1
OG0000652	FW_v1_tr_02591.p1
OG0000652	FW_v1_tr_02593.p1
OG0000652	FW_v1_tr_12404.p1
OG0000652	FW_v1_tr_14194.p1
OG0000654	FW_v1_tr_03375.p1
OG0000654	FW_v1_tr_06897.p1
OG0000654	FW_v1_tr_08310.p1
OG0000654	FW_v1_tr_12343.p1
OG0000656	FW_v1_tr_08574.p1
OG0000656	FW_v1_tr_09612.p1
OG0000656	FW_v1_tr_11610.p1
OG0000656	FW_v1_tr_12041.p1
OG0000656	FW_v1_tr_15052.p1
OG0000657	FW_v1_tr_02941.p1
OG0000658	FW_v1_tr_06996.p1
OG0000658	FW_v1_tr_13473.p1
OG0000659	FW_v1_tr_13517.p1
OG0000660	FW_v1_tr_09271.p1
OG0000660	FW_v1_tr_12641.p1
OG0000661	FW_v1_tr_00436.p1
OG0000661	FW_v1_tr_03618.p1
OG0000661	FW_v1_tr_08927.p1
OG0000661	FW_v1_tr_09369.p1
OG0000661	FW_v1_tr_10475.p1
OG0000661	FW_v1_tr_11290.p1
OG0000662	FW_v1_tr_13643.p1
OG0000669	FW_v1_tr_07561.p1
OG0000670	FW_v1_tr_06225.p1
OG0000670	FW_v1_tr_06226.p1
OG0000670	FW_v1_tr_08040.p1
OG0000670	FW_v1_tr_08588.p1
OG0000670	FW_v1_tr_12146.p1
OG0000671	FW_v1_tr_11180.p1
OG0000671	FW_v1_tr_13483.p1
OG0000672	FW_v1_tr_05166.p1
OG0000673	FW_v1_tr_08270.p1
OG0000673	FW_v1_tr_12242.p1
OG0000674	FW_v1_tr_02172.p1
OG0000674	FW_v1_tr_10046.p1
OG0000675	FW_v1_tr_08726.p1
OG0000675	FW_v1_tr_12374.p1
OG0000676	FW_v1_tr_05276.p1
OG0000676	FW_v1_tr_06961.p1
OG0000676	FW_v1_tr_06961.p2
OG0000676	FW_v1_tr_08685.p1
OG0000676	FW_v1_tr_08685.p2
OG0000676	FW_v1_tr_10287.p1
OG0000677	FW_v1_tr_06748.p1
OG0000677	FW_v1_tr_09294.p1
OG0000677	FW_v1_tr_11109.p1
OG0000678	FW_v1_tr_09278.p1
OG0000680	FW_v1_tr_00219.p1
OG0000680	FW_v1_tr_00434.p1
OG0000680	FW_v1_tr_00986.p1
OG0000680	FW_v1_tr_01269.p1
OG0000680	FW_v1_tr_01402.p1
OG0000680	FW_v1_tr_02570.p1
OG0000680	FW_v1_tr_02582.p1
OG0000680	FW_v1_tr_02584.p1
OG0000680	FW_v1_tr_02585.p1
OG0000680	FW_v1_tr_03234.p1
OG0000680	FW_v1_tr_05622.p1
OG0000680	FW_v1_tr_09842.p1
OG0000680	FW_v1_tr_14752.p1
OG0000681	FW_v1_tr_09711.p1
OG0000681	FW_v1_tr_12517.p1
OG0000681	FW_v1_tr_12518.p1
OG0000682	FW_v1_tr_01511.p1
OG0000682	FW_v1_tr_02575.p1
OG0000682	FW_v1_tr_07386.p1
OG0000682	FW_v1_tr_11332.p1
OG0000682	FW_v1_tr_12325.p1
OG0000682	FW_v1_tr_12326.p1
OG0000682	FW_v1_tr_13294.p1
OG0000682	FW_v1_tr_13295.p1
OG0000682	FW_v1_tr_14014.p1
OG0000682	FW_v1_tr_14017.p1
OG0000683	FW_v1_tr_07998.p1
OG0000684	FW_v1_tr_00050.p1
OG0000684	FW_v1_tr_08954.p1
OG0000684	FW_v1_tr_14011.p1
OG0000685	FW_v1_tr_02018.p1
OG0000685	FW_v1_tr_06479.p1
OG0000685	FW_v1_tr_06963.p1
OG0000685	FW_v1_tr_07893.p1
OG0000685	FW_v1_tr_12765.p1
OG0000685	FW_v1_tr_14340.p1
OG0000687	FW_v1_tr_11837.p1
OG0000688	FW_v1_tr_02622.p1
OG0000688	FW_v1_tr_08297.p1
OG0000688	FW_v1_tr_09207.p1
OG0000688	FW_v1_tr_10272.p1
OG0000688	FW_v1_tr_10809.p1
OG0000688	FW_v1_tr_11572.p1
OG0000688	FW_v1_tr_11852.p1
OG0000695	FW_v1_tr_03327.p1
OG0000695	FW_v1_tr_03922.p1
OG0000695	FW_v1_tr_04239.p1
OG0000695	FW_v1_tr_06148.p1
OG0000695	FW_v1_tr_07919.p1
OG0000695	FW_v1_tr_14769.p1
OG0000697	FW_v1_tr_04065.p1
OG0000697	FW_v1_tr_09292.p1
OG0000697	FW_v1_tr_09292.p2
OG0000698	FW_v1_tr_03147.p1
OG0000698	FW_v1_tr_07029.p1
OG0000699	FW_v1_tr_04695.p1
OG0000699	FW_v1_tr_07868.p1
OG0000700	FW_v1_tr_07624.p2
OG0000700	FW_v1_tr_07727.p1
OG0000700	FW_v1_tr_08513.p1
OG0000700	FW_v1_tr_13873.p2
OG0000701	FW_v1_tr_00010.p1
OG0000701	FW_v1_tr_00638.p1
OG0000701	FW_v1_tr_03111.p1
OG0000701	FW_v1_tr_04612.p1
OG0000701	FW_v1_tr_04673.p1
OG0000701	FW_v1_tr_08613.p1
OG0000701	FW_v1_tr_11228.p1
OG0000701	FW_v1_tr_11509.p1
OG0000701	FW_v1_tr_15110.p1
OG0000703	FW_v1_tr_04535.p1
OG0000706	FW_v1_tr_03864.p1
OG0000706	FW_v1_tr_04091.p1
OG0000706	FW_v1_tr_14144.p1
OG0000707	FW_v1_tr_07303.p1
OG0000707	FW_v1_tr_08052.p1
OG0000707	FW_v1_tr_08800.p1
OG0000708	FW_v1_tr_01265.p1
OG0000708	FW_v1_tr_10870.p1
OG0000708	FW_v1_tr_10871.p1
OG0000708	FW_v1_tr_14786.p1
OG0000710	FW_v1_tr_01389.p1
OG0000714	FW_v1_tr_03507.p1
OG0000714	FW_v1_tr_08881.p1
OG0000716	FW_v1_tr_10220.p1
OG0000718	FW_v1_tr_05616.p1
OG0000719	FW_v1_tr_02712.p1
OG0000719	FW_v1_tr_04693.p1
OG0000719	FW_v1_tr_08336.p1
OG0000719	FW_v1_tr_09272.p1
OG0000719	FW_v1_tr_11827.p1
OG0000719	FW_v1_tr_11909.p1
OG0000719	FW_v1_tr_14032.p1
OG0000720	FW_v1_tr_04519.p1
OG0000720	FW_v1_tr_07237.p1
OG0000720	FW_v1_tr_08822.p1
OG0000720	FW_v1_tr_14764.p1
OG0000721	FW_v1_tr_13728.p1
OG0000722	FW_v1_tr_04142.p1
OG0000722	FW_v1_tr_05316.p1
OG0000722	FW_v1_tr_06043.p1
OG0000722	FW_v1_tr_11259.p1
OG0000722	FW_v1_tr_13757.p1
OG0000723	FW_v1_tr_02935.p1
OG0000723	FW_v1_tr_02935.p2
OG0000723	FW_v1_tr_04060.p1
OG0000723	FW_v1_tr_07782.p1
OG0000724	FW_v1_tr_05058.p1
OG0000725	FW_v1_tr_11009.p1
OG0000726	FW_v1_tr_00953.p1
OG0000726	FW_v1_tr_02364.p1
OG0000727	FW_v1_tr_06898.p1
OG0000727	FW_v1_tr_07794.p1
OG0000727	FW_v1_tr_07795.p1
OG0000732	FW_v1_tr_04181.p1
OG0000732	FW_v1_tr_07412.p1
OG0000732	FW_v1_tr_08951.p1
OG0000732	FW_v1_tr_10510.p1
OG0000734	FW_v1_tr_11612.p1
OG0000734	FW_v1_tr_14721.p2
OG0000735	FW_v1_tr_03161.p1
OG0000737	FW_v1_tr_00595.p1
OG0000737	FW_v1_tr_05547.p1
OG0000738	FW_v1_tr_00791.p1
OG0000738	FW_v1_tr_00792.p1
OG0000738	FW_v1_tr_00793.p1
OG0000738	FW_v1_tr_02550.p1
OG0000738	FW_v1_tr_05527.p1
OG0000739	FW_v1_tr_05665.p1
OG0000739	FW_v1_tr_07495.p1
OG0000739	FW_v1_tr_13451.p1
OG0000739	FW_v1_tr_14002.p1
OG0000740	FW_v1_tr_00950.p1
OG0000740	FW_v1_tr_05150.p1
OG0000740	FW_v1_tr_09607.p1
OG0000740	FW_v1_tr_09979.p1
OG0000740	FW_v1_tr_09982.p1
OG0000740	FW_v1_tr_14482.p1
OG0000741	FW_v1_tr_00182.p1
OG0000741	FW_v1_tr_11368.p1
OG0000742	FW_v1_tr_09310.p1
OG0000742	FW_v1_tr_09311.p1
OG0000742	FW_v1_tr_11932.p1
OG0000743	FW_v1_tr_13760.p1
OG0000743	FW_v1_tr_13954.p1
OG0000745	FW_v1_tr_11196.p1
OG0000745	FW_v1_tr_11197.p1
OG0000746	FW_v1_tr_00634.p1
OG0000746	FW_v1_tr_09793.p1
OG0000747	FW_v1_tr_00881.p1
OG0000747	FW_v1_tr_04705.p1
OG0000747	FW_v1_tr_15067.p1
OG0000748	FW_v1_tr_07477.p1
OG0000748	FW_v1_tr_10705.p1
OG0000756	FW_v1_tr_07966.p1
OG0000756	FW_v1_tr_08122.p1
OG0000756	FW_v1_tr_14814.p1
OG0000758	FW_v1_tr_04062.p1
OG0000758	FW_v1_tr_06768.p1
OG0000758	FW_v1_tr_12929.p1
OG0000759	FW_v1_tr_01276.p1
OG0000759	FW_v1_tr_02891.p1
OG0000759	FW_v1_tr_09903.p1
OG0000759	FW_v1_tr_09904.p1
OG0000759	FW_v1_tr_10740.p1
OG0000761	FW_v1_tr_02217.p1
OG0000761	FW_v1_tr_03843.p1
OG0000761	FW_v1_tr_03844.p1
OG0000761	FW_v1_tr_11170.p1
OG0000762	FW_v1_tr_02284.p1
OG0000762	FW_v1_tr_02547.p1
