Orthogroup	DD_TRX
OG0000396	XP_628986.1
OG0000396	XP_635397.1
OG0000398	XP_641415.1
OG0000401	XP_643203.1
OG0000403	XP_629379.1
OG0000403	XP_647501.1
OG0000405	XP_638574.1
OG0000405	XP_640205.1
OG0000406	XP_638615.1
OG0000408	XP_629574.1
OG0000408	XP_641331.1
OG0000408	XP_645822.1
OG0000409	XP_643196.1
OG0000410	XP_629252.1
OG0000410	XP_641430.1
OG0000410	XP_641431.1
OG0000411	XP_642653.2
OG0000411	XP_645917.1
OG0000411	XP_646270.1
OG0000412	XP_628920.1
OG0000412	XP_645630.1
OG0000413	XP_645396.1
OG0000414	XP_629681.1
OG0000414	XP_647182.1
OG0000417	XP_640152.1
OG0000418	XP_629480.1
OG0000418	XP_629835.1
OG0000418	XP_635843.1
OG0000418	XP_636272.1
OG0000418	XP_636632.1
OG0000418	XP_638949.1
OG0000418	XP_639007.1
OG0000418	XP_639008.1
OG0000418	XP_639009.2
OG0000418	XP_642421.1
OG0000418	XP_644936.1
OG0000418	XP_647314.1
OG0000419	XP_637399.1
OG0000419	XP_647472.1
OG0000419	XP_647474.1
OG0000421	XP_001732993.1
OG0000421	XP_643810.1
OG0000422	XP_645209.1
OG0000422	XP_646334.1
OG0000422	XP_647436.1
OG0000424	XP_635973.1
OG0000425	XP_629809.1
OG0000425	XP_642085.1
OG0000425	XP_642432.1
OG0000425	XP_642433.1
OG0000425	XP_643269.1
OG0000425	XP_646638.1
OG0000427	XP_637574.1
OG0000428	XP_636258.1
OG0000429	XP_642777.1
OG0000429	XP_647420.2
OG0000433	XP_001732972.1
OG0000433	XP_637014.1
OG0000433	XP_638408.1
OG0000433	XP_643735.1
OG0000435	XP_636385.1
OG0000442	XP_641686.1
OG0000444	XP_643105.1
OG0000444	XP_646197.1
OG0000444	XP_646232.1
OG0000444	XP_647081.2
OG0000445	XP_637648.1
OG0000445	XP_641195.1
OG0000445	XP_644890.1
OG0000449	XP_635288.1
OG0000449	XP_636224.1
OG0000449	XP_643270.2
OG0000450	XP_629311.1
OG0000450	XP_643723.1
OG0000450	XP_643849.1
OG0000450	XP_647038.1
OG0000451	XP_635703.1
OG0000451	XP_635840.1
OG0000451	XP_642423.1
OG0000451	XP_642741.1
OG0000452	XP_635601.1
OG0000452	XP_641134.1
OG0000452	XP_641915.2
OG0000452	XP_642935.1
OG0000452	XP_643358.1
OG0000452	XP_643535.1
OG0000452	XP_643728.1
OG0000452	XP_646005.1
OG0000452	XP_646610.2
OG0000453	XP_635715.1
OG0000453	XP_646493.1
OG0000454	XP_635808.1
OG0000454	XP_644532.1
OG0000454	XP_644718.1
OG0000455	XP_636502.1
OG0000456	XP_637915.1
OG0000456	XP_645880.1
OG0000460	XP_002649177.1
OG0000461	XP_635130.1
OG0000461	XP_635646.2
OG0000461	XP_637174.1
OG0000463	XP_629050.1
OG0000463	XP_636708.1
OG0000463	XP_636919.1
OG0000463	XP_641919.1
OG0000463	XP_647622.1
OG0000464	XP_636423.1
OG0000464	XP_636594.1
OG0000465	XP_636086.1
OG0000465	XP_637278.1
OG0000465	XP_641670.1
OG0000465	XP_642822.1
OG0000466	XP_635247.1
OG0000466	XP_646268.1
OG0000471	XP_001733052.1
OG0000471	XP_629014.1
OG0000472	XP_629250.1
OG0000472	XP_640317.1
OG0000472	XP_646672.1
OG0000472	XP_647257.1
OG0000473	XP_643832.1
OG0000474	XP_001733048.1
OG0000474	XP_636079.2
OG0000474	XP_639923.1
OG0000474	XP_641814.1
OG0000475	XP_639229.1
OG0000475	XP_640031.1
OG0000476	XP_643147.1
OG0000476	XP_643907.1
OG0000477	XP_002649198.1
OG0000477	XP_641553.1
OG0000477	XP_646277.1
OG0000480	XP_640504.5
OG0000485	XP_637946.1
OG0000485	XP_638738.1
OG0000485	XP_638739.1
OG0000485	XP_647476.1
OG0000490	XP_638225.1
OG0000491	XP_639128.1
OG0000491	XP_642825.1
OG0000494	XP_640951.1
OG0000494	XP_641074.1
OG0000494	XP_643935.1
OG0000494	XP_644997.1
OG0000495	XP_641623.1
OG0000496	XP_644357.1
OG0000496	XP_645057.1
OG0000498	XP_629952.1
OG0000498	XP_636838.1
OG0000498	XP_638248.1
OG0000498	XP_638352.1
OG0000498	XP_640023.1
OG0000498	XP_640612.1
OG0000498	XP_641902.1
OG0000498	XP_641917.1
OG0000498	XP_642355.1
OG0000498	XP_643800.1
OG0000498	XP_644056.1
OG0000498	XP_645940.1
OG0000499	XP_638386.1
OG0000499	XP_638387.2
OG0000499	XP_638585.1
OG0000500	XP_637992.1
OG0000502	XP_635916.1
OG0000502	XP_639357.1
OG0000502	XP_645157.1
OG0000502	XP_646274.1
OG0000503	XP_638506.1
OG0000503	XP_640067.1
OG0000503	XP_643936.1
OG0000509	XP_629594.1
OG0000509	XP_636733.1
OG0000509	XP_641162.1
OG0000509	XP_642883.1
OG0000511	XP_641972.1
OG0000513	XP_636536.1
OG0000514	XP_001732990.1
OG0000514	XP_642561.1
OG0000518	XP_640855.1
OG0000519	XP_629306.1
OG0000526	XP_629172.1
OG0000526	XP_637672.1
OG0000526	XP_640247.1
OG0000526	XP_641257.1
OG0000526	XP_647104.1
OG0000528	XP_646400.1
OG0000528	XP_647335.1
OG0000532	XP_640200.1
OG0000533	XP_637214.1
OG0000533	XP_641747.1
OG0000533	XP_645105.1
OG0000538	XP_638443.1
OG0000538	XP_644621.1
OG0000538	XP_644629.1
OG0000543	XP_638342.2
OG0000543	XP_646649.1
OG0000545	XP_001134583.1
OG0000545	XP_629747.1
OG0000545	XP_637323.1
OG0000545	XP_642245.1
OG0000545	XP_642278.1
OG0000545	XP_646960.1
OG0000547	XP_636276.1
OG0000547	XP_637372.1
OG0000547	XP_646069.1
OG0000549	XP_638572.1
OG0000550	XP_629990.1
OG0000550	XP_637518.1
OG0000550	XP_640712.1
OG0000550	XP_641969.1
OG0000551	XP_642759.1
OG0000552	XP_647166.1
OG0000553	XP_646188.1
OG0000554	XP_646719.1
OG0000554	XP_647498.1
OG0000555	XP_629949.1
OG0000555	XP_640388.1
OG0000555	XP_647593.1
OG0000556	XP_641899.1
OG0000562	XP_644005.1
OG0000563	XP_647493.1
OG0000564	XP_001134523.1
OG0000564	XP_635392.1
OG0000564	XP_645923.1
OG0000564	XP_647238.1
OG0000567	XP_636213.1
OG0000567	XP_642753.1
OG0000568	XP_629924.1
OG0000568	XP_636210.1
OG0000568	XP_637465.1
OG0000568	XP_640098.1
OG0000568	XP_640258.1
OG0000568	XP_641560.1
OG0000568	XP_645986.1
OG0000569	XP_642974.1
OG0000569	XP_643409.1
OG0000570	XP_643639.1
OG0000571	XP_629005.1
OG0000571	XP_629473.1
OG0000571	XP_638923.1
OG0000571	XP_647813.1
OG0000575	XP_645111.1
OG0000578	XP_638674.1
OG0000578	XP_645267.1
OG0000580	XP_643657.1
OG0000581	XP_635097.1
OG0000581	XP_642826.1
OG0000581	XP_646091.2
OG0000581	XP_646092.1
OG0000584	XP_641193.1
OG0000585	XP_635159.1
OG0000585	XP_636034.1
OG0000585	XP_642191.1
OG0000586	XP_640008.1
OG0000587	XP_636219.1
OG0000587	XP_638496.1
OG0000587	XP_641098.1
OG0000587	XP_641101.1
OG0000587	XP_642164.2
OG0000589	XP_635319.1
OG0000590	XP_629007.1
OG0000591	XP_629761.1
OG0000591	XP_629796.1
OG0000591	XP_638458.1
OG0000591	XP_646773.1
OG0000592	XP_629850.1
OG0000592	XP_642174.1
OG0000593	XP_638494.1
OG0000593	XP_639335.1
OG0000593	XP_642865.2
OG0000595	XP_635144.1
OG0000595	XP_638714.1
OG0000595	XP_645702.1
OG0000596	XP_643245.1
OG0000596	XP_646407.1
OG0000599	XP_629578.1
OG0000599	XP_642304.1
OG0000602	XP_638476.2
OG0000602	XP_640776.1
OG0000602	XP_641653.1
OG0000602	XP_642027.1
OG0000604	XP_642821.2
OG0000604	XP_643721.1
OG0000604	XP_645469.1
OG0000604	XP_647783.1
OG0000606	XP_635112.1
OG0000607	XP_628879.1
OG0000608	XP_629776.1
OG0000608	XP_639118.1
OG0000608	XP_642259.1
OG0000609	XP_636821.1
OG0000609	XP_644046.1
OG0000610	XP_638373.1
OG0000610	XP_639952.1
OG0000610	XP_641833.1
OG0000613	XP_644597.1
OG0000613	XP_644654.1
OG0000613	XP_644985.1
OG0000613	XP_647243.3
OG0000620	XP_638240.1
OG0000620	XP_642627.1
OG0000620	XP_642797.1
OG0000622	XP_629923.1
OG0000622	XP_643037.1
OG0000624	XP_001732970.1
OG0000625	XP_639190.1
OG0000625	XP_639250.1
OG0000626	XP_640197.1
OG0000626	XP_641869.1
OG0000626	XP_642487.1
OG0000626	XP_644204.1
OG0000626	XP_644205.1
OG0000626	XP_647557.1
OG0000627	XP_636906.1
OG0000627	XP_641395.1
OG0000628	XP_628708.1
OG0000628	XP_635771.1
OG0000628	XP_637875.1
OG0000628	XP_637876.1
OG0000629	XP_629490.1
OG0000629	XP_638872.1
OG0000631	XP_641270.1
OG0000633	XP_640082.1
OG0000633	XP_646849.1
OG0000634	XP_647135.1
OG0000636	XP_635176.1
OG0000637	XP_637962.1
OG0000637	XP_638829.1
OG0000638	XP_643754.2
OG0000639	XP_641202.1
OG0000639	XP_646466.1
OG0000640	XP_642758.1
OG0000640	XP_647083.1
OG0000641	XP_629305.1
OG0000641	XP_635686.1
OG0000642	XP_638871.1
OG0000642	XP_643418.1
OG0000643	XP_636269.1
OG0000643	XP_638540.1
OG0000643	XP_645126.1
OG0000647	XP_638774.1
OG0000649	XP_646062.1
OG0000651	XP_635610.1
OG0000652	XP_637066.1
OG0000652	XP_644926.1
OG0000653	XP_001732968.1
OG0000653	XP_640361.1
OG0000654	XP_629432.1
OG0000656	XP_637571.1
OG0000656	XP_638121.1
OG0000657	XP_001134558.1
OG0000657	XP_647085.1
OG0000658	XP_002649161.1
OG0000658	XP_643357.1
OG0000658	XP_643858.1
OG0000658	XP_644101.1
OG0000658	XP_645462.1
OG0000659	XP_628921.1
OG0000659	XP_640229.1
OG0000659	XP_647242.1
OG0000660	XP_635942.1
OG0000660	XP_641551.1
OG0000660	XP_641698.1
OG0000661	XP_641313.1
OG0000661	XP_647482.1
OG0000662	XP_636722.1
OG0000669	XP_002649192.1
OG0000669	XP_635615.2
OG0000669	XP_636251.1
OG0000669	XP_637991.1
OG0000669	XP_644139.1
OG0000671	XP_638906.2
OG0000672	XP_639126.1
OG0000672	XP_641813.1
OG0000673	XP_629442.1
OG0000673	XP_638603.1
OG0000673	XP_638604.1
OG0000673	XP_638605.1
OG0000673	XP_646930.1
OG0000674	XP_638613.1
OG0000674	XP_647185.1
OG0000675	XP_635910.1
OG0000675	XP_641182.1
OG0000675	XP_643916.1
OG0000676	XP_646415.1
OG0000677	XP_636333.1
OG0000680	XP_641531.1
OG0000680	XP_646786.1
OG0000681	XP_629892.1
OG0000682	XP_629589.1
OG0000682	XP_640740.1
OG0000682	XP_645208.1
OG0000683	XP_643773.1
OG0000683	XP_644218.1
OG0000684	XP_001134484.1
OG0000684	XP_637944.1
OG0000684	XP_647297.1
OG0000685	XP_642978.1
OG0000685	XP_647309.1
OG0000687	XP_637940.1
OG0000687	XP_638577.1
OG0000687	XP_642656.1
OG0000687	XP_642833.1
OG0000687	XP_643736.1
OG0000687	XP_645818.1
OG0000687	XP_647502.1
OG0000695	XP_635855.1
OG0000695	XP_641194.1
OG0000697	XP_629496.1
OG0000697	XP_639260.1
OG0000698	XP_636884.1
OG0000700	XP_641987.1
OG0000701	XP_646979.1
OG0000701	XP_646981.1
OG0000702	XP_635184.1
OG0000702	XP_642667.1
OG0000702	XP_646250.1
OG0000703	XP_635968.1
OG0000706	XP_636573.1
OG0000706	XP_637482.1
OG0000706	XP_641886.1
OG0000707	XP_629921.1
OG0000708	XP_635872.1
OG0000716	XP_629680.1
OG0000718	XP_636731.1
OG0000718	XP_636812.1
OG0000719	XP_642430.1
OG0000720	XP_638948.1
OG0000720	XP_638950.1
OG0000721	XP_629464.2
OG0000721	XP_635504.1
OG0000721	XP_635510.1
OG0000721	XP_637723.2
OG0000721	XP_638045.1
OG0000721	XP_646176.1
OG0000722	XP_642329.1
OG0000723	XP_641903.1
OG0000724	XP_641248.1
OG0000724	XP_643126.1
OG0000724	XP_645390.1
OG0000725	XP_641758.1
OG0000725	XP_642230.1
OG0000726	XP_635161.1
OG0000727	XP_635762.1
OG0000732	XP_637627.1
OG0000732	XP_643438.1
OG0000732	XP_643465.3
OG0000734	XP_629847.1
OG0000734	XP_629848.1
OG0000734	XP_636710.1
OG0000734	XP_639098.1
OG0000734	XP_643338.1
OG0000735	XP_001134555.1
OG0000735	XP_635708.1
OG0000735	XP_636288.1
OG0000735	XP_641121.1
OG0000735	XP_643218.1
OG0000735	XP_645445.1
OG0000737	XP_629585.1
OG0000737	XP_635908.2
OG0000738	XP_637196.1
OG0000739	XP_629429.1
OG0000740	XP_629868.1
OG0000740	XP_635119.1
OG0000740	XP_635600.1
OG0000740	XP_636368.1
OG0000740	XP_640080.1
OG0000740	XP_647583.1
OG0000742	XP_636080.1
OG0000743	XP_635902.1
OG0000744	XP_637036.1
OG0000744	XP_640721.1
OG0000744	XP_646263.1
OG0000744	XP_647084.1
OG0000744	XP_647487.1
OG0000745	XP_629410.1
OG0000746	XP_629760.1
OG0000746	XP_640757.1
OG0000747	XP_637637.1
OG0000747	XP_641966.1
OG0000748	XP_637315.1
OG0000751	XP_628946.1
OG0000751	XP_629113.1
OG0000751	XP_629177.1
OG0000751	XP_629269.1
OG0000751	XP_629433.1
OG0000751	XP_635409.1
OG0000751	XP_636389.1
OG0000751	XP_637533.1
OG0000751	XP_640012.1
OG0000751	XP_640015.1
OG0000751	XP_640128.2
OG0000751	XP_640688.2
OG0000751	XP_641543.1
OG0000751	XP_641544.1
OG0000751	XP_642922.1
OG0000751	XP_642923.1
OG0000751	XP_643287.1
OG0000751	XP_643650.1
OG0000751	XP_643669.1
OG0000751	XP_644555.1
OG0000751	XP_644556.1
OG0000751	XP_644695.1
OG0000751	XP_644696.1
OG0000751	XP_645826.1
OG0000751	XP_645828.1
OG0000751	XP_645832.1
OG0000751	XP_645833.1
OG0000751	XP_645885.1
OG0000751	XP_646052.1
OG0000751	XP_646053.1
OG0000751	XP_646303.1
OG0000751	XP_646304.1
OG0000751	XP_646428.1
OG0000751	XP_646516.1
OG0000751	XP_646898.1
OG0000751	XP_647304.1
OG0000751	XP_647344.1
OG0000751	XP_647617.1
OG0000756	XP_636407.1
OG0000758	XP_643566.1
OG0000759	XP_637838.1
OG0000761	XP_642686.1
OG0000761	XP_643574.1
OG0000765	XP_647522.2
OG0000766	XP_635307.1
OG0000766	XP_641304.1
OG0000768	XP_641844.1
OG0000769	XP_635129.1
OG0000769	XP_642026.1
OG0000770	XP_629858.1
OG0000770	XP_638982.1
OG0000770	XP_647148.1
OG0000773	XP_644421.1
OG0000773	XP_644829.1
OG0000773	XP_646457.1
OG0000773	XP_647025.1
OG0000774	XP_642140.1
OG0000774	XP_646698.1
OG0000776	XP_645436.1
OG0000778	XP_638466.1
OG0000778	XP_638924.1
OG0000778	XP_645319.1
OG0000779	XP_635113.1
OG0000779	XP_635914.1
OG0000779	XP_646775.1
OG0000783	XP_644933.1
OG0000787	XP_637081.1
OG0000788	XP_635864.1
OG0000788	XP_637477.1
OG0000790	XP_637148.2
OG0000790	XP_637305.1
OG0000790	XP_642727.1
OG0000792	XP_635459.2
OG0000793	XP_645821.1
OG0000794	XP_641201.1
OG0000794	XP_645367.1
OG0000796	XP_637277.1
OG0000796	XP_643676.1
OG0000797	XP_637900.1
OG0000797	XP_640301.1
OG0000798	XP_643160.1
OG0000798	XP_647787.1
OG0000799	XP_635163.1
OG0000799	XP_641974.1
OG0000808	XP_639211.1
OG0000809	XP_638996.1
OG0000809	XP_644593.1
OG0000809	XP_644658.1
OG0000810	XP_629639.1
OG0000810	XP_635793.1
OG0000810	XP_644081.1
OG0000810	XP_646802.1
OG0000811	XP_635799.1
OG0000811	XP_635922.1
OG0000811	XP_644194.1
OG0000811	XP_644296.1
OG0000812	XP_637479.1
OG0000813	XP_638940.1
OG0000815	XP_636446.1
OG0000815	XP_637132.1
OG0000815	XP_640784.1
OG0000815	XP_643564.1
OG0000815	XP_646088.1
OG0000817	XP_629953.1
OG0000817	XP_635350.1
OG0000817	XP_642609.1
OG0000819	XP_001134481.1
OG0000819	XP_642892.1
OG0000821	XP_641820.1
OG0000822	XP_646409.1
OG0000823	XP_636549.1
OG0000823	XP_639198.1
OG0000824	XP_647343.1
OG0000826	XP_001732948.1
OG0000826	XP_628877.1
OG0000826	XP_629460.1
OG0000826	XP_636296.1
OG0000826	XP_638274.1
OG0000826	XP_640559.1
OG0000826	XP_643483.1
OG0000826	XP_647181.1
OG0000833	XP_635276.1
OG0000833	XP_645802.1
OG0000834	XP_629427.1
OG0000837	XP_638850.1
OG0000837	XP_640611.1
OG0000837	XP_641967.1
OG0000837	XP_645478.1
OG0000838	XP_635406.1
OG0000838	XP_636178.1
OG0000838	XP_639976.1
OG0000838	XP_645360.1
OG0000838	XP_645538.1
OG0000839	XP_629275.1
OG0000839	XP_642268.1
OG0000840	XP_637161.1
OG0000841	XP_637560.1
OG0000843	XP_629831.1
OG0000848	XP_646440.1
OG0000849	XP_637096.1
OG0000849	XP_641804.1
OG0000850	XP_636294.1
OG0000850	XP_641633.1
OG0000851	XP_629977.1
OG0000852	XP_641493.1
OG0000853	XP_641810.1
OG0000855	XP_636065.1
OG0000855	XP_640305.1
OG0000859	XP_639906.1
OG0000859	XP_640859.2
OG0000860	XP_629352.1
OG0000860	XP_637702.1
OG0000862	XP_637789.1
OG0000864	XP_635906.1
OG0000864	XP_644333.1
OG0000864	XP_645081.1
OG0000865	XP_638289.1
OG0000867	XP_644984.1
OG0000868	XP_644401.1
OG0000868	XP_644577.1
OG0000868	XP_644674.1
OG0000868	XP_645012.1
OG0000868	XP_645486.1
OG0000868	XP_645529.1
OG0000868	XP_645530.1
OG0000868	XP_647241.2
OG0000869	XP_629709.1
OG0000880	XP_001733005.1
OG0000881	XP_636195.1
OG0000882	XP_001733013.1
OG0000882	XP_635921.1
OG0000882	XP_645382.1
OG0000883	XP_639042.1
OG0000883	XP_641341.1
OG0000884	XP_640022.1
OG0000884	XP_641256.1
OG0000885	XP_629262.1
OG0000885	XP_629642.1
OG0000885	XP_635725.1
OG0000885	XP_644128.1
OG0000886	XP_635098.1
OG0000886	XP_646470.1
OG0000887	XP_646022.1
OG0000890	XP_641230.1
OG0000891	XP_637328.1
OG0000891	XP_642956.1
OG0000891	XP_646557.1
OG0000892	XP_629606.1
OG0000892	XP_641246.1
OG0000892	XP_641620.1
OG0000893	XP_639329.1
OG0000893	XP_643364.1
OG0000894	XP_640219.1
OG0000895	XP_642493.1
OG0000896	XP_642438.1
OG0000896	XP_645617.1
OG0000902	XP_643143.1
OG0000903	XP_638888.1
OG0000914	XP_636994.1
OG0000914	XP_639197.1
OG0000917	XP_638720.1
OG0000917	XP_644454.1
OG0000917	XP_644796.1
OG0000917	XP_646096.2
OG0000918	XP_637108.1
OG0000918	XP_637109.1
OG0000918	XP_637398.1
OG0000918	XP_638194.1
OG0000918	XP_640110.1
OG0000919	XP_629245.1
OG0000919	XP_642006.1
OG0000919	XP_647539.1
OG0000920	XP_638786.1
OG0000920	XP_640236.1
OG0000921	XP_637334.1
OG0000921	XP_638150.1
OG0000922	XP_635430.1
OG0000925	XP_629447.1
OG0000926	XP_641338.1
OG0000927	XP_640243.1
OG0000928	XP_640246.1
OG0000928	XP_642036.2
OG0000928	XP_642184.1
OG0000929	XP_642024.1
OG0000930	XP_636747.1
OG0000930	XP_638299.1
OG0000930	XP_641851.1
OG0000931	XP_629532.1
OG0000931	XP_646933.1
OG0000932	XP_637369.1
OG0000932	XP_642733.1
OG0000933	XP_647576.1
OG0000933	XP_647597.1
OG0000934	XP_002649168.1
OG0000934	XP_637013.1
OG0000934	XP_643729.1
OG0000934	XP_646387.1
OG0000935	XP_643145.1
OG0000937	XP_640867.1
OG0000940	XP_629279.1
OG0000942	XP_642889.1
OG0000944	XP_637692.1
OG0000945	XP_640439.1
OG0000945	XP_642625.1
OG0000946	XP_629851.1
OG0000946	XP_638901.1
OG0000947	XP_635561.1
OG0000948	XP_645587.1
OG0000949	XP_637204.1
OG0000950	XP_643850.1
OG0000951	XP_640856.2
OG0000952	XP_639231.1
OG0000952	XP_647650.1
OG0000954	XP_629697.1
OG0000964	XP_640162.1
OG0000965	XP_639222.1
OG0000966	XP_636287.1
OG0000966	XP_637673.1
OG0000968	XP_001134581.3
OG0000968	XP_628848.1
OG0000968	XP_642961.1
OG0000968	XP_643243.1
OG0000970	XP_629426.1
OG0000970	XP_636529.1
OG0000970	XP_644545.1
OG0000970	XP_644568.1
OG0000970	XP_644683.1
OG0000970	XP_644706.1
OG0000970	XP_644914.1
OG0000970	XP_646132.1
OG0000970	XP_646133.1
OG0000970	XP_647192.1
OG0000973	XP_642918.1
OG0000974	XP_638307.1
OG0000975	XP_647149.1
OG0000977	XP_642829.1
OG0000978	XP_629837.1
OG0000979	XP_639027.1
OG0000982	XP_639245.1
OG0000983	XP_637373.1
OG0000983	XP_647261.1
OG0000984	XP_636548.1
OG0000984	XP_639885.1
OG0000985	XP_641958.1
OG0000986	XP_641617.1
OG0000986	XP_645298.1
OG0000987	XP_635611.1
OG0000988	XP_638259.1
OG0000990	XP_644051.2
OG0000990	XP_644052.1
OG0000991	XP_640783.1
OG0000992	XP_646273.1
OG0000993	XP_639286.1
OG0000994	XP_644113.1
OG0000995	XP_638963.1
OG0000996	XP_645358.1
OG0000997	XP_637131.1
OG0000997	XP_637455.1
OG0000998	XP_640904.1
OG0000998	XP_646836.1
OG0000999	XP_640818.1
OG0001012	XP_640227.1
OG0001018	XP_637021.1
OG0001018	XP_640198.1
OG0001018	XP_646252.1
OG0001018	XP_647108.1
OG0001018	XP_647154.1
OG0001018	XP_647156.1
OG0001019	XP_629946.1
OG0001020	XP_640449.1
OG0001020	XP_640625.1
OG0001021	XP_641855.1
OG0001022	XP_629749.1
OG0001023	XP_641171.1
OG0001024	XP_637074.1
OG0001025	XP_637015.1
OG0001026	XP_635719.1
OG0001028	XP_642518.1
OG0001029	XP_637331.1
OG0001032	XP_635813.1
OG0001032	XP_640693.1
OG0001032	XP_640716.1
OG0001032	XP_647129.1
OG0001035	XP_629657.1
OG0001035	XP_646751.1
OG0001036	XP_639917.1
OG0001036	XP_640526.1
OG0001037	XP_643857.1
OG0001038	XP_636983.1
OG0001038	XP_644610.1
OG0001038	XP_644640.1
OG0001039	XP_646956.1
OG0001040	XP_635540.1
OG0001040	XP_644897.1
OG0001042	XP_646708.1
OG0001044	XP_646700.1
OG0001047	XP_636110.1
OG0001048	XP_001733010.1
OG0001048	XP_001733058.1
OG0001048	XP_629223.1
OG0001048	XP_629340.1
OG0001048	XP_629629.1
OG0001048	XP_636699.1
OG0001049	XP_641291.2
OG0001054	XP_635370.1
OG0001055	XP_637857.1
OG0001056	XP_629029.1
OG0001056	XP_629820.1
OG0001058	XP_637500.1
OG0001058	XP_643382.1
OG0001061	XP_644395.1
OG0001061	XP_645018.1
OG0001062	XP_642614.1
OG0001063	XP_644508.1
OG0001063	XP_644742.1
OG0001064	XP_642817.1
OG0001064	XP_647234.1
OG0001068	XP_646740.1
OG0001068	XP_647066.2
OG0001069	XP_647507.1
OG0001069	XP_647810.1
OG0001070	XP_639870.1
OG0001072	XP_635463.1
OG0001073	XP_635606.1
OG0001073	XP_637841.1
OG0001074	XP_637764.1
OG0001074	XP_642893.1
OG0001075	XP_635383.1
OG0001076	XP_636153.1
OG0001077	XP_635401.1
OG0001077	XP_640409.1
OG0001077	XP_643291.1
OG0001078	XP_001733008.1
OG0001079	XP_645346.1
OG0001080	XP_640515.1
OG0001081	XP_635732.1
OG0001081	XP_640810.1
OG0001082	XP_643839.1
OG0001084	XP_002649127.1
OG0001094	XP_638668.1
OG0001097	XP_645813.2
OG0001098	XP_642866.1
OG0001099	XP_641726.1
OG0001100	XP_637976.1
OG0001101	XP_635631.1
OG0001101	XP_644069.1
OG0001101	XP_645577.1
OG0001102	XP_642887.1
OG0001102	XP_647145.1
OG0001103	XP_640633.1
OG0001105	XP_645887.1
OG0001105	XP_647292.1
OG0001106	XP_639310.1
OG0001107	XP_636045.1
OG0001108	XP_639887.1
OG0001109	XP_638960.1
OG0001109	XP_643480.1
OG0001109	XP_645950.1
OG0001111	XP_635232.1
OG0001112	XP_629102.1
OG0001112	XP_636167.1
OG0001113	XP_640078.2
OG0001113	XP_644269.1
OG0001114	XP_629773.1
OG0001114	XP_644995.2
OG0001115	XP_644183.1
OG0001115	XP_645537.1
OG0001116	XP_640105.1
OG0001117	XP_641306.1
OG0001117	XP_645674.1
OG0001118	XP_638702.1
OG0001119	XP_638493.1
OG0001120	XP_001732989.1
OG0001121	XP_647633.1
OG0001122	XP_645136.1
OG0001123	XP_642352.1
OG0001124	XP_647790.1
OG0001125	XP_637483.1
OG0001129	XP_635379.1
OG0001135	XP_644405.1
OG0001135	XP_645008.1
OG0001137	XP_647634.1
OG0001139	XP_636967.1
OG0001139	XP_641315.1
OG0001140	XP_637729.1
OG0001141	XP_641701.1
OG0001141	XP_645422.1
OG0001142	XP_637114.1
OG0001142	XP_640138.1
OG0001144	XP_647073.1
OG0001147	XP_639036.1
OG0001147	XP_641294.1
OG0001148	XP_636393.1
OG0001148	XP_637198.1
OG0001148	XP_646097.1
OG0001149	XP_637037.1
OG0001149	XP_637041.1
OG0001149	XP_639168.1
OG0001150	XP_640858.1
OG0001151	XP_642644.1
OG0001151	XP_645357.1
OG0001151	XP_646937.1
OG0001152	XP_002649104.1
OG0001152	XP_635117.1
OG0001152	XP_638548.1
OG0001152	XP_641697.1
OG0001152	XP_643346.1
OG0001153	XP_638018.1
OG0001153	XP_640719.1
OG0001154	XP_635931.1
OG0001156	XP_643509.1
OG0001157	XP_638724.1
OG0001157	XP_639911.1
OG0001158	XP_629633.1
OG0001159	XP_642494.1
OG0001160	XP_638266.1
OG0001161	XP_635891.2
OG0001162	XP_642484.1
OG0001163	XP_639244.1
OG0001165	XP_636935.1
OG0001166	XP_642369.2
OG0001166	XP_643341.1
OG0001168	XP_636925.1
OG0001168	XP_643883.1
OG0001181	XP_002649100.1
OG0001182	XP_638866.1
OG0001184	XP_644884.1
OG0001185	XP_641865.1
OG0001188	XP_642429.1
OG0001189	XP_643874.1
OG0001190	XP_642098.2
OG0001190	XP_642688.1
OG0001192	XP_637203.1
OG0001192	XP_638638.1
OG0001193	XP_002649114.1
OG0001193	XP_641296.1
OG0001193	XP_642926.1
OG0001194	XP_641356.1
OG0001195	XP_644369.1
OG0001195	XP_645045.1
OG0001196	XP_640998.1
OG0001197	XP_635982.1
OG0001197	XP_642062.1
OG0001200	XP_647468.2
OG0001202	XP_001732991.1
OG0001202	XP_637244.1
OG0001202	XP_641604.1
OG0001202	XP_643377.1
OG0001202	XP_643856.1
OG0001204	XP_638922.1
OG0001206	XP_637077.1
OG0001207	XP_642566.1
OG0001208	XP_641271.1
OG0001208	XP_646762.1
OG0001209	XP_629288.1
OG0001210	XP_636814.1
OG0001212	XP_643843.1
OG0001212	XP_644267.1
OG0001214	XP_645850.1
OG0001218	XP_643631.1
OG0001220	XP_642967.1
OG0001221	XP_635170.1
OG0001222	XP_629839.2
OG0001223	XP_643285.1
OG0001223	XP_646967.2
OG0001224	XP_639361.1
OG0001224	XP_639366.1
OG0001225	XP_636454.1
OG0001226	XP_643319.1
OG0001227	XP_629054.2
OG0001227	XP_646161.1
OG0001227	XP_647074.1
OG0001230	XP_629218.1
OG0001230	XP_635179.1
OG0001230	XP_644288.1
