Orthogroup	ZF_TRX
OG0000341	ENSDARG00000078461.p1
OG0000341	ENSDARG00000079064.p1
OG0000341	ENSDARG00000089605.p1
OG0000342	ENSDARG00000007753.p1
OG0000342	ENSDARG00000013175.p2
OG0000342	ENSDARG00000025189.p1
OG0000342	ENSDARG00000037084.p1
OG0000342	ENSDARG00000037926.p1
OG0000342	ENSDARG00000040069.p1
OG0000342	ENSDARG00000061466.p1
OG0000342	ENSDARG00000062754.p1
OG0000342	ENSDARG00000070919.p1
OG0000342	ENSDARG00000075536.p1
OG0000343	ENSDARG00000029936.p1
OG0000343	ENSDARG00000030269.p1
OG0000343	ENSDARG00000043627.p1
OG0000343	ENSDARG00000059900.p1
OG0000343	ENSDARG00000062192.p1
OG0000343	ENSDARG00000071304.p1
OG0000344	ENSDARG00000007354.p1
OG0000344	ENSDARG00000014015.p1
OG0000344	ENSDARG00000018263.p1
OG0000344	ENSDARG00000033599.p1
OG0000344	ENSDARG00000052589.p1
OG0000344	ENSDARG00000058445.p3
OG0000345	ENSDARG00000001953.p2
OG0000345	ENSDARG00000002037.p1
OG0000345	ENSDARG00000015810.p1
OG0000345	ENSDARG00000023840.p1
OG0000345	ENSDARG00000029075.p1
OG0000345	ENSDARG00000037140.p1
OG0000345	ENSDARG00000055540.p1
OG0000345	ENSDARG00000074457.p1
OG0000348	ENSDARG00000011652.p1
OG0000348	ENSDARG00000014817.p1
OG0000349	ENSDARG00000038559.p2
OG0000349	ENSDARG00000054058.p1
OG0000350	ENSDARG00000059596.p1
OG0000350	ENSDARG00000068404.p1
OG0000350	ENSDARG00000078722.p1
OG0000350	ENSDARG00000079483.p1
OG0000351	ENSDARG00000003860.p1
OG0000351	ENSDARG00000004189.p1
OG0000351	ENSDARG00000005576.p1
OG0000351	ENSDARG00000038025.p1
OG0000351	ENSDARG00000044938.p1
OG0000351	ENSDARG00000054442.p1
OG0000351	ENSDARG00000061187.p1
OG0000351	ENSDARG00000070807.p4
OG0000351	ENSDARG00000071051.p1
OG0000351	ENSDARG00000087181.p1
OG0000352	ENSDARG00000027070.p1
OG0000352	ENSDARG00000034883.p1
OG0000352	ENSDARG00000038985.p1
OG0000352	ENSDARG00000039456.p4
OG0000352	ENSDARG00000045461.p6
OG0000352	ENSDARG00000058410.p1
OG0000353	ENSDARG00000056615.p1
OG0000353	ENSDARG00000062632.p1
OG0000353	ENSDARG00000070062.p1
OG0000353	ENSDARG00000079773.p1
OG0000353	ENSDARG00000086102.p1
OG0000353	ENSDARG00000087574.p1
OG0000353	ENSDARG00000088285.p1
OG0000358	ENSDARG00000013708.p1
OG0000358	ENSDARG00000037734.p2
OG0000358	ENSDARG00000059925.p1
OG0000359	ENSDARG00000042111.p1
OG0000359	ENSDARG00000060541.p1
OG0000359	ENSDARG00000078106.p1
OG0000359	ENSDARG00000078542.p1
OG0000359	ENSDARG00000078618.p1
OG0000359	ENSDARG00000078655.p1
OG0000360	ENSDARG00000008255.p1
OG0000360	ENSDARG00000022001.p1
OG0000360	ENSDARG00000030964.p1
OG0000360	ENSDARG00000054597.p1
OG0000360	ENSDARG00000077567.p1
OG0000360	ENSDARG00000077726.p1
OG0000360	ENSDARG00000078525.p1
OG0000360	ENSDARG00000090922.p1
OG0000361	ENSDARG00000074628.p2
OG0000362	ENSDARG00000012219.p1
OG0000362	ENSDARG00000025309.p2
OG0000362	ENSDARG00000037291.p1
OG0000362	ENSDARG00000053548.p2
OG0000362	ENSDARG00000070084.p4
OG0000365	ENSDARG00000011488.p1
OG0000365	ENSDARG00000035819.p1
OG0000365	ENSDARG00000062893.p1
OG0000365	ENSDARG00000068064.p1
OG0000366	ENSDARG00000016360.p1
OG0000366	ENSDARG00000023190.p1
OG0000366	ENSDARG00000027169.p1
OG0000366	ENSDARG00000038066.p3
OG0000366	ENSDARG00000042030.p1
OG0000366	ENSDARG00000044980.p1
OG0000366	ENSDARG00000052641.p1
OG0000368	ENSDARG00000004633.p1
OG0000368	ENSDARG00000008377.p1
OG0000368	ENSDARG00000010411.p1
OG0000368	ENSDARG00000013269.p1
OG0000368	ENSDARG00000025535.p1
OG0000368	ENSDARG00000078953.p1
OG0000368	ENSDARG00000079847.p1
OG0000368	ENSDARG00000089914.p1
OG0000369	ENSDARG00000014556.p4
OG0000369	ENSDARG00000029353.p1
OG0000369	ENSDARG00000042684.p1
OG0000369	ENSDARG00000055416.p1
OG0000369	ENSDARG00000055431.p1
OG0000369	ENSDARG00000055431.p2
OG0000369	ENSDARG00000056795.p1
OG0000369	ENSDARG00000057263.p1
OG0000369	ENSDARG00000070396.p1
OG0000369	ENSDARG00000091077.p1
OG0000369	ENSDARG00000091801.p3
OG0000372	
OG0000373	ENSDARG00000055737.p1
OG0000373	ENSDARG00000059936.p1
OG0000373	ENSDARG00000061194.p1
OG0000373	ENSDARG00000074052.p1
OG0000373	ENSDARG00000074136.p1
OG0000373	ENSDARG00000075389.p1
OG0000373	ENSDARG00000075785.p1
OG0000373	ENSDARG00000075887.p1
OG0000374	ENSDARG00000001767.p1
OG0000374	ENSDARG00000031651.p4
OG0000374	ENSDARG00000033909.p1
OG0000374	ENSDARG00000054447.p1
OG0000374	ENSDARG00000059690.p1
OG0000374	ENSDARG00000077828.p1
OG0000374	ENSDARG00000079873.p1
OG0000375	ENSDARG00000009209.p1
OG0000375	ENSDARG00000020699.p1
OG0000375	ENSDARG00000075382.p1
OG0000375	ENSDARG00000076754.p1
OG0000377	ENSDARG00000057660.p1
OG0000377	ENSDARG00000061922.p1
OG0000377	ENSDARG00000077839.p1
OG0000377	ENSDARG00000079725.p1
OG0000378	ENSDARG00000055027.p1
OG0000378	ENSDARG00000067670.p1
OG0000382	ENSDARG00000015273.p2
OG0000382	ENSDARG00000015546.p4
OG0000382	ENSDARG00000039048.p1
OG0000382	ENSDARG00000053774.p1
OG0000385	ENSDARG00000052396.p1
OG0000385	ENSDARG00000077010.p1
OG0000385	ENSDARG00000077300.p1
OG0000387	ENSDARG00000010744.p1
OG0000387	ENSDARG00000015537.p3
OG0000387	ENSDARG00000016494.p1
OG0000387	ENSDARG00000026348.p4
OG0000387	ENSDARG00000027419.p1
OG0000387	ENSDARG00000055370.p1
OG0000387	ENSDARG00000075454.p1
OG0000387	ENSDARG00000078203.p1
OG0000388	ENSDARG00000055120.p1
OG0000388	ENSDARG00000061231.p1
OG0000388	ENSDARG00000067570.p1
OG0000389	ENSDARG00000036549.p1
OG0000389	ENSDARG00000063187.p1
OG0000389	ENSDARG00000069044.p1
OG0000390	ENSDARG00000005565.p1
OG0000390	ENSDARG00000008757.p1
OG0000390	ENSDARG00000033953.p1
OG0000390	ENSDARG00000035309.p1
OG0000390	ENSDARG00000035506.p1
OG0000390	ENSDARG00000038422.p1
OG0000390	ENSDARG00000044795.p1
OG0000390	ENSDARG00000045066.p1
OG0000390	ENSDARG00000053481.p1
OG0000392	ENSDARG00000055385.p1
OG0000392	ENSDARG00000057321.p1
OG0000392	ENSDARG00000071511.p1
OG0000392	ENSDARG00000074645.p1
OG0000392	ENSDARG00000076155.p1
OG0000393	ENSDARG00000019596.p1
OG0000393	ENSDARG00000062372.p9
OG0000393	ENSDARG00000075570.p3
OG0000394	
OG0000396	ENSDARG00000005220.p1
OG0000396	ENSDARG00000013804.p1
OG0000396	ENSDARG00000020187.p1
OG0000396	ENSDARG00000023989.p1
OG0000396	ENSDARG00000058593.p2
OG0000398	ENSDARG00000016789.p1
OG0000398	ENSDARG00000043085.p1
OG0000398	ENSDARG00000043089.p1
OG0000398	ENSDARG00000057273.p1
OG0000398	ENSDARG00000069463.p1
OG0000398	ENSDARG00000069966.p1
OG0000398	ENSDARG00000073781.p1
OG0000401	ENSDARG00000002607.p1
OG0000401	ENSDARG00000010181.p1
OG0000401	ENSDARG00000012184.p1
OG0000401	ENSDARG00000018234.p1
OG0000401	ENSDARG00000019564.p1
OG0000401	ENSDARG00000021896.p1
OG0000401	ENSDARG00000029463.p1
OG0000401	ENSDARG00000039386.p1
OG0000401	ENSDARG00000039729.p1
OG0000401	ENSDARG00000056346.p3
OG0000401	ENSDARG00000056478.p1
OG0000401	ENSDARG00000060783.p1
OG0000401	ENSDARG00000075990.p1
OG0000403	ENSDARG00000010946.p2
OG0000403	ENSDARG00000053500.p3
OG0000405	ENSDARG00000004141.p1
OG0000405	ENSDARG00000031299.p1
OG0000405	ENSDARG00000046090.p1
OG0000406	ENSDARG00000013042.p1
OG0000406	ENSDARG00000019116.p1
OG0000406	ENSDARG00000022413.p1
OG0000406	ENSDARG00000030716.p1
OG0000406	ENSDARG00000034326.p7
OG0000406	ENSDARG00000068175.p1
OG0000407	ENSDARG00000015502.p1
OG0000407	ENSDARG00000043213.p1
OG0000407	ENSDARG00000053468.p5
OG0000407	ENSDARG00000057590.p1
OG0000408	ENSDARG00000006392.p1
OG0000408	ENSDARG00000043336.p1
OG0000408	ENSDARG00000068755.p1
OG0000409	ENSDARG00000020028.p1
OG0000409	ENSDARG00000041895.p1
OG0000410	ENSDARG00000002947.p1
OG0000410	ENSDARG00000015167.p1
OG0000410	ENSDARG00000059409.p1
OG0000410	ENSDARG00000061770.p2
OG0000410	ENSDARG00000074876.p3
OG0000410	ENSDARG00000087347.p1
OG0000411	ENSDARG00000003032.p1
OG0000411	ENSDARG00000014472.p1
OG0000411	ENSDARG00000016477.p4
OG0000411	ENSDARG00000061204.p1
OG0000412	ENSDARG00000023648.p1
OG0000412	ENSDARG00000030278.p5
OG0000412	ENSDARG00000044753.p1
OG0000413	ENSDARG00000013522.p1
OG0000413	ENSDARG00000020956.p1
OG0000414	ENSDARG00000005236.p1
OG0000414	ENSDARG00000070432.p1
OG0000414	ENSDARG00000074040.p1
OG0000417	ENSDARG00000002365.p1
OG0000417	ENSDARG00000013704.p1
OG0000417	ENSDARG00000018619.p1
OG0000417	ENSDARG00000031387.p1
OG0000417	ENSDARG00000036337.p1
OG0000417	ENSDARG00000053583.p1
OG0000417	ENSDARG00000058992.p1
OG0000417	ENSDARG00000063412.p1
OG0000417	ENSDARG00000078541.p1
OG0000418	ENSDARG00000060921.p1
OG0000418	ENSDARG00000074093.p1
OG0000418	ENSDARG00000078745.p1
OG0000419	ENSDARG00000032639.p1
OG0000419	ENSDARG00000042697.p3
OG0000419	ENSDARG00000059295.p1
OG0000419	ENSDARG00000086099.p1
OG0000419	ENSDARG00000086371.p1
OG0000419	ENSDARG00000089844.p1
OG0000421	ENSDARG00000004587.p1
OG0000421	ENSDARG00000018907.p1
OG0000421	ENSDARG00000027187.p1
OG0000421	ENSDARG00000031770.p1
OG0000421	ENSDARG00000045951.p1
OG0000421	ENSDARG00000055429.p1
OG0000421	ENSDARG00000070371.p1
OG0000422	ENSDARG00000051827.p1
OG0000422	ENSDARG00000074258.p1
OG0000422	ENSDARG00000075383.p1
OG0000422	ENSDARG00000076238.p1
OG0000422	ENSDARG00000076689.p1
OG0000422	ENSDARG00000088075.p1
OG0000422	ENSDARG00000089322.p1
OG0000422	ENSDARG00000091387.p1
OG0000423	ENSDARG00000014361.p2
OG0000423	ENSDARG00000038784.p1
OG0000423	ENSDARG00000039444.p1
OG0000423	ENSDARG00000052746.p1
OG0000423	ENSDARG00000053836.p1
OG0000423	ENSDARG00000055138.p2
OG0000423	ENSDARG00000058323.p1
OG0000423	ENSDARG00000090534.p1
OG0000424	ENSDARG00000045470.p1
OG0000424	ENSDARG00000058638.p1
OG0000424	ENSDARG00000069432.p2
OG0000424	ENSDARG00000077468.p1
OG0000424	ENSDARG00000079075.p1
OG0000424	ENSDARG00000091266.p1
OG0000424	ENSDARG00000091614.p1
OG0000425	ENSDARG00000023188.p1
OG0000425	ENSDARG00000037655.p1
OG0000425	ENSDARG00000039272.p3
OG0000425	ENSDARG00000088098.p1
OG0000427	ENSDARG00000011072.p1
OG0000427	ENSDARG00000074410.p5
OG0000428	ENSDARG00000037060.p1
OG0000428	ENSDARG00000060030.p1
OG0000428	ENSDARG00000060847.p1
OG0000428	ENSDARG00000062962.p1
OG0000428	ENSDARG00000075560.p1
OG0000428	ENSDARG00000077244.p1
OG0000429	ENSDARG00000001870.p1
OG0000429	ENSDARG00000002791.p1
OG0000429	ENSDARG00000007739.p1
OG0000429	ENSDARG00000010472.p4
OG0000429	ENSDARG00000018259.p1
OG0000429	ENSDARG00000019856.p1
OG0000429	ENSDARG00000036815.p3
OG0000429	ENSDARG00000039131.p1
OG0000429	ENSDARG00000040252.p1
OG0000430	ENSDARG00000007034.p1
OG0000430	ENSDARG00000013184.p1
OG0000430	ENSDARG00000018914.p1
OG0000430	ENSDARG00000024276.p1
OG0000430	ENSDARG00000054378.p3
OG0000430	ENSDARG00000057141.p1
OG0000430	ENSDARG00000086030.p1
OG0000430	ENSDARG00000086832.p1
OG0000431	ENSDARG00000023394.p2
OG0000431	ENSDARG00000035227.p1
OG0000431	ENSDARG00000086103.p1
OG0000433	ENSDARG00000036382.p1
OG0000433	ENSDARG00000041115.p1
OG0000433	ENSDARG00000055046.p1
OG0000433	ENSDARG00000069031.p1
OG0000433	ENSDARG00000087440.p1
OG0000433	ENSDARG00000087764.p1
OG0000433	ENSDARG00000088539.p1
OG0000433	ENSDARG00000088589.p1
OG0000433	ENSDARG00000090444.p1
OG0000434	ENSDARG00000005883.p4
OG0000434	ENSDARG00000013575.p1
OG0000434	ENSDARG00000014550.p1
OG0000434	ENSDARG00000026395.p1
OG0000434	ENSDARG00000041702.p1
OG0000434	ENSDARG00000075904.p1
OG0000435	ENSDARG00000052666.p1
OG0000435	ENSDARG00000073912.p1
OG0000435	ENSDARG00000075902.p1
OG0000435	ENSDARG00000076118.p1
OG0000435	ENSDARG00000077542.p1
OG0000435	ENSDARG00000078138.p1
OG0000435	ENSDARG00000079980.p1
OG0000435	ENSDARG00000087093.p1
OG0000435	ENSDARG00000088125.p1
OG0000436	ENSDARG00000001803.p1
OG0000436	ENSDARG00000010296.p1
OG0000436	ENSDARG00000023236.p1
OG0000436	ENSDARG00000024167.p1
OG0000436	ENSDARG00000029881.p1
OG0000436	ENSDARG00000043220.p1
OG0000436	ENSDARG00000060053.p1
OG0000436	ENSDARG00000061990.p1
OG0000436	ENSDARG00000062565.p1
OG0000436	ENSDARG00000062640.p1
OG0000436	ENSDARG00000062659.p1
OG0000436	ENSDARG00000062687.p1
OG0000436	ENSDARG00000069117.p1
OG0000436	ENSDARG00000069560.p1
OG0000436	ENSDARG00000076281.p1
OG0000436	ENSDARG00000089991.p1
OG0000442	ENSDARG00000009477.p1
OG0000442	ENSDARG00000012094.p1
OG0000442	ENSDARG00000033184.p1
OG0000442	ENSDARG00000036446.p1
OG0000442	ENSDARG00000062926.p1
OG0000442	ENSDARG00000076128.p1
OG0000444	ENSDARG00000018110.p1
OG0000444	ENSDARG00000027564.p1
OG0000444	ENSDARG00000030154.p1
OG0000444	ENSDARG00000042624.p1
OG0000444	ENSDARG00000052405.p1
OG0000444	ENSDARG00000068177.p1
OG0000444	ENSDARG00000074186.p1
OG0000445	ENSDARG00000002795.p1
OG0000445	ENSDARG00000002937.p1
OG0000445	ENSDARG00000012078.p2
OG0000445	ENSDARG00000018765.p1
OG0000445	ENSDARG00000036542.p1
OG0000445	ENSDARG00000042361.p1
OG0000445	ENSDARG00000055349.p1
OG0000445	ENSDARG00000059337.p1
OG0000445	ENSDARG00000077840.p1
OG0000445	ENSDARG00000078080.p1
OG0000445	ENSDARG00000088703.p1
OG0000445	ENSDARG00000091279.p1
OG0000449	ENSDARG00000010246.p1
OG0000449	ENSDARG00000019791.p1
OG0000449	ENSDARG00000040633.p1
OG0000449	ENSDARG00000045760.p1
OG0000449	ENSDARG00000063212.p1
OG0000449	ENSDARG00000069706.p1
OG0000450	ENSDARG00000016311.p1
OG0000450	ENSDARG00000035706.p1
OG0000450	ENSDARG00000055225.p1
OG0000450	ENSDARG00000062485.p1
OG0000450	ENSDARG00000075327.p1
OG0000450	ENSDARG00000078675.p6
OG0000450	ENSDARG00000079069.p1
OG0000451	ENSDARG00000003144.p1
OG0000451	ENSDARG00000032431.p1
OG0000451	ENSDARG00000056367.p2
OG0000451	ENSDARG00000074211.p1
OG0000451	ENSDARG00000075517.p1
OG0000452	ENSDARG00000020898.p1
OG0000452	ENSDARG00000053954.p1
OG0000452	ENSDARG00000055643.p2
OG0000453	ENSDARG00000077536.p1
OG0000453	ENSDARG00000078863.p1
OG0000453	ENSDARG00000090561.p1
OG0000454	ENSDARG00000063474.p1
OG0000454	ENSDARG00000074702.p1
OG0000455	ENSDARG00000005185.p1
OG0000455	ENSDARG00000006901.p1
OG0000455	ENSDARG00000011769.p1
OG0000455	ENSDARG00000053877.p3
OG0000455	ENSDARG00000055648.p1
OG0000455	ENSDARG00000055874.p1
OG0000455	ENSDARG00000073716.p2
OG0000455	ENSDARG00000074358.p1
OG0000455	ENSDARG00000075521.p1
OG0000455	ENSDARG00000078792.p1
OG0000455	ENSDARG00000091726.p1
OG0000456	ENSDARG00000016145.p1
OG0000456	ENSDARG00000058257.p1
OG0000460	ENSDARG00000008976.p1
OG0000461	ENSDARG00000005333.p3
OG0000461	ENSDARG00000017901.p1
OG0000461	ENSDARG00000044271.p1
OG0000463	ENSDARG00000033259.p1
OG0000463	ENSDARG00000053200.p1
OG0000463	ENSDARG00000060559.p1
OG0000464	ENSDARG00000015946.p1
OG0000464	ENSDARG00000017398.p1
OG0000464	ENSDARG00000017554.p1
OG0000464	ENSDARG00000027875.p1
OG0000464	ENSDARG00000037059.p1
OG0000464	ENSDARG00000057419.p1
OG0000464	ENSDARG00000087275.p1
OG0000464	ENSDARG00000090982.p1
OG0000465	ENSDARG00000010297.p1
OG0000465	ENSDARG00000052766.p5
OG0000465	ENSDARG00000061757.p1
OG0000465	ENSDARG00000070839.p1
OG0000465	ENSDARG00000077666.p1
OG0000466	ENSDARG00000002131.p1
OG0000466	ENSDARG00000005315.p4
OG0000466	ENSDARG00000006983.p1
OG0000466	ENSDARG00000034668.p1
OG0000466	ENSDARG00000070045.p1
OG0000466	ENSDARG00000071375.p1
OG0000466	ENSDARG00000078665.p1
OG0000466	ENSDARG00000086155.p1
OG0000466	ENSDARG00000090727.p1
OG0000471	ENSDARG00000030633.p1
OG0000471	ENSDARG00000063247.p2
OG0000471	ENSDARG00000068208.p1
OG0000471	ENSDARG00000078752.p1
OG0000471	ENSDARG00000087485.p1
OG0000471	ENSDARG00000088402.p1
OG0000472	ENSDARG00000010130.p1
OG0000472	ENSDARG00000053119.p1
OG0000472	ENSDARG00000076121.p1
OG0000473	ENSDARG00000015709.p1
OG0000473	ENSDARG00000023287.p2
OG0000473	ENSDARG00000031336.p1
OG0000473	ENSDARG00000035872.p1
OG0000473	ENSDARG00000041736.p1
OG0000474	ENSDARG00000026967.p1
OG0000474	ENSDARG00000027966.p1
OG0000474	ENSDARG00000054220.p2
OG0000474	ENSDARG00000058504.p2
OG0000474	ENSDARG00000088555.p1
OG0000475	ENSDARG00000008380.p1
OG0000475	ENSDARG00000017143.p1
OG0000475	ENSDARG00000075378.p4
OG0000476	ENSDARG00000088890.p1
OG0000477	ENSDARG00000023820.p1
OG0000477	ENSDARG00000038728.p1
OG0000477	ENSDARG00000039381.p1
OG0000477	ENSDARG00000045190.p1
OG0000477	ENSDARG00000055876.p3
OG0000477	ENSDARG00000068138.p1
OG0000478	ENSDARG00000012369.p1
OG0000478	ENSDARG00000016233.p1
OG0000478	ENSDARG00000017794.p4
OG0000478	ENSDARG00000028862.p1
OG0000478	ENSDARG00000041873.p1
OG0000478	ENSDARG00000044803.p1
OG0000478	ENSDARG00000044982.p1
OG0000478	ENSDARG00000058730.p1
OG0000479	ENSDARG00000020455.p1
OG0000479	ENSDARG00000021660.p4
OG0000479	ENSDARG00000031618.p1
OG0000479	ENSDARG00000056294.p1
OG0000479	ENSDARG00000057687.p1
OG0000479	ENSDARG00000058944.p1
OG0000480	ENSDARG00000090442.p1
OG0000484	ENSDARG00000060976.p1
OG0000484	ENSDARG00000061108.p1
OG0000484	ENSDARG00000061308.p1
OG0000484	ENSDARG00000062380.p1
OG0000484	ENSDARG00000063102.p1
OG0000484	ENSDARG00000076430.p1
OG0000485	ENSDARG00000038785.p1
OG0000485	ENSDARG00000052331.p1
OG0000485	ENSDARG00000089705.p1
OG0000489	ENSDARG00000037891.p1
OG0000489	ENSDARG00000089107.p1
OG0000490	ENSDARG00000037487.p1
OG0000490	ENSDARG00000055740.p1
OG0000490	ENSDARG00000055839.p1
OG0000490	ENSDARG00000056439.p1
OG0000490	ENSDARG00000057772.p10
OG0000490	ENSDARG00000061738.p1
OG0000490	ENSDARG00000062489.p1
OG0000490	ENSDARG00000062959.p1
OG0000490	ENSDARG00000075212.p1
OG0000490	ENSDARG00000076066.p1
OG0000491	ENSDARG00000013749.p1
OG0000491	ENSDARG00000020718.p1
OG0000491	ENSDARG00000020893.p1
OG0000491	ENSDARG00000029218.p5
OG0000491	ENSDARG00000058336.p1
OG0000491	ENSDARG00000070172.p1
OG0000491	ENSDARG00000070717.p1
OG0000494	ENSDARG00000007081.p1
OG0000494	ENSDARG00000036094.p1
OG0000494	ENSDARG00000042215.p1
OG0000494	ENSDARG00000062445.p1
OG0000494	ENSDARG00000074502.p1
OG0000494	ENSDARG00000076477.p1
OG0000494	ENSDARG00000079812.p1
OG0000495	ENSDARG00000008808.p1
OG0000495	ENSDARG00000042840.p1
OG0000495	ENSDARG00000053517.p1
OG0000495	ENSDARG00000058038.p1
OG0000495	ENSDARG00000060437.p1
OG0000495	ENSDARG00000086213.p1
OG0000495	ENSDARG00000086525.p1
OG0000496	ENSDARG00000002642.p1
OG0000496	ENSDARG00000007302.p1
OG0000496	ENSDARG00000013360.p1
OG0000496	ENSDARG00000023600.p1
OG0000496	ENSDARG00000039901.p1
OG0000496	ENSDARG00000067958.p1
OG0000497	ENSDARG00000005551.p3
OG0000497	ENSDARG00000011245.p1
OG0000497	ENSDARG00000018814.p3
OG0000497	ENSDARG00000039466.p7
OG0000497	ENSDARG00000040881.p1
OG0000497	ENSDARG00000053021.p1
OG0000497	ENSDARG00000087322.p1
OG0000498	ENSDARG00000002738.p1
OG0000498	ENSDARG00000004686.p1
OG0000498	ENSDARG00000013397.p3
OG0000498	ENSDARG00000024324.p1
OG0000498	ENSDARG00000029121.p1
OG0000498	ENSDARG00000059423.p1
OG0000498	ENSDARG00000059781.p1
OG0000498	ENSDARG00000060435.p1
OG0000498	ENSDARG00000071678.p1
OG0000498	ENSDARG00000071682.p1
OG0000499	ENSDARG00000007244.p1
OG0000499	ENSDARG00000040064.p1
OG0000500	ENSDARG00000003977.p1
OG0000500	ENSDARG00000006877.p1
OG0000500	ENSDARG00000011257.p1
OG0000500	ENSDARG00000040469.p1
OG0000500	ENSDARG00000053525.p1
OG0000500	ENSDARG00000053526.p1
OG0000500	ENSDARG00000070625.p1
OG0000500	ENSDARG00000075384.p1
OG0000500	ENSDARG00000077225.p1
OG0000500	ENSDARG00000077773.p1
OG0000501	ENSDARG00000002396.p1
OG0000501	ENSDARG00000011583.p2
OG0000501	ENSDARG00000011890.p10
OG0000501	ENSDARG00000019498.p1
OG0000501	ENSDARG00000024049.p1
OG0000501	ENSDARG00000045768.p1
OG0000501	ENSDARG00000069074.p1
OG0000501	ENSDARG00000079444.p1
OG0000501	ENSDARG00000087357.p1
OG0000501	ENSDARG00000088549.p1
OG0000501	ENSDARG00000091131.p1
OG0000502	ENSDARG00000004836.p1
OG0000502	ENSDARG00000016886.p4
OG0000502	ENSDARG00000017687.p1
OG0000502	ENSDARG00000041896.p1
OG0000502	ENSDARG00000042948.p1
OG0000502	ENSDARG00000058147.p1
OG0000502	ENSDARG00000070611.p1
OG0000503	ENSDARG00000005126.p1
OG0000503	ENSDARG00000017058.p1
OG0000503	ENSDARG00000077583.p1
OG0000509	ENSDARG00000063310.p1
OG0000509	ENSDARG00000063511.p1
OG0000509	ENSDARG00000069339.p1
OG0000509	ENSDARG00000074924.p1
OG0000509	ENSDARG00000075688.p1
OG0000509	ENSDARG00000077559.p1
OG0000509	ENSDARG00000089665.p1
OG0000509	ENSDARG00000091482.p1
OG0000511	ENSDARG00000014366.p3
OG0000511	ENSDARG00000019765.p1
OG0000511	ENSDARG00000055903.p1
OG0000512	ENSDARG00000078593.p1
OG0000513	ENSDARG00000005927.p1
OG0000513	ENSDARG00000036994.p3
OG0000513	ENSDARG00000075333.p1
OG0000513	ENSDARG00000088972.p1
OG0000514	ENSDARG00000061508.p1
OG0000514	ENSDARG00000074471.p1
OG0000514	ENSDARG00000075905.p1
OG0000518	ENSDARG00000008818.p1
OG0000518	ENSDARG00000013251.p1
OG0000518	ENSDARG00000053097.p1
OG0000518	ENSDARG00000078472.p1
OG0000518	ENSDARG00000090814.p1
OG0000519	ENSDARG00000039661.p1
OG0000519	ENSDARG00000075618.p1
OG0000522	ENSDARG00000013128.p1
OG0000522	ENSDARG00000014527.p1
OG0000522	ENSDARG00000016904.p1
OG0000522	ENSDARG00000020876.p1
OG0000522	ENSDARG00000054848.p1
OG0000522	ENSDARG00000059054.p3
OG0000522	ENSDARG00000060460.p1
OG0000526	ENSDARG00000061265.p1
OG0000528	ENSDARG00000045398.p1
OG0000528	ENSDARG00000055092.p1
OG0000528	ENSDARG00000059035.p1
OG0000529	ENSDARG00000075014.p1
OG0000532	ENSDARG00000030237.p3
OG0000532	ENSDARG00000040192.p2
OG0000532	ENSDARG00000054172.p1
OG0000532	ENSDARG00000061006.p1
OG0000533	ENSDARG00000005159.p1
OG0000533	ENSDARG00000007807.p1
OG0000533	ENSDARG00000016551.p1
OG0000533	ENSDARG00000021488.p1
OG0000533	ENSDARG00000028800.p1
OG0000533	ENSDARG00000038011.p1
OG0000533	ENSDARG00000039932.p1
OG0000533	ENSDARG00000073822.p1
OG0000533	ENSDARG00000075792.p1
OG0000533	ENSDARG00000076742.p5
OG0000533	ENSDARG00000077709.p1
OG0000533	ENSDARG00000089829.p1
OG0000535	ENSDARG00000089200.p1
OG0000538	
OG0000543	ENSDARG00000008350.p1
OG0000543	ENSDARG00000008904.p2
OG0000543	ENSDARG00000060578.p1
OG0000543	ENSDARG00000077226.p4
OG0000545	ENSDARG00000001897.p1
OG0000545	ENSDARG00000079463.p1
OG0000546	
OG0000547	ENSDARG00000000503.p1
OG0000547	ENSDARG00000001880.p1
OG0000547	ENSDARG00000004618.p1
OG0000547	ENSDARG00000029290.p1
OG0000547	ENSDARG00000042231.p1
OG0000547	ENSDARG00000044039.p1
OG0000547	ENSDARG00000051981.p1
OG0000547	ENSDARG00000052518.p1
OG0000547	ENSDARG00000058994.p1
OG0000547	ENSDARG00000068217.p1
OG0000547	ENSDARG00000074029.p1
OG0000549	ENSDARG00000002498.p1
OG0000549	ENSDARG00000012275.p1
OG0000549	ENSDARG00000021827.p1
OG0000549	ENSDARG00000030114.p1
OG0000549	ENSDARG00000069175.p1
OG0000550	ENSDARG00000003397.p1
OG0000550	ENSDARG00000019747.p1
OG0000550	ENSDARG00000036966.p5
OG0000550	ENSDARG00000057723.p1
OG0000550	ENSDARG00000059914.p1
OG0000550	ENSDARG00000069926.p1
OG0000551	ENSDARG00000002696.p1
OG0000551	ENSDARG00000004358.p1
OG0000551	ENSDARG00000005944.p1
OG0000551	ENSDARG00000013782.p1
OG0000551	ENSDARG00000019278.p1
OG0000551	ENSDARG00000034480.p1
OG0000551	ENSDARG00000035357.p1
OG0000551	ENSDARG00000055377.p1
OG0000551	ENSDARG00000060360.p1
OG0000551	ENSDARG00000090454.p1
OG0000552	ENSDARG00000005853.p1
OG0000552	ENSDARG00000027355.p1
OG0000552	ENSDARG00000042521.p1
OG0000553	ENSDARG00000000324.p1
OG0000553	ENSDARG00000059760.p1
OG0000553	ENSDARG00000078311.p1
