Orthogroup	SC_TRX
OG0001068	NP_014244.1
OG0001069	NP_010876.2
OG0001069	NP_011346.1
OG0001070	NP_009503.1
OG0001072	NP_012543.3
OG0001072	NP_012925.3
OG0001072	NP_015493.1
OG0001073	NP_009475.1
OG0001074	NP_012229.1
OG0001074	NP_014704.1
OG0001075	NP_010790.3
OG0001075	NP_013281.1
OG0001076	NP_015316.1
OG0001077	NP_013500.3
OG0001078	NP_012567.3
OG0001080	NP_010587.1
OG0001082	NP_013834.1
OG0001084	NP_009840.3
OG0001084	NP_014208.1
OG0001084	NP_116702.1
OG0001094	NP_012617.1
OG0001094	NP_014569.1
OG0001096	NP_012241.1
OG0001097	NP_010507.3
OG0001098	NP_012359.1
OG0001098	NP_116695.3
OG0001099	NP_014097.1
OG0001099	NP_014520.1
OG0001100	NP_012426.1
OG0001101	NP_012710.1
OG0001103	NP_014689.1
OG0001105	NP_012433.1
OG0001105	NP_013170.1
OG0001106	NP_013749.1
OG0001106	NP_013870.1
OG0001107	NP_014079.1
OG0001108	NP_011493.1
OG0001112	NP_012233.1
OG0001115	NP_011760.3
OG0001116	NP_010858.3
OG0001117	NP_009519.1
OG0001118	NP_012182.1
OG0001119	NP_011496.3
OG0001119	NP_014682.1
OG0001120	NP_116674.2
OG0001122	NP_011631.1
OG0001123	NP_011757.3
OG0001123	NP_012031.1
OG0001135	NP_013525.3
OG0001137	NP_012961.3
OG0001138	NP_014736.1
OG0001140	NP_010877.3
OG0001141	NP_014292.3
OG0001144	NP_015071.1
OG0001150	NP_011651.3
OG0001151	NP_014732.1
OG0001152	NP_012977.3
OG0001156	NP_009796.1
OG0001157	NP_014620.1
OG0001158	NP_013553.1
OG0001158	NP_013638.1
OG0001159	NP_013857.1
OG0001160	NP_010669.1
OG0001162	NP_009587.1
OG0001162	NP_010295.3
OG0001164	NP_012430.1
OG0001164	NP_012954.3
OG0001164	NP_015144.1
OG0001166	NP_012473.1
OG0001166	NP_013069.1
OG0001168	NP_010283.3
OG0001168	NP_010568.3
OG0001168	NP_683716.1
OG0001170	NP_010528.3
OG0001181	NP_013172.1
OG0001185	NP_012672.1
OG0001187	NP_013310.1
OG0001188	NP_015194.1
OG0001190	NP_009531.1
OG0001192	NP_011269.2
OG0001192	NP_011884.1
OG0001194	NP_009557.1
OG0001195	NP_012508.1
OG0001196	NP_009740.3
OG0001196	NP_015235.1
OG0001197	NP_011851.1
OG0001197	NP_012889.3
OG0001200	NP_009504.1
OG0001204	NP_014803.1
OG0001205	NP_009639.3
OG0001206	NP_009754.1
OG0001206	NP_014503.2
OG0001207	NP_011830.1
OG0001207	NP_013055.1
OG0001208	NP_011932.2
OG0001208	NP_012039.1
OG0001209	NP_010883.3
OG0001210	NP_012927.3
OG0001211	NP_013661.1
OG0001212	NP_014882.4
OG0001213	NP_010410.3
OG0001213	NP_011625.3
OG0001213	NP_013200.1
OG0001214	NP_012974.1
OG0001216	NP_015360.2
OG0001218	NP_010997.3
OG0001218	NP_012195.1
OG0001220	NP_011380.3
OG0001220	NP_015104.1
OG0001221	NP_012435.1
OG0001223	NP_012829.1
OG0001224	NP_012867.1
OG0001225	NP_013487.1
OG0001226	NP_010017.2
OG0001230	NP_014382.1
OG0001243	NP_015411.1
OG0001245	NP_011335.1
OG0001247	NP_010670.3
OG0001247	NP_014603.1
OG0001248	NP_014197.2
OG0001250	NP_012038.2
OG0001251	NP_014837.1
OG0001252	NP_013742.1
OG0001253	NP_010776.1
OG0001256	NP_015283.1
OG0001259	NP_012737.1
OG0001262	NP_012712.1
OG0001263	NP_010712.1
OG0001264	NP_010944.1
OG0001264	NP_011307.1
OG0001264	NP_012016.1
OG0001264	NP_014226.1
OG0001266	NP_010342.3
OG0001269	NP_011704.3
OG0001269	NP_012521.3
OG0001271	NP_013268.1
OG0001272	NP_010868.1
OG0001275	NP_012073.1
OG0001275	NP_012679.3
OG0001276	NP_011460.3
OG0001277	NP_010880.3
OG0001277	NP_012581.3
OG0001278	NP_014156.2
OG0001280	NP_011480.1
OG0001282	NP_010615.3
OG0001285	NP_012913.3
OG0001286	NP_010365.3
OG0001287	NP_013537.1
OG0001287	NP_013655.1
OG0001306	NP_011374.1
OG0001308	NP_010940.3
OG0001309	NP_010612.2
OG0001310	NP_013308.1
OG0001311	NP_010544.3
OG0001311	NP_013074.1
OG0001313	NP_012491.3
OG0001314	NP_015064.1
OG0001316	NP_011281.1
OG0001317	NP_012833.1
OG0001317	NP_015125.1
OG0001320	NP_010000.1
OG0001321	NP_011739.1
OG0001326	NP_009919.3
OG0001327	NP_011423.1
OG0001327	NP_012855.1
OG0001327	NP_013762.1
OG0001328	NP_009481.1
OG0001328	NP_011028.1
OG0001329	NP_010993.1
OG0001329	NP_012198.3
OG0001330	NP_011756.1
OG0001330	NP_013932.1
OG0001331	NP_014322.1
OG0001331	NP_116638.1
OG0001332	NP_010217.1
OG0001332	NP_013275.1
OG0001332	NP_014389.3
OG0001333	NP_013374.1
OG0001335	NP_013140.1
OG0001336	NP_010723.1
OG0001336	NP_014500.2
OG0001339	NP_013018.3
OG0001340	NP_014102.1
OG0001341	NP_009677.1
OG0001341	NP_012274.1
OG0001360	NP_013187.1
OG0001365	NP_011001.1
OG0001366	NP_013363.1
OG0001367	NP_013559.1
OG0001367	NP_015442.1
OG0001368	NP_011334.1
OG0001369	NP_009848.4
OG0001369	NP_013425.1
OG0001371	NP_015349.1
OG0001374	NP_013966.1
OG0001375	NP_014082.1
OG0001376	NP_012533.1
OG0001377	NP_015158.1
OG0001380	NP_010798.1
OG0001384	NP_013135.1
OG0001384	NP_014317.4
OG0001385	NP_014039.1
OG0001386	NP_010742.1
OG0001389	NP_011597.1
OG0001390	NP_013188.1
OG0001392	NP_011608.1
OG0001393	NP_015348.1
OG0001394	NP_012569.1
OG0001395	NP_009582.1
OG0001396	NP_015380.1
OG0001402	NP_009356.1
OG0001403	NP_013005.1
OG0001406	NP_010396.1
OG0001406	NP_013190.1
OG0001407	NP_009461.2
OG0001407	NP_011046.3
OG0001408	NP_014896.3
OG0001409	NP_012856.1
OG0001410	NP_011325.1
OG0001411	NP_015313.1
OG0001413	NP_013943.1
OG0001414	NP_011392.1
OG0001417	NP_010706.3
OG0001417	NP_010860.1
OG0001418	NP_013125.1
OG0001419	NP_009742.1
OG0001419	NP_015238.1
OG0001421	NP_014312.1
OG0001434	NP_013528.1
OG0001442	NP_010209.1
OG0001448	NP_010491.4
OG0001449	NP_012216.1
OG0001450	NP_013243.1
OG0001454	NP_013642.1
OG0001455	NP_011484.1
OG0001455	NP_011664.3
OG0001456	NP_014894.3
OG0001457	NP_011988.1
OG0001457	NP_014551.1
OG0001458	NP_010887.3
OG0001458	NP_015090.1
OG0001460	NP_009565.1
OG0001460	NP_013994.1
OG0001462	NP_010136.1
OG0001463	NP_011571.4
OG0001464	NP_014004.1
OG0001471	NP_012328.1
OG0001473	NP_011308.1
OG0001475	NP_014198.1
OG0001476	NP_010393.3
OG0001477	NP_012133.1
OG0001477	NP_014330.1
OG0001479	NP_010820.3
OG0001480	NP_009769.1
OG0001480	NP_011461.1
OG0001482	NP_015354.1
OG0001483	NP_014849.3
OG0001486	NP_015433.1
OG0001488	NP_011633.3
OG0001488	NP_015457.1
OG0001490	NP_012063.3
OG0001491	NP_011542.3
OG0001501	NP_013793.1
OG0001503	NP_015517.1
OG0001507	NP_014647.1
OG0001513	NP_010859.1
OG0001515	NP_010772.1
OG0001517	NP_010391.1
OG0001518	NP_009486.3
OG0001518	NP_011024.1
OG0001520	NP_014699.1
OG0001521	NP_013345.1
OG0001522	NP_009738.1
OG0001524	NP_009757.1
OG0001525	NP_009786.1
OG0001527	NP_010158.1
OG0001528	NP_010077.1
OG0001528	NP_010519.3
OG0001529	NP_011048.1
OG0001532	NP_010875.1
OG0001532	NP_012582.1
OG0001537	NP_009981.1
OG0001537	NP_014420.1
OG0001540	NP_012342.1
OG0001540	NP_014952.1
OG0001541	NP_015202.1
OG0001542	NP_010091.2
OG0001543	NP_013359.1
OG0001543	NP_116670.1
OG0001544	NP_012088.3
OG0001544	NP_013536.3
OG0001544	NP_013656.1
OG0001546	NP_010153.1
OG0001546	NP_010202.1
OG0001549	NP_014615.1
OG0001549	NP_015450.1
OG0001551	NP_009940.2
OG0001553	NP_010738.1
OG0001553	NP_013686.1
OG0001554	NP_013546.1
OG0001554	NP_013648.1
OG0001555	NP_014136.1
OG0001558	NP_015156.1
OG0001559	NP_014303.3
OG0001559	NP_014739.1
OG0001561	NP_012113.1
OG0001561	NP_015173.1
OG0001564	NP_012034.1
OG0001566	NP_012264.3
OG0001566	NP_014293.1
OG0001566	NP_014576.1
OG0001566	NP_014752.3
OG0001567	NP_009365.1
OG0001569	NP_010518.1
OG0001570	NP_014353.1
OG0001573	NP_009388.2
OG0001573	NP_011303.1
OG0001574	NP_010117.1
OG0001578	NP_011079.3
OG0001578	NP_011313.1
OG0001578	NP_012005.1
OG0001583	NP_013970.1
OG0001583	NP_014961.3
OG0001585	NP_009855.1
OG0001608	NP_013228.1
OG0001610	NP_011831.1
OG0001611	NP_009644.3
OG0001613	NP_009453.2
OG0001614	NP_015080.1
OG0001615	NP_013379.1
OG0001615	NP_014822.1
OG0001617	NP_012157.3
OG0001617	NP_014349.1
OG0001619	NP_010090.1
OG0001619	NP_010145.1
OG0001620	NP_013940.1
OG0001621	NP_011833.1
OG0001624	NP_014980.3
OG0001628	NP_010045.1
OG0001630	NP_011894.1
OG0001633	NP_009573.1
OG0001635	NP_010774.4
OG0001637	NP_011403.1
OG0001640	NP_012626.1
OG0001644	NP_013954.1
OG0001647	NP_012849.1
OG0001649	NP_010452.1
OG0001652	NP_012742.1
OG0001653	NP_011990.1
OG0001655	NP_010674.3
OG0001657	NP_014166.1
OG0001658	NP_012756.1
OG0001659	NP_010011.1
OG0001660	NP_009446.2
OG0001662	NP_013065.1
OG0001663	NP_010754.1
OG0001663	NP_010778.3
OG0001663	NP_014541.1
OG0001664	NP_013129.1
OG0001664	NP_013840.1
OG0001665	NP_011777.3
OG0001666	NP_010468.1
OG0001666	NP_012225.1
OG0001667	NP_009916.1
OG0001667	NP_014394.2
OG0001678	NP_012461.1
OG0001679	NP_012123.1
OG0001680	NP_013218.1
OG0001681	NP_014448.1
OG0001684	NP_015515.1
OG0001691	NP_011041.3
OG0001691	NP_013531.3
OG0001695	NP_009556.1
OG0001695	NP_013819.1
OG0001697	NP_009605.1
OG0001697	NP_010309.3
OG0001698	NP_010386.1
OG0001700	NP_015014.3
OG0001701	NP_014806.1
OG0001703	NP_011021.3
OG0001703	NP_011106.1
OG0001704	NP_011794.3
OG0001706	NP_013542.1
OG0001707	NP_012639.1
OG0001708	NP_009741.3
OG0001708	NP_015236.1
OG0001711	NP_014261.1
OG0001713	NP_010973.3
OG0001713	NP_012611.1
OG0001716	NP_009877.1
OG0001718	NP_014091.1
OG0001719	NP_010861.3
OG0001720	NP_015361.1
OG0001721	NP_010726.3
OG0001721	NP_013694.1
OG0001722	NP_009748.3
OG0001722	NP_015244.1
OG0001724	NP_010205.1
OG0001724	NP_012838.1
OG0001724	NP_014515.2
OG0001725	NP_012850.1
OG0001727	NP_009614.2
OG0001728	NP_011985.1
OG0001728	NP_014278.3
OG0001729	NP_013115.1
OG0001730	NP_010942.1
OG0001731	NP_012482.1
OG0001732	NP_010121.1
OG0001734	NP_011287.1
OG0001735	NP_014496.2
OG0001737	NP_014272.3
OG0001738	NP_012056.1
OG0001740	NP_012538.3
OG0001740	NP_012787.1
OG0001741	NP_010425.1
OG0001742	NP_009675.3
OG0001742	NP_015399.1
OG0001744	NP_015231.2
OG0001745	NP_010429.1
OG0001746	NP_011400.1
OG0001747	NP_013777.1
OG0001748	NP_011718.1
OG0001749	NP_014811.3
OG0001752	NP_010914.3
OG0001753	NP_014953.3
OG0001754	NP_011771.1
OG0001780	NP_011320.3
OG0001781	NP_015335.1
OG0001786	NP_116631.1
OG0001787	NP_011883.1
OG0001789	NP_009516.1
OG0001793	NP_013008.3
OG0001795	NP_014074.1
OG0001796	NP_013975.1
OG0001798	NP_013360.1
OG0001799	NP_013698.1
OG0001800	NP_010140.1
OG0001801	NP_015179.1
OG0001802	NP_009728.1
OG0001802	NP_015219.1
OG0001804	NP_015114.2
OG0001805	NP_011675.1
OG0001805	NP_014224.2
OG0001806	NP_011004.3
OG0001806	NP_012191.1
OG0001808	NP_013884.1
OG0001810	NP_011853.1
OG0001811	NP_010683.3
OG0001811	NP_012666.2
OG0001813	NP_014675.1
OG0001813	NP_014989.3
OG0001815	NP_013641.1
OG0001815	NP_116602.1
OG0001817	NP_014678.1
OG0001818	NP_116684.3
OG0001819	NP_009403.1
OG0001820	NP_010959.2
OG0001820	NP_011774.1
OG0001822	NP_010610.3
OG0001823	NP_012080.3
OG0001823	NP_014469.1
OG0001825	NP_009386.1
OG0001828	NP_010676.1
OG0001828	NP_011880.1
OG0001828	NP_219497.4
OG0001829	NP_012262.3
OG0001830	NP_011773.3
OG0001831	NP_010529.3
OG0001832	NP_010759.1
OG0001832	NP_011874.1
OG0001833	NP_009508.1
OG0001833	NP_013264.1
OG0001835	NP_010960.1
OG0001836	NP_010086.2
OG0001838	NP_015486.1
OG0001839	NP_010369.3
OG0001840	NP_009731.4
OG0001840	NP_015220.1
OG0001842	NP_011941.1
OG0001844	NP_009838.1
OG0001847	NP_010065.2
OG0001849	NP_015509.1
OG0001850	NP_011382.1
OG0001850	NP_015108.1
OG0001851	NP_012327.1
OG0001852	NP_009635.1
OG0001853	NP_014111.1
OG0001854	NP_015102.1
OG0001855	NP_013252.1
OG0001856	NP_013298.1
OG0001857	NP_011548.2
OG0001857	NP_013448.1
OG0001858	NP_010322.1
OG0001858	NP_014326.1
OG0001859	NP_011368.3
OG0001859	NP_014332.1
OG0001861	NP_009498.1
OG0001862	NP_011944.2
OG0001863	NP_013713.1
OG0001864	NP_015129.1
OG0001865	NP_015507.1
OG0001866	NP_010201.1
OG0001866	NP_013862.1
OG0001867	NP_011610.3
OG0001868	NP_116657.1
OG0001869	NP_011640.1
OG0001869	NP_015471.1
OG0001873	NP_012795.1
OG0001873	NP_013823.1
OG0001891	NP_010704.1
OG0001892	NP_011105.4
OG0001895	NP_014227.4
OG0001898	NP_015504.1
OG0001900	NP_010924.1
OG0001901	NP_010381.1
OG0001901	NP_011096.1
OG0001902	NP_014601.1
OG0001904	NP_015187.1
OG0001906	NP_013986.1
OG0001909	NP_013914.1
OG0001914	NP_013617.1
OG0001915	NP_015305.1
OG0001917	NP_009630.3
OG0001918	NP_010580.1
OG0001920	NP_015413.1
OG0001921	NP_010862.1
OG0001922	NP_012767.1
OG0001924	NP_014902.3
OG0001925	NP_010970.4
OG0001926	NP_015463.1
OG0001928	NP_011412.1
OG0001929	NP_011485.1
OG0001932	NP_015165.1
OG0001933	NP_011604.3
OG0001934	NP_014824.1
OG0001935	NP_010717.1
OG0001936	NP_010882.1
OG0001937	NP_009351.1
OG0001938	NP_013643.1
OG0001939	NP_009496.2
OG0001940	NP_012230.3
OG0001942	NP_015370.1
OG0001943	NP_014994.3
OG0001946	NP_012982.2
OG0001947	NP_012657.1
OG0001948	NP_012035.1
OG0001950	NP_013677.1
OG0001951	NP_013652.1
OG0001952	NP_010816.4
OG0001953	NP_011324.1
OG0001954	NP_010180.1
OG0001955	NP_014635.1
OG0001956	NP_009526.1
OG0001956	NP_009641.1
OG0001959	NP_012541.1
OG0001961	NP_116687.1
OG0001963	NP_116673.1
OG0001964	NP_011270.1
OG0001966	NP_011452.4
OG0001966	NP_015112.1
OG0001967	NP_009611.1
OG0001970	NP_116661.1
OG0001971	NP_014134.1
OG0001972	NP_015430.1
OG0001973	NP_013210.1
OG0001974	NP_015061.1
OG0001976	NP_014100.2
OG0001976	NP_014526.1
OG0001977	NP_009462.2
OG0001978	NP_013703.1
OG0001979	NP_014113.1
OG0001980	NP_011801.1
OG0001982	NP_009402.1
OG0001982	NP_011513.1
OG0001982	NP_011978.1
OG0001985	NP_010254.1
OG0001986	NP_009637.1
OG0001986	NP_011768.1
OG0001987	NP_011285.1
OG0001987	NP_012437.1
OG0001987	NP_012953.2
OG0001987	NP_116698.3
OG0001988	NP_012926.1
OG0001988	NP_013100.1
OG0001989	NP_012599.3
OG0001990	NP_009960.2
OG0001990	NP_012344.1
OG0001991	NP_011062.1
OG0001991	NP_015015.1
OG0001992	NP_011521.1
OG0001993	NP_012450.1
OG0001994	NP_015006.3
OG0001995	NP_011599.1
OG0001995	NP_015427.1
OG0001996	NP_012532.3
OG0001998	NP_009604.1
OG0001998	NP_010308.3
OG0001999	NP_010497.3
OG0002002	NP_014602.1
OG0002004	NP_014561.1
OG0002018	NP_011035.1
OG0002023	NP_011786.1
OG0002028	NP_009884.1
OG0002029	NP_012574.1
OG0002030	NP_012797.1
OG0002031	NP_013004.3
OG0002031	NP_014712.2
OG0002033	NP_012777.1
OG0002037	NP_012189.2
OG0002038	NP_010784.1
OG0002040	NP_010133.1
OG0002041	NP_011889.1
OG0002043	NP_015454.1
OG0002046	NP_013230.1
OG0002048	NP_010558.3
OG0002048	NP_014683.1
OG0002051	NP_010542.1
OG0002051	NP_011602.2
OG0002052	NP_011772.3
OG0002052	NP_012053.3
OG0002054	NP_012843.1
OG0002060	NP_013877.1
OG0002061	NP_011450.1
OG0002063	NP_013409.1
OG0002067	NP_013957.1
OG0002067	NP_014936.1
OG0002069	NP_010728.1
OG0002072	NP_010054.1
OG0002072	NP_010096.1
OG0002073	NP_009971.1
OG0002076	NP_009469.2
OG0002078	NP_012332.1
OG0002079	NP_014670.1
OG0002080	NP_015279.1
OG0002081	NP_012476.1
OG0002082	NP_014649.1
OG0002083	NP_014514.1
OG0002084	NP_012709.1
OG0002087	NP_010736.3
OG0002090	NP_013481.3
OG0002091	NP_013687.1
OG0002092	NP_012540.3
OG0002094	NP_011276.1
OG0002095	NP_014917.3
OG0002096	NP_009460.1
OG0002098	NP_014015.1
OG0002100	NP_010469.3
OG0002102	NP_015338.1
OG0002102	NP_015340.1
OG0002103	NP_013967.1
OG0002105	NP_011982.1
OG0002106	NP_013522.1
OG0002108	NP_014112.1
OG0002110	NP_013083.1
OG0002114	NP_010383.4
OG0002114	NP_011101.3
OG0002117	NP_010373.3
OG0002119	NP_012732.1
OG0002120	NP_009645.1
OG0002121	NP_014450.3
OG0002122	NP_013346.1
OG0002123	NP_014449.1
OG0002124	NP_015282.1
OG0002125	NP_009591.1
OG0002126	NP_014452.1
OG0002127	NP_116609.1
OG0002128	NP_013889.1
OG0002128	NP_014395.3
OG0002131	NP_010707.3
OG0002135	NP_009729.1
OG0002136	NP_009382.2
OG0002137	NP_010922.1
OG0002138	NP_444297.1
OG0002160	NP_011766.3
OG0002160	NP_012270.1
OG0002164	NP_011850.1
OG0002173	NP_010620.3
OG0002174	NP_009782.3
OG0002176	NP_012612.3
OG0002178	NP_012411.1
OG0002178	NP_012556.2
OG0002179	NP_010575.1
OG0002180	NP_014086.1
OG0002182	NP_012822.1
OG0002183	NP_012196.1
OG0002184	NP_011516.1
OG0002185	NP_010514.3
OG0002186	NP_009833.1
OG0002187	NP_014968.1
OG0002189	NP_011095.1
OG0002191	NP_013408.1
OG0002192	NP_009575.1
OG0002193	NP_009466.1
OG0002193	NP_011042.3
OG0002194	NP_009545.2
OG0002195	NP_116648.2
OG0002198	NP_013341.1
OG0002199	NP_014884.1
OG0002200	NP_013162.1
OG0002200	NP_116619.1
OG0002202	NP_010198.1
OG0002202	NP_013586.1
OG0002202	NP_013865.1
OG0002204	NP_013220.1
OG0002206	NP_011314.2
OG0002207	NP_015324.1
OG0002208	NP_012111.1
OG0002212	NP_010978.3
OG0002212	NP_012213.3
OG0002213	NP_013844.2
OG0002214	NP_013950.1
OG0002215	NP_014566.1
OG0002220	NP_011098.3
OG0002223	NP_010192.1
OG0002224	NP_012779.1
OG0002225	NP_010770.3
OG0002226	NP_014040.1
OG0002227	NP_011562.1
OG0002228	NP_011457.1
OG0002229	NP_011846.1
OG0002229	NP_012885.2
OG0002230	NP_014619.1
OG0002231	NP_011734.3
OG0002232	NP_014879.1
OG0002233	NP_015280.1
OG0002234	NP_014230.1
OG0002235	NP_013791.1
OG0002236	NP_010448.1
OG0002237	NP_010132.1
OG0002238	NP_116608.1
OG0002239	NP_013176.1
OG0002241	NP_011778.1
OG0002242	NP_012392.1
OG0002243	NP_013969.3
OG0002243	NP_014957.2
OG0002245	NP_009912.2
OG0002247	NP_012805.1
OG0002248	NP_009670.3
OG0002251	NP_014297.3
OG0002252	NP_009513.1
OG0002254	NP_012190.1
OG0002256	NP_010928.1
OG0002266	NP_011943.2
OG0002282	NP_010302.1
OG0002292	NP_014886.1
OG0002294	NP_013564.1
OG0002301	NP_010760.3
OG0002303	NP_014708.1
OG0002304	NP_012535.3
OG0002305	NP_013122.1
OG0002311	NP_009999.2
OG0002311	NP_011764.3
OG0002311	NP_012033.2
OG0002311	NP_014432.3
OG0002312	NP_015077.1
OG0002313	NP_014281.1
OG0002315	NP_012591.1
OG0002318	NP_014177.1
OG0002322	NP_013962.1
OG0002323	NP_009750.1
OG0002323	NP_015246.1
OG0002325	NP_015106.1
OG0002327	NP_009661.1
OG0002329	NP_012788.2
OG0002331	NP_014839.1
OG0002333	NP_014451.1
OG0002336	NP_010457.3
OG0002338	NP_010349.3
OG0002339	NP_014267.1
OG0002341	NP_011935.1
OG0002342	NP_009778.3
OG0002342	NP_009779.3
OG0002344	NP_010552.3
OG0002347	NP_010204.1
OG0002347	NP_013859.1
OG0002347	NP_014092.1
OG0002348	NP_116709.3
OG0002349	NP_012118.1
OG0002349	NP_013020.3
OG0002350	NP_014734.2
OG0002351	NP_010225.1
OG0002353	NP_011283.1
OG0002354	NP_009700.1
OG0002355	NP_014020.1
OG0002357	NP_012729.1
OG0002359	NP_010443.3
OG0002362	NP_009621.3
OG0002363	NP_014830.1
OG0002364	NP_009660.1
OG0002367	NP_015232.1
OG0002370	NP_013463.1
OG0002371	NP_011075.3
OG0002372	NP_011026.3
OG0002373	NP_010983.2
OG0002374	NP_011759.1
OG0002374	NP_012032.1
OG0002376	NP_012138.1
OG0002383	NP_011594.3
OG0002384	NP_009780.1
OG0002386	NP_015416.1
OG0002387	NP_014213.2
OG0002388	NP_010761.3
OG0002390	NP_013344.1
OG0002391	NP_010310.1
OG0002392	NP_012802.1
OG0002396	NP_010200.1
OG0002396	NP_013863.2
OG0002397	NP_013488.3
OG0002428	NP_010405.3
OG0002430	NP_009978.1
OG0002430	NP_014416.1
OG0002435	NP_010611.3
OG0002436	NP_013585.1
OG0002440	NP_014755.1
OG0002442	NP_013693.1
OG0002442	NP_014728.1
OG0002443	NP_013394.1
OG0002447	NP_009529.1
OG0002448	NP_014893.1
OG0002449	NP_010116.1
OG0002450	NP_014624.1
OG0002451	NP_011723.1
OG0002452	NP_013490.3
OG0002453	NP_014903.1
OG0002456	NP_013247.1
OG0002456	NP_015394.1
OG0002459	NP_013309.1
OG0002461	NP_014087.1
OG0002462	NP_012439.2
OG0002463	NP_011848.1
OG0002464	NP_010288.1
OG0002465	NP_015322.1
OG0002467	NP_011545.1
OG0002468	NP_011872.1
OG0002469	NP_012444.2
OG0002470	NP_010280.1
OG0002471	NP_013920.1
OG0002471	NP_015074.1
OG0002472	NP_012520.1
OG0002473	NP_009495.1
OG0002475	NP_011504.3
OG0002476	NP_015087.1
OG0002478	NP_014019.1
OG0002479	NP_010977.2
OG0002479	NP_012212.1
OG0002480	NP_012247.3
OG0002482	NP_009734.1
OG0002482	NP_013866.1
OG0002483	NP_013854.1
OG0002489	NP_012907.3
OG0002491	NP_010270.1
OG0002493	NP_013605.1
OG0002494	NP_014042.1
OG0002495	NP_015205.1
OG0002497	NP_013958.1
OG0002498	NP_013674.1
OG0002499	NP_011428.1
OG0002500	NP_012246.1
OG0002500	NP_116688.3
OG0002503	NP_010223.1
OG0002506	NP_014791.1
OG0002507	NP_015315.1
OG0002508	NP_012467.1
OG0002509	NP_015115.1
OG0002510	NP_012266.1
OG0002511	NP_012070.3
OG0002512	NP_011702.1
OG0002513	NP_116582.1
OG0002514	NP_010103.1
OG0002514	NP_010843.1
OG0002515	NP_014955.1
OG0002516	NP_011596.1
OG0002517	NP_014372.1
OG0002518	NP_015366.1
OG0002519	NP_010449.1
OG0002520	NP_012505.1
OG0002522	NP_013348.1
OG0002523	NP_011892.1
OG0002525	NP_009399.2
OG0002527	NP_013691.1
OG0002529	NP_009891.1
OG0002530	NP_013216.1
OG0002532	NP_012655.3
OG0002533	NP_011467.1
OG0002534	NP_013296.1
OG0002536	NP_010436.3
OG0002538	NP_010239.1
OG0002538	NP_013903.1
OG0002539	NP_012010.1
OG0002539	NP_014237.2
OG0002540	NP_013810.1
OG0002541	NP_009544.1
OG0002541	NP_011494.1
OG0002542	NP_013795.1
OG0002546	NP_012717.1
OG0002547	NP_010193.1
OG0002550	NP_011268.1
OG0002551	NP_015458.1
OG0002552	NP_012912.1
OG0002554	NP_015308.1
OG0002554	NP_116635.1
OG0002560	NP_011800.3
OG0002585	NP_010991.3
OG0002587	NP_010476.1
OG0002596	NP_012948.3
OG0002597	NP_011084.1
OG0002600	NP_009712.1
OG0002601	NP_011793.3
OG0002606	NP_015373.1
OG0002607	NP_012288.1
OG0002608	NP_014005.1
OG0002609	NP_012828.1
OG0002611	NP_013930.1
OG0002613	NP_010992.1
OG0002613	NP_012464.1
OG0002614	NP_010890.3
OG0002615	NP_012041.1
OG0002618	NP_015013.1
OG0002619	NP_015329.1
OG0002620	NP_010248.1
OG0002620	NP_011685.3
OG0002620	NP_014575.1
OG0002623	NP_009560.1
OG0002624	NP_444296.1
OG0002626	NP_010432.3
OG0002627	NP_014221.3
OG0002629	NP_015502.1
OG0002630	NP_010729.3
OG0002630	NP_013690.1
OG0002634	NP_014593.1
OG0002636	NP_013935.1
OG0002637	NP_014975.2
OG0002639	NP_009761.4
OG0002644	NP_015168.1
OG0002645	NP_013634.1
OG0002646	NP_015358.1
OG0002649	NP_013059.1
OG0002652	NP_012466.1
OG0002655	NP_014357.1
OG0002656	NP_010353.3
OG0002658	NP_014179.1
OG0002659	NP_012633.1
OG0002660	NP_011472.1
OG0002660	NP_012921.3
OG0002661	NP_014169.1
OG0002664	NP_010296.3
OG0002665	NP_010347.1
OG0002666	NP_010435.1
OG0002666	NP_013237.1
OG0002668	NP_013351.1
OG0002670	NP_012651.1
OG0002671	NP_012454.1
OG0002674	NP_011780.3
OG0002675	NP_009931.1
OG0002675	NP_014398.1
OG0002675	NP_015325.1
OG0002677	NP_011891.1
OG0002678	NP_012490.1
OG0002678	NP_012774.1
OG0002679	NP_013824.1
OG0002680	NP_009512.1
OG0002681	NP_011683.3
OG0002682	NP_116654.1
OG0002684	NP_013249.1
OG0002685	NP_009387.1
OG0002685	NP_014599.1
OG0002686	NP_009820.1
OG0002688	NP_012345.1
OG0002688	NP_013471.1
OG0002689	NP_013910.1
OG0002692	NP_011416.3
OG0002694	NP_011277.1
OG0002695	NP_013064.1
OG0002696	NP_014912.1
OG0002697	NP_014860.1
OG0002698	NP_010660.1
OG0002699	NP_009518.1
OG0002700	NP_014146.1
OG0002703	NP_010167.1
OG0002704	NP_014154.1
OG0002705	NP_011762.1
OG0002707	NP_009793.1
OG0002711	NP_013847.1
OG0002712	NP_013323.1
OG0002714	NP_014869.3
OG0002714	NP_015190.1
OG0002715	NP_010885.1
OG0002715	NP_014424.1
OG0002717	NP_012941.1
OG0002718	NP_013267.1
OG0002719	NP_010682.3
OG0002721	NP_010076.1
OG0002725	NP_011323.3
OG0002726	NP_014439.3
OG0002727	NP_012169.1
OG0002728	NP_009685.3
OG0002729	NP_014713.1
OG0002730	NP_014158.1
OG0002731	NP_010377.3
