Orthogroup	Sarc4_TRX
OG0000000	Sarc4_g28468T
OG0000000	Sarc4_g2846T
OG0000000	Sarc4_g2847T
OG0000000	Sarc4_g2848T
OG0000000	Sarc4_g2854T
OG0000000	Sarc4_g28664T
OG0000000	Sarc4_g28669T
OG0000000	Sarc4_g28671T
OG0000000	Sarc4_g28790T
OG0000000	Sarc4_g28791T
OG0000000	Sarc4_g28806T
OG0000000	Sarc4_g28814T
OG0000000	Sarc4_g28815T
OG0000000	Sarc4_g28816T
OG0000000	Sarc4_g28819T
OG0000000	Sarc4_g28828T
OG0000000	Sarc4_g28841T
OG0000000	Sarc4_g28844T
OG0000000	Sarc4_g28877T
OG0000000	Sarc4_g29003T
OG0000000	Sarc4_g29022T
OG0000000	Sarc4_g29023T
OG0000000	Sarc4_g29047T
OG0000000	Sarc4_g29053T
OG0000000	Sarc4_g29054T
OG0000000	Sarc4_g29055T
OG0000000	Sarc4_g29077T
OG0000000	Sarc4_g29084T
OG0000000	Sarc4_g29106T
OG0000000	Sarc4_g29152T
OG0000000	Sarc4_g29168T
OG0000000	Sarc4_g29170T
OG0000000	Sarc4_g29201T
OG0000000	Sarc4_g29235T
OG0000000	Sarc4_g29260T
OG0000000	Sarc4_g29289T
OG0000000	Sarc4_g29315T
OG0000000	Sarc4_g29316T
OG0000000	Sarc4_g29318T
OG0000000	Sarc4_g29405T
OG0000000	Sarc4_g29408T
OG0000000	Sarc4_g29409T
OG0000000	Sarc4_g29414T
OG0000000	Sarc4_g29426T
OG0000000	Sarc4_g29427T
OG0000000	Sarc4_g29435T
OG0000000	Sarc4_g29436T
OG0000000	Sarc4_g29492T
OG0000000	Sarc4_g29493T
OG0000000	Sarc4_g29494T
OG0000000	Sarc4_g2949T
OG0000000	Sarc4_g2950T
OG0000000	Sarc4_g29566T
OG0000000	Sarc4_g29583T
OG0000000	Sarc4_g29595T
OG0000000	Sarc4_g29596T
OG0000000	Sarc4_g29640T
OG0000000	Sarc4_g29642T
OG0000000	Sarc4_g29692T
OG0000000	Sarc4_g29693T
OG0000000	Sarc4_g29694T
OG0000000	Sarc4_g29697T
OG0000000	Sarc4_g29773T
OG0000000	Sarc4_g29774T
OG0000000	Sarc4_g29775T
OG0000000	Sarc4_g2977T
OG0000000	Sarc4_g29790T
OG0000000	Sarc4_g29803T
OG0000000	Sarc4_g29817T
OG0000000	Sarc4_g29818T
OG0000000	Sarc4_g29819T
OG0000000	Sarc4_g2981T
OG0000000	Sarc4_g29821T
OG0000000	Sarc4_g29822T
OG0000000	Sarc4_g29839T
OG0000000	Sarc4_g29844T
OG0000000	Sarc4_g2986T
OG0000000	Sarc4_g29873T
OG0000000	Sarc4_g29877T
OG0000000	Sarc4_g2988T
OG0000000	Sarc4_g29986T
OG0000000	Sarc4_g29988T
OG0000000	Sarc4_g29989T
OG0000000	Sarc4_g29993T
OG0000000	Sarc4_g30002T
OG0000000	Sarc4_g3000T
OG0000000	Sarc4_g30022T
OG0000000	Sarc4_g30024T
OG0000000	Sarc4_g30033T
OG0000000	Sarc4_g30034T
OG0000000	Sarc4_g30035T
OG0000000	Sarc4_g30066T
OG0000000	Sarc4_g30067T
OG0000000	Sarc4_g30069T
OG0000000	Sarc4_g3006T
OG0000000	Sarc4_g3007T
OG0000000	Sarc4_g30101T
OG0000000	Sarc4_g30103T
OG0000000	Sarc4_g30144T
OG0000000	Sarc4_g30145T
OG0000000	Sarc4_g30146T
OG0000000	Sarc4_g30148T
OG0000000	Sarc4_g30177T
OG0000000	Sarc4_g3032T
OG0000000	Sarc4_g3035T
OG0000000	Sarc4_g30365T
OG0000000	Sarc4_g30366T
OG0000000	Sarc4_g30367T
OG0000000	Sarc4_g30376T
OG0000000	Sarc4_g30378T
OG0000000	Sarc4_g30379T
OG0000000	Sarc4_g30415T
OG0000000	Sarc4_g30418T
OG0000000	Sarc4_g30419T
OG0000000	Sarc4_g30420T
OG0000000	Sarc4_g30447T
OG0000000	Sarc4_g30455T
OG0000000	Sarc4_g30463T
OG0000000	Sarc4_g30504T
OG0000000	Sarc4_g30525T
OG0000000	Sarc4_g30528T
OG0000000	Sarc4_g30624T
OG0000000	Sarc4_g30626T
OG0000000	Sarc4_g30635T
OG0000000	Sarc4_g30636T
OG0000000	Sarc4_g30638T
OG0000000	Sarc4_g30690T
OG0000000	Sarc4_g30691T
OG0000000	Sarc4_g30715T
OG0000000	Sarc4_g3075T
OG0000000	Sarc4_g30765T
OG0000000	Sarc4_g30766T
OG0000000	Sarc4_g30767T
OG0000000	Sarc4_g30842T
OG0000000	Sarc4_g30866T
OG0000000	Sarc4_g30867T
OG0000000	Sarc4_g30868T
OG0000000	Sarc4_g30869T
OG0000000	Sarc4_g30904T
OG0000000	Sarc4_g30905T
OG0000000	Sarc4_g30906T
OG0000000	Sarc4_g30907T
OG0000000	Sarc4_g30930T
OG0000000	Sarc4_g30931T
OG0000000	Sarc4_g30934T
OG0000000	Sarc4_g30957T
OG0000000	Sarc4_g30959T
OG0000000	Sarc4_g31021T
OG0000000	Sarc4_g31049T
OG0000000	Sarc4_g31055T
OG0000000	Sarc4_g31056T
OG0000000	Sarc4_g31057T
OG0000000	Sarc4_g31074T
OG0000000	Sarc4_g31075T
OG0000000	Sarc4_g31077T
OG0000000	Sarc4_g31399T
OG0000000	Sarc4_g31401T
OG0000000	Sarc4_g31402T
OG0000000	Sarc4_g31403T
OG0000000	Sarc4_g31404T
OG0000000	Sarc4_g31431T
OG0000000	Sarc4_g31432T
OG0000000	Sarc4_g31434T
OG0000000	Sarc4_g31435T
OG0000000	Sarc4_g31438T
OG0000000	Sarc4_g31446T
OG0000000	Sarc4_g31463T
OG0000000	Sarc4_g31464T
OG0000000	Sarc4_g31465T
OG0000000	Sarc4_g31466T
OG0000000	Sarc4_g31481T
OG0000000	Sarc4_g31514T
OG0000000	Sarc4_g31609T
OG0000000	Sarc4_g31610T
OG0000000	Sarc4_g31616T
OG0000000	Sarc4_g31641T
OG0000000	Sarc4_g31642T
OG0000000	Sarc4_g31644T
OG0000000	Sarc4_g31647T
OG0000000	Sarc4_g31648T
OG0000000	Sarc4_g31715T
OG0000000	Sarc4_g31718T
OG0000000	Sarc4_g31745T
OG0000000	Sarc4_g31746T
OG0000000	Sarc4_g31750T
OG0000000	Sarc4_g31754T
OG0000000	Sarc4_g31778T
OG0000000	Sarc4_g31779T
OG0000000	Sarc4_g31780T
OG0000000	Sarc4_g31781T
OG0000000	Sarc4_g31804T
OG0000000	Sarc4_g31805T
OG0000000	Sarc4_g31806T
OG0000000	Sarc4_g31807T
OG0000000	Sarc4_g31839T
OG0000000	Sarc4_g31840T
OG0000000	Sarc4_g31853T
OG0000000	Sarc4_g31860T
OG0000000	Sarc4_g31861T
OG0000000	Sarc4_g31862T
OG0000000	Sarc4_g31887T
OG0000000	Sarc4_g31898T
OG0000000	Sarc4_g31911T
OG0000000	Sarc4_g31922T
OG0000000	Sarc4_g31928T
OG0000000	Sarc4_g31946T
OG0000000	Sarc4_g31947T
OG0000000	Sarc4_g31955T
OG0000000	Sarc4_g31956T
OG0000000	Sarc4_g31957T
OG0000000	Sarc4_g31958T
OG0000000	Sarc4_g31966T
OG0000000	Sarc4_g31991T
OG0000000	Sarc4_g31993T
OG0000000	Sarc4_g31995T
OG0000000	Sarc4_g31997T
OG0000000	Sarc4_g32000T
OG0000000	Sarc4_g32017T
OG0000000	Sarc4_g32018T
OG0000000	Sarc4_g32022T
OG0000000	Sarc4_g32023T
OG0000000	Sarc4_g3209T
OG0000000	Sarc4_g32136T
OG0000000	Sarc4_g32138T
OG0000000	Sarc4_g32141T
OG0000000	Sarc4_g32159T
OG0000000	Sarc4_g32164T
OG0000000	Sarc4_g32176T
OG0000000	Sarc4_g32177T
OG0000000	Sarc4_g32185T
OG0000000	Sarc4_g32194T
OG0000000	Sarc4_g32195T
OG0000000	Sarc4_g32216T
OG0000000	Sarc4_g32252T
OG0000000	Sarc4_g32253T
OG0000000	Sarc4_g32319T
OG0000000	Sarc4_g32321T
OG0000000	Sarc4_g3233T
OG0000000	Sarc4_g32341T
OG0000000	Sarc4_g32344T
OG0000000	Sarc4_g32454T
OG0000000	Sarc4_g32483T
OG0000000	Sarc4_g32494T
OG0000000	Sarc4_g32496T
OG0000000	Sarc4_g32497T
OG0000000	Sarc4_g32498T
OG0000000	Sarc4_g32518T
OG0000000	Sarc4_g32603T
OG0000000	Sarc4_g32626T
OG0000000	Sarc4_g32627T
OG0000000	Sarc4_g32628T
OG0000000	Sarc4_g32662T
OG0000000	Sarc4_g32663T
OG0000000	Sarc4_g32674T
OG0000000	Sarc4_g32733T
OG0000000	Sarc4_g32735T
OG0000000	Sarc4_g32736T
OG0000000	Sarc4_g32759T
OG0000000	Sarc4_g32760T
OG0000000	Sarc4_g32801T
OG0000000	Sarc4_g32821T
OG0000000	Sarc4_g32883T
OG0000000	Sarc4_g32887T
OG0000000	Sarc4_g32912T
OG0000000	Sarc4_g32929T
OG0000000	Sarc4_g32963T
OG0000000	Sarc4_g32966T
OG0000000	Sarc4_g33018T
OG0000000	Sarc4_g33021T
OG0000000	Sarc4_g33028T
OG0000000	Sarc4_g3308T
OG0000000	Sarc4_g33120T
OG0000000	Sarc4_g33125T
OG0000000	Sarc4_g33165T
OG0000000	Sarc4_g33166T
OG0000000	Sarc4_g33172T
OG0000000	Sarc4_g33210T
OG0000000	Sarc4_g3324T
OG0000000	Sarc4_g33258T
OG0000000	Sarc4_g33261T
OG0000000	Sarc4_g3326T
OG0000000	Sarc4_g3329T
OG0000000	Sarc4_g33340T
OG0000000	Sarc4_g33344T
OG0000000	Sarc4_g33378T
OG0000000	Sarc4_g33379T
OG0000000	Sarc4_g33386T
OG0000000	Sarc4_g3340T
OG0000000	Sarc4_g3342T
OG0000000	Sarc4_g3346T
OG0000000	Sarc4_g3347T
OG0000000	Sarc4_g33480T
OG0000000	Sarc4_g33484T
OG0000000	Sarc4_g33489T
OG0000000	Sarc4_g3352T
OG0000000	Sarc4_g3354T
OG0000000	Sarc4_g33606T
OG0000000	Sarc4_g33609T
OG0000000	Sarc4_g33610T
OG0000000	Sarc4_g3363T
OG0000000	Sarc4_g33654T
OG0000000	Sarc4_g33655T
OG0000000	Sarc4_g33657T
OG0000000	Sarc4_g33680T
OG0000000	Sarc4_g33681T
OG0000000	Sarc4_g33682T
OG0000000	Sarc4_g3368T
OG0000000	Sarc4_g33697T
OG0000000	Sarc4_g33724T
OG0000000	Sarc4_g33739T
OG0000000	Sarc4_g33740T
OG0000000	Sarc4_g33775T
OG0000000	Sarc4_g33856T
OG0000000	Sarc4_g33934T
OG0000000	Sarc4_g33935T
OG0000000	Sarc4_g33936T
OG0000000	Sarc4_g33948T
OG0000000	Sarc4_g33949T
OG0000000	Sarc4_g3419T
OG0000000	Sarc4_g3422T
OG0000000	Sarc4_g3441T
OG0000000	Sarc4_g3443T
OG0000000	Sarc4_g3456T
OG0000000	Sarc4_g3459T
OG0000000	Sarc4_g3499T
OG0000000	Sarc4_g3500T
OG0000000	Sarc4_g3503T
OG0000000	Sarc4_g3538T
OG0000000	Sarc4_g3539T
OG0000000	Sarc4_g3541T
OG0000000	Sarc4_g3542T
OG0000000	Sarc4_g3584T
OG0000000	Sarc4_g3585T
OG0000000	Sarc4_g3589T
OG0000000	Sarc4_g3590T
OG0000000	Sarc4_g3591T
OG0000000	Sarc4_g361T
OG0000000	Sarc4_g3623T
OG0000000	Sarc4_g3627T
OG0000000	Sarc4_g3628T
OG0000000	Sarc4_g362T
OG0000000	Sarc4_g3631T
OG0000000	Sarc4_g3644T
OG0000000	Sarc4_g3726T
OG0000000	Sarc4_g3729T
OG0000000	Sarc4_g3730T
OG0000000	Sarc4_g3731T
OG0000000	Sarc4_g376T
OG0000000	Sarc4_g3787T
OG0000000	Sarc4_g3791T
OG0000000	Sarc4_g3814T
OG0000000	Sarc4_g3817T
OG0000000	Sarc4_g3875T
OG0000000	Sarc4_g3876T
OG0000000	Sarc4_g3877T
OG0000000	Sarc4_g3879T
OG0000000	Sarc4_g3906T
OG0000000	Sarc4_g3910T
OG0000000	Sarc4_g3930T
OG0000000	Sarc4_g3967T
OG0000000	Sarc4_g4009T
OG0000000	Sarc4_g4011T
OG0000000	Sarc4_g4015T
OG0000000	Sarc4_g4114T
OG0000000	Sarc4_g412T
OG0000000	Sarc4_g4137T
OG0000000	Sarc4_g4138T
OG0000000	Sarc4_g4139T
OG0000000	Sarc4_g413T
OG0000000	Sarc4_g4140T
OG0000000	Sarc4_g414T
OG0000000	Sarc4_g415T
OG0000000	Sarc4_g4234T
OG0000000	Sarc4_g4236T
OG0000000	Sarc4_g4340T
OG0000000	Sarc4_g4370T
OG0000000	Sarc4_g4431T
OG0000000	Sarc4_g4433T
OG0000000	Sarc4_g4434T
OG0000000	Sarc4_g4435T
OG0000000	Sarc4_g4445T
OG0000000	Sarc4_g4446T
OG0000000	Sarc4_g4447T
OG0000000	Sarc4_g4448T
OG0000000	Sarc4_g4511T
OG0000000	Sarc4_g4512T
OG0000000	Sarc4_g4514T
OG0000000	Sarc4_g4543T
OG0000000	Sarc4_g4544T
OG0000000	Sarc4_g4545T
OG0000000	Sarc4_g4554T
OG0000000	Sarc4_g4585T
OG0000000	Sarc4_g4587T
OG0000000	Sarc4_g4681T
OG0000000	Sarc4_g4775T
OG0000000	Sarc4_g4776T
OG0000000	Sarc4_g4778T
OG0000000	Sarc4_g477T
OG0000000	Sarc4_g478T
OG0000000	Sarc4_g480T
OG0000000	Sarc4_g4968T
OG0000000	Sarc4_g4969T
OG0000000	Sarc4_g4972T
OG0000000	Sarc4_g4987T
OG0000000	Sarc4_g4988T
OG0000000	Sarc4_g4989T
OG0000000	Sarc4_g5014T
OG0000000	Sarc4_g5015T
OG0000000	Sarc4_g5022T
OG0000000	Sarc4_g5023T
OG0000000	Sarc4_g5024T
OG0000000	Sarc4_g5035T
OG0000000	Sarc4_g5045T
OG0000000	Sarc4_g5164T
OG0000000	Sarc4_g5166T
OG0000000	Sarc4_g518T
OG0000000	Sarc4_g520T
OG0000000	Sarc4_g5240T
OG0000000	Sarc4_g5242T
OG0000000	Sarc4_g524T
OG0000000	Sarc4_g5285T
OG0000000	Sarc4_g5288T
OG0000000	Sarc4_g528T
OG0000000	Sarc4_g5304T
OG0000000	Sarc4_g5305T
OG0000000	Sarc4_g5307T
OG0000000	Sarc4_g5313T
OG0000000	Sarc4_g5314T
OG0000000	Sarc4_g5315T
OG0000000	Sarc4_g5316T
OG0000000	Sarc4_g5352T
OG0000000	Sarc4_g5354T
OG0000000	Sarc4_g5357T
OG0000000	Sarc4_g5358T
OG0000000	Sarc4_g5390T
OG0000000	Sarc4_g5405T
OG0000000	Sarc4_g5407T
OG0000000	Sarc4_g541T
OG0000000	Sarc4_g542T
OG0000000	Sarc4_g5434T
OG0000000	Sarc4_g5436T
OG0000000	Sarc4_g543T
OG0000000	Sarc4_g5461T
OG0000000	Sarc4_g5463T
OG0000000	Sarc4_g5477T
OG0000000	Sarc4_g5478T
OG0000000	Sarc4_g5480T
OG0000000	Sarc4_g5481T
OG0000000	Sarc4_g54T
OG0000000	Sarc4_g5504T
OG0000000	Sarc4_g5506T
OG0000000	Sarc4_g5508T
OG0000000	Sarc4_g5619T
OG0000000	Sarc4_g5627T
OG0000000	Sarc4_g564T
OG0000000	Sarc4_g565T
OG0000000	Sarc4_g5674T
OG0000000	Sarc4_g567T
OG0000000	Sarc4_g5702T
OG0000000	Sarc4_g570T
OG0000000	Sarc4_g572T
OG0000000	Sarc4_g577T
OG0000000	Sarc4_g5785T
OG0000000	Sarc4_g5815T
OG0000000	Sarc4_g5816T
OG0000000	Sarc4_g5817T
OG0000000	Sarc4_g5846T
OG0000000	Sarc4_g5847T
OG0000000	Sarc4_g5848T
OG0000000	Sarc4_g5861T
OG0000000	Sarc4_g5862T
OG0000000	Sarc4_g5887T
OG0000000	Sarc4_g5899T
OG0000000	Sarc4_g5935T
OG0000000	Sarc4_g5937T
OG0000000	Sarc4_g5969T
OG0000000	Sarc4_g5980T
OG0000000	Sarc4_g5990T
OG0000000	Sarc4_g5991T
OG0000000	Sarc4_g5992T
OG0000000	Sarc4_g6024T
OG0000000	Sarc4_g6043T
OG0000000	Sarc4_g6132T
OG0000000	Sarc4_g6135T
OG0000000	Sarc4_g6136T
OG0000000	Sarc4_g6160T
OG0000000	Sarc4_g6161T
OG0000000	Sarc4_g6162T
OG0000000	Sarc4_g6233T
OG0000000	Sarc4_g6240T
OG0000000	Sarc4_g6242T
OG0000000	Sarc4_g6245T
OG0000000	Sarc4_g6265T
OG0000000	Sarc4_g6298T
OG0000000	Sarc4_g629T
OG0000000	Sarc4_g6302T
OG0000000	Sarc4_g6332T
OG0000000	Sarc4_g6338T
OG0000000	Sarc4_g633T
OG0000000	Sarc4_g634T
OG0000000	Sarc4_g6442T
OG0000000	Sarc4_g6471T
OG0000000	Sarc4_g6474T
OG0000000	Sarc4_g6492T
OG0000000	Sarc4_g6513T
OG0000000	Sarc4_g6515T
OG0000000	Sarc4_g6564T
OG0000000	Sarc4_g6590T
OG0000000	Sarc4_g6592T
OG0000000	Sarc4_g6593T
OG0000000	Sarc4_g6599T
OG0000000	Sarc4_g65T
OG0000000	Sarc4_g6600T
OG0000000	Sarc4_g6607T
OG0000000	Sarc4_g6609T
OG0000000	Sarc4_g6660T
OG0000000	Sarc4_g6685T
OG0000000	Sarc4_g6692T
OG0000000	Sarc4_g6695T
OG0000000	Sarc4_g669T
OG0000000	Sarc4_g671T
OG0000000	Sarc4_g672T
OG0000000	Sarc4_g6830T
OG0000000	Sarc4_g6878T
OG0000000	Sarc4_g6895T
OG0000000	Sarc4_g6897T
OG0000000	Sarc4_g6905T
OG0000000	Sarc4_g6906T
OG0000000	Sarc4_g6907T
OG0000000	Sarc4_g6908T
OG0000000	Sarc4_g691T
OG0000000	Sarc4_g692T
OG0000000	Sarc4_g6930T
OG0000000	Sarc4_g694T
OG0000000	Sarc4_g6T
OG0000000	Sarc4_g7016T
OG0000000	Sarc4_g7059T
OG0000000	Sarc4_g70T
OG0000000	Sarc4_g71T
OG0000000	Sarc4_g7258T
OG0000000	Sarc4_g7270T
OG0000000	Sarc4_g7272T
OG0000000	Sarc4_g7289T
OG0000000	Sarc4_g7292T
OG0000000	Sarc4_g7293T
OG0000000	Sarc4_g732T
OG0000000	Sarc4_g734T
OG0000000	Sarc4_g7358T
OG0000000	Sarc4_g735T
OG0000000	Sarc4_g7364T
OG0000000	Sarc4_g7397T
OG0000000	Sarc4_g7398T
OG0000000	Sarc4_g7440T
OG0000000	Sarc4_g7442T
OG0000000	Sarc4_g746T
OG0000000	Sarc4_g7544T
OG0000000	Sarc4_g7619T
OG0000000	Sarc4_g7620T
OG0000000	Sarc4_g7622T
OG0000000	Sarc4_g764T
OG0000000	Sarc4_g765T
OG0000000	Sarc4_g7733T
OG0000000	Sarc4_g7739T
OG0000000	Sarc4_g7745T
OG0000000	Sarc4_g7751T
OG0000000	Sarc4_g7763T
OG0000000	Sarc4_g7820T
OG0000000	Sarc4_g7821T
OG0000000	Sarc4_g7826T
OG0000000	Sarc4_g7854T
OG0000000	Sarc4_g7857T
OG0000000	Sarc4_g7858T
OG0000000	Sarc4_g787T
OG0000000	Sarc4_g788T
OG0000000	Sarc4_g791T
OG0000000	Sarc4_g7926T
OG0000000	Sarc4_g7951T
OG0000000	Sarc4_g7954T
OG0000000	Sarc4_g7957T
OG0000000	Sarc4_g7976T
OG0000000	Sarc4_g7990T
OG0000000	Sarc4_g8002T
OG0000000	Sarc4_g8003T
OG0000000	Sarc4_g8009T
OG0000000	Sarc4_g8010T
OG0000000	Sarc4_g8027T
OG0000000	Sarc4_g8066T
OG0000000	Sarc4_g8067T
OG0000000	Sarc4_g8092T
OG0000000	Sarc4_g8095T
OG0000000	Sarc4_g8097T
OG0000000	Sarc4_g8119T
OG0000000	Sarc4_g8172T
OG0000000	Sarc4_g8214T
OG0000000	Sarc4_g8234T
OG0000000	Sarc4_g8253T
OG0000000	Sarc4_g8254T
OG0000000	Sarc4_g8255T
OG0000000	Sarc4_g8310T
OG0000000	Sarc4_g8332T
OG0000000	Sarc4_g8334T
OG0000000	Sarc4_g8366T
OG0000000	Sarc4_g8368T
OG0000000	Sarc4_g8384T
OG0000000	Sarc4_g8385T
OG0000000	Sarc4_g8394T
OG0000000	Sarc4_g8395T
OG0000000	Sarc4_g8396T
OG0000000	Sarc4_g8433T
OG0000000	Sarc4_g8434T
OG0000000	Sarc4_g8441T
OG0000000	Sarc4_g8445T
OG0000000	Sarc4_g8446T
OG0000000	Sarc4_g8447T
OG0000000	Sarc4_g8490T
OG0000000	Sarc4_g8551T
OG0000000	Sarc4_g8567T
OG0000000	Sarc4_g8578T
OG0000000	Sarc4_g8580T
OG0000000	Sarc4_g8584T
OG0000000	Sarc4_g8663T
OG0000000	Sarc4_g8665T
OG0000000	Sarc4_g8704T
OG0000000	Sarc4_g8712T
OG0000000	Sarc4_g8773T
OG0000000	Sarc4_g8793T
OG0000000	Sarc4_g8796T
OG0000000	Sarc4_g8866T
OG0000000	Sarc4_g8914T
OG0000000	Sarc4_g8980T
OG0000000	Sarc4_g9008T
OG0000000	Sarc4_g9009T
OG0000000	Sarc4_g9010T
OG0000000	Sarc4_g9027T
OG0000000	Sarc4_g9030T
OG0000000	Sarc4_g9085T
OG0000000	Sarc4_g9088T
OG0000000	Sarc4_g9089T
OG0000000	Sarc4_g9090T
OG0000000	Sarc4_g9121T
OG0000000	Sarc4_g9122T
OG0000000	Sarc4_g9123T
OG0000000	Sarc4_g9135T
OG0000000	Sarc4_g9136T
OG0000000	Sarc4_g9195T
OG0000000	Sarc4_g9255T
OG0000000	Sarc4_g9257T
OG0000000	Sarc4_g9283T
OG0000000	Sarc4_g9317T
OG0000000	Sarc4_g9318T
OG0000000	Sarc4_g9323T
OG0000000	Sarc4_g9347T
OG0000000	Sarc4_g9364T
OG0000000	Sarc4_g9405T
OG0000000	Sarc4_g9406T
OG0000000	Sarc4_g9430T
OG0000000	Sarc4_g9431T
OG0000000	Sarc4_g9437T
OG0000000	Sarc4_g9439T
OG0000000	Sarc4_g9457T
OG0000000	Sarc4_g9458T
OG0000000	Sarc4_g9465T
OG0000000	Sarc4_g9470T
OG0000000	Sarc4_g9530T
OG0000000	Sarc4_g9532T
OG0000000	Sarc4_g9533T
OG0000000	Sarc4_g9534T
OG0000000	Sarc4_g9535T
OG0000000	Sarc4_g9567T
OG0000000	Sarc4_g9568T
OG0000000	Sarc4_g9570T
OG0000000	Sarc4_g9584T
OG0000000	Sarc4_g9585T
OG0000000	Sarc4_g9603T
OG0000000	Sarc4_g9606T
OG0000000	Sarc4_g9607T
OG0000000	Sarc4_g9638T
OG0000000	Sarc4_g9639T
OG0000000	Sarc4_g9640T
OG0000000	Sarc4_g9647T
OG0000000	Sarc4_g9667T
OG0000000	Sarc4_g9705T
OG0000000	Sarc4_g9706T
OG0000000	Sarc4_g9707T
OG0000000	Sarc4_g970T
OG0000000	Sarc4_g971T
OG0000000	Sarc4_g9720T
OG0000000	Sarc4_g9738T
OG0000000	Sarc4_g9788T
OG0000000	Sarc4_g9789T
OG0000000	Sarc4_g9791T
OG0000000	Sarc4_g9792T
OG0000000	Sarc4_g9793T
OG0000000	Sarc4_g9878T
OG0000000	Sarc4_g9892T
OG0000000	Sarc4_g9928T
OG0000000	Sarc4_g9956T
OG0000000	Sarc4_g9963T
OG0000000	Sarc4_g9965T
OG0000000	Sarc4_g9966T
OG0000009	Sarc4_g11734T
OG0000009	Sarc4_g11736T
OG0000009	Sarc4_g12368T
OG0000009	Sarc4_g12447T
OG0000009	Sarc4_g1279T
OG0000009	Sarc4_g18241T
OG0000009	Sarc4_g20161T
OG0000009	Sarc4_g20424T
OG0000009	Sarc4_g20425T
OG0000009	Sarc4_g21347T
OG0000009	Sarc4_g23647T
OG0000009	Sarc4_g24003T
OG0000009	Sarc4_g24704T
OG0000009	Sarc4_g24842T
OG0000009	Sarc4_g26286T
OG0000009	Sarc4_g29129T
OG0000009	Sarc4_g30238T
OG0000009	Sarc4_g31832T
OG0000009	Sarc4_g3251T
OG0000009	Sarc4_g32771T
OG0000009	Sarc4_g33253T
OG0000009	Sarc4_g3925T
OG0000009	Sarc4_g5152T
OG0000012	Sarc4_g13387T
OG0000012	Sarc4_g14034T
OG0000012	Sarc4_g14036T
OG0000012	Sarc4_g2253T
OG0000012	Sarc4_g23768T
OG0000012	Sarc4_g29043T
OG0000012	Sarc4_g3289T
OG0000012	Sarc4_g4051T
OG0000012	Sarc4_g4061T
OG0000012	Sarc4_g4062T
OG0000012	Sarc4_g8127T
OG0000013	Sarc4_g10465T
OG0000013	Sarc4_g11802T
OG0000013	Sarc4_g16933T
OG0000015	Sarc4_g16867T
OG0000015	Sarc4_g17767T
OG0000015	Sarc4_g18600T
OG0000015	Sarc4_g19871T
OG0000015	Sarc4_g20447T
OG0000015	Sarc4_g20804T
OG0000015	Sarc4_g2316T
OG0000015	Sarc4_g23T
OG0000015	Sarc4_g24239T
OG0000015	Sarc4_g27835T
OG0000015	Sarc4_g3335T
OG0000015	Sarc4_g5068T
OG0000015	Sarc4_g6256T
OG0000015	Sarc4_g6526T
OG0000017	Sarc4_g12305T
OG0000017	Sarc4_g25454T
OG0000017	Sarc4_g30619T
OG0000017	Sarc4_g32264T
OG0000017	Sarc4_g5191T
OG0000017	Sarc4_g5838T
OG0000017	Sarc4_g9574T
OG0000021	Sarc4_g11465T
OG0000021	Sarc4_g14489T
OG0000021	Sarc4_g21316T
OG0000021	Sarc4_g22888T
OG0000021	Sarc4_g27643T
OG0000021	Sarc4_g3828T
OG0000021	Sarc4_g5186T
OG0000023	Sarc4_g11901T
OG0000023	Sarc4_g1364T
OG0000023	Sarc4_g21557T
OG0000023	Sarc4_g30973T
OG0000023	Sarc4_g33445T
OG0000023	Sarc4_g4272T
OG0000023	Sarc4_g4275T
OG0000023	Sarc4_g665T
OG0000023	Sarc4_g7502T
OG0000023	Sarc4_g9634T
OG0000029	Sarc4_g11322T
OG0000029	Sarc4_g1201T
OG0000029	Sarc4_g15004T
OG0000029	Sarc4_g19510T
OG0000029	Sarc4_g19520T
OG0000029	Sarc4_g19583T
OG0000029	Sarc4_g23353T
OG0000029	Sarc4_g24035T
OG0000029	Sarc4_g24633T
OG0000029	Sarc4_g2600T
OG0000029	Sarc4_g2725T
OG0000029	Sarc4_g29064T
OG0000029	Sarc4_g29380T
OG0000029	Sarc4_g29381T
OG0000029	Sarc4_g33813T
OG0000029	Sarc4_g8966T
OG0000029	Sarc4_g977T
OG0000031	Sarc4_g11469T
OG0000031	Sarc4_g11690T
OG0000031	Sarc4_g16403T
OG0000031	Sarc4_g26275T
OG0000031	Sarc4_g2703T
OG0000031	Sarc4_g2710T
OG0000031	Sarc4_g28324T
OG0000031	Sarc4_g28924T
OG0000031	Sarc4_g31835T
OG0000031	Sarc4_g32282T
OG0000038	Sarc4_g1049T
OG0000038	Sarc4_g12960T
OG0000038	Sarc4_g23119T
OG0000038	Sarc4_g24722T
OG0000038	Sarc4_g24723T
OG0000038	Sarc4_g26084T
OG0000038	Sarc4_g29301T
OG0000038	Sarc4_g29433T
OG0000038	Sarc4_g30299T
OG0000038	Sarc4_g4672T
OG0000038	Sarc4_g7163T
OG0000040	Sarc4_g12485T
OG0000040	Sarc4_g12491T
OG0000040	Sarc4_g12497T
OG0000040	Sarc4_g12503T
OG0000040	Sarc4_g12512T
OG0000040	Sarc4_g13499T
OG0000040	Sarc4_g19412T
OG0000040	Sarc4_g20832T
OG0000040	Sarc4_g21083T
OG0000040	Sarc4_g24812T
OG0000040	Sarc4_g25012T
OG0000040	Sarc4_g25153T
