Orthogroup	DM_TRX
OG0000166	FBgn0039235.p4
OG0000166	FBgn0039486.p1
OG0000166	FBgn0039838.p1
OG0000166	FBgn0040628.p1
OG0000166	FBgn0040629.p1
OG0000166	FBgn0052698.p1
OG0000170	FBgn0000253.p1
OG0000170	FBgn0010423.p1
OG0000170	FBgn0010424.p2
OG0000170	FBgn0011273.p2
OG0000170	FBgn0013348.p1
OG0000170	FBgn0031692.p1
OG0000170	FBgn0033027.p1
OG0000170	FBgn0033238.p1
OG0000170	FBgn0034774.p1
OG0000170	FBgn0035161.p1
OG0000170	FBgn0039373.p1
OG0000170	FBgn0039374.p1
OG0000170	FBgn0051958.p1
OG0000170	FBgn0051960.p1
OG0000171	FBgn0016693.p1
OG0000171	FBgn0023388.p1
OG0000171	FBgn0035060.p3
OG0000172	FBgn0000273.p1
OG0000172	FBgn0000274.p1
OG0000172	FBgn0000489.p1
OG0000172	FBgn0004462.p1
OG0000172	FBgn0039796.p1
OG0000173	FBgn0028931.p3
OG0000173	FBgn0031874.p1
OG0000174	FBgn0031187.p4
OG0000174	FBgn0036913.p1
OG0000174	FBgn0038862.p1
OG0000174	FBgn0050421.p1
OG0000175	FBgn0002413.p3
OG0000175	FBgn0011253.p8
OG0000175	FBgn0015024.p3
OG0000175	FBgn0030384.p1
OG0000175	FBgn0031441.p1
OG0000175	FBgn0032650.p1
OG0000175	FBgn0037325.p1
OG0000177	FBgn0013563.p1
OG0000177	FBgn0016983.p1
OG0000177	FBgn0024923.p10
OG0000177	FBgn0032450.p1
OG0000177	FBgn0033564.p1
OG0000178	FBgn0016126.p7
OG0000178	FBgn0019686.p1
OG0000179	FBgn0000556.p4
OG0000179	FBgn0000557.p16
OG0000179	FBgn0042712.p1
OG0000182	FBgn0004611.p4
OG0000182	FBgn0004625.p11
OG0000183	FBgn0000404.p1
OG0000183	FBgn0000405.p10
OG0000183	FBgn0010382.p4
OG0000183	FBgn0015625.p1
OG0000184	FBgn0013953.p1
OG0000184	FBgn0034275.p1
OG0000184	FBgn0036240.p1
OG0000184	FBgn0036770.p1
OG0000184	FBgn0038337.p3
OG0000184	FBgn0038354.p1
OG0000184	FBgn0039736.p1
OG0000184	FBgn0039787.p1
OG0000184	FBgn0039789.p1
OG0000185	FBgn0026173.p1
OG0000185	FBgn0030053.p1
OG0000185	FBgn0040344.p6
OG0000186	FBgn0030746.p1
OG0000186	FBgn0030747.p1
OG0000186	FBgn0032120.p2
OG0000186	FBgn0033837.p9
OG0000186	FBgn0037989.p1
OG0000187	FBgn0000099.p2
OG0000187	FBgn0000242.p11
OG0000187	FBgn0002023.p1
OG0000187	FBgn0003896.p5
OG0000187	FBgn0013751.p4
OG0000187	FBgn0026411.p1
OG0000187	FBgn0032196.p2
OG0000187	FBgn0036274.p1
OG0000187	FBgn0052105.p1
OG0000188	FBgn0027515.p1
OG0000188	FBgn0032702.p1
OG0000188	FBgn0033021.p1
OG0000188	FBgn0035143.p1
OG0000188	FBgn0035425.p2
OG0000188	FBgn0039421.p1
OG0000188	FBgn0086361.p5
OG0000193	FBgn0003041.p7
OG0000193	FBgn0035761.p3
OG0000198	FBgn0000559.p6
OG0000198	FBgn0039566.p1
OG0000198	FBgn0053158.p1
OG0000199	FBgn0027610.p2
OG0000199	FBgn0030872.p1
OG0000199	FBgn0031757.p1
OG0000199	FBgn0031758.p2
OG0000199	FBgn0033248.p1
OG0000199	FBgn0035567.p1
OG0000199	FBgn0035568.p1
OG0000199	FBgn0036199.p3
OG0000199	FBgn0036808.p1
OG0000199	FBgn0038797.p3
OG0000199	FBgn0039674.p1
OG0000206	FBgn0031064.p1
OG0000206	FBgn0036493.p1
OG0000206	FBgn0036764.p1
OG0000206	FBgn0036984.p1
OG0000206	FBgn0037203.p5
OG0000207	FBgn0000179.p1
OG0000207	FBgn0005511.p1
OG0000207	FBgn0011723.p1
OG0000207	FBgn0016660.p1
OG0000207	FBgn0021767.p1
OG0000207	FBgn0028789.p1
OG0000207	FBgn0035954.p1
OG0000214	FBgn0004512.p1
OG0000214	FBgn0004513.p1
OG0000214	FBgn0010241.p1
OG0000214	FBgn0035695.p1
OG0000215	FBgn0027588.p10
OG0000216	FBgn0031899.p7
OG0000216	FBgn0036043.p22
OG0000217	FBgn0010252.p3
OG0000217	FBgn0011305.p1
OG0000217	FBgn0028554.p1
OG0000217	FBgn0030479.p1
OG0000220	FBgn0014462.p1
OG0000220	FBgn0028428.p8
OG0000220	FBgn0029090.p1
OG0000220	FBgn0034656.p1
OG0000220	FBgn0034775.p1
OG0000221	FBgn0013303.p1
OG0000221	FBgn0030281.p1
OG0000221	FBgn0030897.p1
OG0000221	FBgn0036926.p1
OG0000221	FBgn0039380.p1
OG0000221	FBgn0083228.p3
OG0000222	FBgn0001149.p1
OG0000222	FBgn0010038.p1
OG0000222	FBgn0010039.p1
OG0000222	FBgn0010040.p1
OG0000222	FBgn0010041.p2
OG0000222	FBgn0010042.p1
OG0000222	FBgn0010043.p1
OG0000222	FBgn0010044.p1
OG0000222	FBgn0027590.p1
OG0000222	FBgn0030484.p1
OG0000222	FBgn0031117.p1
OG0000222	FBgn0033381.p1
OG0000222	FBgn0033817.p1
OG0000222	FBgn0034335.p1
OG0000222	FBgn0034354.p1
OG0000222	FBgn0038020.p2
OG0000222	FBgn0038029.p1
OG0000222	FBgn0042206.p1
OG0000222	FBgn0050000.p1
OG0000222	FBgn0050005.p1
OG0000222	FBgn0053546.p2
OG0000222	FBgn0063491.p1
OG0000222	FBgn0063492.p1
OG0000222	FBgn0063493.p1
OG0000222	FBgn0063494.p1
OG0000222	FBgn0063495.p1
OG0000222	FBgn0063496.p1
OG0000222	FBgn0063497.p1
OG0000222	FBgn0063498.p1
OG0000222	FBgn0063499.p1
OG0000223	FBgn0023495.p1
OG0000223	FBgn0023496.p1
OG0000223	FBgn0024740.p1
OG0000223	FBgn0031533.p1
OG0000223	FBgn0032264.p1
OG0000223	FBgn0032265.p1
OG0000223	FBgn0032266.p1
OG0000223	FBgn0032271.p1
OG0000223	FBgn0032275.p1
OG0000223	FBgn0032981.p1
OG0000223	FBgn0033999.p1
OG0000223	FBgn0034990.p1
OG0000223	FBgn0036996.p1
OG0000223	FBgn0038067.p1
OG0000223	FBgn0038068.p1
OG0000223	FBgn0038069.p1
OG0000223	FBgn0038070.p1
OG0000223	FBgn0042207.p1
OG0000223	FBgn0043825.p1
OG0000223	FBgn0051089.p1
OG0000223	FBgn0051091.p1
OG0000223	FBgn0051871.p1
OG0000223	FBgn0051872.p1
OG0000226	FBgn0031814.p1
OG0000226	FBgn0035146.p1
OG0000226	FBgn0052407.p1
OG0000226	FBgn0052485.p1
OG0000227	FBgn0003187.p4
OG0000227	FBgn0010225.p5
OG0000228	FBgn0003435.p1
OG0000228	FBgn0011224.p11
OG0000230	FBgn0025742.p1
OG0000230	FBgn0028497.p5
OG0000230	FBgn0030735.p13
OG0000230	FBgn0035945.p1
OG0000231	FBgn0011285.p1
OG0000231	FBgn0015806.p1
OG0000231	FBgn0020412.p7
OG0000232	FBgn0011566.p1
OG0000232	FBgn0027495.p1
OG0000232	FBgn0033633.p1
OG0000232	FBgn0036282.p1
OG0000232	FBgn0038470.p1
OG0000233	FBgn0023423.p1
OG0000233	FBgn0041171.p13
OG0000235	FBgn0002638.p4
OG0000235	FBgn0038917.p1
OG0000237	FBgn0020626.p1
OG0000237	FBgn0034951.p1
OG0000238	FBgn0022700.p1
OG0000238	FBgn0022701.p1
OG0000238	FBgn0022702.p1
OG0000238	FBgn0029913.p1
OG0000238	FBgn0030171.p1
OG0000238	FBgn0034580.p1
OG0000238	FBgn0034582.p1
OG0000238	FBgn0035398.p1
OG0000238	FBgn0038180.p1
OG0000238	FBgn0050293.p1
OG0000240	FBgn0034382.p1
OG0000240	FBgn0034383.p1
OG0000240	FBgn0036128.p1
OG0000240	FBgn0036128.p2
OG0000240	FBgn0037534.p1
OG0000240	FBgn0037761.p1
OG0000240	FBgn0037762.p1
OG0000240	FBgn0037763.p1
OG0000240	FBgn0037764.p1
OG0000240	FBgn0037765.p1
OG0000240	FBgn0038983.p1
OG0000240	FBgn0038985.p3
OG0000240	FBgn0038986.p1
OG0000240	FBgn0039030.p1
OG0000240	FBgn0050008.p1
OG0000240	FBgn0051141.p1
OG0000240	FBgn0052072.p1
OG0000240	FBgn0053110.p1
OG0000241	FBgn0010269.p1
OG0000241	FBgn0010303.p6
OG0000241	FBgn0015763.p1
OG0000241	FBgn0024326.p1
OG0000244	FBgn0000083.p3
OG0000244	FBgn0000084.p1
OG0000244	FBgn0030749.p1
OG0000245	FBgn0030354.p1
OG0000251	FBgn0002036.p1
OG0000251	FBgn0033584.p1
OG0000251	FBgn0035943.p1
OG0000251	FBgn0036749.p1
OG0000251	FBgn0036750.p1
OG0000251	FBgn0036955.p6
OG0000251	FBgn0037606.p1
OG0000252	FBgn0031003.p1
OG0000252	FBgn0037045.p1
OG0000258	FBgn0036428.p1
OG0000258	FBgn0036862.p1
OG0000261	FBgn0029896.p5
OG0000261	FBgn0030331.p1
OG0000261	FBgn0034956.p3
OG0000261	FBgn0037829.p1
OG0000261	FBgn0038448.p1
OG0000261	FBgn0040350.p1
OG0000261	FBgn0051103.p1
OG0000261	FBgn0051106.p1
OG0000261	FBgn0051272.p1
OG0000261	FBgn0053233.p1
OG0000261	FBgn0053234.p3
OG0000262	FBgn0031606.p1
OG0000262	FBgn0033155.p1
OG0000262	FBgn0035106.p1
OG0000262	FBgn0037471.p1
OG0000263	FBgn0002789.p4
OG0000263	FBgn0035499.p3
OG0000263	FBgn0038774.p3
OG0000264	FBgn0011761.p2
OG0000264	FBgn0024986.p1
OG0000264	FBgn0029752.p1
OG0000264	FBgn0034472.p1
OG0000264	FBgn0035334.p1
OG0000264	FBgn0036442.p1
OG0000264	FBgn0040070.p7
OG0000265	FBgn0016078.p1
OG0000265	FBgn0037163.p1
OG0000265	FBgn0037164.p2
OG0000265	FBgn0037165.p1
OG0000265	FBgn0037166.p1
OG0000265	FBgn0037167.p1
OG0000265	FBgn0037341.p7
OG0000265	FBgn0041087.p1
OG0000268	FBgn0004049.p5
OG0000268	FBgn0010434.p13
OG0000268	FBgn0032225.p1
OG0000268	FBgn0051536.p1
OG0000268	FBgn0085376.p1
OG0000269	FBgn0022029.p7
OG0000269	FBgn0035639.p1
OG0000269	FBgn0039179.p1
OG0000270	FBgn0029970.p1
OG0000270	FBgn0045980.p1
OG0000271	FBgn0012036.p1
OG0000271	FBgn0051075.p1
OG0000272	FBgn0020930.p1
OG0000272	FBgn0051140.p15
OG0000272	FBgn0085373.p6
OG0000272	FBgn0085390.p16
OG0000274	FBgn0020245.p1
OG0000274	FBgn0027535.p1
OG0000274	FBgn0029175.p3
OG0000274	FBgn0034081.p1
OG0000275	FBgn0003277.p1
OG0000275	FBgn0019938.p1
OG0000275	FBgn0030687.p1
OG0000277	FBgn0029709.p1
OG0000277	FBgn0030341.p1
OG0000277	FBgn0030606.p1
OG0000277	FBgn0034681.p1
OG0000277	FBgn0051787.p1
OG0000277	FBgn0061492.p1
OG0000278	FBgn0012051.p8
OG0000278	FBgn0025866.p1
OG0000278	FBgn0030741.p1
OG0000279	FBgn0015565.p3
OG0000279	FBgn0028491.p4
OG0000279	FBgn0037730.p1
OG0000280	FBgn0027601.p1
OG0000280	FBgn0031703.p1
OG0000280	FBgn0039156.p1
OG0000281	FBgn0002777.p1
OG0000281	FBgn0016930.p17
OG0000281	FBgn0027101.p1
OG0000282	FBgn0002989.p1
OG0000282	FBgn0034976.p1
OG0000282	FBgn0039338.p3
OG0000283	FBgn0035154.p1
OG0000283	FBgn0038738.p5
OG0000283	FBgn0051821.p1
OG0000283	FBgn0051823.p1
OG0000283	FBgn0052483.p1
OG0000284	FBgn0025837.p1
OG0000284	FBgn0030361.p1
OG0000284	FBgn0030796.p1
OG0000284	FBgn0030932.p1
OG0000286	FBgn0052103.p7
OG0000286	FBgn0067782.p1
OG0000286	FBgn0067783.p1
OG0000287	FBgn0011764.p3
OG0000289	FBgn0010051.p5
OG0000292	FBgn0033079.p1
OG0000292	FBgn0034943.p1
OG0000293	FBgn0034004.p1
OG0000293	FBgn0052354.p1
OG0000295	FBgn0028704.p11
OG0000295	FBgn0033323.p1
OG0000295	FBgn0033324.p1
OG0000295	FBgn0033326.p1
OG0000295	FBgn0033599.p1
OG0000295	FBgn0034156.p1
OG0000295	FBgn0037238.p1
OG0000295	FBgn0039941.p4
OG0000295	FBgn0040030.p13
OG0000295	FBgn0040031.p3
OG0000296	FBgn0004907.p2
OG0000296	FBgn0020238.p7
OG0000297	FBgn0026323.p1
OG0000297	FBgn0030018.p1
OG0000297	FBgn0036896.p1
OG0000297	FBgn0039015.p1
OG0000297	FBgn0046689.p1
OG0000298	FBgn0011822.p1
OG0000298	FBgn0029093.p1
OG0000298	FBgn0032049.p1
OG0000298	FBgn0032303.p1
OG0000298	FBgn0032304.p1
OG0000298	FBgn0033933.p1
OG0000298	FBgn0038505.p1
OG0000298	FBgn0038506.p1
OG0000298	FBgn0038507.p1
OG0000298	FBgn0051661.p1
OG0000298	FBgn0051926.p1
OG0000298	FBgn0051928.p1
OG0000298	FBgn0053128.p1
OG0000302	FBgn0019830.p3
OG0000302	FBgn0031881.p1
OG0000302	FBgn0032219.p2
OG0000302	FBgn0039525.p1
OG0000303	FBgn0002723.p1
OG0000303	FBgn0003068.p1
OG0000303	FBgn0003749.p3
OG0000303	FBgn0004666.p6
OG0000303	FBgn0015014.p1
OG0000303	FBgn0015542.p5
OG0000303	FBgn0023076.p7
OG0000303	FBgn0023094.p1
OG0000303	FBgn0030627.p1
OG0000305	FBgn0021796.p1
OG0000305	FBgn0052743.p1
OG0000306	FBgn0003308.p1
OG0000306	FBgn0038347.p1
OG0000306	FBgn0038348.p1
OG0000306	FBgn0038349.p1
OG0000306	FBgn0038350.p1
OG0000307	FBgn0023536.p1
OG0000307	FBgn0030403.p1
OG0000308	FBgn0003002.p1
OG0000308	FBgn0004859.p1
OG0000308	FBgn0033782.p1
OG0000308	FBgn0039039.p1
OG0000308	FBgn0086655.p1
OG0000311	FBgn0033463.p1
OG0000311	FBgn0035181.p3
OG0000311	FBgn0038786.p1
OG0000313	FBgn0025381.p1
OG0000315	FBgn0024320.p1
OG0000315	FBgn0031140.p1
OG0000315	FBgn0033068.p1
OG0000316	FBgn0027572.p1
OG0000316	FBgn0029924.p1
OG0000316	FBgn0031813.p1
OG0000316	FBgn0032775.p5
OG0000316	FBgn0034628.p1
OG0000316	FBgn0034629.p1
OG0000317	FBgn0028468.p1
OG0000317	FBgn0035400.p1
OG0000317	FBgn0037003.p1
OG0000317	FBgn0037004.p1
OG0000317	FBgn0037005.p1
OG0000318	FBgn0002906.p1
OG0000318	FBgn0027375.p4
OG0000319	FBgn0003139.p1
OG0000319	FBgn0004177.p1
OG0000319	FBgn0023177.p4
OG0000325	FBgn0015657.p1
OG0000325	FBgn0030207.p1
OG0000325	FBgn0031322.p1
OG0000325	FBgn0034091.p10
OG0000325	FBgn0035273.p1
OG0000325	FBgn0037151.p1
OG0000326	FBgn0031359.p1
OG0000326	FBgn0033391.p1
OG0000327	FBgn0004656.p1
OG0000327	FBgn0034423.p1
OG0000327	FBgn0039124.p1
OG0000327	FBgn0050417.p1
OG0000328	FBgn0003887.p1
OG0000328	FBgn0003888.p1
OG0000328	FBgn0003889.p1
OG0000328	FBgn0003890.p1
OG0000329	FBgn0026428.p1
OG0000329	FBgn0041210.p14
OG0000332	FBgn0030444.p1
OG0000332	FBgn0085403.p6
OG0000339	FBgn0005585.p1
OG0000339	FBgn0015622.p6
OG0000339	FBgn0030377.p1
OG0000339	FBgn0030755.p1
OG0000339	FBgn0031135.p1
OG0000340	FBgn0014903.p1
OG0000340	FBgn0030575.p1
OG0000340	FBgn0033830.p1
OG0000340	FBgn0038795.p1
OG0000340	FBgn0053082.p1
OG0000340	FBgn0053082.p2
OG0000341	FBgn0038237.p1
OG0000341	FBgn0085370.p1
OG0000343	FBgn0037074.p1
OG0000343	FBgn0038401.p1
OG0000344	FBgn0014002.p7
OG0000344	FBgn0033663.p4
OG0000344	FBgn0037850.p1
OG0000345	FBgn0027621.p16
OG0000348	FBgn0039302.p1
OG0000349	FBgn0051614.p1
OG0000349	FBgn0051617.p1
OG0000349	FBgn0053801.p1
OG0000349	FBgn0053804.p1
OG0000349	FBgn0053807.p1
OG0000349	FBgn0053810.p1
OG0000349	FBgn0053813.p1
OG0000349	FBgn0053816.p1
OG0000349	FBgn0053819.p1
OG0000349	FBgn0053822.p1
OG0000349	FBgn0053825.p1
OG0000349	FBgn0053828.p1
OG0000349	FBgn0053831.p1
OG0000349	FBgn0053834.p1
OG0000349	FBgn0053837.p1
OG0000349	FBgn0053840.p1
OG0000349	FBgn0053843.p1
OG0000349	FBgn0053846.p1
OG0000349	FBgn0053849.p1
OG0000349	FBgn0053852.p1
OG0000349	FBgn0053855.p1
OG0000349	FBgn0053858.p1
OG0000349	FBgn0053861.p1
OG0000349	FBgn0053864.p1
OG0000350	FBgn0020503.p4
OG0000350	FBgn0034451.p1
OG0000351	FBgn0003042.p1
OG0000351	FBgn0003607.p2
OG0000351	FBgn0004400.p1
OG0000351	FBgn0030082.p1
OG0000351	FBgn0030994.p1
OG0000351	FBgn0031613.p1
OG0000351	FBgn0037675.p1
OG0000351	FBgn0039019.p1
OG0000352	FBgn0031478.p1
OG0000352	FBgn0035169.p1
OG0000352	FBgn0035744.p1
OG0000352	FBgn0064116.p1
OG0000352	FBgn0064117.p2
OG0000353	FBgn0031464.p1
OG0000353	FBgn0085428.p1
OG0000358	FBgn0005632.p5
OG0000358	FBgn0039214.p1
OG0000359	FBgn0023508.p1
OG0000359	FBgn0030761.p1
OG0000359	FBgn0034179.p1
OG0000359	FBgn0036273.p1
OG0000360	FBgn0011725.p1
OG0000360	FBgn0016762.p1
OG0000360	FBgn0037872.p4
OG0000360	FBgn0051759.p2
OG0000361	FBgn0038981.p1
OG0000361	FBgn0053093.p1
OG0000361	FBgn0053099.p1
OG0000362	FBgn0026680.p1
OG0000362	FBgn0030502.p1
OG0000362	FBgn0033015.p2
OG0000362	FBgn0034240.p1
OG0000365	FBgn0024291.p1
OG0000365	FBgn0038788.p1
OG0000366	FBgn0011823.p1
OG0000366	FBgn0024889.p1
OG0000366	FBgn0027338.p3
OG0000366	FBgn0035657.p1
OG0000368	FBgn0042645.p6
OG0000369	FBgn0002930.p1
OG0000369	FBgn0024293.p1
OG0000369	FBgn0024294.p1
OG0000369	FBgn0028983.p1
OG0000369	FBgn0028985.p10
OG0000369	FBgn0028986.p1
OG0000369	FBgn0028987.p1
OG0000369	FBgn0028988.p1
OG0000369	FBgn0032178.p1
OG0000369	FBgn0033112.p1
OG0000369	FBgn0033113.p1
OG0000369	FBgn0033115.p1
OG0000369	FBgn0033574.p1
OG0000369	FBgn0034195.p1
OG0000369	FBgn0044011.p1
OG0000369	FBgn0051902.p1
OG0000369	FBgn0053121.p1
OG0000369	FBgn0083141.p1
OG0000372	FBgn0030982.p1
OG0000372	FBgn0031675.p1
OG0000372	FBgn0051715.p1
OG0000373	FBgn0035207.p3
OG0000373	FBgn0061469.p1
OG0000374	FBgn0026585.p1
OG0000374	FBgn0031250.p3
OG0000374	FBgn0036319.p1
OG0000375	FBgn0026787.p1
OG0000375	FBgn0028703.p7
OG0000377	FBgn0002774.p1
OG0000377	FBgn0003483.p1
OG0000377	FBgn0030246.p1
OG0000377	FBgn0030833.p1
OG0000377	FBgn0032883.p1
OG0000378	FBgn0003292.p1
OG0000382	FBgn0016123.p1
OG0000382	FBgn0030661.p1
OG0000382	FBgn0032779.p1
OG0000382	FBgn0033423.p1
OG0000382	FBgn0034710.p1
OG0000382	FBgn0034711.p1
OG0000382	FBgn0034712.p1
OG0000382	FBgn0035619.p1
OG0000382	FBgn0035620.p1
OG0000382	FBgn0037083.p1
OG0000382	FBgn0037786.p1
OG0000382	FBgn0038845.p1
OG0000382	FBgn0043791.p4
OG0000385	FBgn0019990.p1
OG0000387	FBgn0000075.p1
OG0000387	FBgn0000153.p1
OG0000387	FBgn0000422.p4
OG0000387	FBgn0004516.p1
OG0000387	FBgn0005619.p1
OG0000387	FBgn0036975.p1
OG0000387	FBgn0050445.p1
OG0000387	FBgn0050446.p1
OG0000388	FBgn0030521.p1
OG0000388	FBgn0034709.p4
OG0000389	FBgn0036622.p1
OG0000389	FBgn0036623.p8
OG0000390	FBgn0024947.p8
OG0000392	FBgn0024360.p3
OG0000392	FBgn0030353.p1
OG0000392	FBgn0038934.p1
OG0000393	FBgn0001247.p1
OG0000393	FBgn0030344.p1
OG0000393	FBgn0037037.p1
OG0000394	FBgn0038309.p1
OG0000396	FBgn0033529.p1
OG0000396	FBgn0086378.p1
OG0000401	FBgn0039056.p1
OG0000401	FBgn0050372.p1
OG0000403	FBgn0031148.p1
OG0000405	FBgn0026268.p1
OG0000405	FBgn0030332.p1
OG0000405	FBgn0031775.p1
OG0000405	FBgn0036380.p1
OG0000405	FBgn0038878.p3
OG0000405	FBgn0038946.p1
OG0000405	FBgn0069972.p1
OG0000405	FBgn0069973.p1
OG0000406	FBgn0030945.p1
OG0000406	FBgn0032516.p2
OG0000406	FBgn0038546.p1
OG0000407	FBgn0015954.p12
OG0000407	FBgn0039688.p1
OG0000407	FBgn0039734.p1
OG0000408	FBgn0030789.p1
OG0000408	FBgn0034065.p1
OG0000409	FBgn0003189.p1
OG0000410	FBgn0031069.p1
OG0000410	FBgn0039890.p1
OG0000411	FBgn0001942.p1
OG0000411	FBgn0037573.p1
OG0000412	FBgn0027291.p5
OG0000412	FBgn0035005.p1
OG0000412	FBgn0038922.p1
OG0000412	FBgn0039358.p2
OG0000412	FBgn0052026.p1
OG0000413	FBgn0003067.p4
OG0000413	FBgn0034356.p1
OG0000414	FBgn0020306.p9
OG0000414	FBgn0086613.p1
OG0000417	FBgn0040918.p1
OG0000418	FBgn0036053.p1
OG0000419	FBgn0002939.p1
OG0000419	FBgn0010435.p3
OG0000419	FBgn0015924.p1
OG0000419	FBgn0025697.p1
OG0000419	FBgn0027562.p1
OG0000419	FBgn0031969.p1
OG0000419	FBgn0031970.p1
OG0000419	FBgn0035090.p1
OG0000419	FBgn0035091.p1
OG0000419	FBgn0035290.p4
OG0000419	FBgn0035815.p1
OG0000419	FBgn0038867.p1
OG0000419	FBgn0051741.p1
OG0000419	FBgn0058006.p1
OG0000421	FBgn0014340.p1
OG0000421	FBgn0026080.p1
OG0000421	FBgn0028387.p1
OG0000421	FBgn0034975.p1
OG0000421	FBgn0039585.p1
OG0000422	FBgn0050284.p3
OG0000422	FBgn0085423.p1
OG0000423	FBgn0013305.p3
OG0000423	FBgn0025692.p1
OG0000423	FBgn0038209.p1
OG0000423	FBgn0050379.p1
OG0000423	FBgn0053673.p1
OG0000423	FBgn0085459.p1
OG0000424	FBgn0033582.p1
OG0000424	FBgn0035390.p1
OG0000425	FBgn0024238.p1
OG0000427	FBgn0026876.p1
OG0000427	FBgn0029798.p1
OG0000428	FBgn0003862.p6
OG0000428	FBgn0023518.p1
OG0000428	FBgn0034926.p1
OG0000428	FBgn0040022.p1
OG0000429	FBgn0002921.p1
OG0000429	FBgn0034732.p1
OG0000429	FBgn0040037.p1
OG0000429	FBgn0085503.p1
OG0000430	FBgn0014362.p4
OG0000430	FBgn0015907.p9
OG0000431	FBgn0034611.p5
OG0000434	FBgn0020379.p1
OG0000435	FBgn0034758.p1
OG0000435	FBgn0034759.p1
OG0000435	FBgn0034760.p4
OG0000435	FBgn0034761.p1
OG0000435	FBgn0034870.p1
OG0000435	FBgn0040658.p1
OG0000435	FBgn0050269.p1
OG0000435	FBgn0050273.p1
OG0000435	FBgn0052280.p3
OG0000436	FBgn0000535.p1
OG0000436	FBgn0003353.p1
OG0000436	FBgn0011589.p1
OG0000442	FBgn0000275.p8
OG0000442	FBgn0022382.p3
OG0000444	FBgn0014001.p4
OG0000444	FBgn0025743.p1
OG0000445	FBgn0031232.p1
OG0000445	FBgn0033748.p2
OG0000445	FBgn0033749.p1
OG0000449	FBgn0031592.p1
OG0000449	FBgn0032329.p1
OG0000449	FBgn0037834.p1
OG0000449	FBgn0038189.p1
OG0000449	FBgn0038306.p3
OG0000450	FBgn0031216.p1
OG0000450	FBgn0031921.p1
OG0000451	FBgn0026872.p1
OG0000451	FBgn0029580.p1
OG0000451	FBgn0030481.p1
OG0000451	FBgn0035252.p1
OG0000451	FBgn0036217.p1
OG0000451	FBgn0037292.p1
OG0000451	FBgn0039930.p1
OG0000451	FBgn0040805.p1
OG0000451	FBgn0052262.p1
OG0000451	FBgn0052263.p1
OG0000452	FBgn0029854.p2
OG0000452	FBgn0032652.p1
OG0000452	FBgn0034442.p1
OG0000452	FBgn0036575.p1
OG0000453	FBgn0036548.p1
OG0000453	FBgn0038344.p1
OG0000454	FBgn0028538.p1
OG0000455	FBgn0004648.p9
OG0000455	FBgn0030778.p11
OG0000455	FBgn0030778.p5
OG0000456	FBgn0033096.p1
OG0000456	FBgn0033097.p1
OG0000456	FBgn0038312.p1
OG0000456	FBgn0038412.p1
OG0000460	FBgn0033661.p1
OG0000461	FBgn0020254.p1
OG0000463	FBgn0035111.p3
OG0000463	FBgn0039183.p1
OG0000464	FBgn0035523.p1
OG0000464	FBgn0039637.p1
OG0000465	FBgn0030299.p1
OG0000465	FBgn0035879.p1
OG0000466	FBgn0000114.p1
OG0000466	FBgn0036379.p3
OG0000466	FBgn0043904.p4
OG0000471	FBgn0030055.p1
OG0000471	FBgn0034694.p1
OG0000471	FBgn0046296.p1
OG0000472	FBgn0034997.p5
OG0000472	FBgn0039768.p1
OG0000472	FBgn0039769.p1
OG0000472	FBgn0044328.p1
OG0000473	FBgn0029975.p1
OG0000473	FBgn0032614.p1
OG0000473	FBgn0032615.p1
OG0000473	FBgn0051809.p1
OG0000473	FBgn0051810.p1
OG0000474	FBgn0039132.p1
OG0000474	FBgn0043012.p1
OG0000475	FBgn0026401.p3
OG0000475	FBgn0031947.p1
OG0000476	FBgn0016756.p1
OG0000476	FBgn0030366.p1
OG0000477	FBgn0030485.p1
OG0000477	FBgn0030509.p1
OG0000478	FBgn0029994.p1
OG0000478	FBgn0031630.p1
OG0000478	FBgn0032405.p1
OG0000478	FBgn0032910.p1
OG0000478	FBgn0039040.p1
OG0000478	FBgn0039043.p1
OG0000479	FBgn0031855.p1
OG0000479	FBgn0034137.p2
OG0000480	FBgn0053554.p3
OG0000484	FBgn0015624.p1
OG0000485	FBgn0030672.p1
OG0000485	FBgn0036888.p1
OG0000489	FBgn0032940.p4
OG0000489	FBgn0039509.p1
OG0000490	FBgn0034546.p1
OG0000490	FBgn0035333.p1
OG0000490	FBgn0035983.p1
OG0000491	FBgn0028646.p1
OG0000491	FBgn0037969.p1
OG0000491	FBgn0037970.p2
OG0000494	FBgn0003612.p1
OG0000494	FBgn0026160.p1
OG0000495	FBgn0036456.p1
OG0000496	FBgn0038659.p1
OG0000497	FBgn0023441.p8
OG0000497	FBgn0037954.p5
OG0000498	FBgn0035488.p1
OG0000498	FBgn0036257.p1
OG0000499	FBgn0000032.p2
OG0000499	FBgn0036875.p2
OG0000499	FBgn0036876.p1
OG0000499	FBgn0036877.p1
OG0000499	FBgn0038912.p1
OG0000501	FBgn0016054.p3
OG0000501	FBgn0025680.p1
OG0000502	FBgn0004179.p3
OG0000502	FBgn0032474.p1
OG0000502	FBgn0052640.p1
OG0000502	FBgn0052641.p1
OG0000503	FBgn0041706.p1
OG0000509	FBgn0013576.p32
OG0000509	FBgn0032901.p15
OG0000511	FBgn0029887.p1
OG0000511	FBgn0036734.p1
OG0000512	FBgn0040234.p1
OG0000513	FBgn0031233.p1
