Orthogroup	Apar_TRX
OG0000245	Apar_comp20795_c0_seq1m27336
OG0000245	Apar_comp224372_c0_seq1m49941
OG0000245	Apar_comp23943_c0_seq1m42340
OG0000245	Apar_comp3007_c0_seq1m618
OG0000245	Apar_comp602_c0_seq1m115
OG0000250	Apar_comp17792_c0_seq1m17847
OG0000250	Apar_comp18260_c1_seq1m19254
OG0000250	Apar_comp18260_c1_seq2m19256
OG0000250	Apar_comp18260_c1_seq3m19258
OG0000250	Apar_comp22642_c3_seq1m34868
OG0000250	Apar_comp22642_c7_seq1m34877
OG0000250	Apar_comp24097_c4_seq1m43464
OG0000250	Apar_comp24097_c4_seq2m43468
OG0000250	Apar_comp24097_c4_seq3m43469
OG0000251	Apar_comp11669_c0_seq1m6190
OG0000251	Apar_comp11669_c0_seq2m6192
OG0000251	Apar_comp13820_c1_seq1m9553
OG0000251	Apar_comp15457_c0_seq1m12432
OG0000251	Apar_comp18268_c0_seq2m19273
OG0000251	Apar_comp20582_c0_seq1m26499
OG0000251	Apar_comp22205_c0_seq1m32667
OG0000252	Apar_comp12245_c0_seq1m7036
OG0000252	Apar_comp12245_c0_seq2m7037
OG0000252	Apar_comp12680_c0_seq1m7772
OG0000252	Apar_comp13635_c0_seq1m9248
OG0000252	Apar_comp15232_c0_seq1m11998
OG0000252	Apar_comp18448_c0_seq1m19724
OG0000252	Apar_comp18672_c0_seq1m20342
OG0000252	Apar_comp18672_c0_seq2m20345
OG0000252	Apar_comp19727_c0_seq1m23512
OG0000252	Apar_comp21927_c0_seq1m31547
OG0000252	Apar_comp23893_c0_seq1m41972
OG0000252	Apar_comp23893_c0_seq2m41975
OG0000252	Apar_comp323791_c0_seq1m50453
OG0000252	Apar_comp7408_c0_seq1m3087
OG0000252	Apar_comp7594_c0_seq1m3244
OG0000252	Apar_comp9737_c0_seq1m4708
OG0000252	Apar_comp9760_c1_seq1m4721
OG0000258	Apar_comp11580_c0_seq1m6053
OG0000258	Apar_comp12361_c0_seq1m7241
OG0000258	Apar_comp12489_c1_seq1m7441
OG0000258	Apar_comp16399_c0_seq1m14296
OG0000258	Apar_comp17336_c0_seq1m16552
OG0000258	Apar_comp18469_c0_seq1m19790
OG0000258	Apar_comp19228_c0_seq1m21994
OG0000258	Apar_comp19474_c1_seq1m22674
OG0000258	Apar_comp20036_c1_seq2m24597
OG0000258	Apar_comp20824_c0_seq1m27469
OG0000258	Apar_comp20824_c0_seq2m27474
OG0000258	Apar_comp21043_c2_seq1m28287
OG0000258	Apar_comp21043_c3_seq1m28289
OG0000258	Apar_comp22026_c0_seq1m31962
OG0000258	Apar_comp22338_c0_seq1m33222
OG0000258	Apar_comp23082_c0_seq1m37038
OG0000258	Apar_comp23082_c1_seq1m37040
OG0000258	Apar_comp23163_c0_seq1m37470
OG0000258	Apar_comp5623_c0_seq1m1532
OG0000258	Apar_comp5938_c0_seq1m1795
OG0000258	Apar_comp6670_c0_seq1m2448
OG0000261	Apar_comp19580_c0_seq1m23029
OG0000261	Apar_comp19580_c2_seq1m23030
OG0000262	Apar_comp14818_c0_seq1m11280
OG0000262	Apar_comp15183_c0_seq1m11905
OG0000262	Apar_comp15356_c1_seq1m12242
OG0000262	Apar_comp21099_c0_seq1m28488
OG0000262	Apar_comp21099_c1_seq1m28490
OG0000262	Apar_comp6815_c0_seq1m2562
OG0000263	Apar_comp20980_c0_seq1m28101
OG0000263	Apar_comp24420_c0_seq1m46690
OG0000264	Apar_comp11020_c0_seq1m5570
OG0000264	Apar_comp20262_c0_seq1m25357
OG0000264	Apar_comp23582_c1_seq1m39984
OG0000264	Apar_comp66416_c0_seq1m48029
OG0000264	Apar_comp9134_c0_seq1m4295
OG0000265	Apar_comp15692_c1_seq1m12861
OG0000265	Apar_comp16989_c1_seq1m15657
OG0000265	Apar_comp16989_c1_seq2m15658
OG0000265	Apar_comp18332_c0_seq1m19418
OG0000265	Apar_comp20265_c0_seq1m25365
OG0000265	Apar_comp20439_c1_seq1m25978
OG0000265	Apar_comp20773_c0_seq1m27268
OG0000265	Apar_comp7278_c0_seq1m2985
OG0000265	Apar_comp8678_c0_seq1m3945
OG0000269	Apar_comp18336_c1_seq1m19430
OG0000269	Apar_comp20945_c0_seq1m27998
OG0000269	Apar_comp21974_c0_seq1m31742
OG0000269	Apar_comp60933_c0_seq1m47879
OG0000270	Apar_comp10624_c0_seq1m5319
OG0000270	Apar_comp20716_c0_seq2m27050
OG0000270	Apar_comp20716_c0_seq3m27051
OG0000270	Apar_comp20716_c0_seq3m27052
OG0000271	Apar_comp16052_c0_seq1m13544
OG0000271	Apar_comp22095_c0_seq1m32229
OG0000271	Apar_comp22910_c0_seq1m36246
OG0000271	Apar_comp25132_c0_seq1m46960
OG0000272	Apar_comp11550_c0_seq1m6012
OG0000272	Apar_comp16104_c0_seq1m13653
OG0000272	Apar_comp16615_c0_seq1m14777
OG0000272	Apar_comp17628_c0_seq1m17348
OG0000272	Apar_comp18259_c0_seq1m19249
OG0000272	Apar_comp18259_c1_seq1m19250
OG0000272	Apar_comp18259_c1_seq2m19252
OG0000272	Apar_comp18646_c0_seq1m20275
OG0000272	Apar_comp18646_c1_seq1m20276
OG0000272	Apar_comp19864_c0_seq1m23995
OG0000272	Apar_comp20688_c0_seq1m26928
OG0000272	Apar_comp20688_c0_seq2m26931
OG0000274	Apar_comp12831_c0_seq1m7991
OG0000274	Apar_comp19623_c1_seq1m23150
OG0000274	Apar_comp23033_c0_seq1m36826
OG0000274	Apar_comp23429_c0_seq1m38993
OG0000274	Apar_comp6265_c0_seq1m2083
OG0000275	Apar_comp22674_c0_seq1m35052
OG0000275	Apar_comp22674_c1_seq1m35053
OG0000275	Apar_comp23089_c0_seq1m37069
OG0000275	Apar_comp23089_c0_seq2m37076
OG0000275	Apar_comp23981_c2_seq1m42560
OG0000275	Apar_comp23981_c2_seq2m42567
OG0000277	Apar_comp18909_c2_seq1m21054
OG0000277	Apar_comp21246_c0_seq1m28940
OG0000277	Apar_comp33414_c0_seq1m47281
OG0000277	Apar_comp8039_c1_seq1m3543
OG0000278	Apar_comp21860_c0_seq1m31245
OG0000279	Apar_comp81626_c0_seq1m48376
OG0000280	Apar_comp18017_c1_seq1m18502
OG0000280	Apar_comp20614_c0_seq1m26625
OG0000280	Apar_comp20614_c2_seq1m26626
OG0000280	Apar_comp21659_c0_seq1m30459
OG0000280	Apar_comp22123_c1_seq1m32344
OG0000280	Apar_comp22123_c1_seq2m32345
OG0000280	Apar_comp23745_c0_seq1m41007
OG0000280	Apar_comp23745_c0_seq2m41008
OG0000280	Apar_comp23745_c1_seq2m41011
OG0000280	Apar_comp343409_c0_seq1m50574
OG0000281	Apar_comp13054_c0_seq1m8333
OG0000281	Apar_comp18727_c1_seq1m20494
OG0000281	Apar_comp22771_c0_seq1m35608
OG0000281	Apar_comp23362_c0_seq1m38600
OG0000281	Apar_comp23362_c0_seq2m38602
OG0000281	Apar_comp23362_c0_seq3m38604
OG0000281	Apar_comp23362_c0_seq4m38606
OG0000281	Apar_comp6106_c0_seq1m1942
OG0000282	Apar_comp19619_c2_seq1m23134
OG0000282	Apar_comp19985_c1_seq1m24417
OG0000282	Apar_comp20497_c0_seq1m26178
OG0000282	Apar_comp20497_c0_seq2m26180
OG0000282	Apar_comp20901_c1_seq1m27820
OG0000282	Apar_comp20901_c2_seq1m27821
OG0000282	Apar_comp22460_c1_seq1m33790
OG0000283	Apar_comp20884_c0_seq1m27744
OG0000283	Apar_comp20884_c1_seq1m27745
OG0000283	Apar_comp20942_c1_seq1m27989
OG0000283	Apar_comp21475_c0_seq1m29728
OG0000283	Apar_comp21475_c0_seq2m29729
OG0000283	Apar_comp21878_c1_seq1m31307
OG0000283	Apar_comp21878_c1_seq2m31311
OG0000283	Apar_comp24344_c4_seq2m46420
OG0000283	Apar_comp69693_c0_seq1m48098
OG0000284	Apar_comp24246_c0_seq1m44859
OG0000286	Apar_comp16783_c3_seq1m15158
OG0000286	Apar_comp17020_c0_seq1m15707
OG0000286	Apar_comp20364_c0_seq1m25723
OG0000286	Apar_comp20629_c0_seq1m26686
OG0000286	Apar_comp21980_c3_seq1m31762
OG0000287	Apar_comp12303_c0_seq1m7145
OG0000287	Apar_comp17622_c0_seq1m17318
OG0000287	Apar_comp17622_c0_seq2m17321
OG0000287	Apar_comp17622_c0_seq3m17325
OG0000287	Apar_comp17974_c0_seq1m18350
OG0000287	Apar_comp20597_c0_seq1m26540
OG0000287	Apar_comp21052_c0_seq1m28318
OG0000287	Apar_comp23133_c1_seq1m37309
OG0000287	Apar_comp24180_c0_seq1m44284
OG0000289	Apar_comp17202_c0_seq1m16132
OG0000289	Apar_comp21522_c0_seq1m29916
OG0000289	Apar_comp21522_c1_seq1m29923
OG0000289	Apar_comp21522_c2_seq1m29926
OG0000289	Apar_comp71042_c0_seq1m48133
OG0000289	Apar_comp9430_c0_seq1m4484
OG0000289	Apar_comp9430_c1_seq1m4491
OG0000292	Apar_comp10464_c0_seq1m5212
OG0000292	Apar_comp15588_c0_seq1m12694
OG0000292	Apar_comp21134_c0_seq1m28579
OG0000293	Apar_comp12490_c0_seq1m7442
OG0000293	Apar_comp13796_c0_seq1m9512
OG0000293	Apar_comp16829_c0_seq1m15255
OG0000293	Apar_comp18715_c0_seq1m20459
OG0000293	Apar_comp18715_c1_seq1m20462
OG0000293	Apar_comp20605_c0_seq1m26590
OG0000293	Apar_comp20605_c0_seq2m26593
OG0000293	Apar_comp20662_c0_seq1m26815
OG0000293	Apar_comp410840_c0_seq1m50801
OG0000293	Apar_comp411270_c0_seq1m50805
OG0000293	Apar_comp5840_c0_seq1m1695
OG0000295	Apar_comp12564_c0_seq1m7562
OG0000295	Apar_comp5637_c0_seq1m1535
OG0000295	Apar_comp7454_c0_seq1m3125
OG0000296	Apar_comp17388_c0_seq1m16712
OG0000296	Apar_comp19595_c0_seq1m23067
OG0000296	Apar_comp19595_c0_seq2m23068
OG0000296	Apar_comp20680_c0_seq1m26879
OG0000296	Apar_comp20680_c0_seq2m26880
OG0000296	Apar_comp20680_c0_seq3m26881
OG0000296	Apar_comp23719_c0_seq1m40845
OG0000297	Apar_comp12905_c0_seq1m8108
OG0000297	Apar_comp12905_c2_seq1m8112
OG0000297	Apar_comp17659_c0_seq1m17450
OG0000297	Apar_comp17847_c0_seq1m18013
OG0000297	Apar_comp20841_c1_seq1m27543
OG0000297	Apar_comp71577_c0_seq1m48151
OG0000298	Apar_comp12043_c0_seq1m6748
OG0000298	Apar_comp17309_c0_seq1m16481
OG0000298	Apar_comp17309_c1_seq1m16482
OG0000302	Apar_comp11628_c0_seq1m6133
OG0000302	Apar_comp18833_c1_seq1m20832
OG0000302	Apar_comp21284_c0_seq1m29052
OG0000302	Apar_comp26309_c0_seq1m47095
OG0000303	Apar_comp13223_c0_seq1m8596
OG0000303	Apar_comp18553_c0_seq1m20015
OG0000303	Apar_comp4261_c0_seq1m722
OG0000303	Apar_comp78235_c0_seq1m48306
OG0000305	Apar_comp12957_c0_seq1m8182
OG0000305	Apar_comp24112_c0_seq1m43621
OG0000306	Apar_comp117114_c0_seq1m48960
OG0000306	Apar_comp78294_c0_seq1m48308
OG0000307	Apar_comp113188_c0_seq1m48880
OG0000307	Apar_comp14385_c0_seq1m10473
OG0000307	Apar_comp14385_c2_seq1m10477
OG0000307	Apar_comp18339_c1_seq1m19441
OG0000307	Apar_comp18339_c2_seq1m19444
OG0000307	Apar_comp18847_c0_seq1m20868
OG0000307	Apar_comp18940_c0_seq1m21166
OG0000307	Apar_comp19610_c4_seq1m23111
OG0000307	Apar_comp19610_c5_seq1m23112
OG0000307	Apar_comp21636_c0_seq1m30395
OG0000307	Apar_comp22331_c0_seq1m33194
OG0000307	Apar_comp23816_c0_seq1m41469
OG0000307	Apar_comp23816_c0_seq2m41473
OG0000308	Apar_comp14608_c2_seq1m10894
OG0000308	Apar_comp23373_c1_seq1m38653
OG0000308	Apar_comp23980_c1_seq3m42556
OG0000308	Apar_comp5016_c0_seq1m1111
OG0000308	Apar_comp6910_c0_seq1m2650
OG0000308	Apar_comp7680_c0_seq1m3314
OG0000311	Apar_comp19697_c0_seq1m23410
OG0000311	Apar_comp19697_c0_seq2m23411
OG0000311	Apar_comp23253_c0_seq1m37997
OG0000311	Apar_comp23253_c0_seq2m37998
OG0000311	Apar_comp24222_c0_seq1m44582
OG0000313	Apar_comp13445_c0_seq1m8962
OG0000313	Apar_comp15994_c1_seq1m13429
OG0000313	Apar_comp17851_c0_seq1m18022
OG0000313	Apar_comp21266_c0_seq1m28996
OG0000313	Apar_comp21266_c0_seq2m28997
OG0000313	Apar_comp23722_c1_seq1m40870
OG0000313	Apar_comp247_c1_seq1m48
OG0000313	Apar_comp66323_c0_seq1m48026
OG0000316	Apar_comp21194_c0_seq1m28782
OG0000317	Apar_comp1408_c0_seq1m400
OG0000317	Apar_comp20744_c4_seq1m27167
OG0000317	Apar_comp20744_c5_seq1m27168
OG0000317	Apar_comp23871_c1_seq1m41858
OG0000317	Apar_comp24264_c3_seq1m45156
OG0000317	Apar_comp24264_c3_seq4m45166
OG0000317	Apar_comp344_c0_seq1m56
OG0000317	Apar_comp419424_c0_seq1m50856
OG0000318	Apar_comp10367_c1_seq1m5152
OG0000318	Apar_comp12948_c0_seq1m8167
OG0000318	Apar_comp14156_c0_seq1m10080
OG0000318	Apar_comp16273_c1_seq1m14033
OG0000318	Apar_comp18508_c2_seq1m19901
OG0000318	Apar_comp20213_c1_seq1m25137
OG0000318	Apar_comp20213_c1_seq2m25139
OG0000318	Apar_comp22501_c0_seq1m34014
OG0000318	Apar_comp22501_c1_seq1m34015
OG0000318	Apar_comp22501_c1_seq2m34021
OG0000318	Apar_comp22501_c1_seq3m34027
OG0000318	Apar_comp22501_c1_seq4m34031
OG0000319	Apar_comp17644_c1_seq1m17408
OG0000319	Apar_comp18421_c0_seq1m19657
OG0000319	Apar_comp20770_c0_seq1m27262
OG0000319	Apar_comp20770_c0_seq2m27263
OG0000319	Apar_comp27258_c0_seq1m47148
OG0000325	Apar_comp14589_c0_seq1m10856
OG0000325	Apar_comp19921_c0_seq1m24180
OG0000325	Apar_comp20903_c1_seq1m27846
OG0000325	Apar_comp24247_c0_seq1m44862
OG0000325	Apar_comp24247_c0_seq2m44864
OG0000325	Apar_comp24247_c0_seq3m44866
OG0000325	Apar_comp24247_c0_seq4m44868
OG0000326	Apar_comp11832_c1_seq1m6461
OG0000326	Apar_comp15710_c0_seq1m12876
OG0000326	Apar_comp15710_c2_seq1m12877
OG0000326	Apar_comp15710_c2_seq2m12878
OG0000326	Apar_comp18121_c0_seq1m18802
OG0000326	Apar_comp18121_c0_seq2m18803
OG0000326	Apar_comp6359_c0_seq1m2156
OG0000327	Apar_comp11284_c0_seq1m5699
OG0000327	Apar_comp13316_c1_seq1m8753
OG0000327	Apar_comp14051_c1_seq1m9901
OG0000327	Apar_comp20602_c2_seq1m26563
OG0000327	Apar_comp20602_c2_seq2m26567
OG0000327	Apar_comp20602_c2_seq3m26571
OG0000327	Apar_comp20602_c2_seq4m26573
OG0000327	Apar_comp20920_c0_seq1m27906
OG0000327	Apar_comp22144_c1_seq1m32428
OG0000327	Apar_comp22984_c0_seq1m36583
OG0000328	Apar_comp9548_c0_seq1m4569
OG0000329	Apar_comp13903_c1_seq1m9658
OG0000329	Apar_comp14849_c0_seq1m11355
OG0000329	Apar_comp14849_c1_seq1m11358
OG0000329	Apar_comp15442_c2_seq1m12396
OG0000329	Apar_comp20476_c1_seq1m26114
OG0000329	Apar_comp20476_c3_seq1m26116
OG0000329	Apar_comp23840_c2_seq1m41619
OG0000329	Apar_comp23840_c2_seq2m41621
OG0000329	Apar_comp23840_c2_seq3m41623
OG0000329	Apar_comp24038_c1_seq1m43043
OG0000329	Apar_comp4942_c1_seq1m1033
OG0000332	Apar_comp17863_c0_seq1m18055
OG0000332	Apar_comp20193_c0_seq1m25068
OG0000332	Apar_comp20193_c1_seq1m25070
OG0000332	Apar_comp21810_c1_seq1m31054
OG0000332	Apar_comp21810_c1_seq2m31056
OG0000339	Apar_comp17537_c0_seq1m17096
OG0000339	Apar_comp17537_c0_seq2m17099
OG0000339	Apar_comp21808_c0_seq1m31049
OG0000340	Apar_comp21870_c0_seq1m31283
OG0000340	Apar_comp23057_c0_seq1m36927
OG0000340	Apar_comp23202_c0_seq1m37693
OG0000341	Apar_comp17587_c0_seq1m17226
OG0000341	Apar_comp19581_c0_seq1m23032
OG0000341	Apar_comp19782_c1_seq1m23713
OG0000341	Apar_comp19782_c1_seq2m23716
OG0000342	Apar_comp12519_c0_seq1m7504
OG0000342	Apar_comp13489_c0_seq1m9034
OG0000342	Apar_comp15231_c2_seq1m11997
OG0000343	Apar_comp22598_c0_seq1m34636
OG0000343	Apar_comp22598_c0_seq2m34638
OG0000343	Apar_comp22598_c0_seq3m34640
OG0000343	Apar_comp22598_c0_seq4m34643
OG0000343	Apar_comp7488_c1_seq1m3152
OG0000344	Apar_comp12538_c0_seq1m7527
OG0000344	Apar_comp266000_c0_seq1m50199
OG0000344	Apar_comp8910_c1_seq1m4102
OG0000345	Apar_comp15819_c0_seq1m13102
OG0000345	Apar_comp15819_c1_seq1m13103
OG0000345	Apar_comp15819_c2_seq1m13104
OG0000345	Apar_comp15963_c0_seq1m13371
OG0000345	Apar_comp16014_c0_seq1m13467
OG0000345	Apar_comp16014_c1_seq1m13468
OG0000345	Apar_comp17131_c0_seq1m15914
OG0000345	Apar_comp17131_c1_seq1m15915
OG0000345	Apar_comp17131_c3_seq1m15917
OG0000345	Apar_comp18496_c0_seq1m19871
OG0000345	Apar_comp18496_c0_seq2m19873
OG0000345	Apar_comp20906_c0_seq1m27853
OG0000345	Apar_comp20906_c2_seq1m27854
OG0000345	Apar_comp23526_c0_seq1m39544
OG0000345	Apar_comp23526_c0_seq2m39546
OG0000345	Apar_comp23526_c0_seq3m39549
OG0000348	Apar_comp20792_c0_seq1m27329
OG0000348	Apar_comp20792_c0_seq2m27331
OG0000348	Apar_comp24179_c0_seq1m44260
OG0000348	Apar_comp24179_c0_seq2m44263
OG0000348	Apar_comp24179_c0_seq4m44273
OG0000348	Apar_comp24179_c0_seq5m44277
OG0000348	Apar_comp24179_c0_seq6m44283
OG0000349	Apar_comp24562_c0_seq1m46776
OG0000350	Apar_comp17805_c0_seq1m17876
OG0000350	Apar_comp18419_c0_seq1m19651
OG0000350	Apar_comp23286_c0_seq1m38183
OG0000350	Apar_comp23318_c1_seq1m38366
OG0000350	Apar_comp24146_c2_seq1m43922
OG0000350	Apar_comp56512_c0_seq1m47797
OG0000351	Apar_comp14837_c1_seq1m11319
OG0000351	Apar_comp18988_c1_seq1m21325
OG0000351	Apar_comp21912_c0_seq1m31466
OG0000351	Apar_comp22140_c0_seq1m32404
OG0000351	Apar_comp22140_c0_seq2m32407
OG0000351	Apar_comp22140_c0_seq3m32410
OG0000352	Apar_comp16435_c0_seq1m14370
OG0000352	Apar_comp18994_c0_seq1m21340
OG0000352	Apar_comp24438_c0_seq1m46708
OG0000352	Apar_comp9892_c0_seq1m4825
OG0000353	Apar_comp14484_c1_seq1m10649
OG0000353	Apar_comp15484_c0_seq1m12478
OG0000353	Apar_comp22429_c2_seq1m33646
OG0000353	Apar_comp22429_c3_seq1m33652
OG0000353	Apar_comp22835_c0_seq1m35942
OG0000353	Apar_comp23864_c2_seq2m41797
OG0000353	Apar_comp97741_c0_seq1m48675
OG0000358	Apar_comp18961_c2_seq1m21233
OG0000358	Apar_comp20414_c0_seq1m25862
OG0000358	Apar_comp24141_c0_seq1m43899
OG0000358	Apar_comp24141_c0_seq2m43906
OG0000359	Apar_comp15617_c0_seq1m12740
OG0000359	Apar_comp15617_c0_seq2m12743
OG0000359	Apar_comp19061_c1_seq1m21517
OG0000359	Apar_comp20524_c0_seq1m26290
OG0000359	Apar_comp20598_c0_seq1m26542
OG0000359	Apar_comp218984_c0_seq1m49846
OG0000359	Apar_comp24124_c0_seq1m43763
OG0000359	Apar_comp24124_c0_seq2m43765
OG0000359	Apar_comp24124_c0_seq3m43767
OG0000360	Apar_comp104858_c0_seq1m48777
OG0000360	Apar_comp18077_c0_seq1m18687
OG0000360	Apar_comp20666_c1_seq1m26830
OG0000360	Apar_comp20666_c1_seq2m26831
OG0000361	Apar_comp13876_c1_seq1m9634
OG0000361	Apar_comp14677_c1_seq1m11043
OG0000361	Apar_comp21276_c0_seq1m29029
OG0000361	Apar_comp23019_c0_seq1m36744
OG0000361	Apar_comp60925_c0_seq1m47878
OG0000361	Apar_comp6976_c0_seq1m2711
OG0000362	Apar_comp19765_c3_seq1m23651
OG0000362	Apar_comp19765_c3_seq2m23652
OG0000362	Apar_comp20463_c3_seq1m26062
OG0000362	Apar_comp21027_c1_seq1m28244
OG0000362	Apar_comp54223_c0_seq1m47747
OG0000365	Apar_comp19397_c0_seq1m22439
OG0000365	Apar_comp21906_c0_seq1m31448
OG0000365	Apar_comp21906_c0_seq2m31450
OG0000365	Apar_comp21906_c0_seq3m31452
OG0000365	Apar_comp22293_c0_seq1m33058
OG0000366	Apar_comp12610_c0_seq1m7646
OG0000366	Apar_comp14952_c0_seq1m11543
OG0000366	Apar_comp20291_c0_seq1m25463
OG0000366	Apar_comp22846_c3_seq1m36006
OG0000366	Apar_comp22846_c8_seq1m36009
OG0000368	Apar_comp16887_c0_seq1m15396
OG0000368	Apar_comp22270_c0_seq1m32931
OG0000368	Apar_comp22945_c0_seq1m36381
OG0000368	Apar_comp23487_c0_seq1m39294
OG0000368	Apar_comp24219_c4_seq1m44571
OG0000372	Apar_comp12484_c0_seq1m7433
OG0000372	Apar_comp12484_c0_seq2m7435
OG0000372	Apar_comp17455_c0_seq1m16887
OG0000372	Apar_comp19223_c0_seq1m21984
OG0000372	Apar_comp22527_c0_seq1m34193
OG0000372	Apar_comp7069_c0_seq1m2810
OG0000373	Apar_comp11731_c1_seq1m6317
OG0000373	Apar_comp21004_c0_seq1m28191
OG0000374	Apar_comp12873_c0_seq1m8053
OG0000374	Apar_comp13990_c0_seq1m9810
OG0000374	Apar_comp24232_c1_seq1m44679
OG0000374	Apar_comp26185_c0_seq1m47076
OG0000374	Apar_comp361_c1_seq1m61
OG0000374	Apar_comp593_c0_seq1m111
OG0000374	Apar_comp7119_c0_seq1m2850
OG0000375	Apar_comp17979_c2_seq1m18368
OG0000375	Apar_comp19543_c0_seq1m22901
OG0000375	Apar_comp7606_c0_seq1m3260
OG0000377	Apar_comp15448_c0_seq1m12405
OG0000377	Apar_comp19128_c2_seq1m21758
OG0000377	Apar_comp24017_c2_seq1m42917
OG0000377	Apar_comp5536_c0_seq1m1460
OG0000377	Apar_comp5536_c1_seq1m1461
OG0000378	Apar_comp15747_c0_seq1m12955
OG0000378	Apar_comp18927_c0_seq1m21127
OG0000378	Apar_comp18927_c1_seq1m21129
OG0000378	Apar_comp20170_c1_seq1m24980
OG0000378	Apar_comp21345_c4_seq1m29280
OG0000378	Apar_comp21509_c0_seq1m29842
OG0000378	Apar_comp23059_c0_seq1m36933
OG0000378	Apar_comp23272_c0_seq1m38092
OG0000378	Apar_comp23662_c0_seq1m40449
OG0000382	Apar_comp19408_c0_seq1m22480
OG0000382	Apar_comp20148_c0_seq1m24917
OG0000382	Apar_comp20148_c0_seq2m24918
OG0000382	Apar_comp20148_c1_seq1m24919
OG0000385	Apar_comp14168_c0_seq1m10098
OG0000385	Apar_comp14168_c1_seq1m10100
OG0000385	Apar_comp15262_c1_seq1m12042
OG0000385	Apar_comp18285_c0_seq1m19309
OG0000385	Apar_comp20209_c1_seq1m25117
OG0000385	Apar_comp23567_c0_seq1m39842
OG0000385	Apar_comp23567_c0_seq2m39853
OG0000385	Apar_comp23567_c0_seq3m39861
OG0000385	Apar_comp23567_c0_seq4m39867
OG0000385	Apar_comp23567_c0_seq5m39871
OG0000385	Apar_comp23567_c0_seq6m39874
OG0000387	Apar_comp11661_c0_seq1m6173
OG0000387	Apar_comp22199_c0_seq1m32640
OG0000387	Apar_comp22199_c0_seq2m32642
OG0000387	Apar_comp22199_c1_seq1m32644
OG0000387	Apar_comp23463_c1_seq1m39189
OG0000388	Apar_comp14030_c1_seq1m9878
OG0000388	Apar_comp16701_c0_seq1m14961
OG0000388	Apar_comp18733_c0_seq1m20528
OG0000388	Apar_comp18733_c0_seq2m20530
OG0000388	Apar_comp21508_c0_seq1m29837
OG0000388	Apar_comp21549_c0_seq1m30043
OG0000388	Apar_comp22363_c0_seq1m33321
OG0000388	Apar_comp22363_c0_seq2m33324
OG0000388	Apar_comp22875_c2_seq1m36132
OG0000388	Apar_comp22875_c2_seq2m36134
OG0000388	Apar_comp22875_c2_seq3m36136
OG0000388	Apar_comp22875_c2_seq4m36140
OG0000388	Apar_comp23075_c3_seq1m37006
OG0000388	Apar_comp23075_c3_seq2m37007
OG0000388	Apar_comp23330_c0_seq1m38437
OG0000389	Apar_comp16032_c0_seq1m13499
OG0000389	Apar_comp18431_c0_seq1m19681
OG0000389	Apar_comp18431_c0_seq2m19684
OG0000389	Apar_comp39485_c0_seq1m47380
OG0000390	Apar_comp12717_c0_seq1m7824
OG0000390	Apar_comp19396_c1_seq1m22437
OG0000392	Apar_comp15724_c1_seq1m12899
OG0000392	Apar_comp15724_c1_seq2m12902
OG0000392	Apar_comp16131_c0_seq1m13707
OG0000392	Apar_comp18114_c0_seq1m18779
OG0000392	Apar_comp18114_c3_seq1m18782
OG0000392	Apar_comp18283_c1_seq1m19303
OG0000392	Apar_comp23575_c0_seq1m39931
OG0000393	Apar_comp13427_c0_seq1m8940
OG0000393	Apar_comp14108_c0_seq1m9991
OG0000393	Apar_comp17358_c0_seq1m16642
OG0000393	Apar_comp20655_c0_seq1m26799
OG0000393	Apar_comp2103_c0_seq1m529
OG0000393	Apar_comp23732_c1_seq1m40925
OG0000393	Apar_comp23732_c1_seq2m40928
OG0000393	Apar_comp23732_c1_seq3m40932
OG0000394	Apar_comp12399_c0_seq1m7295
OG0000396	Apar_comp18806_c0_seq1m20761
OG0000396	Apar_comp19195_c0_seq1m21917
OG0000396	Apar_comp19424_c2_seq1m22520
OG0000396	Apar_comp19424_c2_seq2m22521
OG0000396	Apar_comp404312_c0_seq1m50746
OG0000398	Apar_comp21451_c1_seq1m29632
OG0000401	Apar_comp18024_c0_seq1m18524
OG0000401	Apar_comp18024_c1_seq1m18528
OG0000401	Apar_comp19615_c0_seq1m23126
OG0000401	Apar_comp23716_c1_seq1m40827
OG0000401	Apar_comp23716_c1_seq2m40831
OG0000401	Apar_comp23716_c1_seq3m40835
OG0000403	Apar_comp11719_c1_seq1m6298
OG0000403	Apar_comp18249_c0_seq1m19223
OG0000403	Apar_comp23962_c0_seq1m42454
OG0000403	Apar_comp9259_c0_seq1m4382
OG0000403	Apar_comp9532_c0_seq1m4565
OG0000405	Apar_comp21151_c0_seq1m28630
OG0000405	Apar_comp744_c1_seq1m167
OG0000406	Apar_comp11276_c0_seq1m5693
OG0000406	Apar_comp17493_c1_seq1m17003
OG0000406	Apar_comp18377_c0_seq1m19540
OG0000406	Apar_comp18377_c1_seq1m19543
OG0000407	Apar_comp12321_c0_seq1m7176
OG0000407	Apar_comp16603_c2_seq1m14748
OG0000407	Apar_comp17778_c1_seq1m17819
OG0000407	Apar_comp22942_c0_seq1m36372
OG0000407	Apar_comp22942_c0_seq2m36376
OG0000408	Apar_comp17656_c0_seq1m17435
OG0000408	Apar_comp17656_c0_seq2m17438
OG0000408	Apar_comp17656_c0_seq3m17444
OG0000408	Apar_comp22337_c0_seq1m33219
OG0000408	Apar_comp51419_c0_seq1m47661
OG0000409	Apar_comp14260_c0_seq1m10261
OG0000409	Apar_comp19644_c2_seq1m23216
OG0000409	Apar_comp19644_c3_seq1m23220
