Orthogroup	Nk52Cperk_TRX
OG0000279	Nk52_evm2s919
OG0000279	Nk52_evm30s1763
OG0000279	Nk52_evm31s1763
OG0000279	Nk52_evm32s1763
OG0000279	Nk52_evm32s307
OG0000279	Nk52_evm33s1763
OG0000279	Nk52_evm38s2340
OG0000279	Nk52_evm3s356
OG0000279	Nk52_evm3s70
OG0000279	Nk52_evm42s2391
OG0000279	Nk52_evm4s356
OG0000279	Nk52_evm4s70
OG0000279	Nk52_evm69s352
OG0000279	Nk52_evm7s282
OG0000279	Nk52_evm8s628
OG0000279	Nk52_evm9s2039
OG0000279	Nk52_evm9s221
OG0000279	Nk52_evm9s628
OG0000280	Nk52_evm25s1967
OG0000280	Nk52_evm6s78
OG0000281	Nk52_evm17s2657
OG0000281	Nk52_evm36s229
OG0000281	Nk52_evm57s221
OG0000282	Nk52_evm10s222
OG0000282	Nk52_evm23s252
OG0000282	Nk52_evm54s270
OG0000283	Nk52_evm20s2355
OG0000283	Nk52_evm22s250
OG0000283	Nk52_evm29s222
OG0000283	Nk52_evm7s2062
OG0000283	Nk52_evm8s248
OG0000283	Nk52_evm8s859
OG0000284	Nk52_evm24s355
OG0000284	Nk52_evm53s621
OG0000284	Nk52_evm6s245
OG0000286	Nk52_evm24s153
OG0000286	Nk52_evm44s207
OG0000286	Nk52_evm86s1444
OG0000287	Nk52_evm1s2343
OG0000287	Nk52_evm25s1737
OG0000287	Nk52_evm51s745
OG0000287	Nk52_evm62s207
OG0000287	Nk52_evm8s559
OG0000289	Nk52_evm14s1607
OG0000289	Nk52_evm22s355
OG0000289	Nk52_evm4s470
OG0000292	Nk52_evm2s2010
OG0000292	Nk52_evm30s164
OG0000292	Nk52_evm61s1020
OG0000292	Nk52_evm8s216
OG0000293	Nk52_evm20s232
OG0000295	Nk52_evm7s967
OG0000296	Nk52_evm37s234
OG0000297	Nk52_evm28s343
OG0000297	Nk52_evm44s2152
OG0000297	Nk52_evm44s914
OG0000298	Nk52_evm1s199
OG0000298	Nk52_evm1s40
OG0000298	Nk52_evm27s554
OG0000298	Nk52_evm2s239
OG0000298	Nk52_evm2s374
OG0000298	Nk52_evm82s554
OG0000298	Nk52_evm9s106
OG0000302	Nk52_evm19s287
OG0000302	Nk52_evm25s1837
OG0000302	Nk52_evm4s123
OG0000302	Nk52_evm76s2367
OG0000303	Nk52_evm19s236
OG0000303	Nk52_evm1s270
OG0000305	Nk52_evm2s236
OG0000305	Nk52_evm3s359
OG0000306	Nk52_evm5s155
OG0000306	Nk52_evm63s1737
OG0000307	Nk52_evm24s158
OG0000307	Nk52_evm98s1810
OG0000308	Nk52_evm1s174
OG0000308	Nk52_evm31s266
OG0000308	Nk52_evm4s2062
OG0000308	Nk52_evm9s296
OG0000311	Nk52_evm12s239
OG0000311	Nk52_evm2s288
OG0000311	Nk52_evm3s161
OG0000311	Nk52_evm59s914
OG0000313	Nk52_evm47s2367
OG0000315	Nk52_evm24s232
OG0000315	Nk52_evm97s914
OG0000316	Nk52_evm14s1400
OG0000316	Nk52_evm21s2152
OG0000316	Nk52_evm7s351
OG0000317	Nk52_evm11s157
OG0000317	Nk52_evm18s294
OG0000317	Nk52_evm18s539
OG0000317	Nk52_evm19s539
OG0000317	Nk52_evm20s539
OG0000317	Nk52_evm25s675
OG0000317	Nk52_evm28s2496
OG0000317	Nk52_evm2s167
OG0000317	Nk52_evm32s294
OG0000317	Nk52_evm35s296
OG0000317	Nk52_evm40s156
OG0000317	Nk52_evm41s156
OG0000317	Nk52_evm4s1762
OG0000317	Nk52_evm50s2152
OG0000318	Nk52_evm11s229
OG0000318	Nk52_evm73s226
OG0000318	Nk52_evm97s1810
OG0000319	Nk52_evm1s1382
OG0000319	Nk52_evm39s156
OG0000319	Nk52_evm5s218
OG0000324	Nk52_evm1s1369
OG0000324	Nk52_evm1s666
OG0000324	Nk52_evm34s207
OG0000324	Nk52_evm46s207
OG0000325	Nk52_evm34s62
OG0000325	Nk52_evm49s2309
OG0000325	Nk52_evm8s358
OG0000326	Nk52_evm14s236
OG0000326	Nk52_evm51s32
OG0000326	Nk52_evm83s230
OG0000327	Nk52_evm11s2579
OG0000328	Nk52_evm3s553
OG0000328	Nk52_evm41s1020
OG0000329	Nk52_evm31s236
OG0000329	Nk52_evm6s2192
OG0000329	Nk52_evm89s745
OG0000332	Nk52_evm1s696
OG0000332	Nk52_evm22s1671
OG0000339	Nk52_evm1s1819
OG0000340	Nk52_evm120s485
OG0000340	Nk52_evm28s2462
OG0000340	Nk52_evm86s62
OG0000341	Nk52_evm100s221
OG0000341	Nk52_evm14s299
OG0000341	Nk52_evm26s675
OG0000341	Nk52_evm48s2309
OG0000341	Nk52_evm4s578
OG0000341	Nk52_evm54s158
OG0000341	Nk52_evm59s1401
OG0000342	Nk52_evm18s248
OG0000342	Nk52_evm1s828
OG0000342	Nk52_evm27s252
OG0000342	Nk52_evm28s252
OG0000342	Nk52_evm60s221
OG0000342	Nk52_evm8s2085
OG0000343	Nk52_evm13s252
OG0000343	Nk52_evm22s223
OG0000343	Nk52_evm86s270
OG0000344	Nk52_evm60s621
OG0000344	Nk52_evm7s1762
OG0000345	Nk52_evm16s805
OG0000345	Nk52_evm25s2506
OG0000348	Nk52_evm14s262
OG0000348	Nk52_evm14s273
OG0000349	Nk52_evm1s2536
OG0000350	Nk52_evm10s245
OG0000350	Nk52_evm3s1524
OG0000350	Nk52_evm59s78
OG0000350	Nk52_evm7s128
OG0000351	Nk52_evm20s216
OG0000351	Nk52_evm57s151
OG0000352	Nk52_evm16s2133
OG0000352	Nk52_evm18s913
OG0000352	Nk52_evm46s914
OG0000352	Nk52_evm63s485
OG0000352	Nk52_evm7s2579
OG0000353	Nk52_evm1s1493
OG0000353	Nk52_evm32s2531
OG0000353	Nk52_evm34s2531
OG0000353	Nk52_evm5s1869
OG0000358	Nk52_evm52s343
OG0000359	Nk52_evm16s236
OG0000359	Nk52_evm1s2391
OG0000359	Nk52_evm67s62
OG0000360	Nk52_evm6s319
OG0000360	Nk52_evm7s2604
OG0000361	Nk52_evm17s2367
OG0000361	Nk52_evm38s266
OG0000361	Nk52_evm63s221
OG0000362	Nk52_evm2s393
OG0000362	Nk52_evm38s2152
OG0000362	Nk52_evm5s162
OG0000362	Nk52_evm66s236
OG0000362	Nk52_evm74s217
OG0000362	Nk52_evm90s223
OG0000365	Nk52_evm19s355
OG0000365	Nk52_evm4s213
OG0000365	Nk52_evm56s2657
OG0000366	Nk52_evm12s262
OG0000366	Nk52_evm1s2554
OG0000368	Nk52_evm6s213
OG0000368	Nk52_evm71s270
OG0000369	Nk52_evm1s2134
OG0000369	Nk52_evm51s223
OG0000369	Nk52_evm52s223
OG0000372	Nk52_evm14s745
OG0000372	Nk52_evm4s514
OG0000372	Nk52_evm9s2506
OG0000372	Nk52_evm9s78
OG0000373	Nk52_evm16s238
OG0000373	Nk52_evm43s2192
OG0000373	Nk52_evm47s343
OG0000373	Nk52_evm5s245
OG0000374	Nk52_evm43s152
OG0000374	Nk52_evm43s239
OG0000374	Nk52_evm63s1810
OG0000374	Nk52_evm84s207
OG0000375	Nk52_evm110s221
OG0000375	Nk52_evm1s868
OG0000375	Nk52_evm22s233
OG0000375	Nk52_evm3s710
OG0000375	Nk52_evm49s230
OG0000377	Nk52_evm13s554
OG0000377	Nk52_evm20s1178
OG0000377	Nk52_evm47s296
OG0000377	Nk52_evm56s1360
OG0000378	Nk52_evm114s221
OG0000378	Nk52_evm19s233
OG0000378	Nk52_evm6s2630
OG0000382	Nk52_evm6s2596
OG0000382	Nk52_evm6s387
OG0000385	Nk52_evm19s2152
OG0000385	Nk52_evm1s396
OG0000387	Nk52_evm1s1280
OG0000387	Nk52_evm3s2367
OG0000387	Nk52_evm4s313
OG0000387	Nk52_evm95s1444
OG0000388	Nk52_evm21s223
OG0000388	Nk52_evm30s266
OG0000389	Nk52_evm86s221
OG0000390	Nk52_evm21s239
OG0000390	Nk52_evm2s311
OG0000390	Nk52_evm36s266
OG0000392	Nk52_evm32s352
OG0000392	Nk52_evm39s147
OG0000393	Nk52_evm24s238
OG0000393	Nk52_evm37s1073
OG0000393	Nk52_evm3s238
OG0000394	Nk52_evm142s226
OG0000394	Nk52_evm15s503
OG0000394	Nk52_evm21s2531
OG0000394	Nk52_evm4s1401
OG0000394	Nk52_evm7s305
OG0000394	Nk52_evm9s207
OG0000396	Nk52_evm14s1178
OG0000396	Nk52_evm45s1569
OG0000396	Nk52_evm87s151
OG0000398	Nk52_evm10s216
OG0000398	Nk52_evm11s312
OG0000398	Nk52_evm45s2209
OG0000398	Nk52_evm9s216
OG0000401	Nk52_evm21s310
OG0000401	Nk52_evm34s292
OG0000401	Nk52_evm76s207
OG0000401	Nk52_evm76s745
OG0000403	Nk52_evm1s815
OG0000403	Nk52_evm21s240
OG0000403	Nk52_evm21s293
OG0000403	Nk52_evm65s210
OG0000403	Nk52_evm8s16
OG0000405	Nk52_evm1s272
OG0000405	Nk52_evm2s1485
OG0000405	Nk52_evm6s2226
OG0000406	Nk52_evm21s621
OG0000406	Nk52_evm60s212
OG0000407	Nk52_evm22s62
OG0000407	Nk52_evm24s287
OG0000407	Nk52_evm56s208
OG0000407	Nk52_evm63s2192
OG0000408	Nk52_evm13s2542
OG0000408	Nk52_evm23s2462
OG0000408	Nk52_evm8s299
OG0000409	Nk52_evm1s258
OG0000409	Nk52_evm41s2209
OG0000410	Nk52_evm13s1178
OG0000411	Nk52_evm16s123
OG0000411	Nk52_evm9s554
OG0000412	Nk52_evm3s346
OG0000412	Nk52_evm8s2426
OG0000412	Nk52_evm9s2356
OG0000413	Nk52_evm39s296
OG0000414	Nk52_evm121s226
OG0000414	Nk52_evm87s914
OG0000417	Nk52_evm13s247
OG0000417	Nk52_evm41s279
OG0000418	Nk52_evm116s221
OG0000418	Nk52_evm41s1360
OG0000418	Nk52_evm42s1360
OG0000419	Nk52_evm12s2506
OG0000421	Nk52_evm13s227
OG0000421	Nk52_evm17s163
OG0000421	Nk52_evm46s164
OG0000422	Nk52_evm82s1073
OG0000423	Nk52_evm37s967
OG0000424	Nk52_evm2s659
OG0000424	Nk52_evm3s373
OG0000424	Nk52_evm65s152
OG0000425	Nk52_evm1s2277
OG0000425	Nk52_evm1s288
OG0000425	Nk52_evm7s158
OG0000427	Nk52_evm21s243
OG0000427	Nk52_evm4s148
OG0000428	Nk52_evm79s221
OG0000428	Nk52_evm84s208
OG0000429	Nk52_evm11s280
OG0000429	Nk52_evm27s1737
OG0000429	Nk52_evm55s252
OG0000430	Nk52_evm71s485
OG0000431	Nk52_evm43s1020
OG0000431	Nk52_evm43s207
OG0000431	Nk52_evm57s224
OG0000431	Nk52_evm6s212
OG0000433	Nk52_evm20s62
OG0000433	Nk52_evm21s62
OG0000434	Nk52_evm32s224
OG0000434	Nk52_evm4s271
OG0000434	Nk52_evm6s343
OG0000434	Nk52_evm7s1967
OG0000435	Nk52_evm62s158
OG0000436	Nk52_evm20s1705
OG0000436	Nk52_evm2s2604
OG0000436	Nk52_evm30s1810
OG0000436	Nk52_evm70s210
OG0000442	Nk52_evm20s243
OG0000442	Nk52_evm39s1737
OG0000442	Nk52_evm5s2496
OG0000442	Nk52_evm7s553
OG0000442	Nk52_evm7s554
OG0000444	Nk52_evm4s217
OG0000444	Nk52_evm8s2462
OG0000445	Nk52_evm10s2010
OG0000445	Nk52_evm12s301
OG0000445	Nk52_evm32s238
OG0000445	Nk52_evm35s279
OG0000449	Nk52_evm6s1129
OG0000449	Nk52_evm9s246
OG0000450	Nk52_evm69s485
OG0000451	Nk52_evm10s232
OG0000451	Nk52_evm15s208
OG0000451	Nk52_evm1s68
OG0000451	Nk52_evm37s355
OG0000451	Nk52_evm78s207
OG0000452	Nk52_evm14s163
OG0000452	Nk52_evm89s207
OG0000453	Nk52_evm18s1671
OG0000453	Nk52_evm43s164
OG0000454	Nk52_evm9s156
OG0000455	Nk52_evm34s1360
OG0000455	Nk52_evm40s215
OG0000455	Nk52_evm8s168
OG0000456	Nk52_evm11s2542
OG0000456	Nk52_evm15s153
OG0000456	Nk52_evm16s153
OG0000456	Nk52_evm1s2258
OG0000456	Nk52_evm1s2465
OG0000456	Nk52_evm2s1224
OG0000456	Nk52_evm45s343
OG0000456	Nk52_evm46s343
OG0000456	Nk52_evm59s352
OG0000456	Nk52_evm5s160
OG0000460	Nk52_evm24s233
OG0000461	Nk52_evm24s1178
OG0000461	Nk52_evm62s1020
OG0000463	Nk52_evm17s256
OG0000463	Nk52_evm26s238
OG0000463	Nk52_evm6s16
OG0000464	Nk52_evm7s358
OG0000465	Nk52_evm10s296
OG0000465	Nk52_evm63s343
OG0000465	Nk52_evm9s252
OG0000466	Nk52_evm30s232
OG0000471	Nk52_evm4s338
OG0000471	Nk52_evm50s1020
OG0000472	Nk52_evm23s239
OG0000472	Nk52_evm33s1444
OG0000473	Nk52_evm23s123
OG0000473	Nk52_evm25s913
OG0000474	Nk52_evm35s123
OG0000474	Nk52_evm37s164
OG0000474	Nk52_evm66s224
OG0000475	Nk52_evm50s1992
OG0000475	Nk52_evm64s208
OG0000476	Nk52_evm51s2192
OG0000476	Nk52_evm82s270
OG0000477	Nk52_evm1s296
OG0000477	Nk52_evm34s233
OG0000477	Nk52_evm51s2039
OG0000477	Nk52_evm76s151
OG0000478	Nk52_evm21s2133
OG0000478	Nk52_evm82s224
OG0000479	Nk52_evm14s219
OG0000479	Nk52_evm16s252
OG0000479	Nk52_evm3s255
OG0000479	Nk52_evm59s1810
OG0000480	Nk52_evm36s2309
OG0000484	Nk52_evm98s2192
OG0000485	Nk52_evm11s136
OG0000485	Nk52_evm12s96
OG0000485	Nk52_evm25s153
OG0000485	Nk52_evm28s224
OG0000489	Nk52_evm25s304
OG0000489	Nk52_evm30s234
OG0000489	Nk52_evm6s273
OG0000489	Nk52_evm6s598
OG0000490	Nk52_evm20s153
OG0000491	Nk52_evm1s634
OG0000491	Nk52_evm6s159
OG0000494	Nk52_evm8s343
OG0000495	Nk52_evm22s162
OG0000496	Nk52_evm4s168
OG0000497	Nk52_evm18s2506
OG0000497	Nk52_evm45s554
OG0000497	Nk52_evm46s554
OG0000498	Nk52_evm21s262
OG0000498	Nk52_evm47s914
OG0000498	Nk52_evm64s236
OG0000498	Nk52_evm68s208
OG0000499	Nk52_evm11s914
OG0000499	Nk52_evm35s914
OG0000499	Nk52_evm6s309
OG0000499	Nk52_evm6s77
OG0000500	Nk52_evm58s554
OG0000500	Nk52_evm59s554
OG0000501	Nk52_evm55s242
OG0000501	Nk52_evm56s212
OG0000502	Nk52_evm5s578
OG0000502	Nk52_evm76s223
OG0000503	Nk52_evm10s159
OG0000503	Nk52_evm24s262
OG0000503	Nk52_evm26s2391
OG0000503	Nk52_evm30s262
OG0000503	Nk52_evm3s324
OG0000509	Nk52_evm36s914
OG0000509	Nk52_evm5s212
OG0000509	Nk52_evm88s207
OG0000511	Nk52_evm39s164
OG0000512	Nk52_evm22s1992
OG0000513	Nk52_evm11s250
OG0000513	Nk52_evm26s2309
OG0000513	Nk52_evm51s2367
OG0000513	Nk52_evm84s158
OG0000514	Nk52_evm13s2209
OG0000514	Nk52_evm31s2209
OG0000518	Nk52_evm13s163
OG0000518	Nk52_evm70s158
OG0000519	Nk52_evm1s2014
OG0000519	Nk52_evm30s307
OG0000519	Nk52_evm3s334
OG0000522	Nk52_evm32s288
OG0000522	Nk52_evm88s1073
OG0000522	Nk52_evm97s226
OG0000526	Nk52_evm37s1569
OG0000528	Nk52_evm19s252
OG0000528	Nk52_evm88s1737
OG0000529	Nk52_evm39s914
OG0000529	Nk52_evm5s293
OG0000532	Nk52_evm10s554
OG0000532	Nk52_evm66s208
OG0000533	Nk52_evm43s208
OG0000535	Nk52_evm45s621
OG0000535	Nk52_evm8s371
OG0000538	Nk52_evm37s292
OG0000538	Nk52_evm46s270
OG0000543	Nk52_evm23s249
OG0000545	Nk52_evm10s1837
OG0000545	Nk52_evm10s234
OG0000545	Nk52_evm35s2449
OG0000545	Nk52_evm3s564
OG0000545	Nk52_evm6s1992
OG0000546	Nk52_evm10s359
OG0000547	Nk52_evm1s1632
OG0000547	Nk52_evm2s162
OG0000547	Nk52_evm2s345
OG0000547	Nk52_evm8s281
OG0000549	Nk52_evm13s242
OG0000549	Nk52_evm5s148
OG0000549	Nk52_evm78s1992
OG0000550	Nk52_evm152s226
OG0000550	Nk52_evm1s276
OG0000550	Nk52_evm5s78
OG0000550	Nk52_evm87s226
OG0000551	Nk52_evm40s292
OG0000552	Nk52_evm35s152
OG0000552	Nk52_evm36s152
OG0000553	Nk52_evm11s232
OG0000553	Nk52_evm11s96
OG0000554	Nk52_evm23s1671
OG0000554	Nk52_evm63s210
OG0000555	Nk52_evm24s284
OG0000555	Nk52_evm5s207
OG0000556	Nk52_evm27s288
OG0000557	Nk52_evm12s242
OG0000557	Nk52_evm12s2473
OG0000557	Nk52_evm14s2367
OG0000557	Nk52_evm17s1444
OG0000557	Nk52_evm17s265
OG0000557	Nk52_evm19s2596
OG0000557	Nk52_evm1s1111
OG0000557	Nk52_evm1s1475
OG0000557	Nk52_evm1s1627
OG0000557	Nk52_evm1s990
OG0000557	Nk52_evm20s1569
OG0000557	Nk52_evm22s151
OG0000557	Nk52_evm22s554
OG0000557	Nk52_evm24s2612
OG0000557	Nk52_evm26s684
OG0000557	Nk52_evm27s1569
OG0000557	Nk52_evm32s355
OG0000557	Nk52_evm33s355
OG0000557	Nk52_evm3s533
OG0000557	Nk52_evm5s1400
OG0000557	Nk52_evm5s227
OG0000557	Nk52_evm5s2473
OG0000557	Nk52_evm5s2568
OG0000557	Nk52_evm7s206
OG0000557	Nk52_evm85s221
OG0000557	Nk52_evm85s223
OG0000557	Nk52_evm9s268
OG0000562	Nk52_evm37s239
OG0000563	Nk52_evm117s352
OG0000563	Nk52_evm41s2531
OG0000564	Nk52_evm61s239
OG0000567	Nk52_evm23s2630
OG0000567	Nk52_evm35s234
OG0000568	Nk52_evm15s2578
OG0000569	Nk52_evm1s1372
OG0000569	Nk52_evm22s234
OG0000569	Nk52_evm22s2579
OG0000570	Nk52_evm13s1705
OG0000570	Nk52_evm1s1778
OG0000571	Nk52_evm16s370
OG0000571	Nk52_evm2s394
OG0000573	Nk52_evm15s256
OG0000575	Nk52_evm55s62
OG0000575	Nk52_evm8s236
OG0000578	Nk52_evm11s272
OG0000578	Nk52_evm14s316
OG0000580	Nk52_evm11s254
OG0000580	Nk52_evm1s2438
OG0000581	Nk52_evm12s24
OG0000581	Nk52_evm9s223
OG0000583	Nk52_evm26s123
OG0000583	Nk52_evm4s388
OG0000584	Nk52_evm12s1360
OG0000585	Nk52_evm24s152
OG0000585	Nk52_evm70s1737
OG0000586	Nk52_evm8s296
OG0000587	Nk52_evm13s293
OG0000587	Nk52_evm5s250
OG0000587	Nk52_evm82s1444
OG0000589	Nk52_evm15s322
OG0000589	Nk52_evm96s208
OG0000590	Nk52_evm3s559
OG0000591	Nk52_evm17s271
OG0000592	Nk52_evm10s328
OG0000592	Nk52_evm16s2496
OG0000592	Nk52_evm1s1854
OG0000592	Nk52_evm2s564
OG0000592	Nk52_evm5s612
OG0000592	Nk52_evm82s226
OG0000593	Nk52_evm1s303
OG0000593	Nk52_evm30s242
OG0000595	Nk52_evm17s1360
OG0000595	Nk52_evm1s1934
OG0000596	Nk52_evm42s62
OG0000596	Nk52_evm4s311
OG0000596	Nk52_evm99s914
OG0000597	Nk52_evm28s1444
OG0000599	Nk52_evm2s1394
OG0000599	Nk52_evm35s288
OG0000599	Nk52_evm57s1737
OG0000600	Nk52_evm31s78
OG0000602	Nk52_evm33s147
OG0000602	Nk52_evm48s2039
OG0000604	Nk52_evm10s1524
OG0000604	Nk52_evm16s273
OG0000604	Nk52_evm40s230
OG0000606	Nk52_evm15s485
OG0000606	Nk52_evm25s356
OG0000606	Nk52_evm2s169
OG0000606	Nk52_evm32s2402
OG0000606	Nk52_evm51s226
OG0000606	Nk52_evm6s914
OG0000606	Nk52_evm79s2118
OG0000606	Nk52_evm79s270
OG0000607	Nk52_evm17s293
OG0000608	Nk52_evm34s2612
OG0000609	Nk52_evm48s222
OG0000609	Nk52_evm4s326
OG0000610	Nk52_evm16s2273
OG0000610	Nk52_evm1s218
OG0000611	Nk52_evm1s2253
OG0000612	Nk52_evm35s1073
OG0000613	Nk52_evm1s2119
OG0000613	Nk52_evm2s2020
OG0000620	Nk52_evm31s215
OG0000620	Nk52_evm3s402
OG0000620	Nk52_evm5s314
OG0000622	Nk52_evm1s2464
OG0000622	Nk52_evm23s1737
OG0000624	Nk52_evm137s226
OG0000624	Nk52_evm39s153
OG0000625	Nk52_evm45s1485
OG0000625	Nk52_evm86s210
OG0000626	Nk52_evm38s215
OG0000626	Nk52_evm46s2391
OG0000627	Nk52_evm31s914
OG0000627	Nk52_evm58s164
OG0000628	Nk52_evm15s805
OG0000628	Nk52_evm29s262
OG0000628	Nk52_evm33s554
OG0000629	Nk52_evm19s207
OG0000629	Nk52_evm51s207
OG0000631	Nk52_evm5s2226
OG0000633	Nk52_evm10s301
OG0000633	Nk52_evm1s1982
OG0000634	Nk52_evm10s223
OG0000634	Nk52_evm17s2449
OG0000634	Nk52_evm19s490
OG0000634	Nk52_evm20s212
OG0000634	Nk52_evm30s270
OG0000636	Nk52_evm24s156
OG0000636	Nk52_evm68s210
OG0000637	Nk52_evm45s252
OG0000637	Nk52_evm70s1444
OG0000638	Nk52_evm1s1030
OG0000638	Nk52_evm56s2367
OG0000639	Nk52_evm1s394
OG0000639	Nk52_evm21s967
OG0000639	Nk52_evm9s284
OG0000640	Nk52_evm34s1967
OG0000641	Nk52_evm14s2284
OG0000641	Nk52_evm26s1129
OG0000641	Nk52_evm37s96
OG0000642	Nk52_evm3s642
OG0000643	Nk52_evm45s248
OG0000646	Nk52_evm20s2635
OG0000647	Nk52_evm1s1704
OG0000647	Nk52_evm6s391
OG0000649	Nk52_evm1s408
OG0000649	Nk52_evm7s2630
OG0000651	Nk52_evm18s367
OG0000651	Nk52_evm1s1872
OG0000651	Nk52_evm24s1129
OG0000652	Nk52_evm14s1020
OG0000652	Nk52_evm68s32
OG0000652	Nk52_evm69s32
OG0000653	Nk52_evm22s2568
OG0000653	Nk52_evm29s1569
OG0000653	Nk52_evm42s343
OG0000653	Nk52_evm6s271
OG0000654	Nk52_evm19s2622
OG0000654	Nk52_evm9s2241
OG0000656	Nk52_evm30s288
OG0000656	Nk52_evm41s207
OG0000657	Nk52_evm29s356
OG0000657	Nk52_evm47s207
OG0000658	Nk52_evm6s386
OG0000659	Nk52_evm23s230
OG0000659	Nk52_evm4s745
OG0000660	Nk52_evm32s123
OG0000660	Nk52_evm51s217
OG0000661	Nk52_evm18s2462
OG0000661	Nk52_evm58s266
OG0000662	Nk52_evm34s240
OG0000669	Nk52_evm19s745
OG0000669	Nk52_evm29s293
OG0000670	Nk52_evm23s136
OG0000670	Nk52_evm48s2367
OG0000670	Nk52_evm8s2622
OG0000671	Nk52_evm58s485
OG0000672	Nk52_evm16s913
OG0000672	Nk52_evm9s165
OG0000673	Nk52_evm12s216
OG0000673	Nk52_evm29s1485
OG0000674	Nk52_evm11s260
OG0000674	Nk52_evm2s219
OG0000674	Nk52_evm5s116
OG0000675	Nk52_evm6s153
OG0000676	Nk52_evm24s307
OG0000677	Nk52_evm30s1737
OG0000677	Nk52_evm44s62
OG0000678	Nk52_evm23s271
OG0000680	Nk52_evm58s2192
OG0000681	Nk52_evm13s218
OG0000681	Nk52_evm15s218
OG0000682	Nk52_evm57s1401
OG0000683	Nk52_evm14s157
OG0000683	Nk52_evm5s1967
OG0000684	Nk52_evm3s338
OG0000684	Nk52_evm5s164
OG0000685	Nk52_evm31s62
OG0000685	Nk52_evm47s164
OG0000686	Nk52_evm55s2657
OG0000687	Nk52_evm37s2118
OG0000687	Nk52_evm72s223
OG0000687	Nk52_evm76s212
OG0000687	Nk52_evm9s271
OG0000688	Nk52_evm14s1992
OG0000688	Nk52_evm24s239
OG0000695	Nk52_evm24s212
OG0000697	Nk52_evm19s218
OG0000697	Nk52_evm7s311
OG0000698	Nk52_evm20s305
OG0000699	Nk52_evm19s2506
OG0000700	Nk52_evm10s2496
OG0000701	Nk52_evm8s128
OG0000702	Nk52_evm13s212
OG0000702	Nk52_evm17s212
OG0000702	Nk52_evm1s638
OG0000702	Nk52_evm24s1485
OG0000702	Nk52_evm29s1763
OG0000702	Nk52_evm29s295
OG0000702	Nk52_evm3s365
OG0000702	Nk52_evm41s212
OG0000702	Nk52_evm65s270
OG0000702	Nk52_evm7s365
OG0000702	Nk52_evm8s365
OG0000703	Nk52_evm2s353
OG0000706	Nk52_evm4s371
OG0000707	Nk52_evm29s2325
OG0000708	Nk52_evm110s224
OG0000708	Nk52_evm20s160
OG0000708	Nk52_evm24s2657
OG0000708	Nk52_evm45s1444
OG0000709	Nk52_evm54s32
OG0000710	Nk52_evm13s276
OG0000714	Nk52_evm33s234
OG0000714	Nk52_evm62s230
OG0000716	Nk52_evm67s208
OG0000716	Nk52_evm87s217
OG0000718	Nk52_evm75s217
OG0000718	Nk52_evm9s255
OG0000719	Nk52_evm39s2118
OG0000719	Nk52_evm41s292
OG0000720	Nk52_evm23s1992
OG0000720	Nk52_evm4s490
OG0000721	Nk52_evm12s1705
OG0000721	Nk52_evm1s1223
OG0000721	Nk52_evm2s495
OG0000721	Nk52_evm32s628
OG0000721	Nk52_evm39s1705
OG0000721	Nk52_evm66s2367
OG0000722	Nk52_evm15s372
OG0000722	Nk52_evm16s352
OG0000722	Nk52_evm89s2192
OG0000723	Nk52_evm46s208
OG0000724	Nk52_evm103s221
OG0000724	Nk52_evm5s208
OG0000725	Nk52_evm45s1401
OG0000726	Nk52_evm47s279
OG0000727	Nk52_evm16s2657
OG0000727	Nk52_evm25s123
OG0000732	Nk52_evm5s621
OG0000732	Nk52_evm8s156
OG0000732	Nk52_evm8s215
OG0000734	Nk52_evm54s164
OG0000735	Nk52_evm44s1360
OG0000737	Nk52_evm2s152
OG0000737	Nk52_evm8s1569
OG0000738	Nk52_evm20s16
OG0000738	Nk52_evm34s1569
OG0000739	Nk52_evm25s221
OG0000739	Nk52_evm3s1737
OG0000740	Nk52_evm10s305
OG0000740	Nk52_evm14s355
OG0000740	Nk52_evm50s62
OG0000740	Nk52_evm9s160
OG0000741	Nk52_evm13s248
OG0000742	Nk52_evm132s226
OG0000742	Nk52_evm95s1073
OG0000743	Nk52_evm15s2473
OG0000744	Nk52_evm15s2474
OG0000744	Nk52_evm8s442
OG0000745	Nk52_evm20s265
OG0000745	Nk52_evm5s2542
OG0000746	Nk52_evm23s1967
OG0000746	Nk52_evm46s96
OG0000747	Nk52_evm108s221
OG0000747	Nk52_evm11s268
OG0000747	Nk52_evm12s2039
OG0000748	Nk52_evm15s2462
OG0000751	Nk52_evm1s2628
OG0000756	Nk52_evm31s554
OG0000758	Nk52_evm1s569
OG0000758	Nk52_evm26s1524
OG0000758	Nk52_evm8s1020
OG0000759	Nk52_evm50s1073
OG0000761	Nk52_evm12s370
OG0000761	Nk52_evm5s271
OG0000762	Nk52_evm25s1129
OG0000765	Nk52_evm4s1224
OG0000765	Nk52_evm4s1400
OG0000765	Nk52_evm7s390
OG0000766	Nk52_evm57s78
OG0000766	Nk52_evm61s270
OG0000768	Nk52_evm14s281
OG0000768	Nk52_evm34s356
OG0000769	Nk52_evm23s164
OG0000769	Nk52_evm25s164
OG0000770	Nk52_evm47s78
OG0000773	Nk52_evm17s16
OG0000773	Nk52_evm25s156
OG0000774	Nk52_evm15s327
OG0000776	Nk52_evm1s1303
OG0000776	Nk52_evm1s1814
OG0000777	Nk52_evm131s226
OG0000778	Nk52_evm7s370
