Orthogroup	HD_TRX
OG0000175	HD_v1_tr_08920.p1
OG0000175	HD_v1_tr_08921.p1
OG0000177	HD_v1_tr_00677.p1
OG0000177	HD_v1_tr_00679.p1
OG0000177	HD_v1_tr_02046.p1
OG0000177	HD_v1_tr_04812.p1
OG0000177	HD_v1_tr_05608.p1
OG0000177	HD_v1_tr_08613.p1
OG0000177	HD_v1_tr_10403.p2
OG0000178	HD_v1_tr_00734.p1
OG0000178	HD_v1_tr_10065.p1
OG0000179	HD_v1_tr_01322.p1
OG0000179	HD_v1_tr_01887.p2
OG0000179	HD_v1_tr_09061.p1
OG0000182	HD_v1_tr_02716.p1
OG0000182	HD_v1_tr_03522.p1
OG0000182	HD_v1_tr_05793.p1
OG0000182	HD_v1_tr_10867.p1
OG0000182	HD_v1_tr_11014.p1
OG0000182	HD_v1_tr_11022.p1
OG0000183	HD_v1_tr_02681.p1
OG0000183	HD_v1_tr_04892.p1
OG0000183	HD_v1_tr_11265.p1
OG0000183	HD_v1_tr_12373.p1
OG0000184	HD_v1_tr_01473.p1
OG0000184	HD_v1_tr_02584.p1
OG0000184	HD_v1_tr_04389.p1
OG0000184	HD_v1_tr_05136.p1
OG0000184	HD_v1_tr_05720.p1
OG0000184	HD_v1_tr_07164.p1
OG0000184	HD_v1_tr_07347.p1
OG0000184	HD_v1_tr_07348.p1
OG0000184	HD_v1_tr_07439.p1
OG0000184	HD_v1_tr_08391.p1
OG0000184	HD_v1_tr_09070.p1
OG0000184	HD_v1_tr_09150.p1
OG0000184	HD_v1_tr_09151.p1
OG0000184	HD_v1_tr_10232.p1
OG0000184	HD_v1_tr_10726.p1
OG0000184	HD_v1_tr_10894.p1
OG0000184	HD_v1_tr_11369.p1
OG0000184	HD_v1_tr_11954.p1
OG0000184	HD_v1_tr_12079.p1
OG0000185	HD_v1_tr_01211.p1
OG0000185	HD_v1_tr_02685.p1
OG0000185	HD_v1_tr_08154.p1
OG0000185	HD_v1_tr_11028.p1
OG0000186	HD_v1_tr_02939.p1
OG0000186	HD_v1_tr_06194.p1
OG0000186	HD_v1_tr_09968.p1
OG0000186	HD_v1_tr_09970.p1
OG0000186	HD_v1_tr_11323.p1
OG0000187	HD_v1_tr_01804.p1
OG0000187	HD_v1_tr_03602.p1
OG0000187	HD_v1_tr_06279.p1
OG0000187	HD_v1_tr_07167.p1
OG0000187	HD_v1_tr_08965.p1
OG0000187	HD_v1_tr_11433.p1
OG0000188	HD_v1_tr_00682.p1
OG0000188	HD_v1_tr_00683.p1
OG0000188	HD_v1_tr_01536.p1
OG0000188	HD_v1_tr_02668.p1
OG0000188	HD_v1_tr_04037.p1
OG0000188	HD_v1_tr_04926.p1
OG0000188	HD_v1_tr_10512.p1
OG0000193	HD_v1_tr_04706.p1
OG0000198	HD_v1_tr_05520.p1
OG0000198	HD_v1_tr_09266.p1
OG0000198	HD_v1_tr_12108.p1
OG0000198	HD_v1_tr_12492.p1
OG0000198	HD_v1_tr_12492.p2
OG0000199	HD_v1_tr_03761.p1
OG0000199	HD_v1_tr_05915.p1
OG0000199	HD_v1_tr_06165.p1
OG0000199	HD_v1_tr_10444.p1
OG0000199	HD_v1_tr_11276.p1
OG0000199	HD_v1_tr_12512.p1
OG0000206	HD_v1_tr_00025.p1
OG0000206	HD_v1_tr_00573.p1
OG0000206	HD_v1_tr_00901.p1
OG0000207	HD_v1_tr_01406.p1
OG0000207	HD_v1_tr_02571.p1
OG0000207	HD_v1_tr_05373.p1
OG0000207	HD_v1_tr_05374.p1
OG0000207	HD_v1_tr_06618.p1
OG0000214	HD_v1_tr_03809.p1
OG0000214	HD_v1_tr_05713.p1
OG0000214	HD_v1_tr_11846.p1
OG0000215	HD_v1_tr_03587.p1
OG0000215	HD_v1_tr_04205.p1
OG0000215	HD_v1_tr_04328.p1
OG0000215	HD_v1_tr_06286.p1
OG0000215	HD_v1_tr_07474.p1
OG0000215	HD_v1_tr_07513.p1
OG0000216	HD_v1_tr_05244.p1
OG0000216	HD_v1_tr_06026.p1
OG0000216	HD_v1_tr_07103.p1
OG0000216	HD_v1_tr_10372.p1
OG0000217	HD_v1_tr_00601.p1
OG0000217	HD_v1_tr_01202.p2
OG0000217	HD_v1_tr_01690.p1
OG0000217	HD_v1_tr_03517.p1
OG0000217	HD_v1_tr_04560.p2
OG0000217	HD_v1_tr_09591.p1
OG0000217	HD_v1_tr_10483.p2
OG0000217	HD_v1_tr_11329.p2
OG0000220	HD_v1_tr_04413.p1
OG0000220	HD_v1_tr_06042.p1
OG0000220	HD_v1_tr_06056.p1
OG0000220	HD_v1_tr_06750.p1
OG0000220	HD_v1_tr_07698.p1
OG0000220	HD_v1_tr_08699.p1
OG0000220	HD_v1_tr_11458.p1
OG0000221	HD_v1_tr_01001.p1
OG0000221	HD_v1_tr_07487.p1
OG0000221	HD_v1_tr_07566.p1
OG0000221	HD_v1_tr_11987.p1
OG0000222	HD_v1_tr_05286.p1
OG0000223	HD_v1_tr_07278.p1
OG0000223	HD_v1_tr_09299.p1
OG0000226	HD_v1_tr_00176.p1
OG0000227	HD_v1_tr_06214.p1
OG0000227	HD_v1_tr_09414.p1
OG0000228	HD_v1_tr_01864.p1
OG0000228	HD_v1_tr_09776.p1
OG0000228	HD_v1_tr_10980.p1
OG0000228	HD_v1_tr_12476.p1
OG0000230	HD_v1_tr_00627.p1
OG0000230	HD_v1_tr_06421.p1
OG0000230	HD_v1_tr_07204.p1
OG0000231	HD_v1_tr_04058.p1
OG0000231	HD_v1_tr_08846.p1
OG0000231	HD_v1_tr_12674.p1
OG0000232	HD_v1_tr_00033.p1
OG0000232	HD_v1_tr_00900.p1
OG0000232	HD_v1_tr_01818.p1
OG0000232	HD_v1_tr_02192.p1
OG0000232	HD_v1_tr_02790.p1
OG0000232	HD_v1_tr_04928.p2
OG0000232	HD_v1_tr_06093.p1
OG0000232	HD_v1_tr_07001.p1
OG0000232	HD_v1_tr_07304.p1
OG0000232	HD_v1_tr_08136.p3
OG0000232	HD_v1_tr_08136.p4
OG0000232	HD_v1_tr_08138.p2
OG0000232	HD_v1_tr_08495.p1
OG0000232	HD_v1_tr_10105.p1
OG0000232	HD_v1_tr_11062.p3
OG0000232	HD_v1_tr_11907.p1
OG0000233	HD_v1_tr_05798.p1
OG0000233	HD_v1_tr_05867.p1
OG0000235	HD_v1_tr_00330.p1
OG0000235	HD_v1_tr_04054.p1
OG0000235	HD_v1_tr_08139.p1
OG0000235	HD_v1_tr_09252.p1
OG0000237	HD_v1_tr_00911.p1
OG0000237	HD_v1_tr_01583.p1
OG0000237	HD_v1_tr_03152.p1
OG0000238	HD_v1_tr_00449.p1
OG0000238	HD_v1_tr_01242.p1
OG0000238	HD_v1_tr_02032.p1
OG0000238	HD_v1_tr_02696.p1
OG0000238	HD_v1_tr_03215.p1
OG0000238	HD_v1_tr_03370.p1
OG0000238	HD_v1_tr_03371.p1
OG0000238	HD_v1_tr_03588.p1
OG0000238	HD_v1_tr_03588.p2
OG0000238	HD_v1_tr_04165.p1
OG0000238	HD_v1_tr_06181.p1
OG0000238	HD_v1_tr_06181.p3
OG0000238	HD_v1_tr_06367.p1
OG0000238	HD_v1_tr_06441.p1
OG0000238	HD_v1_tr_06456.p1
OG0000238	HD_v1_tr_08719.p1
OG0000238	HD_v1_tr_10848.p1
OG0000238	HD_v1_tr_10921.p1
OG0000238	HD_v1_tr_11056.p1
OG0000238	HD_v1_tr_11759.p1
OG0000240	HD_v1_tr_00111.p1
OG0000240	HD_v1_tr_02927.p1
OG0000240	HD_v1_tr_06922.p1
OG0000240	HD_v1_tr_11313.p1
OG0000240	HD_v1_tr_11519.p1
OG0000240	HD_v1_tr_11960.p1
OG0000241	HD_v1_tr_01953.p1
OG0000241	HD_v1_tr_03113.p1
OG0000241	HD_v1_tr_04106.p1
OG0000241	HD_v1_tr_05785.p1
OG0000241	HD_v1_tr_07147.p1
OG0000241	HD_v1_tr_09636.p1
OG0000244	HD_v1_tr_00016.p2
OG0000244	HD_v1_tr_00217.p1
OG0000244	HD_v1_tr_00785.p1
OG0000244	HD_v1_tr_02868.p1
OG0000244	HD_v1_tr_03201.p1
OG0000244	HD_v1_tr_03884.p1
OG0000244	HD_v1_tr_04293.p1
OG0000244	HD_v1_tr_04294.p1
OG0000244	HD_v1_tr_07629.p1
OG0000244	HD_v1_tr_08007.p1
OG0000244	HD_v1_tr_08027.p1
OG0000244	HD_v1_tr_09003.p1
OG0000245	HD_v1_tr_01726.p1
OG0000245	HD_v1_tr_09358.p1
OG0000250	HD_v1_tr_01217.p2
OG0000250	HD_v1_tr_01217.p3
OG0000250	HD_v1_tr_12520.p1
OG0000251	HD_v1_tr_02417.p1
OG0000251	HD_v1_tr_02926.p1
OG0000251	HD_v1_tr_05486.p1
OG0000251	HD_v1_tr_07433.p1
OG0000251	HD_v1_tr_07855.p1
OG0000251	HD_v1_tr_10316.p1
OG0000251	HD_v1_tr_10879.p1
OG0000251	HD_v1_tr_11019.p1
OG0000251	HD_v1_tr_12148.p1
OG0000251	HD_v1_tr_12150.p1
OG0000251	HD_v1_tr_12152.p1
OG0000252	HD_v1_tr_01474.p2
OG0000252	HD_v1_tr_02732.p1
OG0000258	HD_v1_tr_02997.p1
OG0000258	HD_v1_tr_02998.p1
OG0000258	HD_v1_tr_10945.p1
OG0000261	HD_v1_tr_04659.p1
OG0000261	HD_v1_tr_10764.p1
OG0000261	HD_v1_tr_12329.p1
OG0000262	HD_v1_tr_02890.p1
OG0000262	HD_v1_tr_03304.p1
OG0000262	HD_v1_tr_04485.p1
OG0000263	HD_v1_tr_00806.p2
OG0000263	HD_v1_tr_03320.p1
OG0000263	HD_v1_tr_06204.p1
OG0000263	HD_v1_tr_10080.p1
OG0000263	HD_v1_tr_10495.p1
OG0000263	HD_v1_tr_11100.p1
OG0000263	HD_v1_tr_11332.p1
OG0000263	HD_v1_tr_11914.p1
OG0000264	HD_v1_tr_00052.p2
OG0000264	HD_v1_tr_00437.p3
OG0000264	HD_v1_tr_00440.p3
OG0000264	HD_v1_tr_06855.p1
OG0000264	HD_v1_tr_08897.p3
OG0000264	HD_v1_tr_09445.p4
OG0000264	HD_v1_tr_09445.p5
OG0000264	HD_v1_tr_12366.p4
OG0000264	HD_v1_tr_12366.p5
OG0000265	HD_v1_tr_03697.p1
OG0000265	HD_v1_tr_06044.p1
OG0000268	HD_v1_tr_02088.p1
OG0000268	HD_v1_tr_05295.p1
OG0000268	HD_v1_tr_08756.p1
OG0000269	HD_v1_tr_02693.p1
OG0000271	HD_v1_tr_09347.p1
OG0000272	HD_v1_tr_04008.p1
OG0000272	HD_v1_tr_06154.p1
OG0000274	HD_v1_tr_02051.p1
OG0000274	HD_v1_tr_03961.p1
OG0000274	HD_v1_tr_10847.p1
OG0000275	HD_v1_tr_01994.p1
OG0000275	HD_v1_tr_04024.p1
OG0000275	HD_v1_tr_10544.p1
OG0000275	HD_v1_tr_11410.p1
OG0000275	HD_v1_tr_11741.p1
OG0000277	HD_v1_tr_02137.p2
OG0000277	HD_v1_tr_03444.p2
OG0000277	HD_v1_tr_03974.p2
OG0000277	HD_v1_tr_03975.p2
OG0000277	HD_v1_tr_08536.p2
OG0000277	HD_v1_tr_10119.p1
OG0000277	HD_v1_tr_12399.p1
OG0000277	HD_v1_tr_12401.p1
OG0000278	HD_v1_tr_00906.p1
OG0000278	HD_v1_tr_02594.p1
OG0000278	HD_v1_tr_10460.p1
OG0000278	HD_v1_tr_12075.p1
OG0000278	HD_v1_tr_12281.p1
OG0000279	HD_v1_tr_02050.p1
OG0000279	HD_v1_tr_05923.p1
OG0000279	HD_v1_tr_10128.p1
OG0000279	HD_v1_tr_11648.p1
OG0000279	HD_v1_tr_11649.p1
OG0000280	HD_v1_tr_01323.p1
OG0000280	HD_v1_tr_03271.p1
OG0000280	HD_v1_tr_11596.p1
OG0000281	HD_v1_tr_01338.p1
OG0000281	HD_v1_tr_03188.p1
OG0000281	HD_v1_tr_03189.p1
OG0000281	HD_v1_tr_04902.p1
OG0000281	HD_v1_tr_11439.p1
OG0000281	HD_v1_tr_12657.p1
OG0000282	HD_v1_tr_05972.p1
OG0000282	HD_v1_tr_08132.p1
OG0000283	HD_v1_tr_01837.p2
OG0000283	HD_v1_tr_02315.p1
OG0000283	HD_v1_tr_04745.p1
OG0000283	HD_v1_tr_09584.p1
OG0000283	HD_v1_tr_10855.p1
OG0000284	HD_v1_tr_02513.p1
OG0000284	HD_v1_tr_05001.p1
OG0000284	HD_v1_tr_07243.p1
OG0000284	HD_v1_tr_12242.p1
OG0000286	HD_v1_tr_08208.p1
OG0000286	HD_v1_tr_11890.p1
OG0000286	HD_v1_tr_12514.p1
OG0000286	HD_v1_tr_12517.p1
OG0000287	HD_v1_tr_04538.p1
OG0000287	HD_v1_tr_05337.p1
OG0000287	HD_v1_tr_05993.p1
OG0000287	HD_v1_tr_07286.p2
OG0000289	HD_v1_tr_11631.p1
OG0000292	HD_v1_tr_00087.p1
OG0000292	HD_v1_tr_00593.p1
OG0000292	HD_v1_tr_00691.p1
OG0000292	HD_v1_tr_00691.p2
OG0000292	HD_v1_tr_07031.p1
OG0000292	HD_v1_tr_08481.p1
OG0000292	HD_v1_tr_08740.p1
OG0000292	HD_v1_tr_10454.p1
OG0000293	HD_v1_tr_01269.p1
OG0000293	HD_v1_tr_01686.p1
OG0000293	HD_v1_tr_07060.p1
OG0000293	HD_v1_tr_08446.p1
OG0000293	HD_v1_tr_09553.p1
OG0000293	HD_v1_tr_11179.p1
OG0000295	HD_v1_tr_02884.p1
OG0000295	HD_v1_tr_10393.p1
OG0000296	HD_v1_tr_03248.p1
OG0000296	HD_v1_tr_07754.p1
OG0000297	HD_v1_tr_02323.p1
OG0000297	HD_v1_tr_03819.p1
OG0000297	HD_v1_tr_09199.p1
OG0000297	HD_v1_tr_10151.p1
OG0000298	HD_v1_tr_00753.p1
OG0000298	HD_v1_tr_04497.p1
OG0000298	HD_v1_tr_12286.p1
OG0000302	HD_v1_tr_04080.p1
OG0000302	HD_v1_tr_04423.p1
OG0000302	HD_v1_tr_04427.p1
OG0000302	HD_v1_tr_08532.p1
OG0000302	HD_v1_tr_10088.p1
OG0000303	HD_v1_tr_01039.p1
OG0000303	HD_v1_tr_04561.p1
OG0000303	HD_v1_tr_04561.p2
OG0000305	HD_v1_tr_05540.p1
OG0000305	HD_v1_tr_08311.p1
OG0000305	HD_v1_tr_08314.p1
OG0000306	HD_v1_tr_00143.p1
OG0000306	HD_v1_tr_00144.p1
OG0000306	HD_v1_tr_00533.p1
OG0000306	HD_v1_tr_01522.p1
OG0000306	HD_v1_tr_07143.p1
OG0000306	HD_v1_tr_07839.p1
OG0000306	HD_v1_tr_10716.p1
OG0000307	HD_v1_tr_00113.p1
OG0000307	HD_v1_tr_09443.p1
OG0000307	HD_v1_tr_09443.p2
OG0000308	HD_v1_tr_06880.p1
OG0000308	HD_v1_tr_08562.p1
OG0000311	HD_v1_tr_02654.p1
OG0000311	HD_v1_tr_05580.p1
OG0000311	HD_v1_tr_06502.p1
OG0000313	HD_v1_tr_03695.p1
OG0000313	HD_v1_tr_12007.p4
OG0000317	HD_v1_tr_00079.p1
OG0000317	HD_v1_tr_07339.p1
OG0000317	HD_v1_tr_08207.p1
OG0000318	HD_v1_tr_00386.p1
OG0000318	HD_v1_tr_00386.p2
OG0000318	HD_v1_tr_02190.p1
OG0000318	HD_v1_tr_02803.p1
OG0000318	HD_v1_tr_04599.p1
OG0000318	HD_v1_tr_04600.p1
OG0000318	HD_v1_tr_07299.p1
OG0000318	HD_v1_tr_07300.p1
OG0000318	HD_v1_tr_08001.p1
OG0000319	HD_v1_tr_01788.p1
OG0000319	HD_v1_tr_09399.p1
OG0000319	HD_v1_tr_11169.p1
OG0000319	HD_v1_tr_12406.p1
OG0000324	HD_v1_tr_07451.p1
OG0000325	HD_v1_tr_00378.p1
OG0000325	HD_v1_tr_00667.p1
OG0000325	HD_v1_tr_11911.p1
OG0000325	HD_v1_tr_11912.p1
OG0000326	HD_v1_tr_03772.p1
OG0000326	HD_v1_tr_05532.p1
OG0000326	HD_v1_tr_08512.p2
OG0000326	HD_v1_tr_10626.p1
OG0000326	HD_v1_tr_10922.p1
OG0000326	HD_v1_tr_11455.p1
OG0000327	HD_v1_tr_01172.p1
OG0000327	HD_v1_tr_05513.p1
OG0000327	HD_v1_tr_08204.p1
OG0000327	HD_v1_tr_10079.p1
OG0000327	HD_v1_tr_11852.p1
OG0000328	HD_v1_tr_08274.p1
OG0000329	HD_v1_tr_03781.p1
OG0000329	HD_v1_tr_03878.p1
OG0000329	HD_v1_tr_05802.p1
OG0000329	HD_v1_tr_10549.p1
OG0000332	HD_v1_tr_00319.p1
OG0000332	HD_v1_tr_00645.p1
OG0000339	HD_v1_tr_00324.p1
OG0000339	HD_v1_tr_04946.p1
OG0000339	HD_v1_tr_08484.p1
OG0000339	HD_v1_tr_08488.p1
OG0000340	HD_v1_tr_00869.p1
OG0000341	HD_v1_tr_00847.p1
OG0000341	HD_v1_tr_00847.p2
OG0000341	HD_v1_tr_04548.p1
OG0000341	HD_v1_tr_05916.p1
OG0000343	HD_v1_tr_10599.p1
OG0000343	HD_v1_tr_12448.p1
OG0000344	HD_v1_tr_01726.p2
OG0000344	HD_v1_tr_03714.p1
OG0000344	HD_v1_tr_10534.p1
OG0000345	HD_v1_tr_10185.p1
OG0000348	HD_v1_tr_11162.p1
OG0000349	HD_v1_tr_00098.p1
OG0000349	HD_v1_tr_01316.p1
OG0000349	HD_v1_tr_02223.p1
OG0000349	HD_v1_tr_07447.p1
OG0000349	HD_v1_tr_08673.p1
OG0000349	HD_v1_tr_08674.p1
OG0000349	HD_v1_tr_09043.p1
OG0000350	HD_v1_tr_04048.p1
OG0000350	HD_v1_tr_04049.p1
OG0000350	HD_v1_tr_05344.p1
OG0000350	HD_v1_tr_09987.p1
OG0000350	HD_v1_tr_11547.p1
OG0000350	HD_v1_tr_11661.p1
OG0000351	HD_v1_tr_01061.p1
OG0000351	HD_v1_tr_04160.p1
OG0000351	HD_v1_tr_04398.p1
OG0000351	HD_v1_tr_04501.p1
OG0000351	HD_v1_tr_04740.p1
OG0000351	HD_v1_tr_09621.p1
OG0000351	HD_v1_tr_09622.p1
OG0000351	HD_v1_tr_10044.p1
OG0000351	HD_v1_tr_10680.p1
OG0000351	HD_v1_tr_11469.p1
OG0000352	HD_v1_tr_03182.p1
OG0000352	HD_v1_tr_10554.p1
OG0000352	HD_v1_tr_11980.p2
OG0000353	HD_v1_tr_00032.p1
OG0000353	HD_v1_tr_04880.p1
OG0000353	HD_v1_tr_10397.p1
OG0000353	HD_v1_tr_10397.p2
OG0000358	HD_v1_tr_01541.p1
OG0000359	HD_v1_tr_00221.p1
OG0000359	HD_v1_tr_00602.p1
OG0000359	HD_v1_tr_12428.p1
OG0000360	HD_v1_tr_04671.p1
OG0000360	HD_v1_tr_09655.p1
OG0000361	HD_v1_tr_02680.p1
OG0000361	HD_v1_tr_05024.p1
OG0000361	HD_v1_tr_07259.p1
OG0000361	HD_v1_tr_10703.p1
OG0000361	HD_v1_tr_12703.p1
OG0000362	HD_v1_tr_00281.p1
OG0000362	HD_v1_tr_00794.p1
OG0000366	HD_v1_tr_01727.p1
OG0000366	HD_v1_tr_04345.p1
OG0000366	HD_v1_tr_06654.p1
OG0000366	HD_v1_tr_07173.p1
OG0000366	HD_v1_tr_09835.p1
OG0000368	HD_v1_tr_00368.p1
OG0000368	HD_v1_tr_03190.p1
OG0000368	HD_v1_tr_05327.p1
OG0000369	HD_v1_tr_01503.p1
OG0000369	HD_v1_tr_01727.p2
OG0000369	HD_v1_tr_03810.p1
OG0000369	HD_v1_tr_03977.p1
OG0000369	HD_v1_tr_03979.p1
OG0000369	HD_v1_tr_06693.p1
OG0000369	HD_v1_tr_08325.p1
OG0000369	HD_v1_tr_09144.p1
OG0000369	HD_v1_tr_10197.p1
OG0000369	HD_v1_tr_12168.p1
OG0000372	HD_v1_tr_00974.p2
OG0000372	HD_v1_tr_02579.p1
OG0000372	HD_v1_tr_06086.p2
OG0000372	HD_v1_tr_12451.p2
OG0000374	HD_v1_tr_02298.p1
OG0000374	HD_v1_tr_03159.p1
OG0000374	HD_v1_tr_03738.p1
OG0000375	HD_v1_tr_02538.p1
OG0000375	HD_v1_tr_05356.p1
OG0000377	HD_v1_tr_01155.p1
OG0000377	HD_v1_tr_05233.p1
OG0000377	HD_v1_tr_05988.p1
OG0000377	HD_v1_tr_10373.p1
OG0000377	HD_v1_tr_12482.p1
OG0000378	HD_v1_tr_01295.p1
OG0000378	HD_v1_tr_04269.p1
OG0000378	HD_v1_tr_04271.p1
OG0000378	HD_v1_tr_09365.p1
OG0000378	HD_v1_tr_10320.p1
OG0000382	HD_v1_tr_02497.p1
OG0000382	HD_v1_tr_04140.p1
OG0000382	HD_v1_tr_04773.p1
OG0000382	HD_v1_tr_05898.p1
OG0000382	HD_v1_tr_06935.p1
OG0000385	HD_v1_tr_04643.p1
OG0000387	HD_v1_tr_00124.p1
OG0000387	HD_v1_tr_00212.p1
OG0000387	HD_v1_tr_00844.p1
OG0000387	HD_v1_tr_00844.p2
OG0000387	HD_v1_tr_00986.p1
OG0000387	HD_v1_tr_01509.p1
OG0000387	HD_v1_tr_11497.p1
OG0000387	HD_v1_tr_11764.p1
OG0000387	HD_v1_tr_11788.p1
OG0000388	HD_v1_tr_00339.p1
OG0000388	HD_v1_tr_01237.p1
OG0000388	HD_v1_tr_05999.p1
OG0000388	HD_v1_tr_07497.p1
OG0000389	HD_v1_tr_04675.p1
OG0000389	HD_v1_tr_05476.p1
OG0000389	HD_v1_tr_06993.p1
OG0000389	HD_v1_tr_08518.p1
OG0000390	HD_v1_tr_01221.p1
OG0000390	HD_v1_tr_02860.p2
OG0000390	HD_v1_tr_05338.p1
OG0000390	HD_v1_tr_05339.p1
OG0000390	HD_v1_tr_05359.p1
OG0000390	HD_v1_tr_08832.p1
OG0000390	HD_v1_tr_09975.p1
OG0000392	HD_v1_tr_01654.p1
OG0000392	HD_v1_tr_03592.p1
OG0000392	HD_v1_tr_07199.p1
OG0000392	HD_v1_tr_09646.p1
OG0000393	HD_v1_tr_05819.p1
OG0000393	HD_v1_tr_10154.p1
OG0000393	HD_v1_tr_11414.p1
OG0000394	HD_v1_tr_01901.p1
OG0000394	HD_v1_tr_02086.p1
OG0000394	HD_v1_tr_04762.p1
OG0000394	HD_v1_tr_06918.p1
OG0000394	HD_v1_tr_07976.p1
OG0000394	HD_v1_tr_10349.p1
OG0000394	HD_v1_tr_10571.p1
OG0000394	HD_v1_tr_11901.p1
OG0000396	HD_v1_tr_07228.p1
OG0000396	HD_v1_tr_11573.p1
OG0000396	HD_v1_tr_12116.p1
OG0000398	HD_v1_tr_03447.p1
OG0000398	HD_v1_tr_03447.p2
OG0000398	HD_v1_tr_07689.p1
OG0000401	HD_v1_tr_05343.p1
OG0000403	HD_v1_tr_00870.p1
OG0000403	HD_v1_tr_07224.p1
OG0000403	HD_v1_tr_07225.p1
OG0000403	HD_v1_tr_12016.p1
OG0000403	HD_v1_tr_12018.p1
OG0000405	HD_v1_tr_00803.p2
OG0000405	HD_v1_tr_01695.p2
OG0000405	HD_v1_tr_02428.p2
OG0000405	HD_v1_tr_02830.p1
OG0000405	HD_v1_tr_03179.p1
OG0000405	HD_v1_tr_03180.p1
OG0000405	HD_v1_tr_03209.p1
OG0000405	HD_v1_tr_03209.p2
OG0000405	HD_v1_tr_03335.p1
OG0000405	HD_v1_tr_04443.p1
OG0000405	HD_v1_tr_04443.p2
OG0000405	HD_v1_tr_04453.p1
OG0000405	HD_v1_tr_04453.p2
OG0000405	HD_v1_tr_04743.p1
OG0000405	HD_v1_tr_05248.p1
OG0000405	HD_v1_tr_05487.p1
OG0000405	HD_v1_tr_06202.p1
OG0000405	HD_v1_tr_07618.p1
OG0000405	HD_v1_tr_08116.p1
OG0000405	HD_v1_tr_08116.p2
OG0000405	HD_v1_tr_09460.p1
OG0000405	HD_v1_tr_10633.p1
OG0000405	HD_v1_tr_10929.p1
OG0000405	HD_v1_tr_11085.p1
OG0000405	HD_v1_tr_12468.p1
OG0000405	HD_v1_tr_12727.p1
OG0000405	HD_v1_tr_12727.p2
OG0000405	HD_v1_tr_12728.p1
OG0000405	HD_v1_tr_12728.p2
OG0000406	HD_v1_tr_02173.p1
OG0000406	HD_v1_tr_05906.p1
OG0000406	HD_v1_tr_11567.p1
OG0000407	HD_v1_tr_07634.p1
OG0000407	HD_v1_tr_11270.p1
OG0000408	HD_v1_tr_00416.p1
OG0000408	HD_v1_tr_03098.p1
OG0000408	HD_v1_tr_05725.p1
OG0000408	HD_v1_tr_09239.p1
OG0000409	HD_v1_tr_10755.p1
OG0000410	HD_v1_tr_02949.p1
OG0000411	HD_v1_tr_03283.p1
OG0000411	HD_v1_tr_12682.p1
OG0000411	HD_v1_tr_12683.p1
OG0000412	HD_v1_tr_01817.p1
OG0000412	HD_v1_tr_05618.p1
OG0000412	HD_v1_tr_05619.p1
OG0000412	HD_v1_tr_07869.p1
OG0000412	HD_v1_tr_08308.p1
OG0000412	HD_v1_tr_10841.p1
OG0000412	HD_v1_tr_10843.p1
OG0000412	HD_v1_tr_10845.p1
OG0000417	HD_v1_tr_01370.p1
OG0000417	HD_v1_tr_01370.p2
OG0000417	HD_v1_tr_10661.p2
OG0000417	HD_v1_tr_10661.p3
OG0000418	HD_v1_tr_02559.p1
OG0000418	HD_v1_tr_10432.p1
OG0000418	HD_v1_tr_10773.p1
OG0000421	HD_v1_tr_02453.p1
OG0000421	HD_v1_tr_03691.p1
OG0000421	HD_v1_tr_08733.p1
OG0000421	HD_v1_tr_08744.p1
OG0000421	HD_v1_tr_09467.p1
OG0000422	HD_v1_tr_03893.p1
OG0000422	HD_v1_tr_03894.p1
OG0000422	HD_v1_tr_06153.p1
OG0000423	HD_v1_tr_07636.p1
OG0000423	HD_v1_tr_09240.p3
OG0000423	HD_v1_tr_09243.p3
OG0000423	HD_v1_tr_11138.p1
OG0000424	HD_v1_tr_05451.p1
OG0000424	HD_v1_tr_05451.p2
OG0000424	HD_v1_tr_05949.p1
OG0000425	HD_v1_tr_06227.p1
OG0000425	HD_v1_tr_11135.p1
OG0000425	HD_v1_tr_11910.p1
OG0000427	HD_v1_tr_01954.p1
OG0000427	HD_v1_tr_04994.p1
OG0000427	HD_v1_tr_07892.p1
OG0000427	HD_v1_tr_09173.p1
OG0000428	HD_v1_tr_03635.p1
OG0000428	HD_v1_tr_04390.p1
OG0000428	HD_v1_tr_07895.p1
OG0000428	HD_v1_tr_09483.p1
OG0000428	HD_v1_tr_10200.p1
OG0000429	HD_v1_tr_00955.p1
OG0000429	HD_v1_tr_00956.p1
OG0000429	HD_v1_tr_01779.p1
OG0000429	HD_v1_tr_03947.p1
OG0000429	HD_v1_tr_05147.p1
OG0000429	HD_v1_tr_05763.p1
OG0000429	HD_v1_tr_08334.p1
OG0000429	HD_v1_tr_11924.p1
OG0000429	HD_v1_tr_11986.p1
OG0000429	HD_v1_tr_11999.p1
OG0000430	HD_v1_tr_00034.p1
OG0000431	HD_v1_tr_04192.p1
OG0000431	HD_v1_tr_06369.p1
OG0000431	HD_v1_tr_08005.p1
OG0000431	HD_v1_tr_08466.p1
OG0000431	HD_v1_tr_08937.p1
OG0000434	HD_v1_tr_10507.p1
OG0000434	HD_v1_tr_11892.p1
OG0000435	HD_v1_tr_00885.p1
OG0000435	HD_v1_tr_00885.p3
OG0000435	HD_v1_tr_02561.p1
OG0000435	HD_v1_tr_06164.p1
OG0000435	HD_v1_tr_06999.p1
OG0000436	HD_v1_tr_03094.p1
OG0000442	HD_v1_tr_07941.p1
OG0000442	HD_v1_tr_08762.p1
