Orthogroup	AQ_TRX
OG0000393	Aqu2.1.26701_001.p1
OG0000393	Aqu2.1.32699_001.p1
OG0000394	Aqu2.1.16001_001.p1
OG0000394	Aqu2.1.16004_001.p1
OG0000394	Aqu2.1.22047_001.p1
OG0000396	Aqu2.1.37770_001.p1
OG0000396	Aqu2.1.42183_001.p1
OG0000396	Aqu2.1.44214_001.p1
OG0000396	Aqu2.1.44218_001.p1
OG0000398	Aqu2.1.41517_001.p1
OG0000401	Aqu2.1.00271_001.p1
OG0000401	Aqu2.1.00311_001.p1
OG0000401	Aqu2.1.02101_001.p1
OG0000401	Aqu2.1.05437_001.p1
OG0000401	Aqu2.1.19722_001.p1
OG0000401	Aqu2.1.19723_001.p1
OG0000401	Aqu2.1.27016_001.p1
OG0000401	Aqu2.1.36106_001.p1
OG0000403	Aqu2.1.01617_001.p1
OG0000403	Aqu2.1.20828_001.p1
OG0000403	Aqu2.1.22321_001.p1
OG0000403	Aqu2.1.29927_001.p1
OG0000405	Aqu2.1.02569_001.p1
OG0000405	Aqu2.1.05144_001.p1
OG0000405	Aqu2.1.07590_001.p1
OG0000405	Aqu2.1.21571_001.p1
OG0000405	Aqu2.1.23311_001.p1
OG0000405	Aqu2.1.37790_001.p1
OG0000405	Aqu2.1.44265_001.p1
OG0000406	Aqu2.1.03228_001.p1
OG0000406	Aqu2.1.03869_001.p1
OG0000406	Aqu2.1.06444_001.p1
OG0000406	Aqu2.1.06505_001.p1
OG0000406	Aqu2.1.14949_001.p1
OG0000406	Aqu2.1.24220_001.p1
OG0000406	Aqu2.1.27099_001.p1
OG0000406	Aqu2.1.30175_001.p1
OG0000406	Aqu2.1.31560_001.p1
OG0000406	Aqu2.1.31646_001.p1
OG0000406	Aqu2.1.35142_001.p1
OG0000406	Aqu2.1.35143_001.p1
OG0000406	Aqu2.1.36792_001.p1
OG0000406	Aqu2.1.38367_001.p1
OG0000406	Aqu2.1.41874_001.p1
OG0000407	Aqu2.1.04552_001.p1
OG0000407	Aqu2.1.05347_001.p1
OG0000407	Aqu2.1.22788_001.p1
OG0000407	Aqu2.1.23693_001.p1
OG0000407	Aqu2.1.24521_001.p1
OG0000407	Aqu2.1.32967_001.p1
OG0000407	Aqu2.1.37715_001.p1
OG0000407	Aqu2.1.42575_001.p1
OG0000407	Aqu2.1.42576_001.p1
OG0000408	Aqu2.1.06394_001.p1
OG0000408	Aqu2.1.16123_001.p1
OG0000408	Aqu2.1.28846_001.p1
OG0000408	Aqu2.1.39752_001.p1
OG0000409	Aqu2.1.06404_001.p1
OG0000409	Aqu2.1.07369_001.p1
OG0000409	Aqu2.1.31070_001.p1
OG0000409	Aqu2.1.39175_001.p1
OG0000410	Aqu2.1.07325_001.p1
OG0000410	Aqu2.1.09375_001.p1
OG0000410	Aqu2.1.32682_001.p1
OG0000410	Aqu2.1.32684_001.p1
OG0000410	Aqu2.1.35286_001.p1
OG0000410	Aqu2.1.42639_001.p1
OG0000411	Aqu2.1.07364_001.p1
OG0000411	Aqu2.1.14137_001.p1
OG0000411	Aqu2.1.32514_001.p1
OG0000411	Aqu2.1.35183_001.p1
OG0000412	Aqu2.1.16370_001.p1
OG0000412	Aqu2.1.17781_001.p1
OG0000412	Aqu2.1.38180_001.p1
OG0000413	Aqu2.1.25312_001.p1
OG0000414	Aqu2.1.29139_001.p1
OG0000414	Aqu2.1.31536_001.p1
OG0000417	Aqu2.1.00172_001.p1
OG0000417	Aqu2.1.19630_001.p1
OG0000417	Aqu2.1.43319_001.p1
OG0000418	Aqu2.1.01297_001.p1
OG0000418	Aqu2.1.12429_001.p1
OG0000418	Aqu2.1.16013_001.p1
OG0000418	Aqu2.1.22482_001.p1
OG0000418	Aqu2.1.23530_001.p1
OG0000418	Aqu2.1.24781_001.p1
OG0000418	Aqu2.1.24782_001.p1
OG0000418	Aqu2.1.24783_001.p1
OG0000418	Aqu2.1.26557_001.p1
OG0000418	Aqu2.1.26917_001.p1
OG0000418	Aqu2.1.26918_001.p1
OG0000418	Aqu2.1.28674_001.p1
OG0000418	Aqu2.1.30580_001.p1
OG0000418	Aqu2.1.36268_001.p1
OG0000418	Aqu2.1.36615_001.p1
OG0000418	Aqu2.1.37106_001.p1
OG0000418	Aqu2.1.37564_001.p1
OG0000418	Aqu2.1.39974_001.p1
OG0000418	Aqu2.1.43689_001.p1
OG0000418	Aqu2.1.43690_001.p1
OG0000418	Aqu2.1.43691_001.p1
OG0000418	Aqu2.1.43694_001.p1
OG0000418	Aqu2.1.43695_001.p1
OG0000418	Aqu2.1.44033_001.p1
OG0000418	Aqu2.1.44234_001.p1
OG0000419	Aqu2.1.03224_001.p1
OG0000419	Aqu2.1.10714_001.p1
OG0000419	Aqu2.1.24509_001.p1
OG0000419	Aqu2.1.24520_001.p1
OG0000419	Aqu2.1.28221_001.p1
OG0000421	Aqu2.1.20688_001.p1
OG0000421	Aqu2.1.33739_001.p1
OG0000421	Aqu2.1.39700_001.p1
OG0000421	Aqu2.1.40784_001.p1
OG0000422	Aqu2.1.23390_001.p1
OG0000422	Aqu2.1.29969_001.p1
OG0000423	Aqu2.1.35998_001.p1
OG0000424	Aqu2.1.43954_001.p1
OG0000424	Aqu2.1.43955_001.p1
OG0000425	Aqu2.1.44020_001.p1
OG0000427	Aqu2.1.01683_001.p1
OG0000427	Aqu2.1.04116_001.p1
OG0000427	Aqu2.1.05131_001.p1
OG0000427	Aqu2.1.09040_001.p1
OG0000427	Aqu2.1.10589_001.p1
OG0000427	Aqu2.1.10612_001.p1
OG0000427	Aqu2.1.22076_001.p1
OG0000427	Aqu2.1.22078_001.p1
OG0000427	Aqu2.1.22082_001.p1
OG0000427	Aqu2.1.26199_001.p1
OG0000427	Aqu2.1.28176_001.p1
OG0000427	Aqu2.1.34178_001.p1
OG0000428	Aqu2.1.04053_001.p1
OG0000428	Aqu2.1.36576_001.p1
OG0000429	Aqu2.1.04692_001.p1
OG0000429	Aqu2.1.31242_001.p1
OG0000430	Aqu2.1.18689_001.p1
OG0000430	Aqu2.1.22403_001.p1
OG0000431	Aqu2.1.19232_001.p1
OG0000431	Aqu2.1.19233_001.p1
OG0000431	Aqu2.1.19234_001.p1
OG0000431	Aqu2.1.29977_001.p1
OG0000431	Aqu2.1.29978_001.p1
OG0000433	Aqu2.1.33689_001.p1
OG0000433	Aqu2.1.33691_001.p1
OG0000433	Aqu2.1.33693_001.p1
OG0000433	Aqu2.1.36475_001.p1
OG0000433	Aqu2.1.38430_001.p1
OG0000433	Aqu2.1.43984_001.p1
OG0000433	Aqu2.1.43985_001.p1
OG0000433	Aqu2.1.43986_001.p1
OG0000433	Aqu2.1.43987_001.p1
OG0000433	Aqu2.1.43989_001.p1
OG0000433	Aqu2.1.43995_001.p1
OG0000434	Aqu2.1.35568_001.p1
OG0000434	Aqu2.1.35570_001.p1
OG0000434	Aqu2.1.36074_001.p1
OG0000435	Aqu2.1.36223_001.p1
OG0000435	Aqu2.1.37819_001.p1
OG0000435	Aqu2.1.37821_001.p2
OG0000435	Aqu2.1.41504_001.p1
OG0000442	Aqu2.1.28109_001.p1
OG0000442	Aqu2.1.42544_001.p1
OG0000444	Aqu2.1.32868_001.p1
OG0000444	Aqu2.1.43596_001.p1
OG0000445	Aqu2.1.41527_001.p1
OG0000449	Aqu2.1.00643_001.p1
OG0000449	Aqu2.1.07024_001.p1
OG0000449	Aqu2.1.24063_001.p1
OG0000449	Aqu2.1.24653_001.p1
OG0000449	Aqu2.1.37611_001.p1
OG0000450	Aqu2.1.01379_001.p1
OG0000450	Aqu2.1.03281_001.p1
OG0000450	Aqu2.1.04186_001.p1
OG0000450	Aqu2.1.04385_001.p1
OG0000450	Aqu2.1.07277_001.p1
OG0000450	Aqu2.1.10196_001.p1
OG0000450	Aqu2.1.10495_001.p1
OG0000450	Aqu2.1.10961_001.p1
OG0000450	Aqu2.1.21116_001.p1
OG0000450	Aqu2.1.21117_001.p1
OG0000450	Aqu2.1.25418_001.p1
OG0000451	Aqu2.1.13633_001.p1
OG0000451	Aqu2.1.13634_001.p1
OG0000451	Aqu2.1.26572_001.p1
OG0000451	Aqu2.1.26573_001.p1
OG0000452	Aqu2.1.14728_001.p1
OG0000452	Aqu2.1.26914_001.p1
OG0000452	Aqu2.1.34889_001.p1
OG0000453	Aqu2.1.33365_001.p1
OG0000453	Aqu2.1.39302_001.p1
OG0000453	Aqu2.1.39303_001.p1
OG0000454	Aqu2.1.39183_001.p1
OG0000455	Aqu2.1.39798_001.p1
OG0000460	Aqu2.1.00799_001.p1
OG0000460	Aqu2.1.02378_001.p1
OG0000460	Aqu2.1.02949_001.p1
OG0000460	Aqu2.1.03194_001.p1
OG0000460	Aqu2.1.03722_001.p1
OG0000460	Aqu2.1.04912_001.p1
OG0000460	Aqu2.1.09283_001.p1
OG0000460	Aqu2.1.14132_001.p1
OG0000460	Aqu2.1.15202_001.p1
OG0000460	Aqu2.1.15203_001.p1
OG0000460	Aqu2.1.22494_001.p1
OG0000460	Aqu2.1.22495_001.p1
OG0000461	Aqu2.1.00800_001.p1
OG0000461	Aqu2.1.12470_001.p1
OG0000461	Aqu2.1.30646_001.p1
OG0000461	Aqu2.1.38632_001.p1
OG0000463	Aqu2.1.04217_001.p1
OG0000463	Aqu2.1.06431_001.p1
OG0000463	Aqu2.1.29394_001.p1
OG0000463	Aqu2.1.37207_001.p1
OG0000463	Aqu2.1.43701_001.p1
OG0000463	Aqu2.1.43702_001.p1
OG0000464	Aqu2.1.04995_001.p1
OG0000464	Aqu2.1.31798_001.p1
OG0000465	Aqu2.1.05548_001.p1
OG0000465	Aqu2.1.29063_001.p1
OG0000465	Aqu2.1.37290_001.p1
OG0000466	Aqu2.1.24511_001.p1
OG0000466	Aqu2.1.41622_001.p1
OG0000471	Aqu2.1.00764_001.p1
OG0000471	Aqu2.1.01048_001.p1
OG0000471	Aqu2.1.23577_001.p1
OG0000471	Aqu2.1.39134_001.p1
OG0000471	Aqu2.1.42299_001.p1
OG0000472	Aqu2.1.01453_001.p1
OG0000472	Aqu2.1.04752_001.p1
OG0000472	Aqu2.1.04753_001.p1
OG0000472	Aqu2.1.10153_001.p1
OG0000472	Aqu2.1.10154_001.p1
OG0000472	Aqu2.1.10155_001.p1
OG0000472	Aqu2.1.10347_001.p1
OG0000472	Aqu2.1.24663_001.p1
OG0000472	Aqu2.1.24664_001.p1
OG0000472	Aqu2.1.24665_001.p1
OG0000472	Aqu2.1.24666_001.p1
OG0000472	Aqu2.1.24668_001.p1
OG0000472	Aqu2.1.24669_001.p1
OG0000472	Aqu2.1.24670_001.p1
OG0000472	Aqu2.1.24671_001.p1
OG0000473	Aqu2.1.06910_001.p1
OG0000473	Aqu2.1.08361_001.p1
OG0000473	Aqu2.1.16406_001.p1
OG0000473	Aqu2.1.17653_001.p1
OG0000473	Aqu2.1.27632_001.p1
OG0000473	Aqu2.1.42282_001.p1
OG0000473	Aqu2.1.42283_001.p1
OG0000473	Aqu2.1.42284_001.p1
OG0000473	Aqu2.1.42285_001.p1
OG0000473	Aqu2.1.42286_001.p1
OG0000474	Aqu2.1.22337_001.p1
OG0000474	Aqu2.1.41110_001.p1
OG0000475	Aqu2.1.25383_001.p1
OG0000475	Aqu2.1.44220_001.p1
OG0000476	Aqu2.1.28058_001.p1
OG0000476	Aqu2.1.36636_001.p1
OG0000477	Aqu2.1.30522_001.p1
OG0000477	Aqu2.1.30523_001.p1
OG0000477	Aqu2.1.36443_001.p1
OG0000477	Aqu2.1.43421_001.p1
OG0000478	Aqu2.1.31186_001.p1
OG0000478	Aqu2.1.39135_001.p1
OG0000478	Aqu2.1.39136_001.p1
OG0000479	Aqu2.1.38481_001.p1
OG0000480	Aqu2.1.43712_001.p1
OG0000484	Aqu2.1.03160_001.p1
OG0000484	Aqu2.1.03181_001.p1
OG0000484	Aqu2.1.06441_001.p1
OG0000484	Aqu2.1.08216_001.p1
OG0000484	Aqu2.1.25865_001.p1
OG0000484	Aqu2.1.41209_001.p1
OG0000484	Aqu2.1.41211_001.p1
OG0000485	Aqu2.1.04188_001.p1
OG0000485	Aqu2.1.42088_001.p1
OG0000489	Aqu2.1.36438_001.p1
OG0000489	Aqu2.1.39736_001.p1
OG0000490	Aqu2.1.40796_001.p1
OG0000494	Aqu2.1.01904_001.p1
OG0000494	Aqu2.1.02255_001.p1
OG0000494	Aqu2.1.27782_001.p1
OG0000494	Aqu2.1.27783_001.p1
OG0000494	Aqu2.1.41643_001.p1
OG0000495	Aqu2.1.03158_001.p2
OG0000495	Aqu2.1.10905_001.p1
OG0000495	Aqu2.1.40818_001.p1
OG0000496	Aqu2.1.04955_001.p1
OG0000496	Aqu2.1.31344_001.p1
OG0000497	Aqu2.1.06234_001.p1
OG0000497	Aqu2.1.23009_001.p1
OG0000497	Aqu2.1.23010_001.p1
OG0000497	Aqu2.1.38424_001.p1
OG0000497	Aqu2.1.38425_001.p1
OG0000498	Aqu2.1.26122_001.p1
OG0000499	Aqu2.1.26123_001.p1
OG0000499	Aqu2.1.41666_001.p1
OG0000500	Aqu2.1.29241_001.p1
OG0000501	Aqu2.1.32002_001.p1
OG0000501	Aqu2.1.32109_001.p1
OG0000502	Aqu2.1.33444_001.p1
OG0000502	Aqu2.1.43731_001.p1
OG0000509	Aqu2.1.00448_001.p1
OG0000509	Aqu2.1.21877_001.p1
OG0000509	Aqu2.1.41423_001.p1
OG0000511	Aqu2.1.02714_001.p1
OG0000511	Aqu2.1.28874_001.p1
OG0000511	Aqu2.1.35941_001.p1
OG0000512	Aqu2.1.05049_001.p1
OG0000512	Aqu2.1.44185_001.p1
OG0000513	Aqu2.1.05434_001.p1
OG0000513	Aqu2.1.23962_001.p1
OG0000513	Aqu2.1.24505_001.p1
OG0000513	Aqu2.1.29357_001.p1
OG0000513	Aqu2.1.36591_001.p1
OG0000514	Aqu2.1.06858_001.p1
OG0000514	Aqu2.1.32755_001.p1
OG0000514	Aqu2.1.35572_001.p1
OG0000518	Aqu2.1.22407_001.p1
OG0000519	Aqu2.1.23868_001.p1
OG0000519	Aqu2.1.26815_001.p1
OG0000519	Aqu2.1.31255_001.p1
OG0000519	Aqu2.1.31258_001.p1
OG0000519	Aqu2.1.31259_001.p1
OG0000519	Aqu2.1.31260_001.p1
OG0000519	Aqu2.1.42509_001.p1
OG0000526	Aqu2.1.00419_001.p1
OG0000526	Aqu2.1.01663_001.p1
OG0000526	Aqu2.1.01835_001.p1
OG0000526	Aqu2.1.02461_001.p1
OG0000526	Aqu2.1.02959_001.p1
OG0000526	Aqu2.1.04478_001.p1
OG0000526	Aqu2.1.05838_001.p1
OG0000526	Aqu2.1.08375_001.p1
OG0000526	Aqu2.1.09134_001.p1
OG0000526	Aqu2.1.09203_001.p1
OG0000526	Aqu2.1.12478_001.p1
OG0000526	Aqu2.1.12479_001.p1
OG0000526	Aqu2.1.12481_001.p1
OG0000526	Aqu2.1.20838_001.p1
OG0000526	Aqu2.1.20839_001.p1
OG0000526	Aqu2.1.22171_001.p1
OG0000526	Aqu2.1.22172_001.p1
OG0000526	Aqu2.1.26397_001.p1
OG0000526	Aqu2.1.27362_001.p1
OG0000526	Aqu2.1.27363_001.p1
OG0000526	Aqu2.1.27365_001.p1
OG0000526	Aqu2.1.27366_001.p1
OG0000526	Aqu2.1.28877_001.p1
OG0000526	Aqu2.1.28879_001.p1
OG0000526	Aqu2.1.34295_001.p1
OG0000526	Aqu2.1.34296_001.p1
OG0000526	Aqu2.1.38780_001.p1
OG0000526	Aqu2.1.42566_001.p1
OG0000528	Aqu2.1.01442_001.p1
OG0000528	Aqu2.1.16582_001.p1
OG0000528	Aqu2.1.18855_001.p1
OG0000528	Aqu2.1.37580_001.p1
OG0000528	Aqu2.1.40047_001.p1
OG0000529	Aqu2.1.10425_001.p1
OG0000529	Aqu2.1.19199_001.p1
OG0000529	Aqu2.1.31965_001.p1
OG0000532	Aqu2.1.29877_001.p1
OG0000533	Aqu2.1.31928_001.p1
OG0000533	Aqu2.1.35785_001.p1
OG0000533	Aqu2.1.35795_001.p1
OG0000533	Aqu2.1.35796_001.p1
OG0000543	Aqu2.1.00207_001.p1
OG0000543	Aqu2.1.04843_001.p1
OG0000543	Aqu2.1.06074_001.p1
OG0000543	Aqu2.1.26647_001.p1
OG0000545	Aqu2.1.09393_001.p1
OG0000545	Aqu2.1.22086_001.p1
OG0000545	Aqu2.1.22087_001.p1
OG0000545	Aqu2.1.22090_001.p1
OG0000545	Aqu2.1.37168_001.p1
OG0000545	Aqu2.1.37169_001.p1
OG0000545	Aqu2.1.39610_001.p1
OG0000545	Aqu2.1.39611_001.p1
OG0000545	Aqu2.1.39612_001.p1
OG0000545	Aqu2.1.39613_001.p1
OG0000545	Aqu2.1.40921_001.p1
OG0000545	Aqu2.1.40978_001.p1
OG0000546	Aqu2.1.11967_001.p1
OG0000546	Aqu2.1.41185_001.p2
OG0000546	Aqu2.1.41186_001.p1
OG0000547	Aqu2.1.12369_001.p1
OG0000547	Aqu2.1.26014_001.p1
OG0000547	Aqu2.1.27202_001.p1
OG0000547	Aqu2.1.27206_001.p1
OG0000547	Aqu2.1.27207_001.p1
OG0000547	Aqu2.1.27208_001.p1
OG0000547	Aqu2.1.27211_001.p1
OG0000547	Aqu2.1.27212_001.p1
OG0000547	Aqu2.1.27214_001.p1
OG0000547	Aqu2.1.27215_001.p1
OG0000549	Aqu2.1.25561_001.p1
OG0000549	Aqu2.1.27787_001.p1
OG0000549	Aqu2.1.34876_001.p1
OG0000550	Aqu2.1.25756_001.p1
OG0000550	Aqu2.1.25757_001.p2
OG0000550	Aqu2.1.27459_001.p1
OG0000550	Aqu2.1.33330_001.p1
OG0000550	Aqu2.1.35926_001.p1
OG0000550	Aqu2.1.42776_001.p1
OG0000551	Aqu2.1.25927_001.p1
OG0000551	Aqu2.1.44326_001.p1
OG0000552	Aqu2.1.28300_001.p1
OG0000552	Aqu2.1.28301_001.p1
OG0000553	Aqu2.1.33063_001.p1
OG0000553	Aqu2.1.33728_001.p1
OG0000553	Aqu2.1.38198_001.p1
OG0000554	Aqu2.1.34316_001.p1
OG0000554	Aqu2.1.36284_001.p1
OG0000554	Aqu2.1.38372_001.p1
OG0000555	Aqu2.1.39237_001.p1
OG0000555	Aqu2.1.39337_001.p1
OG0000555	Aqu2.1.42249_001.p1
OG0000556	Aqu2.1.43432_001.p1
OG0000562	Aqu2.1.01134_001.p1
OG0000562	Aqu2.1.03407_001.p1
OG0000562	Aqu2.1.04589_001.p1
OG0000562	Aqu2.1.06326_001.p1
OG0000562	Aqu2.1.09754_001.p1
OG0000562	Aqu2.1.10778_001.p1
OG0000562	Aqu2.1.11686_001.p1
OG0000562	Aqu2.1.13775_001.p1
OG0000562	Aqu2.1.13776_001.p1
OG0000562	Aqu2.1.13882_001.p1
OG0000562	Aqu2.1.14135_001.p1
OG0000562	Aqu2.1.17617_001.p1
OG0000562	Aqu2.1.19990_001.p1
OG0000563	Aqu2.1.03357_001.p1
OG0000563	Aqu2.1.04388_001.p1
OG0000563	Aqu2.1.19142_001.p1
OG0000563	Aqu2.1.41394_001.p1
OG0000564	Aqu2.1.04073_001.p1
OG0000564	Aqu2.1.05204_001.p1
OG0000564	Aqu2.1.08608_001.p1
OG0000564	Aqu2.1.19982_001.p1
OG0000564	Aqu2.1.25397_001.p1
OG0000564	Aqu2.1.26691_001.p1
OG0000564	Aqu2.1.26930_001.p1
OG0000564	Aqu2.1.28106_001.p1
OG0000564	Aqu2.1.31153_001.p1
OG0000564	Aqu2.1.32210_001.p1
OG0000564	Aqu2.1.32251_001.p1
OG0000564	Aqu2.1.34464_001.p1
OG0000564	Aqu2.1.34631_001.p1
OG0000564	Aqu2.1.34632_001.p1
OG0000564	Aqu2.1.34633_001.p1
OG0000564	Aqu2.1.36162_001.p1
OG0000564	Aqu2.1.40995_001.p1
OG0000564	Aqu2.1.44097_001.p1
OG0000564	Aqu2.1.44098_001.p1
OG0000567	Aqu2.1.16345_001.p1
OG0000567	Aqu2.1.16346_001.p3
OG0000567	Aqu2.1.23890_001.p1
OG0000567	Aqu2.1.36135_001.p1
OG0000567	Aqu2.1.43102_001.p1
OG0000568	Aqu2.1.20207_001.p1
OG0000568	Aqu2.1.20854_001.p1
OG0000568	Aqu2.1.33438_001.p1
OG0000568	Aqu2.1.34213_001.p2
OG0000568	Aqu2.1.43824_001.p1
OG0000569	Aqu2.1.28959_001.p1
OG0000569	Aqu2.1.37929_001.p1
OG0000570	Aqu2.1.34348_001.p1
OG0000570	Aqu2.1.38358_001.p1
OG0000571	Aqu2.1.35176_001.p1
OG0000571	Aqu2.1.42093_001.p1
OG0000573	Aqu2.1.44280_001.p1
OG0000578	Aqu2.1.05537_001.p1
OG0000578	Aqu2.1.12937_001.p1
OG0000578	Aqu2.1.40946_001.p1
OG0000578	Aqu2.1.44215_001.p1
OG0000580	Aqu2.1.09136_001.p1
OG0000580	Aqu2.1.13166_001.p1
OG0000580	Aqu2.1.28471_001.p1
OG0000581	Aqu2.1.11528_001.p1
OG0000581	Aqu2.1.20846_001.p1
OG0000581	Aqu2.1.41856_001.p1
OG0000581	Aqu2.1.41858_001.p1
OG0000583	Aqu2.1.27248_001.p1
OG0000583	Aqu2.1.35260_001.p1
OG0000584	Aqu2.1.32264_001.p1
OG0000584	Aqu2.1.38361_001.p1
OG0000585	Aqu2.1.38628_001.p1
OG0000585	Aqu2.1.39940_001.p1
OG0000586	Aqu2.1.40645_001.p1
OG0000586	Aqu2.1.40731_001.p1
OG0000586	Aqu2.1.42016_001.p1
OG0000587	Aqu2.1.40972_001.p1
OG0000589	Aqu2.1.03275_001.p1
OG0000589	Aqu2.1.21947_001.p1
OG0000589	Aqu2.1.29338_001.p1
OG0000589	Aqu2.1.29339_001.p1
OG0000590	Aqu2.1.06463_001.p1
OG0000590	Aqu2.1.32603_001.p1
OG0000591	Aqu2.1.07280_001.p1
OG0000591	Aqu2.1.42000_001.p1
OG0000591	Aqu2.1.43839_001.p1
OG0000592	Aqu2.1.20603_001.p1
OG0000592	Aqu2.1.41932_001.p1
OG0000593	Aqu2.1.27478_001.p1
OG0000593	Aqu2.1.33078_001.p1
OG0000595	Aqu2.1.28222_001.p1
OG0000595	Aqu2.1.30043_001.p1
OG0000595	Aqu2.1.37733_001.p1
OG0000596	Aqu2.1.29724_001.p1
OG0000596	Aqu2.1.32737_001.p1
OG0000597	Aqu2.1.33503_001.p1
OG0000597	Aqu2.1.39737_001.p1
OG0000599	Aqu2.1.41072_001.p1
OG0000600	Aqu2.1.43591_001.p1
OG0000602	Aqu2.1.00837_001.p1
OG0000602	Aqu2.1.25764_001.p1
OG0000602	Aqu2.1.27884_001.p1
OG0000604	Aqu2.1.01789_001.p1
OG0000604	Aqu2.1.28473_001.p1
OG0000604	Aqu2.1.30283_001.p1
OG0000606	Aqu2.1.05880_001.p1
OG0000606	Aqu2.1.26763_001.p1
OG0000606	Aqu2.1.29465_001.p1
OG0000606	Aqu2.1.30876_001.p1
OG0000606	Aqu2.1.37806_001.p1
OG0000606	Aqu2.1.40602_001.p1
OG0000606	Aqu2.1.43574_001.p1
OG0000607	Aqu2.1.06403_001.p1
OG0000607	Aqu2.1.32877_001.p1
OG0000607	Aqu2.1.32914_001.p1
OG0000608	Aqu2.1.19538_001.p1
OG0000608	Aqu2.1.19539_001.p1
OG0000608	Aqu2.1.19540_001.p1
OG0000608	Aqu2.1.24884_001.p1
OG0000609	Aqu2.1.21260_001.p1
OG0000610	Aqu2.1.27252_001.p1
OG0000611	Aqu2.1.32003_001.p1
OG0000611	Aqu2.1.32004_001.p2
OG0000612	Aqu2.1.33923_001.p1
OG0000612	Aqu2.1.43951_001.p1
OG0000613	Aqu2.1.37741_001.p1
OG0000613	Aqu2.1.41269_001.p1
OG0000613	Aqu2.1.41480_001.p1
OG0000620	Aqu2.1.01300_001.p1
OG0000620	Aqu2.1.01462_001.p1
OG0000620	Aqu2.1.03604_001.p1
OG0000620	Aqu2.1.09745_001.p1
OG0000620	Aqu2.1.21112_001.p1
OG0000620	Aqu2.1.31884_001.p1
OG0000620	Aqu2.1.35931_001.p1
OG0000622	Aqu2.1.02292_001.p1
OG0000622	Aqu2.1.02463_001.p1
OG0000622	Aqu2.1.04456_001.p1
OG0000622	Aqu2.1.06393_001.p1
OG0000622	Aqu2.1.16662_001.p1
OG0000622	Aqu2.1.22578_001.p1
OG0000624	Aqu2.1.03409_001.p1
OG0000624	Aqu2.1.04185_001.p1
OG0000624	Aqu2.1.05773_001.p1
OG0000624	Aqu2.1.07290_001.p1
OG0000624	Aqu2.1.07409_001.p1
OG0000624	Aqu2.1.09224_001.p1
OG0000624	Aqu2.1.09736_001.p1
OG0000624	Aqu2.1.11044_001.p1
OG0000624	Aqu2.1.11209_001.p1
OG0000624	Aqu2.1.11580_001.p1
OG0000624	Aqu2.1.15127_001.p1
OG0000624	Aqu2.1.15677_001.p1
OG0000624	Aqu2.1.17786_001.p1
OG0000624	Aqu2.1.18518_001.p1
OG0000624	Aqu2.1.18642_001.p1
OG0000624	Aqu2.1.18643_001.p1
OG0000624	Aqu2.1.18649_001.p1
OG0000624	Aqu2.1.22307_001.p1
OG0000624	Aqu2.1.27986_001.p1
OG0000624	Aqu2.1.29939_001.p1
OG0000624	Aqu2.1.42696_001.p1
OG0000625	Aqu2.1.08245_001.p1
OG0000625	Aqu2.1.34807_001.p1
OG0000625	Aqu2.1.43531_001.p1
OG0000626	Aqu2.1.18681_001.p1
OG0000626	Aqu2.1.37507_001.p1
OG0000626	Aqu2.1.38768_001.p1
OG0000627	Aqu2.1.20045_001.p1
OG0000627	Aqu2.1.37947_001.p1
OG0000628	Aqu2.1.23694_001.p1
OG0000628	Aqu2.1.30306_001.p1
OG0000628	Aqu2.1.41585_001.p1
OG0000629	Aqu2.1.37751_001.p1
OG0000629	Aqu2.1.42217_001.p1
OG0000631	Aqu2.1.00389_001.p1
OG0000631	Aqu2.1.03689_001.p1
OG0000631	Aqu2.1.10839_001.p1
OG0000631	Aqu2.1.24517_001.p1
OG0000633	Aqu2.1.02632_001.p1
OG0000633	Aqu2.1.03162_001.p1
OG0000633	Aqu2.1.12653_001.p1
OG0000633	Aqu2.1.12654_001.p1
OG0000633	Aqu2.1.14418_001.p1
OG0000633	Aqu2.1.24397_001.p1
OG0000633	Aqu2.1.26086_001.p1
OG0000633	Aqu2.1.31054_001.p1
OG0000633	Aqu2.1.31062_001.p1
OG0000634	Aqu2.1.13550_001.p1
OG0000634	Aqu2.1.21564_001.p1
OG0000634	Aqu2.1.21566_001.p1
OG0000636	Aqu2.1.22142_001.p1
OG0000636	Aqu2.1.36085_001.p1
OG0000637	Aqu2.1.28263_001.p1
OG0000637	Aqu2.1.41007_001.p1
OG0000638	Aqu2.1.30899_001.p1
OG0000638	Aqu2.1.37906_001.p1
OG0000639	Aqu2.1.34197_001.p1
OG0000639	Aqu2.1.43940_001.p1
OG0000640	Aqu2.1.37774_001.p1
OG0000640	Aqu2.1.40720_001.p1
OG0000641	Aqu2.1.40045_001.p1
OG0000641	Aqu2.1.40046_001.p1
OG0000641	Aqu2.1.44144_001.p1
OG0000642	Aqu2.1.40702_001.p1
OG0000642	Aqu2.1.44071_001.p1
OG0000643	Aqu2.1.42657_001.p1
OG0000643	Aqu2.1.43345_001.p1
OG0000643	Aqu2.1.43512_001.p1
OG0000646	Aqu2.1.00584_001.p1
OG0000646	Aqu2.1.03827_001.p1
OG0000646	Aqu2.1.04824_001.p1
OG0000646	Aqu2.1.07888_001.p1
OG0000646	Aqu2.1.08055_001.p1
OG0000646	Aqu2.1.08242_001.p1
OG0000646	Aqu2.1.09150_001.p1
OG0000646	Aqu2.1.09485_001.p1
OG0000646	Aqu2.1.11458_001.p1
