Orthogroup	SP_TRX
OG0001163	NP_001343023.1
OG0001164	NP_594837.1
OG0001164	NP_595212.1
OG0001165	NP_593417.1
OG0001165	NP_593484.1
OG0001166	NP_592829.1
OG0001166	NP_595538.1
OG0001168	NP_587910.3
OG0001168	NP_592883.4
OG0001170	NP_001018764.1
OG0001170	NP_588099.1
OG0001181	NP_595813.2
OG0001185	NP_596645.1
OG0001187	NP_593927.1
OG0001188	NP_594180.1
OG0001188	NP_596399.1
OG0001190	NP_593035.1
OG0001192	NP_593483.1
OG0001192	NP_596162.1
OG0001194	NP_594427.1
OG0001194	NP_595276.1
OG0001195	NP_596546.1
OG0001196	NP_592833.1
OG0001196	NP_594138.1
OG0001197	NP_587758.1
OG0001197	NP_588132.1
OG0001200	NP_594895.1
OG0001204	NP_595725.2
OG0001206	NP_593862.1
OG0001207	NP_595832.1
OG0001208	NP_593835.1
OG0001208	NP_596794.1
OG0001209	NP_593971.1
OG0001210	NP_595362.1
OG0001211	NP_001342858.1
OG0001211	NP_001342893.1
OG0001211	NP_593980.1
OG0001212	NP_595764.1
OG0001212	NP_596587.2
OG0001213	NP_594100.1
OG0001214	NP_587838.1
OG0001214	NP_596230.1
OG0001216	NP_593400.1
OG0001218	NP_594253.1
OG0001218	NP_595896.1
OG0001220	NP_587891.1
OG0001220	NP_596267.1
OG0001221	NP_001342901.1
OG0001223	NP_587904.1
OG0001224	NP_594328.1
OG0001225	NP_587906.1
OG0001226	NP_593323.1
OG0001243	NP_594229.1
OG0001245	NP_587982.1
OG0001247	NP_594358.1
OG0001247	NP_595873.1
OG0001247	NP_596513.1
OG0001250	NP_594950.1
OG0001251	NP_595670.1
OG0001252	NP_595116.1
OG0001253	NP_001342791.1
OG0001255	NP_596344.1
OG0001256	NP_593389.2
OG0001259	NP_594665.1
OG0001262	NP_001342779.1
OG0001263	NP_594368.1
OG0001264	NP_588485.1
OG0001265	NP_592859.3
OG0001266	NP_592965.3
OG0001269	NP_588043.2
OG0001269	NP_588140.1
OG0001271	NP_594058.1
OG0001271	NP_594108.1
OG0001272	NP_593799.1
OG0001275	NP_594174.1
OG0001275	NP_595677.1
OG0001275	NP_596350.1
OG0001276	NP_588170.1
OG0001277	NP_594457.1
OG0001277	NP_596130.2
OG0001278	NP_594069.2
OG0001280	NP_593073.1
OG0001280	NP_593288.1
OG0001280	NP_595717.1
OG0001282	NP_595455.1
OG0001285	NP_594966.1
OG0001286	NP_593409.2
OG0001287	NP_596178.1
OG0001302	NP_595325.2
OG0001306	NP_593378.1
OG0001308	NP_594706.1
OG0001309	NP_588207.1
OG0001310	NP_594794.2
OG0001310	NP_595669.1
OG0001311	NP_596117.1
OG0001311	NP_596503.1
OG0001313	NP_594819.2
OG0001314	NP_595781.1
OG0001315	NP_588261.1
OG0001316	NP_587884.2
OG0001317	NP_587729.2
OG0001317	NP_594721.1
OG0001319	NP_593580.1
OG0001321	NP_594700.1
OG0001327	NP_594093.1
OG0001328	NP_593100.1
OG0001328	NP_594519.1
OG0001329	NP_594491.1
OG0001330	NP_595946.1
OG0001331	NP_587824.1
OG0001331	NP_593700.1
OG0001332	NP_594105.2
OG0001333	NP_596329.1
OG0001335	NP_594607.2
OG0001336	NP_596164.1
OG0001336	NP_596515.1
OG0001339	NP_595878.1
OG0001340	NP_594550.1
OG0001341	NP_595571.1
OG0001341	NP_596424.1
OG0001360	NP_595392.1
OG0001365	NP_594637.1
OG0001366	NP_593249.1
OG0001367	NP_594183.2
OG0001369	NP_588001.1
OG0001369	NP_592979.1
OG0001370	NP_595302.1
OG0001371	NP_588514.1
OG0001374	NP_595292.1
OG0001375	NP_592884.1
OG0001376	NP_596295.1
OG0001377	NP_594068.1
OG0001380	NP_001342889.1
OG0001384	NP_001342828.1
OG0001385	NP_588502.1
OG0001386	NP_595074.1
OG0001389	NP_594503.1
OG0001392	NP_593819.1
OG0001392	NP_595435.1
OG0001393	NP_593394.1
OG0001394	NP_588091.1
OG0001395	NP_594891.1
OG0001396	NP_001342752.1
OG0001402	NP_594351.2
OG0001403	NP_593023.1
OG0001403	NP_595514.1
OG0001406	NP_595176.1
OG0001407	NP_001342726.1
OG0001407	NP_594594.1
OG0001408	NP_588274.1
OG0001409	NP_592857.1
OG0001410	NP_592961.1
OG0001411	NP_594781.1
OG0001411	NP_596456.2
OG0001413	NP_595327.1
OG0001414	NP_588435.1
OG0001417	NP_587897.1
OG0001417	NP_587923.1
OG0001418	NP_594271.1
OG0001421	NP_587865.1
OG0001421	NP_593974.1
OG0001434	NP_594091.1
OG0001442	NP_587845.1
OG0001442	NP_588497.1
OG0001448	NP_594694.1
OG0001449	NP_593720.1
OG0001450	NP_588537.1
OG0001454	NP_596315.1
OG0001455	NP_587714.1
OG0001455	NP_594118.1
OG0001456	NP_001342924.1
OG0001457	NP_001342761.1
OG0001457	NP_593649.2
OG0001458	NP_593600.1
OG0001458	NP_594799.1
OG0001460	NP_593328.1
OG0001460	NP_593636.1
OG0001462	NP_595279.1
OG0001463	NP_595962.1
OG0001464	NP_594768.1
OG0001467	NP_595488.1
OG0001471	NP_001342706.1
OG0001473	NP_596526.1
OG0001475	NP_001342980.1
OG0001476	NP_001342768.1
OG0001476	NP_596621.1
OG0001477	NP_594441.1
OG0001477	NP_595253.1
OG0001477	NP_596434.1
OG0001479	NP_596418.1
OG0001480	NP_594508.1
OG0001480	NP_594657.2
OG0001481	NP_595202.1
OG0001482	NP_588559.1
OG0001483	NP_594268.1
OG0001483	NP_594793.1
OG0001484	NP_595360.1
OG0001486	NP_595175.1
OG0001487	NP_001342803.1
OG0001487	NP_592909.1
OG0001488	NP_593633.1
OG0001488	NP_596187.1
OG0001490	NP_596361.1
OG0001491	NP_588013.1
OG0001501	NP_593535.1
OG0001503	NP_587698.1
OG0001507	NP_587888.2
OG0001513	NP_595917.1
OG0001515	NP_596131.1
OG0001517	NP_596714.1
OG0001518	NP_596207.1
OG0001519	NP_596816.1
OG0001520	NP_594097.1
OG0001521	NP_596097.1
OG0001522	NP_595241.1
OG0001524	NP_587902.1
OG0001524	NP_596254.1
OG0001526	NP_593438.1
OG0001527	NP_588328.1
OG0001529	NP_594843.2
OG0001532	NP_588296.1
OG0001535	NP_595313.1
OG0001537	NP_593110.1
OG0001540	NP_595643.2
OG0001542	NP_593630.1
OG0001544	NP_595702.1
OG0001546	NP_588562.1
OG0001546	NP_593883.1
OG0001546	NP_596671.1
OG0001549	NP_593648.1
OG0001551	NP_592977.1
OG0001553	NP_588057.2
OG0001553	NP_596506.1
OG0001554	NP_592828.1
OG0001554	NP_593116.1
OG0001555	NP_596360.1
OG0001558	NP_595996.1
OG0001559	NP_593677.1
OG0001561	NP_594712.1
OG0001561	NP_594747.1
OG0001564	NP_596499.2
OG0001565	NP_596003.1
OG0001566	NP_595311.1
OG0001566	NP_596431.1
OG0001567	NP_593218.1
OG0001569	NP_594388.1
OG0001570	NP_588133.1
OG0001573	NP_587792.1
OG0001573	NP_593289.1
OG0001574	NP_593318.2
OG0001574	NP_595345.1
OG0001576	NP_595227.1
OG0001578	NP_588566.1
OG0001578	NP_593270.1
OG0001578	NP_595128.1
OG0001583	NP_593645.1
OG0001608	NP_001018806.1
OG0001611	NP_595646.1
OG0001613	NP_594919.1
OG0001614	NP_595251.1
OG0001615	NP_594263.2
OG0001617	NP_594731.1
OG0001619	NP_587693.1
OG0001620	NP_593880.1
OG0001621	NP_001342940.1
OG0001622	NP_596549.2
OG0001623	NP_592993.1
OG0001624	NP_593640.1
OG0001626	NP_593171.1
OG0001626	NP_595239.1
OG0001628	NP_596255.1
OG0001630	NP_001018772.1
OG0001630	NP_595024.1
OG0001633	NP_594385.1
OG0001635	NP_001342736.1
OG0001637	NP_587928.1
OG0001640	NP_593059.1
OG0001641	NP_595456.1
OG0001644	NP_593650.1
OG0001647	NP_595396.1
OG0001649	NP_595752.1
OG0001652	NP_587840.1
OG0001653	NP_594677.1
OG0001655	NP_001343019.1
OG0001658	NP_595248.1
OG0001659	NP_596683.2
OG0001660	NP_001342800.1
OG0001662	NP_588473.1
OG0001663	NP_001342881.1
OG0001663	NP_588442.1
OG0001664	NP_588438.1
OG0001664	NP_593663.1
OG0001665	NP_593796.1
OG0001666	NP_592908.1
OG0001666	NP_594432.1
OG0001667	NP_594207.3
OG0001678	NP_593260.1
OG0001679	NP_593474.1
OG0001680	NP_596573.1
OG0001681	NP_596411.1
OG0001684	NP_588487.1
OG0001691	NP_596530.1
OG0001692	NP_596390.2
OG0001694	NP_596752.1
OG0001695	NP_594957.1
OG0001697	NP_001342963.1
OG0001697	NP_594730.2
OG0001698	NP_593397.1
OG0001698	NP_596605.1
OG0001700	NP_587869.1
OG0001700	NP_595206.1
OG0001701	NP_592840.1
OG0001703	NP_593882.1
OG0001703	NP_594166.1
OG0001704	NP_596256.4
OG0001706	NP_594533.1
OG0001706	NP_596588.1
OG0001707	NP_588154.1
OG0001708	NP_001342711.1
OG0001708	NP_596507.1
OG0001711	NP_587817.1
OG0001713	NP_596208.1
OG0001716	NP_593129.1
OG0001718	NP_593054.1
OG0001719	NP_596720.1
OG0001720	NP_593848.1
OG0001721	NP_596306.1
OG0001722	NP_592945.1
OG0001722	NP_595840.1
OG0001724	NP_001342887.1
OG0001725	NP_592867.1
OG0001727	NP_596085.1
OG0001728	NP_593767.1
OG0001729	NP_596557.1
OG0001730	NP_595898.1
OG0001731	NP_593695.1
OG0001732	NP_596324.1
OG0001734	NP_588068.2
OG0001735	NP_594620.1
OG0001737	NP_595536.1
OG0001738	NP_593370.1
OG0001739	NP_596232.1
OG0001740	NP_595274.1
OG0001740	NP_596435.1
OG0001741	NP_592953.1
OG0001742	NP_596066.1
OG0001744	NP_594256.1
OG0001745	NP_594289.1
OG0001746	NP_001342925.1
OG0001747	NP_593303.1
OG0001748	NP_588548.2
OG0001749	NP_596745.1
OG0001750	NP_587977.2
OG0001752	NP_588153.1
OG0001753	NP_593382.1
OG0001754	NP_595401.2
OG0001780	NP_593669.1
OG0001781	NP_595819.2
OG0001786	NP_594078.1
OG0001787	NP_595125.1
OG0001789	NP_595595.1
OG0001791	NP_595693.1
OG0001793	NP_593915.1
OG0001793	NP_595381.3
OG0001795	NP_001018284.3
OG0001796	NP_596004.1
OG0001798	NP_592894.1
OG0001799	NP_593681.1
OG0001800	NP_596278.1
OG0001801	NP_594732.1
OG0001802	NP_001342976.1
OG0001804	NP_587719.1
OG0001805	NP_593531.1
OG0001805	NP_594970.1
OG0001806	NP_587837.1
OG0001808	NP_595587.1
OG0001809	NP_596721.1
OG0001810	NP_594226.1
OG0001811	NP_588103.1
OG0001813	NP_595229.1
OG0001815	NP_592787.1
OG0001815	NP_593241.1
OG0001817	NP_587692.1
OG0001818	NP_594716.1
OG0001819	NP_593795.1
OG0001820	NP_596095.1
OG0001822	NP_594255.1
OG0001822	NP_595745.1
OG0001825	NP_594948.1
OG0001828	NP_593048.1
OG0001828	NP_596001.1
OG0001829	NP_593185.1
OG0001830	NP_595818.1
OG0001831	NP_587984.1
OG0001832	NP_588378.1
OG0001832	NP_596141.1
OG0001833	NP_595827.1
OG0001835	NP_594563.1
OG0001836	NP_595582.1
OG0001839	NP_596214.1
OG0001840	NP_594756.1
OG0001842	NP_587771.1
OG0001844	NP_593451.2
OG0001845	NP_593286.1
OG0001847	NP_593131.1
OG0001849	NP_594017.1
OG0001851	NP_594598.2
OG0001852	NP_596379.1
OG0001853	NP_594984.1
OG0001854	NP_594740.1
OG0001855	NP_001342823.1
OG0001856	NP_595368.1
OG0001857	NP_595654.1
OG0001858	NP_588387.1
OG0001858	NP_595892.1
OG0001859	NP_587694.1
OG0001859	NP_593698.1
OG0001860	NP_593494.1
OG0001861	NP_595590.1
OG0001862	NP_593784.1
OG0001863	NP_593524.1
OG0001863	NP_596307.1
OG0001864	NP_594667.2
OG0001865	NP_587900.1
OG0001865	NP_596319.1
OG0001866	NP_593453.1
OG0001867	NP_596636.2
OG0001868	NP_588422.1
OG0001868	NP_588469.1
OG0001869	NP_001342717.1
OG0001873	NP_596153.1
OG0001891	NP_596612.1
OG0001892	NP_594892.1
OG0001895	NP_595158.1
OG0001898	NP_592966.1
OG0001902	NP_594218.1
OG0001906	NP_588532.1
OG0001908	NP_596673.1
OG0001909	NP_592832.2
OG0001914	NP_593375.1
OG0001915	NP_595975.1
OG0001917	NP_001342785.1
OG0001917	NP_588494.1
OG0001920	NP_588209.1
OG0001921	NP_595259.1
OG0001924	NP_587809.2
OG0001925	NP_587934.1
OG0001926	NP_594143.1
OG0001928	NP_587907.1
OG0001928	NP_596326.1
OG0001929	NP_593558.1
OG0001929	NP_594857.1
OG0001932	NP_594882.1
OG0001933	NP_596323.1
OG0001934	NP_594758.1
OG0001935	NP_595727.1
OG0001936	NP_587795.1
OG0001937	NP_587725.1
OG0001938	NP_593502.1
OG0001939	NP_593778.1
OG0001940	NP_593619.3
OG0001942	NP_596221.1
OG0001943	NP_596393.2
OG0001946	NP_593067.1
OG0001947	NP_594212.1
OG0001947	NP_594279.1
OG0001948	NP_593861.1
OG0001950	NP_595153.2
OG0001951	NP_588086.1
OG0001952	NP_595263.1
OG0001953	NP_588417.1
OG0001954	NP_596832.1
OG0001955	NP_587994.1
OG0001956	NP_587807.1
OG0001956	NP_596715.1
OG0001959	NP_594340.1
OG0001960	NP_594659.1
OG0001961	NP_596180.1
OG0001964	NP_595507.1
OG0001966	NP_001342755.1
OG0001966	NP_588446.1
OG0001966	NP_596485.1
OG0001967	NP_596086.1
OG0001971	NP_001342769.1
OG0001972	NP_588155.1
OG0001973	NP_587706.1
OG0001974	NP_588397.3
OG0001976	NP_001018181.1
OG0001976	NP_588273.1
OG0001977	NP_595906.1
OG0001978	NP_593191.1
OG0001979	NP_596826.1
OG0001980	NP_596284.2
OG0001982	NP_595791.1
OG0001985	NP_595337.1
OG0001986	NP_594807.1
OG0001986	NP_596356.2
OG0001987	NP_588263.2
OG0001988	NP_001342849.1
OG0001988	NP_596014.1
OG0001989	NP_592898.1
OG0001990	NP_594187.1
OG0001990	NP_595737.1
OG0001991	NP_593749.1
OG0001992	NP_001342902.1
OG0001993	NP_595170.2
OG0001994	NP_594528.1
OG0001995	NP_594150.1
OG0001995	NP_595899.1
OG0001996	NP_594536.1
OG0001998	NP_594003.1
OG0001998	NP_594672.1
OG0001999	NP_594285.1
OG0002002	NP_587961.1
OG0002002	NP_594357.1
OG0002004	NP_596631.1
OG0002018	NP_596729.1
OG0002020	NP_001342715.1
OG0002023	NP_001342853.1
OG0002023	NP_595602.1
OG0002028	NP_593811.1
OG0002029	NP_596167.2
OG0002029	NP_596476.2
OG0002030	NP_001342810.1
OG0002031	NP_587929.1
OG0002033	NP_596805.1
OG0002037	NP_595959.1
OG0002038	NP_588564.1
OG0002040	NP_596742.1
OG0002041	NP_595859.2
OG0002043	NP_595110.1
OG0002046	NP_595524.1
OG0002047	NP_594829.1
OG0002048	NP_588246.1
OG0002048	NP_593446.1
OG0002051	NP_587682.1
OG0002052	NP_595095.1
OG0002053	NP_593138.1
OG0002054	NP_593891.1
OG0002058	NP_595704.1
OG0002060	NP_593635.2
OG0002061	NP_595621.3
OG0002063	NP_588256.1
OG0002066	NP_001343045.1
OG0002067	NP_594018.1
OG0002067	NP_595605.1
OG0002068	NP_593051.1
OG0002072	NP_593425.1
OG0002073	NP_593331.2
OG0002075	NP_593351.1
OG0002076	NP_594604.2
OG0002077	NP_595160.1
OG0002078	NP_593239.1
OG0002079	NP_588123.1
OG0002080	NP_596724.1
OG0002081	NP_593598.1
OG0002082	NP_001342950.1
OG0002083	NP_595167.1
OG0002083	NP_596104.1
OG0002084	NP_596478.2
OG0002087	NP_588011.1
OG0002088	NP_594945.1
OG0002089	NP_001342899.1
OG0002090	NP_595083.2
OG0002091	NP_596227.1
OG0002092	NP_594081.1
OG0002094	NP_595530.1
OG0002095	NP_593436.1
OG0002096	NP_594182.1
OG0002096	NP_596809.1
OG0002098	NP_594538.2
OG0002100	NP_001018268.1
OG0002100	NP_594391.3
OG0002103	NP_594733.1
OG0002105	NP_596017.1
OG0002106	NP_595891.1
OG0002108	NP_593371.1
OG0002110	NP_588352.1
OG0002112	NP_593705.1
OG0002114	NP_596647.1
OG0002116	NP_594541.1
OG0002117	NP_596034.1
OG0002119	NP_594685.1
OG0002120	NP_596504.1
OG0002121	NP_588385.2
OG0002122	NP_594321.1
OG0002123	NP_596518.1
OG0002124	NP_596114.1
OG0002125	NP_594650.1
OG0002126	NP_595758.1
OG0002127	NP_594325.1
OG0002128	NP_588318.1
OG0002128	NP_594641.1
OG0002128	NP_595139.1
OG0002131	NP_596778.1
OG0002135	NP_595883.2
OG0002138	NP_593843.1
OG0002138	NP_594055.1
OG0002158	NP_588183.1
OG0002160	NP_596479.1
OG0002161	NP_594808.1
OG0002164	NP_594806.1
OG0002173	NP_001342859.1
OG0002174	NP_587861.1
OG0002178	NP_588509.1
OG0002178	NP_595520.1
OG0002179	NP_595404.1
OG0002180	NP_594764.2
OG0002182	NP_594477.1
OG0002183	NP_587736.2
OG0002184	NP_593568.2
OG0002185	NP_593686.1
OG0002186	NP_001342786.1
OG0002187	NP_593164.1
OG0002189	NP_588119.1
OG0002189	NP_594651.2
OG0002191	NP_595304.1
OG0002192	NP_596043.1
OG0002192	NP_596858.1
OG0002193	NP_588139.1
OG0002193	NP_594075.1
OG0002194	NP_596243.1
OG0002194	NP_596575.1
OG0002198	NP_594699.1
OG0002199	NP_595450.1
OG0002200	NP_594940.1
OG0002202	NP_594196.1
OG0002202	NP_595261.1
OG0002206	NP_596614.1
OG0002207	NP_593173.2
OG0002208	NP_588348.1
OG0002212	NP_001342937.1
OG0002212	NP_596433.1
OG0002213	NP_594104.1
OG0002214	NP_592992.1
OG0002215	NP_595632.1
OG0002220	NP_593025.1
OG0002223	NP_588339.1
OG0002224	NP_593949.1
OG0002225	NP_593820.1
OG0002226	NP_593828.2
OG0002227	NP_596780.1
OG0002228	NP_592876.1
OG0002229	NP_594454.1
OG0002229	NP_596120.1
OG0002230	NP_595135.1
OG0002231	NP_001342911.1
OG0002233	NP_593444.1
OG0002234	NP_594463.1
OG0002234	NP_595799.2
OG0002235	NP_592978.1
OG0002235	NP_593079.1
OG0002236	NP_588226.1
OG0002237	NP_596247.1
OG0002238	NP_593550.1
OG0002238	NP_594512.1
OG0002239	NP_594315.1
OG0002239	NP_595850.1
OG0002241	NP_593411.1
OG0002242	NP_593342.1
OG0002243	NP_593336.1
OG0002243	NP_594147.1
OG0002244	NP_596220.1
OG0002245	NP_596002.2
OG0002247	NP_594586.1
OG0002248	NP_596609.1
OG0002251	NP_594186.1
OG0002252	NP_596529.1
OG0002254	NP_596381.1
OG0002256	NP_592916.1
OG0002266	NP_594320.2
OG0002282	NP_594015.1
OG0002292	NP_595812.1
OG0002294	NP_001342842.1
OG0002300	NP_594770.1
OG0002301	NP_596451.1
OG0002303	NP_595846.1
OG0002304	NP_593634.1
OG0002305	NP_593869.1
OG0002310	NP_593124.1
OG0002311	NP_587920.1
OG0002312	NP_596382.1
OG0002313	NP_593780.1
OG0002314	NP_596736.1
OG0002315	NP_001342734.1
OG0002318	NP_594076.1
OG0002322	NP_594833.1
OG0002323	NP_594175.1
OG0002323	NP_596032.1
OG0002324	NP_595367.1
OG0002325	NP_596568.1
OG0002327	NP_587735.1
OG0002328	NP_592913.2
OG0002329	NP_593013.1
OG0002330	NP_596407.1
OG0002331	NP_001342714.1
OG0002332	NP_596790.1
OG0002333	NP_593896.1
OG0002336	NP_588225.1
OG0002338	NP_593900.1
OG0002339	NP_593326.1
OG0002340	NP_588117.1
OG0002341	NP_595146.1
OG0002342	NP_595678.1
OG0002344	NP_588346.2
OG0002347	NP_593134.1
OG0002347	NP_595564.1
OG0002348	NP_588336.1
OG0002349	NP_593923.1
OG0002349	NP_594398.1
OG0002350	NP_594201.1
OG0002350	NP_595663.1
OG0002351	NP_594561.2
OG0002353	NP_588167.1
OG0002354	NP_596107.1
OG0002355	NP_588088.1
OG0002357	NP_594345.1
OG0002359	NP_588432.1
OG0002359	NP_588540.1
OG0002362	NP_588094.1
OG0002363	NP_595746.1
OG0002367	NP_001342776.1
OG0002368	NP_001342799.1
OG0002370	NP_596735.1
OG0002370	NP_596842.1
OG0002371	NP_594566.1
OG0002372	NP_593256.1
OG0002373	NP_596487.1
OG0002374	NP_592846.1
OG0002376	NP_594352.1
OG0002377	NP_595003.1
OG0002382	NP_593208.1
OG0002383	NP_588449.1
OG0002384	NP_596272.1
OG0002386	NP_595864.3
OG0002387	NP_587805.1
OG0002388	NP_594560.1
OG0002390	NP_594965.1
OG0002391	NP_594389.1
OG0002392	NP_593169.1
OG0002395	NP_587842.1
OG0002396	NP_593452.1
OG0002396	NP_595738.1
OG0002397	NP_595335.1
OG0002398	NP_594988.1
OG0002428	NP_596547.1
OG0002430	NP_588558.1
OG0002430	NP_593707.1
OG0002435	NP_596540.1
OG0002436	NP_595414.1
OG0002440	NP_594300.1
OG0002442	NP_001018226.1
OG0002443	NP_593435.1
OG0002445	NP_595091.1
OG0002447	NP_593189.2
OG0002447	NP_594695.3
OG0002448	NP_593741.1
OG0002449	NP_587823.2
OG0002450	NP_593832.1
OG0002451	NP_593913.1
OG0002452	NP_596363.1
OG0002453	NP_594962.2
OG0002456	NP_596015.1
OG0002459	NP_596692.1
OG0002461	NP_588227.2
OG0002463	NP_588436.1
OG0002464	NP_594012.2
OG0002465	NP_594376.2
OG0002467	NP_001342787.1
OG0002468	NP_594089.1
OG0002469	NP_594671.1
OG0002470	NP_596259.2
OG0002471	NP_587850.1
OG0002471	NP_596310.1
OG0002472	NP_595810.1
OG0002473	NP_593429.1
OG0002475	NP_595374.1
OG0002476	NP_593772.2
OG0002479	NP_588143.1
OG0002479	NP_594438.1
OG0002480	NP_594451.2
OG0002482	NP_594958.1
OG0002483	NP_594645.1
OG0002489	NP_593443.1
OG0002489	NP_595730.1
OG0002491	NP_596229.1
OG0002492	NP_001018252.1
OG0002493	NP_594450.1
OG0002495	NP_001342824.1
OG0002496	NP_595857.1
OG0002497	NP_593839.1
OG0002497	NP_594043.2
OG0002498	NP_594827.2
OG0002499	NP_588162.1
OG0002500	NP_001342801.1
OG0002500	NP_595244.1
OG0002500	NP_595709.1
OG0002502	NP_594635.1
OG0002503	NP_593391.1
OG0002505	NP_587947.2
OG0002506	NP_596659.1
OG0002507	NP_588434.1
OG0002509	NP_001018849.1
OG0002510	NP_595794.1
OG0002511	NP_594628.1
OG0002512	NP_588467.2
OG0002513	NP_593523.1
OG0002514	NP_595342.1
OG0002515	NP_593106.1
OG0002516	NP_593293.1
OG0002517	NP_594600.1
OG0002518	NP_592976.1
OG0002519	NP_588392.1
OG0002520	NP_593341.1
OG0002521	NP_596054.1
OG0002522	NP_001342916.1
OG0002523	NP_596171.1
OG0002525	NP_594240.1
OG0002527	NP_587889.1
OG0002529	NP_593424.1
OG0002530	NP_595448.1
OG0002532	NP_593151.1
OG0002533	NP_595870.1
OG0002534	NP_596440.1
OG0002536	NP_587967.1
OG0002537	NP_588055.1
OG0002538	NP_587730.1
OG0002539	NP_594304.1
OG0002540	NP_593560.1
OG0002541	NP_593176.1
OG0002542	NP_595200.1
OG0002546	NP_596516.1
OG0002547	NP_594251.1
OG0002549	NP_588092.1
OG0002550	NP_594904.1
OG0002551	NP_595982.1
OG0002552	NP_594116.1
OG0002554	NP_593496.1
OG0002560	NP_587849.1
OG0002585	NP_593078.1
OG0002587	NP_594783.1
OG0002596	NP_593192.1
OG0002597	NP_596819.1
OG0002599	NP_592841.1
OG0002600	NP_593187.1
OG0002601	NP_001342817.1
OG0002606	NP_593046.2
OG0002607	NP_595207.1
OG0002608	NP_588504.1
OG0002609	NP_001342912.1
OG0002610	NP_594297.2
OG0002611	NP_595546.2
OG0002613	NP_593691.1
OG0002613	NP_595494.1
OG0002614	NP_595941.1
OG0002615	NP_596084.1
OG0002618	NP_594809.1
OG0002619	NP_594612.1
OG0002620	NP_592881.1
OG0002623	NP_593172.1
OG0002623	NP_593499.2
OG0002624	NP_595501.1
OG0002626	NP_596331.1
OG0002627	NP_596763.1
OG0002629	NP_593383.1
OG0002630	NP_594433.1
OG0002634	NP_001342812.1
OG0002636	NP_592837.1
OG0002637	NP_588025.2
OG0002639	NP_596545.1
OG0002644	NP_593095.3
OG0002645	NP_594073.1
OG0002646	NP_596441.2
OG0002649	NP_593530.2
OG0002652	NP_595834.2
OG0002655	NP_596325.1
OG0002656	NP_593244.1
OG0002658	NP_594664.1
OG0002659	NP_594531.1
OG0002660	NP_593623.1
OG0002661	NP_595836.2
OG0002662	NP_588368.1
OG0002664	NP_595821.1
OG0002665	NP_001342802.1
OG0002666	NP_596453.1
OG0002667	NP_596756.1
OG0002668	NP_587691.1
OG0002669	NP_595011.1
OG0002670	NP_593547.1
OG0002671	NP_594546.2
OG0002673	NP_594710.1
OG0002674	NP_595586.1
OG0002675	NP_593718.2
OG0002676	NP_593246.1
OG0002676	NP_596202.1
OG0002677	NP_594516.1
OG0002678	NP_594319.1
OG0002679	NP_596791.1
OG0002680	NP_594729.1
OG0002681	NP_595750.1
OG0002682	NP_595956.1
OG0002683	NP_595642.1
OG0002684	NP_588498.1
OG0002685	NP_593210.1
OG0002686	NP_594227.1
OG0002688	NP_001342833.1
OG0002688	NP_593234.1
OG0002689	NP_596372.1
OG0002691	NP_595273.2
OG0002692	NP_593948.1
OG0002694	NP_595491.1
OG0002695	NP_594874.1
OG0002697	NP_596607.1
OG0002698	NP_001342951.1
OG0002699	NP_587765.1
OG0002700	NP_587940.1
OG0002703	NP_001018780.2
OG0002704	NP_595394.1
OG0002705	NP_001342959.1
OG0002706	NP_593497.1
OG0002707	NP_595909.1
OG0002708	NP_596666.1
OG0002711	NP_593520.1
OG0002712	NP_587989.2
OG0002714	NP_592967.1
OG0002715	NP_588389.1
OG0002715	NP_593904.1
OG0002717	NP_596092.1
OG0002718	NP_593654.1
OG0002719	NP_588437.1
OG0002721	NP_001018179.1
OG0002722	NP_593158.1
OG0002724	NP_596551.1
OG0002726	NP_593219.2
OG0002727	NP_595162.1
OG0002728	NP_594623.1
OG0002729	NP_595314.1
OG0002730	NP_001342729.1
OG0002730	NP_593344.2
OG0002730	NP_593614.1
OG0002731	NP_594929.1
OG0002734	NP_595844.1
OG0002738	NP_001342754.1
OG0002738	NP_588313.2
OG0002739	NP_594414.1
OG0002740	NP_588235.1
OG0002746	NP_595885.1
OG0002748	NP_593053.2
OG0002750	NP_594133.1
OG0002772	NP_592940.1
OG0002773	NP_593150.1
OG0002774	NP_595728.1
OG0002776	NP_594686.1
OG0002784	NP_594382.1
OG0002786	NP_596087.1
OG0002787	NP_595107.1
OG0002788	NP_588027.1
OG0002790	NP_594270.1
OG0002791	NP_001342782.1
OG0002793	NP_592960.1
OG0002794	NP_588171.1
OG0002796	NP_594170.1
OG0002798	NP_595369.1
OG0002799	NP_593765.1
OG0002800	NP_595743.2
OG0002801	NP_593069.1
OG0002803	NP_596145.1
OG0002805	NP_592919.1
OG0002806	NP_594209.1
OG0002807	NP_596565.1
OG0002809	NP_592893.1
OG0002811	NP_596751.1
OG0002813	NP_592921.1
OG0002814	NP_594690.1
OG0002815	NP_594283.1
OG0002817	NP_595287.1
OG0002818	NP_594128.1
OG0002819	NP_588267.1
OG0002820	NP_594369.1
OG0002822	NP_596664.1
OG0002823	NP_594459.2
OG0002824	NP_593727.1
OG0002825	NP_587871.1
OG0002829	NP_596124.1
OG0002830	NP_596163.1
OG0002831	NP_588151.1
OG0002832	NP_592926.1
OG0002833	NP_593445.1
OG0002835	NP_595880.1
OG0002836	NP_595719.1
OG0002837	NP_588160.1
OG0002837	NP_596495.1
OG0002839	NP_596527.1
