Orthogroup	NV_TRX
OG0000419	Nv.T1.11010.2.p1
OG0000419	Nv.T1.11010.3.p1
OG0000419	Nv.T1.1338.1.p1
OG0000419	Nv.T1.1338.2.p1
OG0000419	Nv.T1.1338.3.p1
OG0000419	Nv.T1.23446.1.p1
OG0000419	Nv.T1.33618.1.p1
OG0000419	Nv.T1.33619.1.p1
OG0000419	Nv.T1.33620.1.p1
OG0000419	Nv.T1.42189.1.p1
OG0000419	Nv.T1.42190.1.p1
OG0000419	Nv.T1.59923.1.p1
OG0000419	Nv.T1.66614.1.p1
OG0000421	Nv.T1.2694.1.p1
OG0000421	Nv.T1.32756.1.p1
OG0000421	Nv.T1.44664.1.p1
OG0000421	Nv.T1.62591.1.p1
OG0000421	Nv.T1.63001.1.p1
OG0000421	Nv.T1.70594.1.p1
OG0000421	Nv.T1.9947.2.p1
OG0000422	Nv.T1.12653.888.p1
OG0000422	Nv.T1.38906.1.p1
OG0000422	Nv.T1.38907.1.p1
OG0000422	Nv.T1.38908.1.p1
OG0000422	Nv.T1.38909.1.p1
OG0000422	Nv.T1.38910.1.p1
OG0000422	Nv.T1.41552.1.p1
OG0000422	Nv.T1.41553.1.p1
OG0000422	Nv.T1.41554.1.p1
OG0000422	Nv.T1.64540.1.p1
OG0000422	Nv.T1.64540.2.p1
OG0000422	Nv.T1.71432.1.p1
OG0000422	Nv.T1.71432.2.p1
OG0000422	Nv.T1.74859.1.p1
OG0000423	Nv.T1.11343.1.p1
OG0000423	Nv.T1.1974.1.p1
OG0000423	Nv.T1.23837.1.p1
OG0000423	Nv.T1.23838.1.p1
OG0000423	Nv.T1.40164.1.p1
OG0000423	Nv.T1.5739.1.p1
OG0000423	Nv.T1.61994.1.p1
OG0000423	Nv.T1.61995.1.p1
OG0000423	Nv.T1.63571.10761.p1
OG0000423	Nv.T1.63571.6516.p1
OG0000423	Nv.T1.63571.783.p1
OG0000423	Nv.T1.63571.784.p1
OG0000423	Nv.T1.63571.785.p1
OG0000423	Nv.T1.63571.858.p1
OG0000423	Nv.T1.64465.1.p1
OG0000423	Nv.T1.6651.1.p1
OG0000423	Nv.T1.6651.2.p1
OG0000423	Nv.T1.69371.10.p1
OG0000423	Nv.T1.69371.5.p1
OG0000423	Nv.T1.69371.6.p1
OG0000423	Nv.T1.69371.7.p1
OG0000423	Nv.T1.69371.8.p1
OG0000423	Nv.T1.69371.9.p1
OG0000424	Nv.T1.1874.4.p1
OG0000424	Nv.T1.35905.1.p1
OG0000424	Nv.T1.45772.1.p1
OG0000424	Nv.T1.45773.1.p1
OG0000424	Nv.T1.45774.1.p1
OG0000424	Nv.T1.63571.12596.p1
OG0000424	Nv.T1.63571.12597.p1
OG0000424	Nv.T1.63571.12598.p1
OG0000424	Nv.T1.63571.12599.p1
OG0000424	Nv.T1.64589.1.p1
OG0000424	Nv.T1.7077.1.p1
OG0000424	Nv.T1.7077.3.p1
OG0000425	Nv.T1.10084.2.p1
OG0000425	Nv.T1.10084.4.p1
OG0000425	Nv.T1.10084.5.p1
OG0000425	Nv.T1.41854.1.p1
OG0000425	Nv.T1.41855.1.p1
OG0000425	Nv.T1.60983.1.p1
OG0000425	Nv.T1.60984.1.p1
OG0000425	Nv.T1.60985.1.p1
OG0000425	Nv.T1.60986.1.p1
OG0000425	Nv.T1.60987.1.p1
OG0000425	Nv.T1.63660.12.p1
OG0000425	Nv.T1.63660.13.p1
OG0000425	Nv.T1.63660.14.p1
OG0000425	Nv.T1.63660.15.p1
OG0000425	Nv.T1.63660.20.p1
OG0000425	Nv.T1.63660.21.p1
OG0000425	Nv.T1.63660.22.p1
OG0000425	Nv.T1.63660.23.p1
OG0000425	Nv.T1.63660.25.p1
OG0000425	Nv.T1.63660.29.p1
OG0000425	Nv.T1.63660.30.p1
OG0000425	Nv.T1.63660.31.p1
OG0000425	Nv.T1.63660.4.p1
OG0000425	Nv.T1.63660.4.p2
OG0000425	Nv.T1.63660.5.p1
OG0000425	Nv.T1.63660.5.p2
OG0000425	Nv.T1.63660.6.p1
OG0000425	Nv.T1.63660.7.p1
OG0000427	Nv.T1.10970.1.p1
OG0000427	Nv.T1.17498.1.p1
OG0000427	Nv.T1.18129.1.p1
OG0000427	Nv.T1.56335.1.p1
OG0000427	Nv.T1.56336.1.p1
OG0000428	Nv.T1.13009.1.p1
OG0000428	Nv.T1.15416.1.p1
OG0000428	Nv.T1.23660.1.p1
OG0000428	Nv.T1.23661.1.p1
OG0000428	Nv.T1.44782.1.p1
OG0000428	Nv.T1.478.1.p1
OG0000428	Nv.T1.63571.13226.p1
OG0000428	Nv.T1.63571.13227.p1
OG0000428	Nv.T1.63571.13228.p1
OG0000428	Nv.T1.63571.13545.p1
OG0000428	Nv.T1.68532.1.p1
OG0000428	Nv.T1.7165.1.p1
OG0000428	Nv.T1.72793.1.p1
OG0000428	Nv.T1.9453.1.p1
OG0000428	Nv.T1.9453.2.p1
OG0000429	Nv.T1.13811.1.p1
OG0000429	Nv.T1.13811.2.p1
OG0000429	Nv.T1.27491.1.p1
OG0000429	Nv.T1.27492.1.p1
OG0000429	Nv.T1.60236.1.p1
OG0000429	Nv.T1.60237.1.p1
OG0000429	Nv.T1.63797.3.p1
OG0000429	Nv.T1.63797.4.p1
OG0000429	Nv.T1.63797.5.p1
OG0000429	Nv.T1.63797.6.p1
OG0000429	Nv.T1.63797.7.p1
OG0000429	Nv.T1.63797.8.p1
OG0000429	Nv.T1.6383.1.p1
OG0000429	Nv.T1.6383.3.p1
OG0000429	Nv.T1.6383.4.p1
OG0000429	Nv.T1.6383.5.p1
OG0000429	Nv.T1.7346.1.p1
OG0000429	Nv.T1.7346.6.p1
OG0000430	Nv.T1.12653.122.p1
OG0000430	Nv.T1.12653.251.p1
OG0000430	Nv.T1.12653.632.p1
OG0000430	Nv.T1.25010.1.p1
OG0000430	Nv.T1.25011.1.p1
OG0000430	Nv.T1.25012.1.p1
OG0000430	Nv.T1.53662.1.p1
OG0000430	Nv.T1.6241.1.p1
OG0000430	Nv.T1.63571.13021.p1
OG0000430	Nv.T1.63571.13022.p1
OG0000430	Nv.T1.69740.1.p1
OG0000430	Nv.T1.69740.2.p1
OG0000430	Nv.T1.69740.3.p1
OG0000431	Nv.T1.11016.15.p1
OG0000431	Nv.T1.11016.21.p1
OG0000431	Nv.T1.28370.1.p1
OG0000431	Nv.T1.28371.1.p1
OG0000431	Nv.T1.35840.1.p1
OG0000431	Nv.T1.35841.1.p1
OG0000431	Nv.T1.35842.1.p1
OG0000431	Nv.T1.35843.1.p1
OG0000431	Nv.T1.35844.1.p1
OG0000431	Nv.T1.54567.1.p1
OG0000431	Nv.T1.54568.1.p1
OG0000431	Nv.T1.54569.1.p1
OG0000431	Nv.T1.54570.1.p1
OG0000431	Nv.T1.64405.1.p1
OG0000431	Nv.T1.6775.1.p1
OG0000431	Nv.T1.6775.3.p1
OG0000431	Nv.T1.68550.1.p1
OG0000431	Nv.T1.70465.1.p1
OG0000431	Nv.T1.70888.1.p1
OG0000431	Nv.T1.70888.2.p1
OG0000431	Nv.T1.8461.2.p1
OG0000433	Nv.T1.11142.3.p2
OG0000433	Nv.T1.12653.1160.p2
OG0000433	Nv.T1.12653.129.p1
OG0000433	Nv.T1.17447.1.p1
OG0000433	Nv.T1.28706.1.p3
OG0000433	Nv.T1.429.4.p2
OG0000433	Nv.T1.53153.1.p4
OG0000433	Nv.T1.63571.11199.p2
OG0000433	Nv.T1.64413.1.p2
OG0000433	Nv.T1.64413.2.p1
OG0000433	Nv.T1.67802.1.p1
OG0000433	Nv.T1.72624.1.p3
OG0000433	Nv.T1.72624.1.p4
OG0000433	Nv.T1.72624.2.p2
OG0000433	Nv.T1.7812.3.p1
OG0000434	Nv.T1.14867.2.p1
OG0000434	Nv.T1.17924.1.p1
OG0000434	Nv.T1.1842.1.p1
OG0000434	Nv.T1.1842.2.p1
OG0000434	Nv.T1.1842.5.p1
OG0000434	Nv.T1.19388.1.p1
OG0000434	Nv.T1.19389.1.p1
OG0000434	Nv.T1.19390.1.p1
OG0000434	Nv.T1.19391.1.p1
OG0000434	Nv.T1.19393.1.p1
OG0000434	Nv.T1.19394.1.p1
OG0000434	Nv.T1.30895.1.p1
OG0000434	Nv.T1.48058.1.p1
OG0000434	Nv.T1.48059.1.p1
OG0000434	Nv.T1.48060.1.p1
OG0000434	Nv.T1.48061.1.p1
OG0000434	Nv.T1.48062.1.p1
OG0000434	Nv.T1.65528.1.p1
OG0000434	Nv.T1.65528.2.p1
OG0000434	Nv.T1.65528.2.p2
OG0000434	Nv.T1.65624.1.p1
OG0000435	Nv.T1.11983.1.p1
OG0000435	Nv.T1.11983.2.p1
OG0000435	Nv.T1.23184.1.p2
OG0000435	Nv.T1.3102.1.p1
OG0000435	Nv.T1.38374.1.p1
OG0000435	Nv.T1.52281.1.p1
OG0000435	Nv.T1.63571.2381.p2
OG0000435	Nv.T1.72644.1.p1
OG0000435	Nv.T1.72644.10.p1
OG0000435	Nv.T1.72644.3.p1
OG0000435	Nv.T1.72644.4.p1
OG0000435	Nv.T1.72644.5.p1
OG0000435	Nv.T1.72644.6.p1
OG0000435	Nv.T1.72924.1.p1
OG0000436	Nv.T1.10996.1.p1
OG0000436	Nv.T1.13457.1.p1
OG0000436	Nv.T1.15373.1.p1
OG0000436	Nv.T1.1858.2.p1
OG0000436	Nv.T1.26467.1.p1
OG0000436	Nv.T1.26468.1.p1
OG0000436	Nv.T1.26469.1.p1
OG0000436	Nv.T1.27060.1.p1
OG0000436	Nv.T1.27061.1.p1
OG0000436	Nv.T1.27066.1.p1
OG0000436	Nv.T1.27067.1.p1
OG0000436	Nv.T1.37450.1.p1
OG0000436	Nv.T1.55244.1.p1
OG0000436	Nv.T1.55246.1.p1
OG0000436	Nv.T1.55247.1.p1
OG0000436	Nv.T1.56223.1.p1
OG0000436	Nv.T1.56224.1.p1
OG0000436	Nv.T1.63571.11177.p1
OG0000436	Nv.T1.9264.1.p1
OG0000442	Nv.T1.21797.1.p1
OG0000442	Nv.T1.21798.1.p1
OG0000442	Nv.T1.3850.1.p1
OG0000442	Nv.T1.3850.2.p1
OG0000442	Nv.T1.40416.1.p1
OG0000442	Nv.T1.58354.1.p1
OG0000442	Nv.T1.59733.1.p1
OG0000442	Nv.T1.59734.1.p1
OG0000442	Nv.T1.63571.6538.p1
OG0000442	Nv.T1.63571.6540.p1
OG0000442	Nv.T1.63571.6541.p1
OG0000442	Nv.T1.63571.6543.p1
OG0000442	Nv.T1.64768.1.p1
OG0000442	Nv.T1.68290.1.p1
OG0000442	Nv.T1.7254.3.p1
OG0000442	Nv.T1.8033.1.p1
OG0000444	Nv.T1.2322.1.p1
OG0000444	Nv.T1.37064.1.p1
OG0000444	Nv.T1.37065.1.p1
OG0000444	Nv.T1.37209.1.p1
OG0000444	Nv.T1.63571.3217.p1
OG0000444	Nv.T1.63571.3218.p1
OG0000444	Nv.T1.63571.3219.p1
OG0000444	Nv.T1.63571.3221.p1
OG0000444	Nv.T1.63571.3222.p1
OG0000444	Nv.T1.6998.5.p1
OG0000445	Nv.T1.18400.1.p1
OG0000445	Nv.T1.27602.1.p1
OG0000445	Nv.T1.27603.1.p1
OG0000445	Nv.T1.27604.1.p1
OG0000445	Nv.T1.27605.1.p1
OG0000445	Nv.T1.450.4.p1
OG0000445	Nv.T1.450.6.p1
OG0000445	Nv.T1.58420.1.p1
OG0000445	Nv.T1.63620.36.p1
OG0000445	Nv.T1.63620.37.p1
OG0000445	Nv.T1.63620.38.p1
OG0000445	Nv.T1.63620.39.p1
OG0000445	Nv.T1.63620.40.p1
OG0000445	Nv.T1.63620.41.p1
OG0000445	Nv.T1.63620.42.p1
OG0000445	Nv.T1.63720.1.p1
OG0000445	Nv.T1.7741.3.p1
OG0000449	Nv.T1.12653.242.p1
OG0000449	Nv.T1.12653.621.p1
OG0000449	Nv.T1.17001.1.p1
OG0000449	Nv.T1.17002.1.p1
OG0000449	Nv.T1.18840.1.p1
OG0000449	Nv.T1.21073.1.p1
OG0000449	Nv.T1.21074.1.p1
OG0000449	Nv.T1.63571.71.p1
OG0000449	Nv.T1.705.1.p1
OG0000450	Nv.T1.1779.1.p1
OG0000450	Nv.T1.38482.1.p1
OG0000450	Nv.T1.38483.1.p1
OG0000450	Nv.T1.38484.1.p1
OG0000450	Nv.T1.38485.1.p1
OG0000450	Nv.T1.38486.1.p1
OG0000450	Nv.T1.38488.1.p1
OG0000450	Nv.T1.45930.1.p1
OG0000450	Nv.T1.45931.1.p1
OG0000450	Nv.T1.45932.1.p1
OG0000450	Nv.T1.45933.1.p1
OG0000450	Nv.T1.45933.1.p2
OG0000450	Nv.T1.45934.1.p2
OG0000450	Nv.T1.63571.11462.p1
OG0000450	Nv.T1.63571.11463.p1
OG0000450	Nv.T1.63571.6117.p1
OG0000450	Nv.T1.63571.6118.p1
OG0000450	Nv.T1.63571.6122.p1
OG0000450	Nv.T1.68931.1.p1
OG0000450	Nv.T1.7499.1.p1
OG0000451	Nv.T1.3429.1.p1
OG0000451	Nv.T1.39517.1.p1
OG0000451	Nv.T1.40904.1.p1
OG0000452	Nv.T1.14131.1.p1
OG0000452	Nv.T1.15530.1.p1
OG0000452	Nv.T1.20011.1.p1
OG0000452	Nv.T1.20012.1.p1
OG0000452	Nv.T1.24078.1.p1
OG0000452	Nv.T1.4251.1.p1
OG0000452	Nv.T1.60554.1.p1
OG0000452	Nv.T1.60555.1.p1
OG0000452	Nv.T1.68475.2.p1
OG0000452	Nv.T1.71695.1.p1
OG0000452	Nv.T1.8454.1.p1
OG0000452	Nv.T1.9302.1.p1
OG0000452	Nv.T1.9302.2.p1
OG0000452	Nv.T1.9734.2.p1
OG0000453	Nv.T1.13898.1.p1
OG0000453	Nv.T1.30443.1.p1
OG0000453	Nv.T1.30445.1.p1
OG0000453	Nv.T1.30446.1.p1
OG0000453	Nv.T1.46465.1.p1
OG0000453	Nv.T1.46466.1.p1
OG0000453	Nv.T1.46467.1.p1
OG0000453	Nv.T1.63571.10286.p1
OG0000453	Nv.T1.63571.13186.p1
OG0000453	Nv.T1.63571.13187.p1
OG0000453	Nv.T1.63571.13188.p1
OG0000453	Nv.T1.63571.13196.p1
OG0000453	Nv.T1.63571.13197.p1
OG0000453	Nv.T1.63571.13199.p1
OG0000453	Nv.T1.63571.13200.p1
OG0000453	Nv.T1.63571.13216.p1
OG0000453	Nv.T1.66804.1.p1
OG0000453	Nv.T1.66835.1.p1
OG0000454	Nv.T1.55828.1.p1
OG0000454	Nv.T1.55828.1.p2
OG0000454	Nv.T1.55829.1.p1
OG0000454	Nv.T1.55829.1.p2
OG0000454	Nv.T1.55831.1.p1
OG0000454	Nv.T1.55832.1.p1
OG0000454	Nv.T1.55833.1.p1
OG0000454	Nv.T1.55834.1.p1
OG0000454	Nv.T1.55835.1.p1
OG0000454	Nv.T1.61229.1.p1
OG0000454	Nv.T1.63712.1.p1
OG0000454	Nv.T1.63712.2.p1
OG0000454	Nv.T1.65128.1.p1
OG0000454	Nv.T1.67444.1.p1
OG0000455	Nv.T1.1893.1.p1
OG0000455	Nv.T1.28262.1.p1
OG0000455	Nv.T1.28263.1.p1
OG0000455	Nv.T1.32949.1.p2
OG0000455	Nv.T1.32950.1.p1
OG0000455	Nv.T1.32951.1.p1
OG0000455	Nv.T1.3543.2.p1
OG0000455	Nv.T1.44069.1.p1
OG0000455	Nv.T1.461.1.p1
OG0000455	Nv.T1.56246.1.p1
OG0000455	Nv.T1.57870.1.p1
OG0000455	Nv.T1.6042.1.p1
OG0000455	Nv.T1.65585.1.p2
OG0000455	Nv.T1.65585.2.p1
OG0000455	Nv.T1.68090.1.p1
OG0000455	Nv.T1.70074.1.p1
OG0000455	Nv.T1.71667.1.p1
OG0000456	Nv.T1.35096.1.p2
OG0000456	Nv.T1.35097.1.p2
OG0000456	Nv.T1.68463.1.p1
OG0000456	Nv.T1.8252.1.p1
OG0000456	Nv.T1.9439.1.p1
OG0000460	Nv.T1.20326.1.p1
OG0000460	Nv.T1.20327.1.p1
OG0000460	Nv.T1.20328.1.p1
OG0000460	Nv.T1.20329.1.p1
OG0000460	Nv.T1.20330.1.p1
OG0000460	Nv.T1.20331.1.p1
OG0000460	Nv.T1.20335.1.p1
OG0000460	Nv.T1.20336.1.p1
OG0000460	Nv.T1.20337.1.p1
OG0000460	Nv.T1.20338.1.p1
OG0000460	Nv.T1.63571.10999.p1
OG0000460	Nv.T1.65983.1.p2
OG0000460	Nv.T1.65983.4.p1
OG0000460	Nv.T1.66615.1.p1
OG0000460	Nv.T1.67017.1.p1
OG0000460	Nv.T1.72786.1.p1
OG0000460	Nv.T1.73236.1.p1
OG0000461	Nv.T1.13336.1.p1
OG0000461	Nv.T1.13336.2.p1
OG0000461	Nv.T1.19419.1.p1
OG0000461	Nv.T1.63571.11340.p1
OG0000461	Nv.T1.63571.11341.p1
OG0000461	Nv.T1.63571.11342.p1
OG0000461	Nv.T1.63571.11343.p1
OG0000461	Nv.T1.63571.11344.p1
OG0000461	Nv.T1.63571.11345.p1
OG0000463	Nv.T1.11495.1.p1
OG0000463	Nv.T1.22346.1.p1
OG0000463	Nv.T1.22348.1.p1
OG0000463	Nv.T1.53649.1.p1
OG0000463	Nv.T1.61088.1.p1
OG0000463	Nv.T1.61092.1.p1
OG0000463	Nv.T1.74122.1.p1
OG0000463	Nv.T1.76157.1.p1
OG0000464	Nv.T1.11792.1.p1
OG0000464	Nv.T1.27364.1.p1
OG0000464	Nv.T1.27367.1.p1
OG0000464	Nv.T1.46961.1.p1
OG0000464	Nv.T1.46962.1.p1
OG0000464	Nv.T1.46963.1.p1
OG0000464	Nv.T1.63571.1067.p1
OG0000464	Nv.T1.63571.1068.p1
OG0000464	Nv.T1.63571.1069.p1
OG0000464	Nv.T1.63571.1069.p2
OG0000464	Nv.T1.63571.1070.p1
OG0000464	Nv.T1.63571.1071.p1
OG0000464	Nv.T1.63571.1072.p1
OG0000464	Nv.T1.63571.1073.p1
OG0000464	Nv.T1.63571.1074.p1
OG0000464	Nv.T1.63571.1075.p1
OG0000464	Nv.T1.66627.2.p1
OG0000464	Nv.T1.66627.3.p1
OG0000464	Nv.T1.7952.2.p1
OG0000464	Nv.T1.7952.3.p1
OG0000465	Nv.T1.16631.1.p1
OG0000465	Nv.T1.16942.1.p1
OG0000465	Nv.T1.33741.1.p1
OG0000465	Nv.T1.33741.1.p2
OG0000465	Nv.T1.33742.1.p1
OG0000465	Nv.T1.33742.1.p2
OG0000465	Nv.T1.33743.1.p1
OG0000465	Nv.T1.33743.1.p2
OG0000465	Nv.T1.35542.1.p1
OG0000465	Nv.T1.35543.1.p1
OG0000465	Nv.T1.39165.1.p1
OG0000465	Nv.T1.67441.1.p1
OG0000465	Nv.T1.73922.1.p1
OG0000465	Nv.T1.8625.1.p1
OG0000466	Nv.T1.1033.1.p1
OG0000466	Nv.T1.69499.1.p1
OG0000466	Nv.T1.69499.2.p1
OG0000466	Nv.T1.69499.3.p1
OG0000466	Nv.T1.69499.4.p1
OG0000466	Nv.T1.69499.5.p1
OG0000471	Nv.T1.36571.1.p1
OG0000471	Nv.T1.43166.1.p1
OG0000471	Nv.T1.43167.1.p1
OG0000471	Nv.T1.43168.1.p1
OG0000471	Nv.T1.43168.1.p2
OG0000471	Nv.T1.43169.1.p1
OG0000471	Nv.T1.43169.1.p2
OG0000471	Nv.T1.508.1.p1
OG0000471	Nv.T1.508.2.p1
OG0000471	Nv.T1.66082.1.p1
OG0000471	Nv.T1.7092.1.p1
OG0000471	Nv.T1.7605.1.p1
OG0000471	Nv.T1.7605.2.p1
OG0000472	Nv.T1.26801.1.p1
OG0000472	Nv.T1.4314.1.p1
OG0000472	Nv.T1.47717.1.p1
OG0000472	Nv.T1.66721.1.p1
OG0000473	Nv.T1.11217.1.p1
OG0000473	Nv.T1.57537.1.p1
OG0000473	Nv.T1.57538.1.p1
OG0000473	Nv.T1.57540.1.p1
OG0000473	Nv.T1.57554.1.p1
OG0000473	Nv.T1.67212.1.p1
OG0000473	Nv.T1.67212.2.p1
OG0000473	Nv.T1.67212.3.p1
OG0000473	Nv.T1.67212.4.p1
OG0000473	Nv.T1.69062.1.p2
OG0000473	Nv.T1.8009.1.p1
OG0000474	Nv.T1.10952.1.p1
OG0000474	Nv.T1.22068.1.p1
OG0000474	Nv.T1.41414.1.p1
OG0000474	Nv.T1.41415.1.p1
OG0000474	Nv.T1.54936.1.p1
OG0000474	Nv.T1.6085.3.p1
OG0000474	Nv.T1.63571.13883.p2
OG0000474	Nv.T1.63571.13884.p2
OG0000474	Nv.T1.63576.1.p1
OG0000474	Nv.T1.6458.2.p1
OG0000474	Nv.T1.6458.3.p1
OG0000475	Nv.T1.32768.1.p1
OG0000475	Nv.T1.32769.1.p1
OG0000475	Nv.T1.36514.1.p1
OG0000475	Nv.T1.9607.1.p1
OG0000476	Nv.T1.33493.1.p1
OG0000476	Nv.T1.33493.1.p2
OG0000476	Nv.T1.33494.1.p1
OG0000476	Nv.T1.33496.1.p1
OG0000476	Nv.T1.48879.1.p1
OG0000476	Nv.T1.48880.1.p1
OG0000476	Nv.T1.60863.1.p1
OG0000476	Nv.T1.60864.1.p1
OG0000476	Nv.T1.63833.1.p1
OG0000476	Nv.T1.6660.6.p1
OG0000476	Nv.T1.6660.7.p1
OG0000476	Nv.T1.68372.1.p1
OG0000476	Nv.T1.69077.1.p1
OG0000476	Nv.T1.71993.1.p1
OG0000476	Nv.T1.7621.1.p1
OG0000476	Nv.T1.7621.1.p2
OG0000476	Nv.T1.7621.2.p1
OG0000476	Nv.T1.7621.3.p1
OG0000476	Nv.T1.7922.1.p1
OG0000477	Nv.T1.3385.2.p1
OG0000477	Nv.T1.45407.1.p1
OG0000477	Nv.T1.45408.1.p1
OG0000477	Nv.T1.45409.1.p1
OG0000477	Nv.T1.45410.1.p1
OG0000477	Nv.T1.45411.1.p1
OG0000477	Nv.T1.70188.6.p1
OG0000477	Nv.T1.70188.7.p1
OG0000478	Nv.T1.12497.1.p1
OG0000478	Nv.T1.48318.1.p1
OG0000478	Nv.T1.5396.1.p1
OG0000478	Nv.T1.62934.1.p1
OG0000478	Nv.T1.62937.1.p1
OG0000478	Nv.T1.67818.1.p1
OG0000480	Nv.T1.1920.1.p1
OG0000480	Nv.T1.24514.1.p1
OG0000480	Nv.T1.24515.1.p1
OG0000480	Nv.T1.24516.1.p1
OG0000480	Nv.T1.24517.1.p1
OG0000480	Nv.T1.24519.1.p1
OG0000480	Nv.T1.24519.1.p2
OG0000480	Nv.T1.50481.1.p1
OG0000480	Nv.T1.64030.1.p1
OG0000480	Nv.T1.64545.1.p1
OG0000480	Nv.T1.64545.2.p1
OG0000480	Nv.T1.64597.1.p1
OG0000480	Nv.T1.64597.2.p1
OG0000480	Nv.T1.64597.3.p1
OG0000480	Nv.T1.64618.1.p1
OG0000480	Nv.T1.73200.1.p1
OG0000480	Nv.T1.9132.1.p1
OG0000480	Nv.T1.9132.3.p1
OG0000484	Nv.T1.11697.1.p1
OG0000484	Nv.T1.59769.1.p1
OG0000484	Nv.T1.59770.1.p1
OG0000484	Nv.T1.59771.1.p1
OG0000484	Nv.T1.63571.10877.p1
OG0000484	Nv.T1.63571.10885.p1
OG0000484	Nv.T1.69973.1.p1
OG0000484	Nv.T1.9587.1.p1
OG0000484	Nv.T1.9587.2.p1
OG0000485	Nv.T1.23779.1.p1
OG0000485	Nv.T1.27902.1.p1
OG0000485	Nv.T1.27903.1.p1
OG0000485	Nv.T1.341.5.p1
OG0000485	Nv.T1.341.6.p2
OG0000485	Nv.T1.63571.2150.p5
OG0000485	Nv.T1.66732.1.p1
OG0000485	Nv.T1.7032.2.p1
OG0000489	Nv.T1.10686.2.p1
OG0000489	Nv.T1.18137.1.p1
OG0000489	Nv.T1.18138.1.p1
OG0000489	Nv.T1.44596.1.p1
OG0000489	Nv.T1.71590.1.p1
OG0000489	Nv.T1.7189.3.p1
OG0000489	Nv.T1.7189.4.p1
OG0000490	Nv.T1.15784.1.p1
OG0000490	Nv.T1.23000.1.p1
OG0000490	Nv.T1.24072.1.p1
OG0000490	Nv.T1.24073.1.p1
OG0000490	Nv.T1.3624.1.p1
OG0000490	Nv.T1.3624.2.p1
OG0000490	Nv.T1.3625.1.p1
OG0000490	Nv.T1.3625.2.p1
OG0000490	Nv.T1.49328.1.p1
OG0000490	Nv.T1.63900.4.p1
OG0000490	Nv.T1.63900.5.p1
OG0000490	Nv.T1.66785.1.p1
OG0000491	Nv.T1.12524.1.p1
OG0000491	Nv.T1.13709.1.p1
OG0000491	Nv.T1.18744.1.p1
OG0000491	Nv.T1.18744.1.p2
OG0000491	Nv.T1.18745.1.p1
OG0000491	Nv.T1.18745.1.p2
OG0000491	Nv.T1.53799.1.p1
OG0000491	Nv.T1.63571.4753.p1
OG0000491	Nv.T1.64131.1.p1
OG0000491	Nv.T1.64131.5.p1
OG0000491	Nv.T1.64131.5.p2
OG0000491	Nv.T1.64131.6.p1
OG0000491	Nv.T1.7443.1.p1
OG0000494	Nv.T1.15184.1.p1
OG0000494	Nv.T1.43446.1.p1
OG0000494	Nv.T1.65664.1.p1
OG0000494	Nv.T1.65664.2.p2
OG0000494	Nv.T1.65664.3.p1
OG0000494	Nv.T1.7333.5.p1
OG0000495	Nv.T1.14410.1.p1
OG0000495	Nv.T1.14410.2.p1
OG0000495	Nv.T1.17184.1.p1
OG0000495	Nv.T1.17186.1.p1
OG0000495	Nv.T1.34766.1.p1
OG0000495	Nv.T1.34768.1.p1
OG0000495	Nv.T1.34772.1.p1
OG0000495	Nv.T1.3823.1.p1
OG0000495	Nv.T1.4735.1.p1
OG0000495	Nv.T1.4735.2.p1
OG0000495	Nv.T1.53978.1.p1
OG0000495	Nv.T1.53979.1.p1
OG0000495	Nv.T1.56972.1.p1
OG0000495	Nv.T1.56973.1.p1
OG0000495	Nv.T1.56974.1.p1
OG0000495	Nv.T1.56975.1.p1
OG0000495	Nv.T1.56976.1.p1
OG0000495	Nv.T1.56979.1.p1
OG0000495	Nv.T1.59695.1.p1
OG0000495	Nv.T1.59696.1.p1
OG0000495	Nv.T1.63571.4992.p1
OG0000495	Nv.T1.65872.1.p1
OG0000495	Nv.T1.65872.2.p1
OG0000495	Nv.T1.65872.3.p1
OG0000495	Nv.T1.71669.1.p1
OG0000495	Nv.T1.73172.1.p1
OG0000495	Nv.T1.74848.1.p1
OG0000496	Nv.T1.25679.1.p1
OG0000496	Nv.T1.47792.1.p1
OG0000496	Nv.T1.70261.1.p1
OG0000496	Nv.T1.70261.1.p2
OG0000496	Nv.T1.70261.2.p1
OG0000496	Nv.T1.79146.1.p1
OG0000496	Nv.T1.8135.1.p1
OG0000496	Nv.T1.8135.2.p1
OG0000497	Nv.T1.14908.1.p1
OG0000497	Nv.T1.23131.1.p1
OG0000497	Nv.T1.23132.1.p1
OG0000497	Nv.T1.23133.1.p1
OG0000497	Nv.T1.23134.1.p1
OG0000497	Nv.T1.24210.1.p1
OG0000497	Nv.T1.66228.1.p1
OG0000497	Nv.T1.666.1.p1
OG0000497	Nv.T1.666.3.p1
OG0000497	Nv.T1.666.4.p1
OG0000497	Nv.T1.67156.1.p1
OG0000497	Nv.T1.67156.2.p1
OG0000497	Nv.T1.67156.3.p1
OG0000497	Nv.T1.67156.4.p1
OG0000497	Nv.T1.67156.5.p1
OG0000498	Nv.T1.32693.1.p1
OG0000498	Nv.T1.32693.1.p2
OG0000498	Nv.T1.32694.1.p1
OG0000498	Nv.T1.32694.1.p2
OG0000498	Nv.T1.32695.1.p1
OG0000498	Nv.T1.32696.1.p1
OG0000498	Nv.T1.68113.1.p1
OG0000499	Nv.T1.14697.1.p1
OG0000499	Nv.T1.30292.1.p1
